"rownum","Id","HASH16","RewardText","ItemVisualIdentityKey","RewardType","SacrificeItem","SacrificeAmount","SacrificeText","bool","TrialMods"
0,"DoubleDivinationCards1",20652,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25436,25441]"
1,"DoubleDivinationCards2",54378,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25437,25442]"
2,"DoubleDivinationCards3",13401,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25438,25443]"
3,"DoubleDivinationCards4",39568,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25439,25444]"
4,"DoubleDivinationCards5",25975,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25440,25445]"
5,"MirrorRare1",49959,"Item and Mirrored Copy","",3,"",0,"Mirrorable, Rare Item","","[25440,25445]"
6,"Unique1",24507,"","",4,"",0,"","","[25437,25442]"
7,"Unique1_2",27055,"","",4,"",0,"","","[25438,25443]"
8,"Unique2",31270,"","",4,"",0,"","","[25438,25443]"
9,"Unique2_2",56553,"","",4,"",0,"","","[25438,25443]"
10,"Unique2_3",26555,"","",4,"",0,"","","[25439,25444]"
11,"Unique3",62141,"","",4,"",0,"","","[25439,25444]"
12,"Unique3_2",15941,"","",4,"",0,"","","[25438,25443]"
13,"Unique3_3",53117,"","",4,"",0,"","","[25440,25445]"
14,"Unique4",49320,"","",4,"",0,"","","[25437,25442]"
15,"Unique5",18654,"","",4,"",0,"","","[25438,25443]"
16,"Unique6",7505,"","",4,"",0,"","","[25439,25444]"
17,"Unique7",6641,"","",4,"",0,"","","[25440,25445]"
18,"Unique8",5026,"","",4,"",0,"","","[25440,25445]"
19,"Unique9",17340,"","",4,"",0,"","","[25438,25443]"
20,"Unique10",31328,"","",4,"",0,"","","[25439,25444]"
21,"Unique11",40848,"","",4,"",0,"","","[25439,25444]"
22,"Unique12",10845,"","",4,"",0,"","","[25440,25445]"
23,"CurrencyChaos5",10698,"Doubles sacrificed Currency","",1,2,5,"",1,"[25436,25441]"
24,"CurrencyChaos10",32977,"Doubles sacrificed Currency","",1,2,10,"",1,"[25436,25441]"
25,"CurrencyChaos20",41813,"Doubles sacrificed Currency","",1,2,20,"",1,"[25437,25442]"
26,"CurrencyBlessed10",33537,"Doubles sacrificed Currency","",1,23,10,"",1,"[25436,25441]"
27,"CurrencyBlessed20",12316,"Doubles sacrificed Currency","",1,23,20,"",1,"[25437,25442]"
28,"CurrencyScouring15",44257,"Doubles sacrificed Currency","",1,12,15,"",1,"[25436,25441]"
29,"CurrencyScouring30",34349,"Doubles sacrificed Currency","",1,12,30,"",1,"[25437,25442]"
30,"CurrencyFusing10",64174,"Doubles sacrificed Currency","",1,20,10,"",1,"[25436,25441]"
31,"CurrencyFusing20",59104,"Doubles sacrificed Currency","",1,20,20,"",1,"[25436,25441]"
32,"CurrencyRegret20",62668,"Doubles sacrificed Currency","",1,8,20,"",1,"[25436,25441]"
33,"CurrencyRegret40",19592,"Doubles sacrificed Currency","",1,8,40,"",1,"[25437,25442]"
34,"CurrencyGemcutters5",33199,"Doubles sacrificed Currency","",1,18,5,"",1,"[25436,25441]"
35,"CurrencyGemcutters10",60325,"Doubles sacrificed Currency","",1,18,10,"",1,"[25436,25441]"
36,"CurrencyGemcutters20",31540,"Doubles sacrificed Currency","",1,18,20,"",1,"[25437,25442]"
37,"CurrencyVaal5",9165,"Doubles sacrificed Currency","",1,38,5,"",1,"[25436,25441]"
38,"CurrencyVaal10",9804,"Doubles sacrificed Currency","",1,38,10,"",1,"[25436,25441]"
39,"CurrencyVaal20",54195,"Doubles sacrificed Currency","",1,38,20,"",1,"[25437,25442]"
40,"CurrencyRegal5",34962,"Doubles sacrificed Currency","",1,14,5,"",1,"[25436,25441]"
41,"CurrencyRegal10",29237,"Doubles sacrificed Currency","",1,14,10,"",1,"[25436,25441]"
42,"CurrencyAwakenedSextant5",4287,"Doubles sacrificed Currency","",1,9567,5,"",1,"[25436,25441]"
43,"CurrencyAwakenedSextant10",54692,"Doubles sacrificed Currency","",1,9567,10,"",1,"[25436,25441]"
44,"CurrencyStackedDeck5",18117,"Doubles sacrificed Currency","",1,9567,5,"",1,"[25436,25441]"
45,"CurrencyStackedDeck10",43188,"Doubles sacrificed Currency","",1,9567,10,"",1,"[25436,25441]"
46,"CurrencyDivine1",59332,"Doubles sacrificed Currency","",1,22,1,"",1,"[25437,25442]"
47,"CurrencyDivine4",53728,"Doubles sacrificed Currency","",1,22,4,"",1,"[25438,25443]"
48,"CurrencyDivine8",15262,"Doubles sacrificed Currency","",1,22,8,"",1,"[25439,25444]"
49,"CurrencyAncient1",55631,"Doubles sacrificed Currency","",1,217,1,"",1,"[25437,25442]"
50,"CurrencyAncient2",14932,"Doubles sacrificed Currency","",1,217,2,"",1,"[25438,25443]"
51,"CurrencyAncient4",43751,"Doubles sacrificed Currency","",1,217,4,"",1,"[25439,25444]"
52,"CurrencyAnnulment1",62284,"Doubles sacrificed Currency","",1,211,1,"",1,"[25437,25442]"
53,"CurrencyAnnulment4",50518,"Doubles sacrificed Currency","",1,211,4,"",1,"[25438,25443]"
54,"CurrencyAnnulment8",33670,"Doubles sacrificed Currency","",1,211,8,"",1,"[25439,25444]"
55,"CurrencyExalted1",48788,"Doubles sacrificed Currency","",1,13,1,"",1,"[25437,25442]"
56,"CurrencyExalted4",63287,"Doubles sacrificed Currency","",1,13,4,"",1,"[25438,25443]"
57,"CurrencyExalted8",35965,"Doubles sacrificed Currency","",1,13,8,"",1,"[25439,25444]"
58,"CurrencyUnmaking3",56656,"Doubles sacrificed Currency","",1,9,3,"",1,"[25437,25442]"
59,"CurrencyUnmaking10",56643,"Doubles sacrificed Currency","",1,9,10,"",1,"[25436,25441]"
60,"CurrencyUnmaking20",52368,"Doubles sacrificed Currency","",1,9,20,"",1,"[25437,25442]"
61,"CurrencyHarbinger3",26435,"Doubles sacrificed Currency","",1,214,3,"",1,"[25437,25442]"
62,"CurrencyHorizon10",1387,"Doubles sacrificed Currency","",1,213,10,"",1,"[25436,25441]"
63,"CurrencyVeiledChaos3",44803,"Doubles sacrificed Currency","",1,3,3,"",1,"[25438,25443]"
64,"CurrencyChisel10",11387,"Doubles sacrificed Currency","",1,25,10,"",1,"[25436,25441]"
65,"CurrencyChisel20",42106,"Doubles sacrificed Currency","",1,25,20,"",1,"[25436,25441]"
66,"CurrencySacredOrb1",55009,"Doubles sacrificed Currency","",1,24,1,"",1,"[25439,25444]"
67,"HardModeMirrorRare",24003,"Item and Mirrored Copy","",3,"",0,"Mirrorable, Rare Item","","[25440,25445]"
68,"HardModeCommonUncommon",25785,"","",4,"",0,"","","[25437,25442]"
69,"HardModeUncommonRare",38286,"","",4,"",0,"","","[25438,25443]"
70,"HardModeRareMythic",30525,"","",4,"",0,"","","[25439,25444]"
71,"HardModeChanceOrb1",64080,"Doubles sacrificed Currency","",1,7,1,"",1,"[25436,25441]"
72,"HardModeChanceOrb2",28715,"Doubles sacrificed Currency","",1,7,2,"",1,"[25437,25442]"
73,"HardModeChanceOrb3",34338,"Doubles sacrificed Currency","",1,7,3,"",1,"[25438,25443]"
74,"HardModeAlterationOrb1",37138,"Doubles sacrificed Currency","",1,11,1,"",1,"[25436,25441]"
75,"HardModeAlterationOrb2",53590,"Doubles sacrificed Currency","",1,11,2,"",1,"[25437,25442]"
76,"HardModeAlterationOrb3",49801,"Doubles sacrificed Currency","",1,11,3,"",1,"[25438,25443]"
77,"HardModeFusingOrb1",18053,"Doubles sacrificed Currency","",1,20,1,"",1,"[25436,25441]"
78,"HardModeFusingOrb2",29225,"Doubles sacrificed Currency","",1,20,2,"",1,"[25437,25442]"
79,"HardModeFusingOrb3",13990,"Doubles sacrificed Currency","",1,20,3,"",1,"[25438,25443]"
80,"HardModeAlchemyOrb1",8716,"Doubles sacrificed Currency","",1,6,1,"",1,"[25437,25442]"
81,"HardModeAlchemyOrb2",49479,"Doubles sacrificed Currency","",1,6,2,"",1,"[25438,25443]"
82,"HardModeAlchemyOrb3",26804,"Doubles sacrificed Currency","",1,6,3,"",1,"[25439,25444]"
83,"HardModeChaosOrb1",36161,"Doubles sacrificed Currency","",1,2,1,"",1,"[25438,25443]"
84,"HardModeChaosOrb2",54541,"Doubles sacrificed Currency","",1,2,2,"",1,"[25439,25444]"
85,"HardModeVaalOrb1",50889,"Doubles sacrificed Currency","",1,38,1,"",1,"[25438,25443]"
86,"HardModeVaalOrb2",25329,"Doubles sacrificed Currency","",1,38,2,"",1,"[25439,25444]"
