"rownum","Monster"
0,5625
1,4303
2,5204
3,1063
4,5220
5,5216
6,5218
7,5215
8,5211
9,5740
10,5212
11,5213
12,5222
13,5741
14,5742
15,5217
16,5221
17,5223
18,5201
19,5737
20,5738
21,5198
22,5199
23,5202
24,5203
25,5234
26,5244
27,5236
28,5237
29,5246
30,5247
31,5209
32,5205
33,5739
34,5206
35,5207
36,5210
37,5243
38,5252
39,5238
40,5248
41,5240
42,5242
43,5250
44,5746
45,5748
46,5239
47,5249
48,5745
49,5747
50,5235
51,5245
52,5253
53,5233
54,5230
55,5232
56,5227
57,5743
58,5224
59,5225
60,5228
61,5744
62,5229
63,5196
64,5197
65,5186
66,5188
67,5193
68,5195
69,5184
70,5181
71,5734
72,5182
73,5183
74,5190
75,5735
76,5736
77,5187
78,5192
79,5191
80,5263
81,5264
82,5269
83,5266
84,5268
85,5752
86,5265
87,5751
88,5262
89,5255
90,5256
91,5261
92,5258
93,5260
94,5750
95,5257
96,5749
97,5254
98,1062
99,5279
100,5280
101,5281
102,5276
103,5277
104,5278
105,5270
106,5271
107,5272
108,5273
109,5274
110,5275
111,5282
112,5285
113,5283
114,5284
115,2129
116,7672
117,7673
118,7674
119,7675
120,7676
121,7677
122,7678
123,7679
124,7680
125,7681
126,7682
127,7683
128,7684
129,7685
130,7686
131,7687
132,7688
133,7689
134,7690
135,7691
136,7692
137,7693
138,7694
139,7695
140,7696
141,7697
142,7698
143,7699
144,7700
145,7701
146,7702
147,7703
148,7704
149,7705
150,7706
151,7707
152,7708
153,7709
154,7710
155,7711
156,7712
157,7713
158,7714
159,7715
160,7716
161,7717
162,7718
163,7719
164,7720
165,7721
166,7722
167,7723
168,7724
169,7725
170,7726
171,7727
172,7728
173,7729
174,7730
175,7731
176,7732
177,7733
178,7734
179,7735
180,7736
181,7737
182,7738
183,7739
184,7740
185,7741
186,7742
187,7743
188,7744
189,7745
190,7746
191,7747
192,7748
193,7749
194,7750
195,7751
196,7752
197,7753
198,7754
199,7755
200,7756
201,7757
202,7758
203,7759
204,7760
205,7761
206,7762
207,7763
208,7764
209,7765
210,7766
211,7767
212,7768
213,7769
214,7770
215,7771
216,7772
217,7773
218,7774
219,7775
220,7776
221,7777
222,7778
223,7779
224,7780
225,7781
226,7782
227,7783
228,7784
229,7785
230,7786
231,7787
232,7788
233,7789
234,7790
235,7791
236,7792
237,7793
238,7794
239,7795
240,7796
241,7797
242,7798
243,7799
244,7800
245,7801
246,7802
247,7803
248,7804
249,7805
250,7806
251,7807
252,7808
253,7809
254,7810
255,7811
256,7812
257,7813
258,7814
259,7815
260,7816
261,7817
262,7818
263,7819
264,7820
265,7821
266,7822
267,7823
268,7824
269,7825
270,7826
271,7827
272,7828
273,7829
274,7830
275,7831
276,7832
277,7833
278,7834
279,7835
280,7836
281,7837
282,7838
283,7839
284,7840
285,7841
286,7842
287,7843
288,7844
289,7845
290,7846
291,7847
292,7848
293,7849
294,7850
295,7851
296,7852
297,7853
298,7854
299,7855
300,7856
301,7857
302,7858
303,7859
304,7860
305,7861
306,7862
307,7863
308,7864
309,7865
310,7866
311,7867
312,7868
313,7869
314,7870
315,7871
316,7872
317,7873
318,7874
319,7875
320,7876
321,7877
322,7878
323,7879
324,7880
325,7881
326,7882
327,7883
328,7884
329,7885
330,7886
331,7887
332,7888
333,7889
334,7890
335,7891
336,7892
337,7893
338,7894
339,7895
340,7896
341,7897
342,7898
343,7899
344,7900
345,7901
346,7902
347,7903
348,7904
349,7905
350,7906
351,7907
352,7908
353,7909
354,7910
355,7911
356,7912
357,7913
358,7914
359,7915
360,7916
361,7917
362,7918
363,7919
364,7920
365,7921
366,7922
367,7923
368,7924
369,7932
370,7953
371,7436
372,7437
373,7438
374,7439
375,7440
376,7441
377,7442
378,7443
379,7444
380,7445
381,7446
382,7447
383,7450
384,7451
385,7453
386,7454
387,7456
388,7457
389,7458
390,7459
391,7460
392,7461
393,7463
394,7464
395,7466
396,7467
397,7468
398,7469
399,7470
400,7471
401,7473
402,7474
403,7476
404,7477
405,7479
406,7480
407,7481
408,7482
409,7484
410,7485
411,7487
412,7488
413,7489
414,7490
415,7492
416,7493
417,7495
418,7496
419,7498
420,7499
421,7500
422,7501
423,7502
424,7503
425,7505
426,7506
427,7508
428,7509
429,7510
430,7511
431,7512
432,7514
433,7515
434,7517
435,7518
436,7519
437,7520
438,7521
439,7522
440,7523
441,7524
442,7525
443,7526
444,7527
445,7528
446,7529
447,7533
448,7534
449,7535
450,7536
451,7537
452,7538
453,7541
454,7542
455,7544
456,7545
457,7547
458,7548
459,7549
460,7550
461,7551
462,7552
463,7553
464,7554
465,7555
466,7556
467,7557
468,7561
469,7562
470,7563
471,7565
472,7566
473,7567
474,7568
475,7569
476,7570
477,7571
478,7572
479,7573
480,7574
481,7576
482,7577
483,7579
484,7580
485,7581
486,7582
487,7583
488,7584
489,7585
490,7586
491,7587
492,7588
493,7589
494,7590
495,7591
496,7592
497,7593
498,7594
499,7595
500,7596
501,7597
502,7598
503,7599
504,7600
505,5319
506,5320
507,2573
508,4726
509,7134
510,7135
511,7136
512,7139
513,7140
514,7141
515,7142
516,7143
517,7144
518,7145
519,7148
520,7149
521,7150
522,7151
523,7152
524,7153
525,7154
526,7155
527,7156
528,7157
529,7158
530,7159
531,7160
532,7161
533,7162
534,7163
535,7164
536,7165
537,7166
538,7167
539,7168
540,7169
541,7170
542,7171
543,7172
544,7173
545,7174
546,7175
547,7176
548,7177
549,7178
550,7179
551,7181
552,7182
553,7184
554,7185
555,7186
556,7188
557,7189
558,7190
559,7191
560,7192
561,7193
562,7194
563,7195
564,7196
565,7197
566,7198
567,7199
568,7201
569,7202
570,7203
571,7204
572,7205
573,7206
574,7207
575,7208
576,7209
577,7210
578,7211
579,7213
580,7214
581,7216
582,7217
583,7218
584,7220
585,7221
586,7223
587,7225
588,7227
589,7228
590,7230
591,7231
592,7234
593,7235
594,7236
595,7239
596,7242
597,7243
598,7245
599,7247
600,7248
601,7249
602,7250
603,7251
604,7252
605,7253
606,7254
607,7255
608,7256
609,7257
610,7258
611,7259
612,7260
613,7261
614,7262
615,7263
616,7264
617,7265
618,7266
619,7268
620,7269
621,7271
622,7272
623,7274
624,7275
625,7277
626,7278
627,7279
628,7280
629,7281
630,7282
631,7283
632,7284
633,7285
634,7286
635,7287
636,7288
637,7289
638,7290
639,7291
640,7292
641,7293
642,7294
643,7295
644,7296
645,7297
646,7298
647,7603
648,7611
649,7612
650,7613
651,2833
652,2834
653,2837
654,2838
655,2839
656,2840
657,2841
658,3514
659,3515
660,3516
661,3517
662,3518
663,3519
664,3520
665,3521
666,3522
667,3523
668,3524
669,3525
670,3526
671,3527
672,3528
673,3529
674,3530
675,3531
676,3532
677,3533
678,3534
679,3535
680,3536
681,3537
682,3538
683,3539
684,3540
685,2821
686,2823
687,2819
688,2827
689,2829
690,2825
691,6106
692,6107
693,6108
694,6109
695,6110
696,6111
697,6112
698,6113
699,6114
700,6115
701,6116
702,6117
703,6118
704,6130
705,6131
706,6133
707,6136
708,6137
709,6139
710,6141
711,6144
712,6145
713,6147
714,6150
715,6154
716,6158
717,6161
718,6164
719,6165
720,6266
721,6267
722,6268
723,6269
724,3178
725,3179
726,4730
727,4731
728,8165
729,8166
730,8167
731,8168
732,8169
733,8170
734,8171
735,8172
736,8173
737,8174
738,8175
739,8176
740,8177
741,8178
742,8179
743,8180
744,8181
745,8182
746,8183
747,8184
748,8185
749,8186
750,8187
751,8188
752,8189
753,8190
754,8191
755,8192
756,8193
757,8194
758,8195
759,8197
760,8198
761,8199
762,8200
763,8201
764,8202
765,8203
766,8204
767,8205
768,8206
769,8207
770,8208
771,8209
772,8210
773,8211
774,8212
775,8213
776,8214
777,8215
778,8216
779,8217
780,8218
781,8219
782,8220
783,8227
784,8228
785,8229
786,8230
787,8231
788,8232
789,8233
790,8234
791,8235
792,8236
793,8237
794,8238
795,8240
796,8241
797,8242
798,8243
799,8244
800,8245
801,8246
802,8247
803,8248
804,8249
805,8250
806,8251
807,8252
808,8253
809,8254
810,8255
811,8256
812,8257
813,8258
814,8259
815,8260
816,8261
817,8267
818,4733
819,8268
820,8270
821,8272
822,8273
823,8275
824,8277
825,8279
826,8281
827,8284
828,8286
829,8289
830,8292
831,8295
832,8298
833,8300
834,8303
835,8305
836,8306
837,8309
838,8311
839,8312
840,8315
841,8318
842,8320
843,8322
844,8324
845,8326
846,8328
847,8330
848,8331
849,8333
850,8336
851,8339
852,8340
853,8343
854,8344
855,8347
856,8350
857,8352
858,8353
859,8356
860,8358
861,8360
862,8361
863,8362
864,8363
865,8365
866,8367
867,8370
868,8373
869,8375
870,8378
871,8380
872,8381
873,8382
874,8383
875,8384
876,8385
877,8386
878,8387
879,8388
880,8397
881,8398
882,8399
883,8400
884,8401
885,8402
886,8403
887,8404
888,8405
889,8406
890,8407
891,8408
892,8409
893,8410
894,8411
895,8412
896,8417
897,8418
898,8419
899,8420
900,8421
901,8422
902,8423
903,126
904,160
905,162
906,170
907,185
908,450
909,550
910,587
911,588
912,620
913,629
914,647
915,666
916,687
917,688
918,689
919,690
920,763
921,883
922,884
923,885
924,886
925,1147
926,1148
927,1149
928,1243
929,1244
930,1245
931,1266
932,1969
933,2040
934,2747
935,3900
936,4014
937,4036
938,4046
939,4080
940,5543
941,5818
942,5906
943,5935
944,6025
945,6103
946,6253
947,6980
948,6982
949,6984
950,6986
951,6996
952,6998
953,7000
954,7002
955,7072
956,8973
957,8976
958,8978
959,8980
960,8983
961,8986
962,8987
963,8990
964,8993
965,8994
966,8995
967,8998
968,8999
969,9001
970,9004
971,9007
972,9009
973,9012
974,9013
975,9016
976,9019
977,9022
978,9023
979,9026
980,9027
981,9030
982,9031
983,9032
984,9035
985,9038
986,9039
987,9040
988,9041
989,9043
990,9044
991,9045
992,9046
993,9047
994,9048
995,9049
996,9050
997,9052
998,9053
999,9056
1000,9064
1001,9065
1002,9066
1003,9067
1004,9068
1005,9069
1006,9070
1007,9071
1008,9072
1009,9073
1010,9074
1011,9076
1012,9077
1013,9078
1014,9079
1015,9080
1016,9081
1017,9082
1018,9083
1019,9084
1020,9085
1021,9086
1022,9087
1023,9088
1024,9089
1025,527
1026,799
1027,800
1028,3141
