"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
0,5392,500,833,1,1,13,0
1,5393,830,667,5,9,120,0
2,5394,900,714,7,13,120,0
3,5395,800,625,9,16,120,0
4,5396,900,690,12,23,120,0
5,5397,900,690,11,32,120,0
6,5398,1000,714,18,34,120,0
7,5399,850,690,20,37,120,0
8,5400,850,714,21,38,120,0
9,5401,800,625,19,36,120,0
10,5402,900,690,24,45,120,0
11,5403,900,690,18,55,120,0
12,5404,1000,714,26,49,120,0
13,5405,800,690,28,52,120,0
14,5406,950,714,31,57,120,0
15,5407,800,625,27,50,120,0
16,5408,900,690,30,56,120,0
17,5409,900,690,22,65,120,0
18,5410,1000,714,28,52,120,0
19,5411,850,690,30,56,120,0
20,5412,900,667,15,28,120,0
21,5413,900,667,23,43,120,0
22,5414,900,667,27,50,120,0
23,5415,830,667,13,23,120,0
24,5416,830,667,25,47,120,0
25,5417,830,667,28,52,120,0
26,5418,950,690,4,8,120,0
27,5419,750,667,6,10,10,0
28,5420,750,690,4,17,10,0
29,5421,800,690,3,26,10,0
30,5422,780,667,7,27,10,0
31,5423,800,690,8,34,10,0
32,5424,850,769,10,41,10,0
33,5425,800,690,11,43,10,0
34,5426,850,833,15,59,10,0
35,5427,800,741,14,54,10,0
36,5428,750,714,11,45,10,0
37,5429,800,714,7,62,10,0
38,5430,780,667,13,52,10,0
39,5431,800,714,15,59,10,0
40,5432,850,833,19,75,10,0
41,5433,800,690,16,64,10,0
42,5434,850,833,22,87,10,0
43,5435,850,741,19,74,10,0
44,5436,850,714,19,76,10,0
45,5437,800,714,10,86,10,0
46,5438,780,667,19,74,10,0
47,5439,800,714,20,79,10,0
48,5440,850,833,24,95,10,0
49,5441,800,667,18,73,10,0
50,5442,850,833,24,97,10,0
51,5443,800,741,22,88,10,0
52,5444,830,714,12,46,10,0
53,5445,830,714,18,71,10,0
54,5446,830,714,20,79,10,0
55,5447,800,690,12,47,10,0
56,5448,800,690,18,73,10,0
57,5449,800,690,21,85,10,0
58,5450,730,625,4,11,11,0
59,5451,800,667,6,17,11,0
60,5452,750,645,7,23,11,0
61,5453,700,625,12,22,11,0
62,5454,750,645,12,31,11,0
63,5455,800,769,16,43,11,0
64,5456,700,625,14,38,11,0
65,5457,750,667,12,46,11,0
66,5458,750,667,15,44,11,0
67,5459,800,769,20,53,11,0
68,5460,750,667,15,51,11,0
69,5461,700,625,23,43,11,0
70,5462,750,667,20,53,11,0
71,5463,800,769,26,68,11,0
72,5464,700,625,21,56,11,0
73,5465,750,667,17,69,11,0
74,5466,750,667,21,64,11,0
75,5467,800,769,30,78,11,0
76,5468,750,667,21,73,11,0
77,5469,700,625,29,55,11,0
78,5470,750,667,26,68,11,0
79,5471,800,769,29,76,11,0
80,5472,700,625,25,65,11,0
81,5473,750,667,18,71,11,0
82,5474,750,667,23,68,11,0
83,5475,700,625,13,24,11,0
84,5476,700,625,20,37,11,0
85,5477,700,625,22,41,11,0
86,5478,500,667,6,11,11,0
87,5479,500,690,10,15,11,0
88,5480,500,667,11,21,11,0
89,5481,500,769,12,35,11,0
90,5482,500,741,19,34,11,0
91,5483,500,714,14,42,11,0
92,5484,500,833,27,50,11,0
93,5485,500,769,29,48,11,0
94,5486,500,741,26,46,11,0
95,5487,500,769,32,50,11,0
96,5488,500,667,25,46,11,0
97,5489,500,833,26,79,11,0
98,5490,500,769,35,65,11,0
99,5491,500,714,24,71,11,0
100,5492,500,833,45,83,11,0
101,5493,500,769,45,75,11,0
102,5494,500,741,40,71,11,0
103,5495,500,769,49,77,11,0
104,5496,500,667,38,70,11,0
105,5497,500,833,38,114,11,0
106,5498,500,769,47,87,11,0
107,5499,500,714,30,90,11,0
108,5500,500,833,54,100,11,0
109,5501,500,769,51,85,11,0
110,5502,500,741,44,79,11,0
111,5503,500,769,19,39,11,0
112,5504,500,769,29,60,11,0
113,5505,500,769,34,71,11,0
114,5506,500,690,5,11,11,0
115,5507,500,909,3,23,11,0
116,5508,500,645,4,9,11,0
117,5509,500,667,6,14,11,0
118,5510,500,645,5,22,11,0
119,5511,500,690,15,21,11,0
120,5512,500,714,16,30,11,0
121,5513,500,690,18,33,11,0
122,5514,500,667,20,33,11,0
123,5515,500,769,19,54,11,0
124,5516,500,870,28,60,11,0
125,5517,500,769,25,53,11,0
126,5518,500,645,13,53,11,0
127,5519,500,769,37,53,11,0
128,5520,500,833,38,70,11,0
129,5521,500,769,36,66,11,0
130,5522,500,667,34,55,11,0
131,5523,500,769,30,86,11,0
132,5524,500,870,44,94,11,0
133,5525,500,769,39,83,11,0
134,5526,500,645,20,80,11,0
135,5527,500,769,54,78,11,0
136,5528,500,833,53,98,11,0
137,5529,500,769,46,86,11,0
138,5530,500,667,41,68,11,0
139,5531,500,769,35,99,11,0
140,5532,500,714,37,80,11,0
141,5533,650,625,18,33,11,0
142,5534,650,625,27,51,11,0
143,5535,650,625,34,63,11,0
144,5536,550,645,5,11,14,0
145,5537,550,625,4,17,14,0
146,5538,600,667,11,20,14,0
147,5539,550,645,11,25,14,0
148,5540,550,625,12,29,14,0
149,5541,650,769,12,46,14,0
150,5542,550,625,18,33,14,0
151,5543,570,714,19,44,14,0
152,5544,600,645,19,40,14,0
153,5545,550,667,13,51,14,0
154,5546,600,714,25,46,14,0
155,5547,550,667,21,50,14,0
156,5548,550,625,21,49,14,0
157,5549,650,769,18,73,14,0
158,5550,550,625,28,51,14,0
159,5551,570,714,29,67,14,0
160,5552,600,645,29,60,14,0
161,5553,550,667,19,75,14,0
162,5554,600,714,35,65,14,0
163,5555,550,667,29,69,14,0
164,5556,550,625,27,64,14,0
165,5557,650,769,22,87,14,0
166,5558,550,625,32,60,14,0
167,5559,570,714,31,72,14,0
168,5560,600,667,32,66,14,0
169,5561,500,690,6,8,11,0
170,5562,500,714,8,13,11,0
171,5563,500,690,13,16,11,0
172,5564,500,769,15,27,11,0
173,5565,500,690,13,31,11,0
174,5566,500,714,19,32,11,0
175,5567,500,833,32,40,11,0
176,5568,500,714,21,43,11,0
177,5569,500,741,28,42,11,0
178,5570,500,800,31,51,11,0
179,5571,500,714,33,42,11,0
180,5572,500,870,37,69,11,0
181,5573,500,714,25,59,11,0
182,5574,500,769,38,63,11,0
183,5575,500,833,53,67,11,0
184,5576,500,714,33,69,11,0
185,5577,500,741,44,66,11,0
186,5578,500,800,48,80,11,0
187,5579,500,714,49,62,11,0
188,5580,500,870,54,101,11,0
189,5581,500,714,35,81,11,0
190,5582,500,769,49,82,11,0
191,5583,500,833,65,82,11,0
192,5584,500,714,38,80,11,0
193,5585,500,741,49,74,11,0
194,5586,500,769,20,41,11,0
195,5587,500,769,31,64,11,0
196,5588,500,769,39,81,11,0
197,5589,700,833,8,11,11,0
198,5590,700,833,11,17,11,0
199,5591,700,909,15,29,11,0
200,5592,800,909,21,32,11,0
201,5593,700,909,27,40,11,0
202,5594,700,870,24,45,11,0
203,5595,700,833,21,50,11,0
204,5596,730,800,29,44,11,0
205,5597,700,769,27,50,11,0
206,5598,700,667,24,36,11,0
207,5599,700,800,30,55,11,0
208,5600,800,800,35,52,11,0
209,5601,700,800,38,57,11,0
210,5602,700,714,30,55,11,0
211,5603,700,833,34,80,11,0
212,5604,730,800,45,67,11,0
213,5605,700,769,39,72,11,0
214,5606,700,667,37,55,11,0
215,5607,700,800,43,80,11,0
216,5608,800,800,49,73,11,0
217,5609,700,800,51,76,11,0
218,5610,700,714,37,70,11,0
219,5611,700,833,41,95,11,0
220,5612,730,800,50,76,11,0
221,5613,700,769,42,78,11,0
222,5614,760,690,23,34,11,0
223,5615,760,690,35,52,11,0
224,5616,760,690,41,61,11,0
225,5617,500,714,5,13,120,0
226,5618,500,667,6,16,120,0
227,5619,600,769,8,33,120,0
228,5620,600,769,16,34,120,0
229,5621,670,800,15,45,120,0
230,5622,650,714,15,45,120,0
231,5623,500,690,14,56,120,0
232,5624,500,833,28,73,120,0
233,5625,550,714,37,56,120,0
234,5626,500,667,20,61,120,0
235,5627,600,800,24,96,120,0
236,5628,600,769,37,76,120,0
237,5629,670,800,32,96,120,0
238,5630,650,714,29,86,120,0
239,5631,500,690,24,94,120,0
240,5632,500,833,44,116,120,0
241,5633,550,714,58,86,120,0
242,5634,500,667,32,96,120,0
243,5635,600,800,36,144,120,0
244,5636,600,769,56,117,120,0
245,5637,670,800,43,130,120,0
246,5638,650,714,38,115,120,0
247,5639,500,690,29,117,120,0
248,5640,500,833,50,133,120,0
249,5641,550,714,61,92,120,0
250,5642,550,769,9,13,120,0
251,5643,550,769,13,20,120,0
252,5644,550,769,16,24,120,0
253,5645,500,741,4,10,120,0
254,5646,750,769,9,19,13,0
255,5647,800,769,10,31,13,0
256,5648,750,769,24,41,13,0
257,5649,760,769,14,42,13,0
258,5650,770,769,27,57,13,0
259,5651,850,870,27,81,13,0
260,5652,750,769,41,76,13,0
261,5653,750,833,41,85,13,0
262,5654,800,870,34,102,13,0
263,5655,750,769,51,86,13,0
264,5656,790,800,38,114,13,0
265,5657,780,800,56,117,13,0
266,5658,825,870,48,145,13,0
267,5659,750,769,65,121,13,0
268,5660,750,833,66,138,13,0
269,5661,800,870,55,165,13,0
270,5662,750,769,72,120,13,0
271,5663,850,800,53,160,13,0
272,5664,810,800,71,147,13,0
273,5665,850,870,57,171,13,0
274,5666,800,769,73,136,13,0
275,5667,750,833,70,145,13,0
276,5668,750,800,36,66,13,0
277,5669,750,800,55,102,13,0
278,5670,750,800,65,120,13,0
279,5671,830,800,39,73,13,0
280,5672,830,800,61,113,13,0
281,5673,830,800,78,144,13,0
282,5674,500,769,12,20,13,0
283,5675,500,800,19,30,13,0
284,5676,500,769,19,39,13,0
285,5677,500,769,29,43,13,0
286,5678,500,800,36,60,13,0
287,5679,500,769,43,58,13,0
288,5680,500,800,49,73,13,0
289,5682,500,870,58,91,13,0
290,5681,500,833,53,83,13,0
291,5683,500,800,48,99,13,0
292,5684,500,769,61,92,13,0
293,5685,500,833,74,123,13,0
294,5686,500,769,76,103,13,0
295,5687,500,800,81,121,13,0
296,5688,500,833,88,138,13,0
297,5689,500,952,121,189,13,0
298,5690,500,769,74,155,13,0
299,5691,570,741,87,131,13,0
300,5692,500,870,104,174,13,0
301,5693,500,714,90,122,13,0
302,5694,600,800,96,144,13,0
303,5695,500,833,97,152,13,0
304,5696,500,741,39,61,13,0
305,5697,500,741,60,95,13,0
306,5698,500,741,78,121,13,0
307,5699,500,690,8,16,13,0
308,5700,500,714,11,26,13,0
309,5701,500,690,17,29,13,0
310,5702,500,714,20,38,13,0
311,5703,500,714,23,48,13,0
312,5704,500,714,30,50,13,0
313,5705,500,741,31,65,13,0
314,5706,600,741,41,68,13,0
315,5707,500,769,34,79,13,0
316,5708,500,690,39,65,13,0
317,5709,500,741,45,84,13,0
318,5710,500,769,49,102,13,0
319,5711,500,714,54,89,13,0
320,5712,500,741,52,109,13,0
321,5713,600,741,63,104,13,0
