"rownum","GrantedEffectsKey","string","bool","bool","bool","MiscAnimated","bool","bool","i32","bool","bool","bool","bool"
0,1485,"<lock>",1,1,1,17,"",1,0,"","",1,""
1,1486,"<lock>",1,1,1,18,"",1,0,"","",1,""
2,654,"<lock>",1,1,1,39,"",1,0,"","",1,""
3,655,"<lock>",1,1,1,39,"",1,0,"","",1,""
4,656,"<lock>",1,1,1,39,"",1,0,"","",1,""
5,1850,"<lock>",1,1,1,9,"",1,0,"","",1,""
6,1860,"<lock>",1,1,1,12,"",1,0,"","",1,""
7,1862,"<lock>",1,1,1,7,"",1,0,"","",1,""
8,1869,"<lock>",1,1,1,12,"",1,0,"","",1,""
9,1875,"<lock>",1,1,1,10,"",1,0,"","",1,""
10,1885,"<lock>",1,1,1,11,"",1,0,"","",1,""
11,1891,"<lock>",1,1,1,39,"",1,0,"","",1,""
12,1898,"<lock>",1,1,1,40,"",1,0,"","",1,""
13,1907,"<lock>",1,1,1,41,"",1,0,"","",1,""
14,1932,"<lock>",1,1,1,12,"",1,0,"","",1,""
15,6008,"<lock>",1,1,1,4,"",1,0,"","",1,""
16,2200,"<lock>",1,1,1,40,"",1,0,"","",1,""
17,2856,"<lock>",1,1,1,39,"",1,0,"","",1,""
18,2860,"<lock>",1,1,1,40,"",1,0,"","",1,""
19,2864,"<lock>",1,1,1,41,"",1,0,"","",1,""
20,3759,"<lock>",1,1,1,39,"",1,0,"","",1,""
21,3760,"<lock>",1,1,1,40,"",1,0,"","",1,""
22,3761,"<lock>",1,1,1,41,"",1,0,"","",1,""
23,3762,"<lock>",1,1,1,6,"",1,0,"","",1,""
24,3763,"<lock>",1,1,1,5,"",1,0,"","",1,""
25,1066,"<lock>","",1,"",57,"",1,0,"","",1,""
26,1089,"<lock>","",1,"",57,"",1,0,"","",1,""
27,1099,"<lock>","",1,"",7,"",1,0,"","",1,""
28,1106,"<lock>","",1,"",57,"",1,0,"","",1,""
29,1111,"<lock>","",1,"",57,"",1,0,"","",1,""
30,1125,"<lock>","",1,"",9,"",1,0,"","",1,""
31,1133,"<lock>","",1,"",19,"",1,0,"","",1,""
32,1138,"<lock>","",1,"",57,"",1,0,"","",1,""
33,2268,"<lock>","",1,"",57,"",1,0,"","",1,""
34,2281,"<lock>","",1,"",57,"",1,0,"","",1,""
35,2289,"<lock>","",1,"",57,"",1,0,"","",1,""
36,3771,"<lock>","",1,"",19,"",1,0,"","",1,""
37,4825,"<lock>","",1,"",57,"",1,0,"","",1,""
38,8639,"<lock>","",1,"",57,"",1,0,"","",1,""
39,5453,"<lock>","",1,1,14,"",1,0,1,"",1,""
40,5454,"<lock>","",1,1,14,"",1,0,1,"",1,""
41,5455,"<lock>","",1,1,14,"",1,0,1,"",1,""
42,9280,"Head_Attachment",1,1,1,13,"",1,0,"","",1,""
43,9701,"<lock>",1,1,1,12,"",1,0,"","",1,""
44,9692,"<lock>",1,1,1,11,"",1,0,"","",1,""
45,9686,"<lock>",1,1,1,5,"",1,0,1,"","",""
46,9687,"<lock>",1,1,1,5,"",1,0,1,"","",""
47,9688,"<lock>",1,1,1,5,"",1,0,1,"","",""
48,9621,"<lock>",1,1,1,5,"",1,0,1,"","",""
49,9622,"<lock>",1,1,1,5,"",1,0,1,"","",""
50,9623,"<lock>",1,1,1,5,"",1,0,1,"","",""
51,1856,"<lock>",1,1,1,9,"",1,0,"","",1,""
52,1882,"<lock>",1,1,1,10,"",1,0,"","",1,""
53,1870,"<lock>",1,1,1,12,"",1,0,"","",1,""
54,1935,"<lock>",1,1,1,12,"",1,0,"","",1,""
55,8284,"<lock>",1,1,1,39,"",1,0,"","",1,""
56,8285,"<lock>",1,1,1,40,"",1,0,"","",1,""
57,8286,"<lock>",1,1,1,41,"",1,0,"","",1,""
58,9789,"<lock>",1,1,1,9,"",1,0,"","",1,""
59,9872,"<lock>",1,1,1,19,"",1,0,"","",1,""
60,9994,"<lock>",1,1,1,20,"",1,0,"","",1,""
61,3200,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
62,1917,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
63,1918,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
64,1919,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
65,344,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
66,345,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
67,346,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
68,633,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
69,634,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
70,635,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
71,1033,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
72,1034,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
73,1035,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
74,2133,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
75,2134,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
76,2135,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
77,1839,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
78,1840,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
79,1841,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
80,1821,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
81,1822,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
82,1823,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
83,4967,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
84,4968,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
85,4969,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
86,372,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
87,373,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
88,374,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
89,3723,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
90,3724,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
91,3725,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
92,10180,"<lock>",1,1,1,30,"",1,0,1,"","",""
93,10181,"<lock>",1,1,1,30,"",1,0,1,"","",""
94,10182,"<lock>",1,1,1,30,"",1,0,1,"","",""
95,3085,"<lock>",1,1,1,38,"",1,0,"","","",""
96,10406,"<lock>",1,1,1,42,"",1,0,"","","",""
97,10629,"<lock>",1,1,"",49,"",1,0,"","","",""
98,0,"<lock>",1,1,"",45,"",1,0,"","","",""
99,1,"<lock>",1,1,"",45,"",1,0,"","","",""
100,2,"<lock>",1,1,"",45,"",1,0,"","","",""
101,962,"<lock>",1,1,"",52,"",1,0,"","","",""
102,963,"<lock>",1,1,"",52,"",1,0,"","","",""
103,964,"<lock>",1,1,"",52,"",1,0,"","","",""
104,2173,"<lock>",1,1,"",51,"",1,0,"","","",""
105,2174,"<lock>",1,1,"",51,"",1,0,"","","",""
106,2175,"<lock>",1,1,"",51,"",1,0,"","","",""
107,10853,"<lock>",1,1,1,7,"",1,0,"","",1,""
108,1279,"<lock>",1,1,"",64,"",1,0,"","","",""
109,1280,"<lock>",1,1,"",64,"",1,0,"","","",""
110,1281,"<lock>",1,1,"",64,"",1,0,"","","",""
111,10948,"<root>",1,1,"",67,"","",0,"","","",""
112,10949,"<root>",1,1,"",67,"","",0,"","","",""
113,10950,"<root>",1,1,"",67,"","",0,"","","",""
114,10956,"<lock>",1,1,1,68,"",1,0,"","",1,""
115,3020,"<lock>",1,1,1,73,"",1,0,"","","",""
116,3021,"<lock>",1,1,1,73,"",1,0,"","","",""
117,3022,"<lock>",1,1,1,73,"",1,0,"","","",""
118,11016,"<lock>",1,1,1,74,"",1,0,"","",1,""
119,10975,"<lock>",1,1,1,76,"",1,0,"","","",""
120,10976,"<lock>",1,1,1,76,"",1,0,"","","",""
121,10977,"<lock>",1,1,1,76,"",1,0,"","","",""
122,11115,"<lock>",1,1,1,77,"",1,0,"","","",""
123,11116,"<lock>",1,1,1,77,"",1,0,"","","",""
124,11117,"<lock>",1,1,1,77,"",1,0,"","","",""
125,11126,"<lock>",1,1,"",80,"",1,0,"","","",""
126,11127,"<lock>",1,1,"",80,"",1,0,"","","",""
127,11128,"<lock>",1,1,"",80,"",1,0,"","","",""
128,1481,"<lock>",1,1,1,41,"",1,0,"","",1,""
129,11317,"<lock>",1,1,1,101,"",1,0,"","","",""
130,11373,"<lock>",1,1,1,110,"",1,0,"","","",""
131,11377,"<lock>",1,1,1,76,"",1,0,"","","",""
132,11383,"<lock>",1,1,1,5,"",1,0,"","","",""
133,11384,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
134,11381,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
135,11395,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
136,10630,"<lock>",1,1,"",4,"",1,0,"","","",""
137,10631,"<lock>",1,1,"",4,"",1,0,"","","",""
138,10632,"<lock>",1,1,"",4,"",1,0,"","","",""
139,11506,"<lock>",1,1,"",138,"","",0,"","","",""
140,11505,"<lock>",1,1,"",139,"","",0,"","","",""
