"rownum","Contract_BaseItemTypesKey","Level","Cost","CostHardmode"
0,0,1,0,""
1,2,1,1,""
2,4,1,2,""
3,5,1,3,""
4,6,1,4,""
5,7,1,5,""
6,8,1,6,""
7,10,1,7,38
8,11,1,8,""
9,12,1,9,""
10,13,1,10,""
11,14,1,11,""
12,15,1,12,""
13,16,1,13,""
14,17,1,14,""
15,18,1,15,""
16,19,1,16,""
17,20,1,17,""
18,21,1,18,""
19,22,1,19,""
20,23,1,20,""
21,24,1,21,""
22,47,1,22,122
23,49,1,23,122
24,51,1,24,""
25,186,1,25,""
26,187,1,26,""
27,188,1,27,""
28,9,1,28,123
29,230,1,29,""
30,231,1,30,""
31,232,1,31,""
32,233,1,32,""
33,234,1,33,""
34,235,1,34,""
35,236,1,35,""
36,237,1,36,""
37,238,1,37,""
38,5393,1,39,115
39,5394,1,40,115
40,5395,1,41,115
41,5396,1,42,115
42,5397,1,43,115
43,5398,1,43,115
44,5400,1,43,115
45,5401,1,43,115
46,5402,1,44,116
47,5403,1,44,116
48,5404,1,44,116
49,5406,1,44,116
50,5407,1,44,116
51,5408,1,45,117
52,5409,1,45,117
53,5410,1,45,117
54,5418,1,39,""
55,5415,1,41,115
56,5416,1,43,116
57,5417,1,45,117
58,5419,1,39,115
59,5420,1,40,115
60,5421,1,41,115
61,5422,1,42,115
62,5423,1,43,115
63,5424,1,43,115
64,5425,1,43,115
65,5426,1,43,115
66,5428,1,43,115
67,5429,1,43,115
68,5430,1,43,115
69,5431,1,44,116
70,5432,1,44,116
71,5433,1,44,116
72,5434,1,44,116
73,5436,1,44,116
74,5437,1,44,116
75,5438,1,45,117
76,5439,1,45,117
77,5440,1,45,117
78,5441,1,45,117
79,5442,1,45,117
80,5450,1,39,115
81,5451,1,46,115
82,5452,1,41,115
83,5453,1,42,115
84,5454,1,43,115
85,5455,1,43,115
86,5456,1,43,115
87,5457,1,43,115
88,5459,1,43,115
89,5460,1,43,115
90,5461,1,44,116
91,5462,1,44,116
92,5463,1,44,116
93,5464,1,44,116
94,5465,1,44,116
95,5467,1,44,116
96,5468,1,45,117
97,5469,1,45,117
98,5470,1,45,117
99,5471,1,45,117
100,5472,1,45,117
101,5473,1,45,117
102,5478,1,39,115
103,5479,1,40,115
104,5480,1,41,115
105,5481,1,42,115
106,5482,1,43,115
107,5483,1,43,115
108,5484,1,43,115
109,5485,1,43,115
110,5487,1,43,115
111,5488,1,43,115
112,5489,1,43,115
113,5490,1,44,116
114,5491,1,44,116
115,5492,1,44,116
116,5493,1,44,116
117,5495,1,44,116
118,5496,1,44,116
119,5497,1,45,117
120,5498,1,45,117
121,5499,1,45,117
122,5500,1,45,117
123,5501,1,45,117
124,5508,1,39,115
125,5509,1,40,115
126,5510,1,41,115
127,5511,1,42,115
128,5512,1,43,115
129,5513,1,43,115
130,5514,1,43,115
131,5515,1,43,115
132,5517,1,43,115
133,5518,1,43,115
134,5519,1,43,115
135,5520,1,44,116
136,5521,1,44,116
137,5522,1,44,116
138,5523,1,44,116
139,5525,1,44,116
140,5526,1,44,116
141,5527,1,45,117
142,5528,1,45,117
143,5529,1,45,117
144,5530,1,45,117
145,5531,1,45,117
146,5536,1,39,115
147,5537,1,46,115
