"rownum","Id","i32","[rid]"
0,"absolution_blast",0,[5468]
1,"vaal_absolution_blast",0,[9522]
2,"flame_golem",-4,[9091]
3,"flame_golem",-3,[9058]
4,"flame_golem",-2,[7955]
5,"flame_golem",-1,[4312]
6,"flame_golem",0,[4311]
7,"flame_golem",1,[4313]
8,"flame_golem_monster",1,[4326]
9,"lightning_golem",-4,[9093]
10,"lightning_golem",-3,[9060]
11,"lightning_golem",-2,[7957]
12,"lightning_golem",-1,[4347]
13,"lightning_golem",0,[4342]
14,"lightning_golem",1,[4343]
15,"ice_golem_monster",1,[4301]
16,"ice_golem",-4,[9090]
17,"ice_golem",-3,[9057]
18,"ice_golem",-2,[7954]
19,"ice_golem",-1,[4299]
20,"ice_golem",0,[4297]
21,"ice_golem",1,[4298]
22,"stone_golem",-4,[9094]
23,"stone_golem",-3,[9061]
24,"stone_golem",-2,[7958]
25,"stone_golem",-1,[4600]
26,"stone_golem",0,[4599]
27,"chaos_golem_monster",1,[4092]
28,"chaos_golem",-4,[9092]
29,"chaos_golem",-3,[9059]
30,"chaos_golem",-2,[7956]
31,"chaos_golem",-1,[4340]
32,"chaos_golem",0,[4338]
33,"bone_golem",0,[7925]
34,"bone_golem",1,[8264]
35,"bone_golem",2,[8705]
36,"bone_golem",3,[8717]
37,"agony_crawler",0,[6965]
38,"agony_crawler",1,[6965]
39,"agony_crawler",2,[6965]
40,"agony_crawler",3,[6965]
41,"agony_crawler",4,[6965]
42,"agony_crawler",5,[6965]
43,"agony_crawler",6,[6965]
44,"agony_crawler",7,[6965]
45,"agony_crawler",8,[6965]
46,"agony_crawler",9,[6965]
47,"agony_crawler",10,[7137]
48,"agony_crawler",11,[6967]
49,"agony_crawler",12,[6966]
50,"agony_crawler",13,[7430]
51,"agony_crawler",14,[7614]
52,"agony_crawler",15,[7982]
53,"agony_crawler",16,[8262]
54,"agony_crawler",17,[8265]
55,"agony_crawler",18,[8489]
56,"agony_crawler",19,[8703]
57,"agony_crawler",20,[8755]
58,"purity_champion",0,[1342]
59,"purity_champion",1,[1342]
60,"purity_champion",2,[1342]
61,"purity_champion",3,[1342]
62,"purity_champion",4,[1342]
63,"purity_champion",5,[1342]
64,"purity_champion",6,[1342]
65,"purity_champion",7,[1342]
66,"purity_champion",8,[1342]
67,"purity_champion",9,[1342]
68,"purity_champion",10,[7138]
69,"purity_champion",11,[1345]
70,"purity_champion",12,[1346]
71,"purity_champion",13,[7431]
72,"purity_champion",14,[7615]
73,"purity_champion",15,[7983]
74,"purity_champion",16,[8263]
75,"purity_champion",17,[8266]
76,"purity_champion",18,[8490]
77,"purity_champion",19,[8704]
78,"purity_champion",20,[8756]
79,"tornado",0,[9152]
80,"tornado",1,[9349]
81,"triggered_summon_spider",0,[5460]
82,"triggered_summon_spider",1,[5461]
83,"raging_spirit",0,[3140]
84,"raging_spirit",1,[3141]
85,"raging_spirit",2,[3142]
86,"raging_spirit",3,[3143]
87,"raging_spirit",4,[3144]
88,"raging_spirit",5,[7934]
89,"raging_spirit",6,[3145]
90,"raging_spirit",7,[8948]
91,"raging_spirit",8,[9175]
92,"raging_spirit",9,[9176]
93,"raging_spirit",10,[9393]
94,"raging_spirit_monster",0,[3148]
95,"raging_spirit_monster",1,[3149]
96,"raging_spirit_monster",2,[3151]
97,"raging_spirit_monster",3,[3152]
98,"raging_spirit_monster",4,[3153]
99,"raging_spirit_monster",5,[7934]
100,"raging_spirit_monster",8,[9175]
101,"raging_spirit_monster",9,[9176]
102,"raging_spirit_monster",10,[9393]
103,"triggerbot",0,[7927]
104,"dominating_blow",0,[1341]
105,"dominating_blow",1,[8501]
106,"vaal_dominating_blow",0,[9523]
107,"vaal_dominating_blow",1,[9524]
108,"guardian_relic_fire",0,[6975]
109,"guardian_relic_cold",0,[6976]
110,"guardian_relic_lightning",0,[6977]
111,"radiant_sentinel",0,[1343]
112,"radiant_sentinel_ruthless",0,[1344]
113,"voodoo_doll",0,[10000]
114,"sacred_wisp",0,[10011]
