"rownum","BaseItemTypesKey","VirtualFile","Influences"
0,9415,"Art/2DItems/Divination/Images/ThreeFacesInTheDark",[]
1,9416,"Art/2DItems/Divination/Images/TheDoctor",[]
2,9417,"Art/2DItems/Divination/Images/TheHermit",[]
3,9418,"Art/2DItems/Divination/Images/LantadorsLostLove",[]
4,9419,"Art/2DItems/Divination/Images/TheMetalsmithsGift",[]
5,9420,"Art/2DItems/Divination/Images/TheBattleBorn",[]
6,9421,"Art/2DItems/Divination/Images/TheGladiator",[]
7,9422,"Art/2DItems/Divination/Images/TheScholar",[]
8,9423,"Art/2DItems/Divination/Images/TheBrittleEmperor",[]
9,9424,"Art/2DItems/Divination/Images/ThePoet",[]
10,9425,"Art/2DItems/Divination/Images/TheCarrionCrow",[]
11,9426,"Art/2DItems/Divination/Images/Hope",[]
12,9427,"Art/2DItems/Divination/Images/TheFiend",[]
13,9428,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
14,9429,"Art/2DItems/Divination/Images/ViniasToken",[]
15,9430,"Art/2DItems/Divination/Images/TheSummoner",[]
16,9431,"Art/2DItems/Divination/Images/TheCataclysm",[]
17,9432,"Art/2DItems/Divination/Images/TheHunger",[]
18,9433,"Art/2DItems/Divination/Images/TheHoarder",[]
19,9434,"Art/2DItems/Divination/Images/TheDrunkenAristocrat",[]
20,9435,"Art/2DItems/Divination/Images/TheSun",[]
21,9436,"Art/2DItems/Divination/Images/TheWarden",[]
22,9437,"Art/2DItems/Divination/Images/TheScarredMeadow",[]
23,9438,"Art/2DItems/Divination/Images/TheDarkMage",[]
24,9439,"Art/2DItems/Divination/Images/TheGemcutter",[]
25,9440,"Art/2DItems/Divination/Images/TheGambler",[]
26,9441,"Art/2DItems/Divination/Images/TheLover",[]
27,9442,"Art/2DItems/Divination/Images/ChaoticDisposition",[]
28,9443,"Art/2DItems/Divination/Images/TheRoadToPower",[]
29,9444,"Art/2DItems/Divination/Images/TheAvenger",[]
30,9445,"Art/2DItems/Divination/Images/EmperorsLuck",[]
31,9446,"Art/2DItems/Divination/Images/TimeLostRelic",[]
32,9447,"Art/2DItems/Divination/Images/LuckyConnections",[]
33,9448,"Art/2DItems/Divination/Images/TheFeast",[]
34,9449,"Art/2DItems/Divination/Images/RainOfChaos",[]
35,9450,"Art/2DItems/Divination/Images/TheWatcher",[]
36,9451,"Art/2DItems/Divination/Images/TheIncantation",[]
37,9452,"Art/2DItems/Divination/Images/CovetedPossession",[]
38,9453,"Art/2DItems/Divination/Images/TheKingsHeart",[]
39,9454,"Art/2DItems/Divination/Images/AbandonedWealth",[]
40,9455,"Art/2DItems/Divination/Images/TheWind",[]
41,9456,"Art/2DItems/Divination/Images/ThePact",[]
42,9457,"Art/2DItems/Divination/Images/GemcuttersPromise",[]
43,9458,"Art/2DItems/Divination/Images/TheCelestialJusticar",[]
44,9459,"Art/2DItems/Divination/Images/TheChainsThatBind",[]
45,9460,"Art/2DItems/Divination/Images/TheArtist",[]
46,9461,"Art/2DItems/Divination/Images/TheInventor",[]
47,9462,"Art/2DItems/Divination/Images/ThePackLeader",[]
48,9463,"Art/2DItems/Divination/Images/JackInTheBox",[]
49,9464,"Art/2DItems/Divination/Images/TheUnion",[]
50,9465,"Art/2DItems/Divination/Images/TheQueen",[]
51,9466,"Art/2DItems/Divination/Images/Humility",[]
52,9467,"Art/2DItems/Divination/Images/TheExplorer",[]
53,9468,"Art/2DItems/Divination/Images/TheSpoiledPrince",[]
54,9469,"Art/2DItems/Divination/Images/TheBetrayal",[]
55,9470,"Art/2DItems/Divination/Images/TheFlorasGift",[]
56,9471,"Art/2DItems/Divination/Images/TheSiren",[]
57,9472,"Art/2DItems/Divination/Images/TheOneWithAll",[]
58,9473,"Art/2DItems/Divination/Images/TheLastOneStanding",[]
59,9474,"Art/2DItems/Divination/Images/DoedresMadness",[]
60,9475,"Art/2DItems/Divination/Images/TheEncroachingDarkness",[]
61,9476,"Art/2DItems/Divination/Images/TheWrath",[]
62,9477,"Art/2DItems/Divination/Images/TheKingsBlade",[]
