"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","string","i32","bool","i32"
0,1,"[199,200,201]",[],4,0,0,0,0,1,0,7,"","",2,"",0
1,2,[216],[],5,0,22,0,0,1,0,7,"","",2,"",0
2,3,[215],[],4,0,0,0,0,1,0,7,"","",2,"",0
3,4,[218],[],5,0,0,0,0,1,0,7,"","",2,"",0
4,5,[219],[],5,0,0,0,0,1,0,7,"","",2,"",0
5,6,[220],[],5,0,0,0,0,1,0,7,"","",2,"",0
6,7,[221],[],5,0,0,0,0,1,0,7,"","",2,"",0
7,8,[222],[],5,0,0,0,0,1,0,7,"","",2,"",0
8,9,[225],[],5,0,0,0,0,1,0,2,"","",2,"",0
9,10,[230],[],5,0,20,0,0,1,0,7,"","",2,"",0
10,11,"[233,234,235,236]",[],5,0,22,0,0,1,0,7,"","boss_geyser",2,1,0
11,12,[239],[],5,0,22,0,0,1,0,7,"","",2,"",0
12,13,"[240,241,242,243]",[],5,0,8,0,0,1,0,7,"","",2,"",0
13,14,[247],[],5,0,0,0,0,1,0,2,"","",2,"",0
14,15,[248],[],5,0,0,0,0,5,3,7,"","",2,"",0
15,16,[268],[],4,0,0,0,-90,1,0,4,"","",2,"",0
16,17,[268],[],4,0,0,0,90,1,0,4,"","",2,"",0
17,18,[269],[],5,0,22,0,0,1,0,7,"","",2,"",0
18,19,"[270,271,272]",[],4,0,0,0,0,1,0,7,"","",2,"",0
19,21,[274],[],4,4,5,0,0,1,0,7,"","",2,"",0
20,22,[287],[],4,0,0,0,0,1,0,7,"","",2,"",0
21,23,[288],[],4,0,0,0,0,2,20,2,"","",2,"",0
22,24,[290],[],4,0,0,0,-90,1,0,4,"","",2,"",0
23,25,[292],[],4,0,0,0,0,1,0,2,"","",2,"",0
24,26,[291],[],4,0,0,0,-90,1,0,4,"","",2,"",0
25,27,[296],[],4,0,0,0,0,1,0,4,"","",2,"",0
26,28,[297],[],4,0,0,0,0,2,0,4,"","",2,"",0
27,29,"[328,329,330,331,332]",[],4,0,0,0,0,1,0,7,"","",2,"",0
28,30,[336],[],4,0,0,0,0,1,0,7,"","",2,"",0
29,31,[339],[],5,0,22,0,0,1,0,7,"","",2,"",0
30,32,[341],[],4,0,0,0,0,1,0,7,"","",2,"",0
31,33,[342],[],4,0,0,0,0,1,0,7,"","",2,"",0
32,34,[348],[],4,0,0,0,0,1,0,7,"","",2,"",0
33,35,[349],[],4,0,0,0,0,1,0,2,"","",2,"",0
34,36,[350],[],4,0,0,0,0,1,0,2,"","",2,"",0
35,37,[351],[],4,0,0,0,0,1,0,2,"","",2,"",0
36,38,[353],[],4,0,0,0,0,1,0,2,"","",2,"",0
37,39,[356],[],3,0,0,0,0,1,0,2,"","",2,"",0
38,40,[366],[],4,0,0,0,0,2,10,4,"","",2,"",0
39,41,[370],[],5,0,0,0,0,1,0,7,"","",2,"",0
40,42,[372],[],5,0,22,0,0,1,0,7,"","",2,"",0
41,43,[373],[],5,0,0,0,0,1,0,7,"","",2,"",0
42,44,[375],[],4,0,0,0,0,1,0,7,"","",2,"",0
43,45,[382],[],4,0,0,0,0,1,0,7,"","",2,"",0
44,46,[383],[],4,0,0,0,0,1,0,7,"","",2,"",0
45,47,[384],[],4,0,0,0,0,1,0,7,"","",2,"",0
46,48,[382],[],4,0,15,0,0,1,0,7,"","",2,"",0
47,49,[383],[],4,0,15,0,0,1,0,7,"","",2,"",0
48,50,[384],[],4,0,15,0,0,1,0,7,"","",2,"",0
49,51,[400],[],4,0,0,0,0,1,0,7,"","flank_markers",2,1,0
