"rownum","rid","rid","i32"
0,9468,4557,241092318
1,9927,4558,-689546065
2,9930,4559,-325229012
3,12087,4560,-1063459755
4,11308,4561,75060906
5,12324,4562,-1546708750
6,10723,4563,-662122049
7,12322,4564,-1222371971
8,11403,4565,-1473032832
9,9715,4566,-1989133468
10,12321,4567,-1868712728
11,11291,4568,359955857
12,11286,4569,1311467939
13,12058,4570,-974544988
14,10721,4571,-829142474
15,11406,4572,1238657137
16,10720,4573,1556548718
17,12320,4574,898977981
18,12319,4575,1852863866
19,12323,4576,-1926555720
20,11321,4577,-1097381000
21,11306,4578,-447349213
22,12056,4579,-1707305483
23,11320,4580,1881520832
24,9470,4581,809946488
25,9663,4582,-161837024
26,11408,4583,1438706210
27,12085,4584,-1810728202
28,11289,4585,79690690
29,12011,4586,1470875728
30,9475,4587,-1454885063
31,12086,4588,-1136793470
32,12325,4589,-845083795
33,12014,4590,-1617665736
34,9659,4591,1589443200
35,9714,4592,217182782
36,11322,4593,-1054218304
37,9477,4594,-1934913649
38,9469,4595,-2144854266
39,11404,4596,-961543441
40,10719,4597,-10258181
41,9933,4598,178471226
42,9970,4599,-679831597
43,9783,4600,-551198725
44,7389,4601,823943942
45,9934,4602,1695138765
46,9819,4603,1042835715
47,12083,4604,-1187591138
48,11287,4605,-1804003392
49,11304,4606,2144048919
50,9785,4607,2105666940
51,11348,4608,-833557100
52,9720,4609,2019732113
53,9480,4610,-1298118145
54,9963,4611,-1836970706
55,9778,4612,179196667
56,9812,4613,-1209413694
57,9773,4614,-1352400808
58,9820,4615,-1582580517
59,9818,4616,-320557881
60,9776,4617,1998717565
61,9662,4618,-1696045501
62,9932,4619,581689
63,9770,4620,-994766805
64,12010,4621,1121449463
65,9965,4622,988602414
66,9936,4623,-1890125108
67,9774,4624,1670272265
68,9966,4625,1061245871
69,9786,4626,-1563579594
70,9775,4627,-837436368
71,9816,4628,-1313379392
72,9782,4629,591994908
73,11318,4630,-651769882
74,9969,4631,-1624983573
75,9962,4632,-1899326666
76,9967,4633,1064830047
77,9779,4634,1606123339
78,9817,4635,-886237039
79,9473,4636,757782947
80,9815,4637,-1647971224
81,12055,4638,-1980116762
82,9968,4639,2137168354
83,12082,4640,-1869137618
84,9928,4641,-373197846
85,11288,4642,-886386091
86,9723,4643,-875129113
87,9787,4644,-526910390
88,9813,4645,-823223660
89,9960,4646,-1175504486
90,9722,4647,1281500251
91,9961,4648,-2011908844
92,9471,4649,354591994
93,11303,4650,1894967284
94,10722,4651,1053791753
95,11407,4652,267878817
96,11307,4653,-1384579337
97,12057,4654,-137543231
98,9721,4655,1681370264
99,12053,4656,1527329667
100,9463,4657,1321370010
101,9931,4658,1282291954
102,9821,4659,-244634798
103,9771,4660,-1904121572
104,9472,4661,-1292623951
105,9474,4662,1412694076
106,12054,4663,1097432357
107,12009,4664,269078685
108,10718,4665,1939001032
109,9668,4666,-236396037
110,12084,4667,-1542459129
111,9665,4668,355093100
112,11319,4669,-244270725
113,11405,4670,2020276108
114,9777,4671,791923414
115,12012,4672,-152564983
116,9814,4673,845586367
117,11317,4674,1030607070
118,9466,4675,1428447258
119,9667,4676,1662453964
120,9661,4677,1086159006
121,9660,4678,-1243592460
122,9664,4679,1720992431
123,12468,4680,656298985
124,12469,4681,582388939
125,9666,4682,-1330428925
126,11305,4683,10691341
127,12013,4684,-755425869
128,9465,4685,-1442511853
129,9467,4686,1506993028
130,9719,4687,670027263
131,9772,4688,893483974
132,9935,4689,556899756
133,9464,4690,948244203
134,9718,4691,309564985
135,9784,4692,644717207
136,9964,4693,201423924
137,11290,4694,-425516541
138,9716,4695,1890357588
139,9717,4696,-1603423061
140,9476,4697,788156195
141,9929,4698,-1957681611
142,13918,4699,2045753637
143,7403,4700,-128896791
144,7799,4701,1955122677
145,7367,4702,962398136
146,7506,4703,577143885
147,7584,4704,918643125
148,9371,4705,229705408
149,11401,4706,-1063709812
150,11488,4707,1730251011
151,9781,4708,1218467030
152,9372,4709,-1450684016
153,9823,4710,-829065843
154,11489,4711,615496637
155,10724,4712,951233410
156,11402,4713,-1970844477
157,7585,4714,700761527
158,7507,4715,998675723
159,9937,4716,-1986309304
