"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
0,"Dex1",3,3930,"GGG",1297
1,"Dex2",3,4918,"",1297
2,"Dex3",3,4804,"",1297
3,"Dex4",3,4596,"",1297
4,"Dex5",3,1,"",1297
5,"Dex6",3,1,"",1297
6,"Dex7",3,5071,"",1297
7,"Dex8",3,4824,"",1297
8,"Dex9",3,3821,"GGR",1297
9,"Dex10",3,3821,"GGR",1297
10,"Dex11",3,4811,"",1297
11,"Dex12",3,5081,"",1297
12,"Str1",0,3874,"RRR",1297
13,"Str2",0,4160,"RRR",1297
14,"Str3",0,4888,"",1297
15,"Str4",0,4803,"",1297
16,"Str5",0,4596,"",1297
17,"Str6",0,1,"",1297
18,"Str7",0,1,"",1297
19,"Str8",0,4037,"RRR",1297
20,"Str9",0,5029,"",1297
21,"Str10",0,3874,"RRG",1297
22,"Int1",1,3708,"BBB",1297
23,"Int2",1,4199,"BBB",1297
24,"Int3",1,4796,"",1297
25,"Int4",1,5051,"",1297
26,"Int5",1,4596,"",1297
27,"Int6",1,1,"",1297
28,"Int7",1,1,"",1297
29,"Int8",1,4862,"",1297
30,"Int9",1,5077,"",1297
31,"Int10",1,3708,"BBG",1297
32,"Int11",1,3902,"BBB",1297
33,"Int12",1,3902,"BBG",1297
34,"StrDex1",4,3821,"GRG",1297
35,"StrDex2",4,3791,"GRR",1297
36,"StrDex3",4,4811,"",1297
37,"StrDex4",4,4804,"",1297
38,"StrDex5",4,4596,"",1297
39,"StrDex6",4,1,"",1297
40,"StrDex7",4,1,"",1297
41,"StrDex8",4,4807,"",1297
42,"StrDex9",4,5029,"",1297
43,"StrDex10",4,3987,"GRR",1297
44,"StrInt1",6,3902,"RBB",1297
45,"StrInt2",6,3902,"RBR",1297
46,"StrInt3",6,4803,"",1297
47,"StrInt4",6,5029,"",1297
48,"StrInt5",6,4596,"",1297
49,"StrInt6",6,1,"",1297
50,"StrInt7",6,1,"",1297
51,"StrInt8",6,5077,"",1297
52,"StrInt9",6,3959,"RRR",1297
53,"StrInt10",6,5051,"",1297
54,"DexInt1",5,3732,"BGG",1297
55,"DexInt2",5,3732,"BGB",1297
56,"DexInt3",5,4862,"",1297
57,"DexInt4",5,4596,"",1297
58,"DexInt5",5,1,"",1297
59,"DexInt6",5,1,"",1297
60,"DexInt7",5,5051,"",1297
61,"DexInt8",5,4936,"",1297
62,"DexInt9",5,4939,"",1297
63,"DexInt10",5,3708,"BBB",1297
64,"DexInt11",5,3708,"BGB",1297
65,"StrDexInt1",2,3791,"GRG",1297
66,"StrDexInt2",2,4012,"GRR",1297
67,"StrDexInt3",2,4975,"",1297
68,"StrDexInt4",2,4807,"",1297
69,"StrDexInt5",2,4596,"",1297
70,"StrDexInt6",2,1,"",1297
71,"StrDexInt7",2,1,"",1297
72,"StrDexInt8",2,3791,"GRR",1297
73,"StrDexInt9",2,4936,"",1297
74,"StrDexInt10",2,4862,"",1297
75,"StrDexInt11",2,3902,"BGR",1297
76,"StrDexInt12",2,3902,"BGB",1297
77,"StrDexInt13",2,4804,"",1297
78,"Dex2_1",3,5071,"",1312
79,"Dex2_2",3,4824,"",1312
80,"Dex2_3",3,4822,"",1312
81,"Dex2_4",3,4918,"",1312
82,"Dex2_5",3,4807,"",1312
83,"Dex2_6",3,1,"",1312
84,"Dex2_7",3,1,"",1312
85,"Dex2_8",3,4596,"",1312
86,"Dex2_9",3,3821,"G",1312
87,"Dex2_10",3,3821,"G",1312
88,"Dex2_11",3,3930,"GG",1312
89,"Dex2_12",3,4180,"G",1312
90,"Dex2_13",3,5081,"",1312
91,"Str2_1",0,5029,"",1312
92,"Str2_2",0,4803,"",1312
93,"Str2_3",0,4888,"",1312
94,"Str2_4",0,1,"",1312
95,"Str2_5",0,1,"",1312
96,"Str2_6",0,4596,"",1312
97,"Str2_7",0,4037,"RR",1312
98,"Str2_8",0,3874,"R",1312
99,"Str2_9",0,4160,"R",1312
100,"Int2_1",1,4862,"",1312
101,"Int2_2",1,5077,"",1312
102,"Int2_3",1,5051,"",1312
103,"Int2_4",1,4796,"",1312
104,"Int2_5",1,1,"",1312
105,"Int2_6",1,1,"",1312
106,"Int2_7",1,4596,"",1312
107,"Int2_8",1,3708,"B",1312
108,"Int2_9",1,3708,"B",1312
109,"Int2_10",1,4199,"B",1312
110,"StrDex2_1",4,4804,"",1312
111,"StrDex2_2",4,5029,"",1312
112,"StrDex2_3",4,4807,"",1312
113,"StrDex2_4",4,4811,"",1312
114,"StrDex2_5",4,1,"",1312
115,"StrDex2_6",4,1,"",1312
116,"StrDex2_7",4,4596,"",1312
117,"StrDex2_8",4,3821,"R",1312
118,"StrDex2_9",4,3821,"G",1312
119,"StrDex2_10",4,4012,"GR",1312
120,"StrDex2_11",4,4180,"G",1312
121,"StrDex2_12",4,4160,"R",1312
122,"StrInt2_1",6,4803,"",1312
123,"StrInt2_2",6,5029,"",1312
124,"StrInt2_3",6,4862,"",1312
125,"StrInt2_4",6,5077,"",1312
126,"StrInt2_5",6,5051,"",1312
127,"StrInt2_6",6,4860,"",1312
128,"StrInt2_7",6,1,"",1312
129,"StrInt2_8",6,1,"",1312
130,"StrInt2_9",6,4596,"",1312
131,"StrInt2_10",6,3902,"R",1312
132,"StrInt2_11",6,3902,"B",1312
133,"StrInt2_12",6,4037,"RR",1312
