"rownum","BaseItemTypesKey","ItemCurrentLevel","Experience"
0,4796,1,0
1,4796,2,70
2,4796,3,378
3,4796,4,1932
4,4796,5,8599
5,4796,6,34646
6,4796,7,84371
7,4796,8,180085
8,4796,9,349680
9,4796,10,633439
10,4796,11,1087435
11,4796,12,1790563
12,4796,13,2851786
13,4796,14,4917656
14,4796,15,7424766
15,4796,16,13223702
16,4796,17,28307621
17,4796,18,56100356
18,4796,19,99970095
19,4796,20,342051651
20,4797,1,0
21,4797,2,15249
22,4797,3,56766
23,4797,4,138749
24,4797,5,286717
25,4797,6,537274
26,4797,7,942360
27,4797,8,1390078
28,4797,9,2005396
29,4797,10,2840035
30,4797,11,4410795
31,4797,12,6044782
32,4797,13,8195812
33,4797,14,11008001
34,4797,15,16107361
35,4797,16,25508092
36,4797,17,40781458
37,4797,18,67068040
38,4797,19,129958630
39,4797,20,342004647
40,4798,1,0
41,4798,2,9569
42,4798,3,37758
43,4798,4,96904
44,4798,5,208096
45,4798,6,401896
46,4798,7,722176
47,4798,8,1081266
48,4798,9,1579774
49,4798,10,2261831
50,4798,11,3183608
51,4798,12,4911487
52,4798,13,6703256
53,4798,14,9056935
54,4798,15,12127847
55,4798,16,21223313
56,4798,17,37263203
57,4798,18,67080320
58,4798,19,129975376
59,4798,20,342026975
60,4801,1,0
61,4801,2,15249
62,4801,3,56766
63,4801,4,138749
64,4801,5,286717
65,4801,6,537274
66,4801,7,942360
67,4801,8,1390078
68,4801,9,2005396
69,4801,10,2840035
70,4801,11,4410795
71,4801,12,6044782
72,4801,13,8195812
73,4801,14,11008001
74,4801,15,16107361
75,4801,16,25508092
76,4801,17,40781458
77,4801,18,67068040
78,4801,19,129958630
79,4801,20,342004647
80,4803,1,0
81,4803,2,70
82,4803,3,378
83,4803,4,1932
84,4803,5,8599
85,4803,6,34646
86,4803,7,84371
87,4803,8,180085
88,4803,9,349680
89,4803,10,633439
90,4803,11,1087435
91,4803,12,1790563
92,4803,13,2851786
93,4803,14,4917656
94,4803,15,7424766
95,4803,16,13223702
96,4803,17,28307621
97,4803,18,56100356
98,4803,19,99970095
99,4803,20,342051651
100,4804,1,0
101,4804,2,70
102,4804,3,378
103,4804,4,1932
104,4804,5,8599
105,4804,6,34646
106,4804,7,84371
