"rownum","Id","i32","IsSummoned","Armour","Evasion","EnergyShieldFromLife","DamageSpread","MonsterResistancesKey","IsLargeAbyssMonster","IsSmallAbyssMonster","bool"
0,"BloodMonkey",100,"",0,15,0,20,1,"","",""
1,"BloodMonkey2",100,"",0,15,0,20,1,"","",""
2,"BloodMonkeySideArea",100,"",0,15,0,20,37,"","",""
3,"BloodMonkeyBossInvasion",100,"",0,15,0,20,37,"","",""
4,"BloodMonkeyBossEndlessLedge",100,"",0,15,0,20,25,"","",""
5,"BloodMonkeyMapBoss",100,"",0,15,0,20,34,"","",""
6,"BloodMonkeyBossDescent",100,"",0,15,0,20,0,"","",""
7,"BloodMonkeyEnrage",100,"",0,15,0,20,1,"","",""
8,"BloodMonkeyTalisman",100,"",0,15,0,20,1,"","",""
9,"BloodMonkeyTalismanSummoned",100,"",0,15,0,20,37,"","",""
10,"BloodMonkeyParasite",100,"",0,15,0,20,1,"","",""
11,"BloodMonkeyUltimatum",100,"",0,15,0,20,1,1,"",""
12,"Flamebearer",100,"",0,0,0,20,1,"","",""
13,"FlamebearerPurple",100,"",0,0,0,20,14,"","",""
14,"FlamebearerChampion",100,"",0,0,0,20,14,"","",""
15,"Flamebearer2",100,"",0,0,0,20,1,"","",""
16,"FlamebearerBossStrIntMission",100,"",0,0,0,20,25,"","",""
17,"FlamebearerBoss",100,"",0,0,0,20,25,"","",""
18,"FlamebearerBossInvasion",100,"",0,0,0,20,37,"","",""
19,"FlamebearerBossDocks",100,"",0,0,0,20,25,"","",""
20,"FlamebearerMapBoss",100,"",0,0,0,20,34,"","",""
21,"FlamebearerBossEndlessLedge",100,"",0,0,0,20,25,"","",""
22,"FlamebearerStationaryDefensive",100,"",0,0,0,0,1,"","",""
23,"Spawn",100,"",0,10,0,20,2,"","",1
24,"SpawnBossInvasion",100,"",0,10,0,20,37,"","",""
25,"SpawnTiny",100,"",0,10,0,20,2,"","",1
26,"ProphecySpawn",100,"",0,10,0,20,2,"","",1
27,"TestSpawn",500,"",0,0,0,0,0,"","",1
28,"MerveilSpawn",100,"",0,10,0,20,2,"","",1
29,"AnimTest",100,"",0,0,0,0,0,"","",""
30,"SandSpitterBossDeep",100,"",0,0,0,20,27,"","",1
31,"SandSpitterBossInvasion",100,"",0,0,0,20,37,"","",1
32,"SandSpitterFromCrabBossInvasion",100,"",0,0,0,20,37,"","",1
33,"SandSpitterBossLedge",100,"",0,0,0,20,27,"","",1
34,"SandSpitterEmerge",100,"",0,0,0,20,3,"","",1
35,"SandSpitterEmergeCoast",100,"",0,0,0,20,3,"","",1
36,"SandSpitterEmergeSideArea",100,"",0,0,0,20,37,"","",1
37,"SandSpitter",100,"",0,0,0,20,3,"","",1
38,"SandSpitterTwilightStrand",100,"",0,0,0,20,3,"","",1
39,"SandSpitterCavern",100,"",0,0,0,20,3,"","",1
40,"SandSpitter1bResist",100,"",0,0,0,20,11,"","",1
41,"SandSpitterUntaintedBoss",100,"",0,0,0,20,34,"","",1
42,"SandSpitterMaps",100,"",0,0,0,20,3,"","",1
43,"SandSpitterBossSideArea",100,"",0,0,0,20,37,"","",1
44,"SandSpitterBossSideAreaLowbie",100,"",0,0,0,20,37,"","",1
45,"SandSpitterProphecyBossSummoned",100,"",0,0,0,20,3,"","",1
46,"SandSpitterProphecyBossSummonedMap",100,"",0,0,0,20,3,"","",1
47,"SandSpitterRoyale",100,"",0,0,0,20,3,"","",1
48,"Scavenger",100,"",0,15,0,20,0,"","",""
49,"ScavengerFireFury",100,"",0,15,0,20,0,"","",""
50,"ScavengerFireFuryMapBoss",100,"",0,15,0,20,34,"","",""
51,"ScavengerBoss",100,"",0,15,0,20,0,"","",""
52,"Spider",100,"",0,0,0,20,3,"","",""
53,"WeaverSpider",100,"",0,0,0,20,3,"","",""
54,"VaalSpider",100,"",0,0,0,20,3,"","",""
55,"SpiderWildSmall",100,"",0,0,0,20,3,"","",""
56,"SpiderWildMedium",100,"",0,0,0,20,3,"","",""
57,"SpiderWildLarge",100,"",0,0,0,20,3,"","",""
58,"SpiderChampion",100,"",0,0,0,20,20,"","",""
59,"SpiderShaped",100,"",0,0,0,20,8,"","",""
60,"EssenceSpiderSmall",100,"",0,0,0,20,3,"","",""
61,"SpiderLabyrinthSmall",100,"",0,0,0,20,3,"","",""
62,"SpiderSmallSinsMinion",100,"",0,0,0,20,3,"","",""
63,"IntMissionSpider",100,"",0,0,0,20,23,"","",""
64,"MapSpider",100,"",0,0,0,20,34,"","",""
65,"SpiderLowRewards",100,"",0,0,0,20,3,"","",""
66,"TinySpider",100,"",0,0,0,20,3,"","",""
67,"TinySpiderMinionFromUnique",340,1,0,0,0,20,41,"","",""
68,"BarrelOfSpidersSmall",100,"",0,0,0,20,3,"","",""
69,"BarrelOfSpidersMedium",100,"",0,0,0,20,3,"","",""
70,"BarrelOfSpidersLarge",100,"",0,0,0,20,3,"","",""
71,"BarrelOfSpidersBoss",100,"",0,0,0,20,33,"","",""
72,"WeaverTinySpider",100,"",0,0,0,20,3,"","",""
73,"TalismanSpider",100,"",0,0,0,20,3,"","",""
74,"TalismanSpiderMinion",100,"",0,0,0,20,3,"","",""
75,"SpiderPlague",100,"",0,0,0,20,12,"","",""
76,"SpiderPlagueCrawler",100,"",0,0,0,20,47,"","",""
77,"SpiderPlagueMinion",100,"",0,0,0,20,0,"","",""
78,"SpiderPlagueChampion",100,"",0,0,0,20,12,"","",""
79,"SpiderPlagueBaby",100,"",0,0,0,20,47,"","",""
80,"SpiderPlated",100,"",0,0,0,20,14,"","",""
81,"SpiderPlatedChampion",100,"",0,0,0,20,14,"","",""
82,"SpiderPlatedUnholyEmerge",100,"",0,0,0,20,0,"","",""
83,"Zombie",100,"",50,0,0,30,2,"","",""
84,"ZombieTutorial",100,"",50,0,0,30,2,"","",""
85,"ZombieTolman",100,"",50,0,0,30,2,"","",""
86,"ZombieTolmanFast",100,"",50,0,0,30,2,"","",""
87,"BlightZombieBossMinion",100,"",50,0,0,30,2,"","",""
88,"ZombieDoedreMinion",100,"",50,0,0,30,2,"","",""
89,"ZombieStrand",100,"",50,0,0,30,2,"","",""
90,"ZombieChampion",100,"",50,0,0,30,2,"","",""
91,"ZombieBossTolman",100,"",100,0,0,30,26,"","",""
92,"ZombieBossTolmanMap",100,"",100,0,0,30,34,"","",""
93,"ZombieBossMinion",100,"",50,0,0,30,2,"","",""
94,"ZombieBossMinionFast",100,"",50,0,0,30,2,"","",""
95,"ProphecyDoedreMinionBasic",100,"",50,0,0,30,2,"","",""
96,"ProphecyDoedreMinionSupport",100,"",50,0,0,30,2,"","",""
97,"ProphecyDoedreMinionChampion",100,"",50,0,0,30,2,"","",""
98,"BlackguardZombieBossMinion",100,"",50,0,0,30,2,"","",""
99,"ZombieRoyale",100,"",50,0,0,30,2,"","",""
100,"RaisedZombie",340,1,70,0,0,40,40,"","",""
101,"IntMissionRaisedZombie",100,"",70,0,0,20,23,"","",""
102,"ArenaChampionZombie",100,"",50,0,0,30,2,"","",""
103,"ProphecyZombieBoss",100,"",50,0,0,30,2,"","",""
104,"SkeletonMelee",100,"",15,0,0,30,3,"","",1
105,"SkeletonMeleeDelve",100,"",15,0,0,30,3,"","",""
106,"SkeletonMeleePitchfork",100,"",15,0,0,30,3,"","",""
107,"SkeletonMeleeRomanSpear",100,"",15,0,0,30,3,"","",""
108,"SkeletonBanditMelee",100,"",15,0,0,30,3,"","",""
109,"SkeletonBanditMeleeDelve",100,"",15,0,0,30,3,"","",""
110,"SkeletonMeleeArmoured",100,"",100,0,0,30,3,"","",""
111,"SkeletonMeleeScytheCyclone",100,"",15,0,0,10,3,"","",""
112,"SkeletonMeleeRoyale",100,"",15,0,0,30,3,"","",""
113,"ScarecrowMelee",100,"",15,0,0,30,3,"","",""
114,"ScarecrowMeleeReach",100,"",15,0,0,30,3,"","",""
115,"ScarecrowMeleeChampionType",100,"",15,0,0,30,3,"","",""
116,"ScarecrowMeleeBoss",100,"",15,0,0,30,27,"","",""
117,"ConstructMeleeArmoured",100,"",100,0,0,30,8,"","",""
118,"ConstructMeleeArmouredProphecy",100,"",100,0,0,30,8,"","",""
119,"ConstructMeleeBossInvasion",100,"",100,0,0,20,37,"","",""
120,"ConstructMeleeArmouredAtziri",100,"",100,0,0,30,23,"","",""
121,"ConstructMeleeArmouredDelve",100,"",100,0,0,30,8,"","",""
122,"ConstructMeleeArmouredBossSideArea",100,"",100,0,0,20,37,"","",""
123,"ConstructRangedArmouredBossSideArea",100,"",60,20,0,20,37,"","",""
124,"ConstructBowArmoured",100,"",60,20,0,20,23,"","",""
125,"SkeletonMeleeColdResist",100,"",15,0,0,30,2,"","",""
126,"SkeletonMeleeLightResist",100,"",15,0,0,30,3,"","",""
127,"SkeletonMeleeSawbones",100,"",15,0,0,30,3,"","",""
128,"SkeletonAbyss",100,"",15,0,0,30,3,"",1,""
129,"SkeletonAbyssDelve",100,"",15,0,0,30,3,"",1,""
130,"SkeletonAbyssLance",100,"",15,0,0,30,3,"",1,""
131,"SkeletonAbyssLanceDelve",100,"",15,0,0,30,3,"",1,""
132,"ConstructMeleeArmouredSummoned",100,"",100,0,0,30,23,"","",""
133,"ConstructMeleeArmouredSummonedDoryani",100,"",100,0,0,30,47,"","",""
134,"ConstructMeleeArmouredBoss",100,"",100,0,0,20,33,"","",""
135,"SkeletonMeleeFire",100,"",30,0,50,30,1,"","",""
136,"SkeletonMeleeFireMaps",100,"",30,0,50,30,1,"","",""
137,"IntMissionSkeletonMeleeFire",100,"",30,0,50,30,23,"","",""
138,"ConstructMeleeFire",100,"",100,0,0,30,18,"","",""
139,"ConstructMeleeFireMaps",100,"",100,0,0,30,18,"","",""
140,"SkeletonMeleeFireSummoned",100,"",0,0,0,30,1,"","",""
141,"SkeletonMeleeFireTormentNecromancer",100,"",0,0,0,30,1,"","",""
142,"SkeletonMeleeCold",100,"",15,15,50,30,2,"","",""
143,"ConstructMeleeCold",100,"",100,0,0,30,19,"","",""
144,"ConstructMeleeColdMaps",100,"",100,0,0,30,19,"","",""
145,"SkeletonMeleeLightning",100,"",15,0,65,30,3,"","",""
146,"SkeletonMeleeLightning2",100,"",15,0,65,30,3,"","",""
147,"ConstructMeleeLightning",100,"",100,0,0,30,20,"","",""
148,"ConstructMeleeLightningMaps",100,"",100,0,0,30,20,"","",""
149,"SkeletonMeleeLightningDescent2",100,"",15,0,65,30,3,"","",""
150,"SkeletonMeleeFairgravesCrew",100,"",15,0,0,30,3,"","",""
151,"SkeletonMeleeFairgravesCrewFast",100,"",15,0,0,30,3,"","",""
152,"SkeletonLarge",100,"",80,0,0,20,3,"","",""
153,"SkeletonLargeBossInvasion",100,"",80,0,0,20,37,"","",""
154,"SkeletonLargeMapBoss",100,"",0,0,0,20,34,"","",""
155,"SkeletonLargeDelve",100,"",80,0,0,20,3,"","",""
156,"ConstructLarge",100,"",80,0,0,20,23,"","",""
157,"ConstructLarge2",100,"",70,0,30,20,23,"","",""
158,"ConstructLargeBossType",100,"",80,0,0,20,23,"","",""
159,"SkeletonLargeBossSideArea",100,"",80,0,0,20,37,"","",""
160,"SkeletonMeleeBossCrossroads",100,"",80,0,0,20,26,"","",""
161,"Fairgraves",100,"",15,0,0,20,3,"","",""
162,"DelveSkeletonBoss",100,"",15,15,0,20,8,"","",""
163,"FairgravesMapBoss",100,"",15,0,0,20,34,"","",""
164,"FairgravesTreasure",100,"",40,0,0,20,34,"","",""
165,"FairgravesTreasurePinata",100,"",100,0,0,20,34,"","",""
166,"SkeletonCasterFire",100,"",15,0,100,20,1,"","",""
167,"ConstructCasterFire",100,"",15,0,100,20,18,"","",""
168,"SkeletonCasterCold",100,"",0,15,100,20,2,"","",""
169,"SkeletonCasterGold",100,"",0,15,100,20,8,"","",""
170,"SkeletonCasterBlack",100,"",0,15,100,20,8,"","",""
171,"ConstructCasterCold",100,"",0,15,100,20,19,"","",""
