"rownum","MonsterVarietiesKey","[rid]","[i32]","Name"
0,987,[718],[50],"Drowned"
1,988,[718],[50],"Drowned"
2,989,[718],[50],"Drowned"
3,3906,[718],[100],"Savage Crab"
4,3913,[718],[75],"Savage Crab"
5,3920,[718],[50],"Savage Crab"
6,5635,[718],[50],"Kelp Crab"
7,5636,[718],[100],"Shore Crab"
8,5637,[718],[50],"Coconut Crab"
9,5638,[718],[50],"Spider Crab"
10,453,[718],[100],"Gravel Eater"
11,2430,[718],[50],"Cannibal"
12,2427,[718],[50],"Cannibal"
13,2390,[718],[50],"Cannibal"
14,2395,[718],[50],"Cannibal"
15,2453,[718],[50],"Cannibal Fire-eater"
16,2393,[718],[50],"Fire Fury"
17,1018,[718],[50],"Dripping Dead"
18,1020,[718],[50],"Dripping Dead"
19,1022,[718],[50],"Dripping Dead"
20,398,[718],[50],"Rhoa Mare"
21,406,[],[],"Tercel Rhoa"
22,1015,[718],[50],"Dripping Dead"
23,1016,[718],[50],"Dripping Dead"
24,1017,[718],[50],"Dripping Dead"
25,930,"[483,718]","[80,50]","Tide Strider"
26,411,[718],[50],"Oozeback Bloom"
27,772,[718],[100],"Cursed Spawn"
28,476,[718],[100],"Cave Crustacean"
29,793,[718],[150],"Broodling"
30,947,"[483,718]","[80,50]","Cavern Strider"
31,584,[718],[50],"Ancient Bonestalker"
32,466,[],[],"Brood Princess"
33,589,[718],[50],"Rattling Bones"
34,500,[718],[50],"Ancient Archer"
35,2428,[718],[50],"Cannibal"
36,2391,[718],[50],"Cannibal"
37,2454,[718],[50],"Cannibal Fire-eater"
38,203,[718],[50],"Goatman"
39,1377,[718],[50],"Gluttonous Gull"
40,870,[],[],"Kuduku, the False God"
41,244,[718],[50],"Goatman Shaman"
42,507,[718],[50],"Burning Bowman"
43,4922,[718],[50],"Dreadwheel"
44,4923,[718],[50],"Dreadwheel"
45,497,[],[],"Ironpoint the Forsaken"
46,241,[],[],"The Faun"
47,382,[718],[25],"Necromancer"
48,495,"[1089,9596,718]","[20,10,50]","Chatters"
49,511,[718],[50],"Brittle Poacher"
50,588,[718],[50],"Brittle Thief"
51,1070,[718],[50],"Rotting Damned"
52,1071,[718],[50],"Rotting Damned"
53,1072,[718],[50],"Rotting Damned"
54,139,[],[],"Brutus, Lord Incarcerator"
55,385,[],[],"Sawbones"
