"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
0,"Descent1","[4619,4582,4597,1,1]","[4619,4619,1,1]","[4619,4582,4597,1,1]","[4619,4619,1,1]","[4619,4582,4597,1,1]","[4619,4619,1,1]","[4619,4582,4597,1,1]","[4619,4619,1,1]","[4619,4582,4597,1,1]","[4619,4619,1,1]","[4619,4582,4597,1,1]","[4619,4619,1,1]",1297,"[4619,4582,4597,1,1]","[4619,4619,1,1]"
1,"Descent2","[4937,5072,6,4146,5107]","[4937,5072,10,11,11,4145,5107]","[4937,5072,6,4146,5107]","[4937,5072,10,11,11,4145,5107]","[4820,4936,4822,6,4146,5084]","[4820,4936,4822,10,11,11,4145,5084]","[4934,6,4146,5095,5090]","[4934,10,11,11,4145,5095,5090]","[4942,6,4146,5095,5090]","[4942,10,11,11,4145,5095,5090]","[5072,4942,4937,6,4146,5090,5107]","[5072,4942,4937,10,11,11,4145,5090,5107]",1298,"[4937,4942,5072,6,4146,5107,5090]","[4937,4942,5072,10,11,11,4145,5090,5107]"
2,"Descent3","[10,15,10,15,4583,4598,4094,4095,4096,4064,4064,4038,3875,3875,4161]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4065,4066,4038,3875,3875,4161]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4064,3822,3792,4013,3988]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4065,4066,3822,3792,4013,3988]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4064,3822,3822,3931,4637]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4065,4066,3822,3822,3931,4637]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4064,3733,3733,3709,3709]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4065,4066,3733,3733,3709,3709]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4064,3709,3709,3903,3903]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4065,4066,3709,3709,3903,3903]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4064,3903,3903,3960]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4065,4066,3903,3903,3960]",1299,"[10,15,10,15,4583,4598,4094,4095,4096,4064,4064,3903,3903,4013,3792,3792]","[10,15,10,15,4583,4598,4094,4095,4096,4064,4065,4066,3903,3903,4013,3792,3792]"
3,"Descent4","[4093,10,14,1,1,1,4960,4825]","[6,6,4960,4825]","[4093,10,14,1,1,1,4960,4825]","[6,6,4960,4825]","[4093,10,14,1,1,1,4828,4831,4825]","[6,6,4831,4828,4825]","[4093,10,14,1,1,1,4828,4834,4831,4969,5099]","[6,6,4828,4831,4834,4969,5099]","[4093,10,14,1,1,1,4834,4828,4831,5099]","[6,6,4831,4834,4828,5099]","[4093,10,14,1,1,1,4834,4825,4960]","[6,6,4825,4834,4960]",1300,"[4093,10,14,1,1,1,4831,4834,4825]","[6,6,4825,4834,4831]"
4,"Descent5","[4798,0,0,0,0,6,2]","[4798,0,0,0,0,10,11,11,11,11,15,15]","[4798,0,0,0,0,6,2,4812]","[4798,0,0,0,0,10,11,11,11,11,15,15,4812]","[5056,4812,0,0,0,0,6,2]","[5056,4812,0,0,0,0,10,11,11,11,11,15,15]","[4882,0,0,0,0,6,2,5070,4921]","[5070,0,0,0,0,10,11,11,11,11,15,15,4882,4921]","[4882,5070,0,0,0,0,6,2,4921]","[4882,5070,0,0,0,0,10,11,11,11,11,15,15,4921]","[5070,0,0,0,0,6,2,4882,5066,4798]","[4798,5066,0,0,0,0,10,11,11,11,11,15,15,5070,4882]",1301,"[5070,0,0,0,0,6,2,4798,4882]","[4798,0,0,0,0,10,11,11,11,11,15,15,4882,5070]"
5,"Descent6","[4069,4801,4584,4599,6,6,5104]","[4069,4584,4599,4801,11,11,11,11,15,15,5104]","[4069,4801,4584,4599,4966,6,6,5104]","[4069,4966,4584,4599,4801,11,11,11,11,15,15,5104]","[4069,4890,4966,4584,4599,4907,6,6]","[4069,4966,4907,4584,4599,4890,11,11,11,11,15,15]","[4069,4971,4584,4599,4989,4997,6,6,5098,5086]","[4069,4584,4599,4989,4997,4971,11,11,11,11,15,15,5098,5086]","[4069,4908,4584,4599,4997,4901,4797,6,6,5098,5086]","[4069,4797,4584,4599,4901,4997,4908,11,11,11,11,15,15,5098,5086]","[4069,4901,4584,4599,4797,4801,4962,6,6,5104]","[4069,4584,4599,4801,4797,4901,4962,11,11,11,11,15,15,5104]",1302,"[4069,4584,4599,4901,4801,6,6,5104]","[4069,4584,4599,4901,4801,11,11,11,11,15,15,5104]"
6,"Descent7","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3877,3877,4162,4039]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3877,3877,4162,4039]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3989,4014,3824,3793]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3989,4014,3824,3793]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3933,3824,3824,4637]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,6,3933,3824,3824,4637]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3710,3710,3735,3735]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3710,3710,3735,3735]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3710,3710,3905,3905]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3710,3710,3905,3905]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3905,3905,3961]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3905,3905,3961]",1303,"[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3905,3905,3793,3793,4014]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3905,3905,3793,3793,4014]"
7,"Descent8","[5045,4806,4941,4068,4070,4100,4101,4099,2,6,11]","[5045,4806,4941,4068,4070,4100,4101,4099,12,12,10,10,10,11]","[5045,4806,4941,4068,4070,4100,4101,4099,2,6,11]","[5045,4806,4941,4068,4070,12,12,10,10,10,11,4100,4101,4099]","[5045,5046,4813,4941,4068,4070,4100,4101,4099,2,6,11]","[5045,5046,4813,4941,4068,4070,12,12,10,10,10,11,4100,4101,4099]","[5047,5046,4941,4068,4070,4100,4101,4099,2,6,11]","[5047,5046,4941,4068,4070,12,12,10,10,10,11,4100,4101,4099]","[5047,5046,4068,4070,4100,4101,4099,2,6,11]","[5047,5046,4068,4070,12,12,10,10,10,11,4100,4101,4099]","[5045,5047,4806,4068,4070,4100,4101,4099,2,6,11]","[5045,5047,4806,4068,4070,12,12,10,10,10,11,4100,4101,4099]",1304,"[5046,5047,5045,4068,4070,4100,4101,4099,2,6,11]","[5046,5047,5045,4068,4070,12,12,10,10,10,11,4100,4101,4099]"
8,"Descent9","[4,4,4,6,6,4147,4338,4514,4260,4443,4868,4585,4600,4826,4898,4]","[4145,0,0,0,6,6,4040,3878,4163,4826,4898,4585,4600,4868,3878,0]","[4,4,4,6,6,4147,4390,4550,4291,4480,4868,4585,4600,4826,4898,4]","[4145,0,0,0,6,6,4015,3825,4898,4826,4585,4600,4868,3990,3795,0]","[4,4,4,6,6,4147,4356,4526,4271,4456,4995,4585,4600,4826,4898,4868,4]","[4145,0,0,0,6,6,3934,4637,4898,4826,4585,4600,3825,3825,4995,4868,0]","[4,4,4,6,6,4147,4424,4566,4318,4496,4891,4585,4600,4871,5078,4]","[4145,0,0,0,6,6,4146,3736,3736,4871,5078,4585,4600,4891,3711,3711,0]","[4,4,4,6,6,4147,4373,4538,4281,4468,4871,4585,4600,4891,4]","[4145,0,0,0,6,6,4146,4891,4585,4600,4871,3711,3711,3906,3906,0]","[4,4,4,6,6,4147,4407,4558,4304,4488,4871,4868,4585,4600,4826,4891,4898,4]","[4145,0,0,0,6,6,4146,3906,3906,4891,4898,4585,4600,4826,4868,4871,3962,0]",1305,"[4,4,4,6,6,4147,4390,4550,4291,4480,4871,4868,4585,4600,4891,4826,4898,4]","[4145,0,0,0,6,6,4015,4891,4826,4585,4600,4871,4898,4868,3906,3906,3795,3795,0]"
9,"Descent10","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]",1306,"[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]"
