"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
0,3707,500,833,1,1,13,0
1,3708,700,714,5,9,120,0
2,3709,700,833,9,16,120,0
3,3710,700,667,9,17,120,0
4,3711,700,769,14,27,120,0
5,3712,700,769,12,37,120,0
6,3713,800,833,23,42,120,0
7,3714,700,741,22,40,120,0
8,3715,700,833,26,48,120,0
9,3716,700,667,21,38,120,0
10,3717,700,769,28,52,120,0
11,3718,700,769,21,64,120,0
12,3719,800,833,33,61,120,0
13,3720,700,741,31,57,120,0
14,3721,700,833,38,71,120,0
15,3722,700,667,29,53,120,0
16,3723,700,769,35,65,120,0
17,3724,700,769,25,75,120,0
18,3725,800,833,35,64,120,0
19,3726,700,741,33,61,120,0
20,3727,750,714,16,30,120,0
21,3728,750,714,25,46,120,0
22,3729,750,714,29,54,120,0
23,3730,700,714,30,55,120,0
24,3731,700,800,5,9,120,0
25,3732,600,667,6,10,10,0
26,3733,600,690,4,17,10,0
27,3734,630,690,3,26,10,0
28,3735,610,667,7,27,10,0
29,3736,630,690,8,34,10,0
30,3737,650,769,10,41,10,0
31,3738,630,690,11,43,10,0
32,3739,650,833,15,59,10,0
33,3740,620,741,14,54,10,0
34,3741,600,714,11,45,10,0
35,3742,630,714,7,62,10,0
36,3743,610,667,13,52,10,0
37,3744,630,714,15,59,10,0
38,3745,650,833,19,75,10,0
39,3746,630,690,16,64,10,0
40,3747,650,833,22,87,10,0
41,3748,650,741,19,74,10,0
42,3749,650,714,19,76,10,0
43,3750,630,714,10,86,10,0
44,3751,610,667,19,74,10,0
45,3752,630,714,20,79,10,0
46,3753,650,833,24,95,10,0
47,3754,630,667,18,73,10,0
48,3755,650,833,24,97,10,0
49,3756,620,741,22,88,10,0
50,3757,630,714,12,46,10,0
51,3758,630,714,18,71,10,0
52,3759,630,714,20,79,10,0
53,3760,630,690,12,47,10,0
54,3761,630,690,18,73,10,0
55,3762,630,690,21,85,10,0
56,3763,620,625,4,11,11,0
57,3764,650,667,6,17,11,0
58,3765,630,645,7,23,11,0
59,3766,600,625,12,22,11,0
60,3767,630,645,12,31,11,0
61,3768,650,769,16,43,11,0
62,3769,600,625,14,38,11,0
63,3770,630,667,12,46,11,0
64,3771,630,667,15,44,11,0
65,3772,650,769,20,53,11,0
66,3773,630,667,15,51,11,0
67,3774,600,625,23,43,11,0
68,3775,630,667,20,53,11,0
69,3776,650,769,26,68,11,0
70,3777,600,625,21,56,11,0
71,3778,630,667,17,69,11,0
72,3779,630,667,21,64,11,0
73,3780,650,769,30,78,11,0
74,3781,630,667,21,73,11,0
75,3782,600,625,29,55,11,0
76,3783,630,667,26,68,11,0
77,3784,650,769,29,76,11,0
78,3785,600,625,25,65,11,0
79,3786,630,667,18,71,11,0
80,3787,630,667,23,68,11,0
81,3788,600,625,13,24,11,0
