"rownum","Id","ChestsKey","UniqueChestsKey","MinLevel","MaxLevel","Weight","i32"
0,"CurrencyRoom1",609,"",1,100,2400,0
1,"CurrencyRoom2",610,"",1,100,2400,0
2,"CurrencyRoom3",612,"",40,100,200,1
3,"CurrencyRoom4",613,"",1,100,1200,2
4,"CurrencyRoom5",614,"",68,100,20,1
5,"CurrencyRoom6",615,"",1,100,1200,2
6,"CurrencyRoom7",611,"",1,100,2400,0
7,"CurrencyRoom8",616,"",75,100,200,1
8,"CurrencyRoom9",617,"",50,100,40,1
9,"CurrencyRoom10",619,"",7,100,1200,2
10,"CurrencyRoom11",618,"",68,100,1,1
11,"CurrencyRoom12",620,"",1,100,1200,2
12,"CurrencyRoom13",621,"",68,100,200,2
13,"CurrencyRoom14",622,"",80,100,20,1
14,"ChestsRoom1",499,"",1,100,2400,0
15,"ChestsRoom2",500,"",1,100,2400,0
16,"ChestsRoom3",501,"",1,100,2400,0
17,"ChestsRoom4",502,"",1,100,200,1
18,"ChestsRoom5",503,"",68,100,1,1
19,"ChestsRoom6",504,"",20,100,40,1
20,"ChestsRoom7",505,"",68,100,1,1
21,"ChestsRoom8",506,"",68,100,200,1
22,"ChestsRoom9",507,"",80,100,40,1
23,"ChestsRoom10",508,"",1,100,200,1
24,"ChestsRoom11",509,"",1,100,1200,1
25,"ChestsRoom12",510,"",68,100,40,1
26,"ChestsRoom13",511,"",68,100,40,1
27,"ChestsRoom14",512,"",40,100,100,1
28,"ChestsRoom15",513,"",68,100,40,1
29,"ChestsRoom16",514,"",68,100,40,1
30,"ChestsRoom17",515,"",68,100,40,1
31,"ChestsRoom18",516,"",20,100,40,1
32,"ChestsRoom19",517,"",20,100,40,1
33,"ChestsRoom20",518,"",20,100,40,1
34,"ChestsRoom21",519,"",20,100,40,1
35,"ChestsRoom22",520,"",20,100,40,1
36,"ChestsRoom23",521,"",20,100,40,1
37,"ChestsRoom24",522,"",20,100,40,1
38,"ChestsRoom25",523,"",20,100,20,1
39,"ChestsRoom26",524,"",20,100,40,1
40,"ChestsRoom27",525,"",20,100,40,1
41,"ChestsRoom28",526,"",20,100,40,1
42,"ChestsRoom29",527,"",20,100,40,1
43,"ChestsRoom30",528,"",20,100,40,1
44,"ChestsRoom31",529,"",1,100,1200,2
45,"ChestsRoom32",530,"",68,100,1200,2
46,"ChestsRoom33",531,"",1,100,1200,2
47,"ChestsRoom34",532,"",1,100,1200,2
48,"ChestsRoom35",533,"",1,100,1200,2
49,"ChestsRoom36",534,"",1,100,1200,2
50,"TrinketsRoom1",585,"",1,100,1200,0
51,"TrinketsRoom2",588,"",1,100,400,0
52,"TrinketsRoom3",601,"",60,100,60,0
53,"TrinketsRoom4",602,"",60,100,12,0
54,"TrinketsRoom5",603,"",55,100,35,0
55,"TrinketsRoom6",600,"",75,100,60,0
56,"TrinketsRoom7",604,"",1,100,175,0
57,"TrinketsRoom8",608,"",80,100,175,0
58,"TrinketsRoom9",605,"",68,100,60,0
59,"TrinketsRoom10",606,"",80,100,6,0
60,"TrinketsRoom11",607,"",1,100,50,0
61,"TrinketsRoom12",597,"",46,100,100,0
62,"TrinketsRoom13",598,"",23,100,150,0
63,"TrinketsRoom14",594,"",40,100,200,0
64,"TrinketsRoom15",599,"",68,100,1,0
65,"MapsRoom1",623,"",58,100,2400,0
66,"MapsRoom2",624,"",58,100,1200,2
67,"MapsRoom3",625,"",58,100,1200,1
68,"MapsRoom4",627,"",58,100,200,1
69,"MapsRoom5",628,"",75,100,200,1
70,"MapsRoom6",629,"",80,100,40,1
71,"MapsRoom7",630,"",58,100,200,1
72,"MapsRoom8",631,"",58,100,200,1
73,"MapsRoom9",632,"",58,100,200,1
74,"MapsRoom10",633,"",58,100,1200,1
75,"MapsRoom11",634,"",80,100,40,1
76,"GemsRoom1",635,"",1,100,2400,0
77,"GemsRoom2",636,"",1,100,1200,2
78,"GemsRoom3",637,"",1,100,1200,1
79,"GemsRoom4",639,"",68,100,40,1
80,"GemsRoom5",638,"",1,100,200,1
81,"GemsRoom6",640,"",1,100,200,1
82,"ArmourRoom1",568,"",1,100,1200,0
83,"ArmourRoom2",569,"",50,100,2,0
84,"ArmourRoom3",570,"",50,100,1,0
85,"ArmourRoom4",571,"",35,100,30,0
86,"ArmourRoom5",572,"",35,100,15,0
87,"ArmourRoom6",573,"",1,100,150,0
88,"ArmourRoom7",574,"",1,100,15,0
89,"ArmourRoom8",575,"",60,100,50,0
90,"ArmourRoom9",576,"",60,100,10,0
91,"ArmourRoom10",577,"",68,100,200,0
92,"ArmourRoom11",578,"",55,100,30,0
93,"ArmourRoom12",579,"",75,100,50,0
94,"ArmourRoom13",580,"",1,100,150,0
95,"ArmourRoom14",581,"",80,100,150,0
96,"ArmourRoom15",582,"",68,100,50,0
97,"ArmourRoom16",583,"",80,100,5,0
98,"ArmourRoom17",584,"",1,100,150,0
99,"ArmourRoom18",561,"",23,100,200,0
100,"WeaponsRoom1",543,"",1,100,1200,0
101,"WeaponsRoom2",544,"",50,100,2,0
102,"WeaponsRoom3",545,"",50,100,1,0
103,"WeaponsRoom4",537,"",23,100,200,0
104,"WeaponsRoom5",546,"",35,100,30,0
105,"WeaponsRoom6",547,"",35,100,15,0
106,"WeaponsRoom7",548,"",1,100,150,0
107,"WeaponsRoom8",549,"",1,100,15,0
108,"WeaponsRoom9",550,"",60,100,50,0
109,"WeaponsRoom10",551,"",60,100,10,0
110,"WeaponsRoom11",552,"",55,100,30,0
111,"WeaponsRoom12",553,"",75,100,50,0
112,"WeaponsRoom13",554,"",1,100,150,0
113,"WeaponsRoom14",555,"",80,100,150,0
114,"WeaponsRoom15",556,"",68,100,50,0
115,"WeaponsRoom16",557,"",80,100,5,0
116,"WeaponsRoom17",558,"",1,100,150,0
117,"StrongboxRoom1",268,"",1,100,2400,0
118,"StrongboxRoom2",251,"",1,100,2400,0
119,"StrongboxRoom3",250,"",1,100,2400,0
120,"StrongboxRoom4",252,"",1,100,2400,0
121,"StrongboxRoom5",261,"",1,100,1200,0
122,"StrongboxRoom6",264,"",1,100,1200,0
123,"StrongboxRoom7",263,"",20,100,1200,0
124,"StrongboxRoom8",266,"",1,100,600,0
125,"StrongboxRoom9",247,"",26,100,600,0
126,"StrongboxRoom10",253,"",68,100,200,0
127,"StrongboxRoom11",270,"",55,100,200,0
128,"StrongboxRoom12","",1,20,100,12,0
129,"StrongboxRoom13","",2,20,100,18,0
130,"StrongboxRoom14","",3,60,100,12,0
131,"StrongboxRoom15","",15,30,100,30,0
132,"StrongboxRoom16","",16,35,100,30,0
133,"StrongboxRoom17","",17,40,100,30,0
134,"StrongboxRoom18","",18,56,100,9,0
135,"StrongboxRoom19","",19,56,100,9,0
136,"StrongboxRoom20","",20,56,100,9,0
137,"StrongboxRoom21","",21,56,100,3,0
138,"StrongboxRoom22","",26,40,100,18,0
