"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,5997,[7200],"[1583,7005]",15,"","","","","",1
1,5998,[7200],"[1583,7005]",15,"","","","","",1
2,5999,[7200],"[1583,7005]",15,"","","","","",1
3,6000,[7200],"[1583,7005]",15,"","","","","",1
4,6002,[7201],[1583],15,"","","","","",1
5,6003,[7201],[1583],15,"","","","","",1
6,6004,[7201],[1583],15,"","","","","",1
7,6005,[7201],[1583],15,"","","","","",1
8,6007,[7203],[],15,"","","","","",1
9,6008,[7203],[],15,"","","","","",1
10,6009,[7203],[],15,"","","","","",1
11,6010,[7203],[],15,"","","","","",1
12,6012,[7204],[],15,"","","","","",1
13,6013,[7204],[],15,"","","","","",1
14,6014,[7204],[],15,"","","","","",1
15,6015,[7204],[],15,"","","","","",1
16,6017,[7205],[],15,"","","","","",1
17,6018,[7205],[],15,"","","","","",1
18,6019,[7205],[],15,"","","","","",1
19,6020,[7205],[],15,"","","","","",1
20,6022,[7206],[],15,"","","","","",1
21,6023,[7206],[],15,"","","","","",1
22,6024,[7206],[],15,"","","","","",1
23,6025,[7206],[],15,"","","","","",1
24,6027,[7207],[],15,"","","","","",""
25,7752,[16808],[7006],1,1,"","","","",""
26,7753,[16809],[7006],1,1,"","","","",""
27,7754,[16810],[7006],1,1,"","","","",""
28,7755,[16811],"[7006,7144]",1,1,"","","","",""
29,7756,[16812],[7006],2,1,"","","","",""
30,7757,[16813],[7006],2,1,"","","","",""
31,7758,[16814],[7006],2,1,"","","","",""
32,7759,[16815],"[7006,7145]",2,1,"","","","",""
33,7760,[16816],[7006],3,1,"","","","",""
34,7761,[16817],[7006],3,1,"","","","",""
35,7762,[16818],[7006],3,1,"","","","",""
36,7763,[16819],"[7006,7146]",3,1,"","","","",""
37,7764,[16820],[7006],0,1,"","","","",""
38,7765,[16821],[7006],0,1,"","","","",""
39,7766,[16822],[7006],0,1,"","","","",""
40,7767,[16823],"[7006,7147]",0,1,"","","","",""
41,7768,[16824],[7006],0,1,"","","","",""
42,7769,[16825],[7006],0,1,"","","","",""
43,7770,[16826],[7006],0,1,"","","","",""
44,7771,[16827],[7006],0,1,"","","","",""
45,7772,[16828],[7006],4,1,1,"","","",""
46,7773,[16829],[7006],4,1,1,"","","",""
47,7774,[16830],[7006],4,1,1,"","","",""
48,7775,[16831],"[7006,7148]",4,1,1,"","","",""
49,7776,[16832],[7006],5,1,"",1,"","",""
50,7777,[16833],[7006],5,1,"",1,"","",""
51,7778,[16834],[7006],5,1,"",1,"","",""
52,7779,[16835],"[7006,7149]",5,1,"",1,"","",""
53,7780,[16836],[7006],0,1,"","","","",""
54,7781,[16837],[7006],0,1,"","","","",""
55,7782,[16838],[7006],0,1,"","","","",""
56,7783,[16839],"[7006,7150]",0,1,"","","","",""
57,7784,[16840],[7006],6,1,"","","","",""
58,7785,[16841],[7006],6,1,"","","","",""
59,7786,[16842],[7006],6,1,"","","","",""
60,7787,[16843],"[7006,7151]",6,1,"","","","",""
61,7788,[16844],[7006],7,1,"","","","",""
62,7789,[16845],[7006],7,1,"","","","",""
63,7790,[16846],[7006],7,1,"","","","",""
64,7791,[16847],"[7006,7152]",7,1,"","","","",""
65,7792,[16848],[7006],8,1,"","","","",""
66,7793,[16849],[7006],8,1,"","","","",""
67,7794,[16850],[7006],8,1,"","","","",""
68,7795,[16851],"[7006,7153]",8,1,"","","","",""
69,7796,[16852],[7006],9,1,"","","","",""
70,7797,[16853],[7006],9,1,"","","","",""
71,7798,[16854],[7006],9,1,"","","","",""
72,7799,[16855],"[7006,7154]",9,1,"","","","",""
73,7800,[16856],[7006],10,1,"","","","",""
74,7801,[16857],[7006],10,1,"","","","",""
75,7802,[16858],[7006],10,1,"","","","",""
76,7803,[16859],"[7006,7155]",10,1,"","","","",""
77,7804,[16860],[7006],11,1,"","","","",""
78,7805,[16861],[7006],11,1,"","","","",""
79,7806,[16862],[7006],11,1,"","","","",""
80,7807,[16863],"[7006,7156]",11,1,"","","","",""
81,7808,[16864],[7006],12,1,"","","","",""
82,7809,[16865],[7006],12,1,"","","","",""
83,7810,[16866],[7006],12,1,"","","","",""
84,7811,[16867],"[7006,7157]",12,1,"","","","",""
85,7812,[16868],[],13,1,"","","","",""
86,7813,[16869],[],13,1,"","","","",""
87,7814,[16870],[],13,1,"","","","",""
88,7815,[16871],[],13,1,"","","","",""
89,7816,[16872],[],14,1,"","","","",""
90,7817,[16873],[],14,1,"","","","",""
91,7818,[16874],[],14,1,"","","","",""
92,7819,[16875],[],14,1,"","","","",""
93,6048,"[18688,18693]",[],15,"","","",1,"",""
94,6049,"[18689,18694]",[],15,"","","",1,"",""
95,6050,"[18690,18695]",[],15,"","","",1,"",""
96,6051,"[18691,18696]",[],15,"","","",1,"",""
97,6052,"[18692,18697]",[],15,"","","",1,"",""
98,7821,[19001],[],15,"","","","","",""
99,7822,[19002],[],15,"","","","","",""
100,7823,[19003],[],15,"","","","","",""
101,7824,[19004],[],15,"","","","","",""
102,7825,[19005],[],15,"","","","","",""
103,7826,[19006],[],15,"","","","","",""
104,7827,[19007],[],15,"","","","","",""
105,7828,[19008],[],15,"","","","","",""
106,7829,[19009],[],15,"","","","","",""
107,7830,[19010],[],15,"","","","","",""
108,7831,[19011],[],15,"","","","","",""
109,7832,[19012],[],15,"","","","","",""
110,7833,[19013],[],15,"","","","","",""
111,6053,[7202],[],15,"","","",1,"",""
112,6061,[22285],[7776],15,1,"","","",1,""
