"rownum","rid","NPCTextAudioKey1","NPCTextAudioKey2","NPCTextAudioKey3","NPCTextAudioKey4","NPCTextAudioKey5","NPCTextAudioKey6"
0,0,4671,4672,4673,4729,4730,4731
1,36,4671,4672,4673,4729,4730,4731
2,87,4671,4672,4673,4729,4730,4731
3,145,4671,4672,4673,4729,4730,4731
4,88,4912,4913,4914,4783,4784,4785
5,38,4912,4913,4914,4783,4784,4785
6,2,4912,4913,4914,4783,4784,4785
7,89,4915,4916,4917,5065,5066,5067
8,37,4915,4916,4917,5065,5066,5067
9,1,4915,4916,4917,5065,5066,5067
10,90,4674,4675,4676,4786,4787,4788
11,153,4674,4675,4676,4786,4787,4788
12,152,4674,4675,4676,4786,4787,4788
13,91,4677,4678,4679,4732,4733,4734
14,158,4677,4678,4679,4732,4733,4734
15,92,4918,4919,4920,4789,4790,4791
16,39,4918,4919,4920,4789,4790,4791
17,3,4918,4919,4920,4789,4790,4791
18,93,4680,4681,4682,4735,4736,4737
19,40,4680,4681,4682,4735,4736,4737
20,4,4680,4681,4682,4735,4736,4737
21,94,4668,4669,4670,4738,4739,4740
22,41,4668,4669,4670,4738,4739,4740
23,5,4683,4684,4685,4738,4739,4740
24,146,4683,4684,4685,4738,4739,4740
25,149,4683,4684,4685,4738,4739,4740
26,95,4686,4687,4688,4741,4742,4743
27,159,4686,4687,4688,4741,4742,4743
28,144,4921,4922,4923,4906,4907,4908
29,42,4921,4922,4923,4906,4907,4908
30,143,4924,4925,4926,4858,4859,4860
31,43,4924,4925,4926,4858,4859,4860
32,6,4924,4925,4926,4858,4859,4860
33,96,4689,4690,4691,4744,4745,4746
34,44,4689,4690,4691,4744,4745,4746
35,7,4689,4690,4691,4744,4745,4746
36,97,4927,4928,4929,4792,4793,4794
37,45,4927,4928,4929,4792,4793,4794
38,8,4927,4928,4929,4792,4793,4794
39,98,4930,4931,4932,4864,4865,4866
40,156,4930,4931,4932,4864,4865,4866
41,99,4933,4934,4935,4747,4748,4749
42,155,4933,4934,4935,4747,4748,4749
43,154,4933,4934,4935,4747,4748,4749
44,100,4936,4937,4938,5068,5069,5070
45,46,4936,4937,4938,5068,5069,5070
46,9,4936,4937,4938,5068,5069,5070
47,101,4939,4940,4941,4900,4901,4902
48,47,4939,4940,4941,4900,4901,4902
49,10,4939,4940,4941,4900,4901,4902
50,102,4942,4943,4944,4798,4799,4800
51,48,4942,4943,4944,4798,4799,4800
52,103,4960,4961,4962,4753,4754,4755
53,49,4960,4961,4962,4753,4754,4755
54,104,4948,4949,4950,4861,4862,4863
55,50,4948,4949,4950,4861,4862,4863
56,11,4948,4949,4950,4861,4862,4863
57,105,5035,5036,5037,4885,4886,4887
58,51,5035,5036,5037,4885,4886,4887
59,147,5035,5036,5037,4885,4886,4887
60,106,4954,4955,4956,4804,4805,4806
61,160,4954,4955,4956,4804,4805,4806
62,107,4677,4678,4679,4732,4733,4734
63,52,4677,4678,4679,4732,4733,4734
64,12,4677,4678,4679,4732,4733,4734
65,108,4945,4946,4947,4801,4802,4803
66,53,4945,4946,4947,4801,4802,4803
67,13,4945,4946,4947,4801,4802,4803
68,109,4963,4964,4965,4879,4880,4881
69,54,4963,4964,4965,4879,4880,4881
70,14,4963,4964,4965,4879,4880,4881
71,110,4966,4967,4968,4756,4757,4758
72,55,4966,4967,4968,4756,4757,4758
73,111,4969,4970,4971,4807,4808,4809
74,56,4969,4970,4971,4807,4808,4809
75,15,4969,4970,4971,4807,4808,4809
76,150,4969,4970,4971,4807,4808,4809
77,112,4972,4973,4974,4810,4811,4812
78,57,4972,4973,4974,4810,4811,4812
79,113,4975,4976,4977,4813,4814,4815
80,58,4975,4976,4977,4813,4814,4815
81,114,4978,4979,4980,4816,4817,4818
82,161,4978,4979,4980,4816,4817,4818
83,115,4981,4982,4983,4819,4820,4821
84,59,4981,4982,4983,4819,4820,4821
85,16,4981,4982,4983,4819,4820,4821
86,116,4984,4985,4986,4822,4823,4824
87,60,4984,4985,4986,4822,4823,4824
88,17,4984,4985,4986,4822,4823,4824
89,117,5029,5030,5031,4870,4871,4872
90,157,4987,4988,4989,5071,5072,5073
91,118,4990,4991,4992,5074,5075,5076
92,61,4990,4991,4992,5074,5075,5076
93,18,4990,4991,4992,5074,5075,5076
94,148,4990,4991,4992,5074,5075,5076
95,151,4990,4991,4992,5074,5075,5076
96,119,4993,4994,4995,4825,4826,4827
97,62,4993,4994,4995,4825,4826,4827
98,19,4993,4994,4995,4825,4826,4827
99,120,4996,4997,4998,4828,4829,4830
100,63,4996,4997,4998,4828,4829,4830
101,20,4996,4997,4998,4828,4829,4830
102,121,4999,5000,5001,4759,4760,4761
103,64,4999,5000,5001,4759,4760,4761
104,21,4999,5000,5001,4759,4760,4761
105,122,5002,5003,5004,4831,4832,4833
106,162,5002,5003,5004,4831,4832,4833
107,123,5005,5006,5007,4903,4904,4905
108,65,5005,5006,5007,4903,4904,4905
109,22,5005,5006,5007,4903,4904,4905
110,124,5008,5009,5010,4768,4769,4770
111,66,5008,5009,5010,4768,4769,4770
112,125,5011,5012,5013,4771,4772,4773
113,163,5011,5012,5013,4771,4772,4773
114,126,5014,5015,5016,4897,4898,4899
115,67,5014,5015,5016,4897,4898,4899
116,23,5014,5015,5016,4897,4898,4899
117,127,5017,5018,5019,4873,4874,4875
118,68,5017,5018,5019,4873,4874,4875
119,24,5017,5018,5019,4873,4874,4875
120,128,5020,5021,5022,4777,4778,4779
121,69,5020,5021,5022,4777,4778,4779
122,25,5020,5021,5022,4777,4778,4779
123,129,5023,5024,5025,4780,4781,4782
124,70,5023,5024,5025,4780,4781,4782
125,130,5026,5027,5028,4876,4877,4878
126,71,5026,5027,5028,4876,4877,4878
127,26,5026,5027,5028,4876,4877,4878
128,131,4987,4988,4989,5071,5072,5073
129,72,4987,4988,4989,5071,5072,5073
130,27,4987,4988,4989,5071,5072,5073
131,132,5032,5033,5034,4834,4835,4836
132,164,5032,5033,5034,4834,4835,4836
133,133,4957,4958,4959,4750,4751,4752
134,73,4957,4958,4959,4750,4751,4752
135,28,4957,4958,4959,4750,4751,4752
136,134,5038,5039,5040,4837,4838,4839
137,74,5038,5039,5040,4837,4838,4839
138,29,5038,5039,5040,4837,4838,4839
139,135,5041,5042,5043,4840,4841,4842
140,75,5041,5042,5043,4840,4841,4842
141,30,5041,5042,5043,4840,4841,4842
142,136,5044,5045,5046,4843,4844,4845
143,76,5044,5045,5046,4843,4844,4845
144,31,5044,5045,5046,4843,4844,4845
145,140,5047,5048,5049,4891,4892,4893
146,79,5047,5048,5049,4891,4892,4893
147,32,5047,5048,5049,4891,4892,4893
148,137,5050,5051,5052,4846,4847,4848
149,77,5050,5051,5052,4846,4847,4848
150,33,5050,5051,5052,4846,4847,4848
151,138,5053,5054,5055,4849,4850,4851
152,165,5053,5054,5055,4849,4850,4851
153,139,5056,5057,5058,4888,4889,4890
154,78,5056,5057,5058,4888,4889,4890
155,34,5056,5057,5058,4888,4889,4890
156,141,5059,5060,5061,4852,4853,4854
157,166,5059,5060,5061,4852,4853,4854
158,142,5062,5063,5064,4855,4856,4857
159,80,5062,5063,5064,4855,4856,4857
160,35,5062,5063,5064,4855,4856,4857
