"rownum","BaseItemTypesKey","VirtualFile","Influences"
0,9181,"Art/2DItems/Divination/Images/ThreeFacesInTheDark",[]
1,9182,"Art/2DItems/Divination/Images/TheDoctor",[]
2,9183,"Art/2DItems/Divination/Images/TheHermit",[]
3,9184,"Art/2DItems/Divination/Images/LantadorsLostLove",[]
4,9185,"Art/2DItems/Divination/Images/TheMetalsmithsGift",[]
5,9186,"Art/2DItems/Divination/Images/TheBattleBorn",[]
6,9187,"Art/2DItems/Divination/Images/TheGladiator",[]
7,9188,"Art/2DItems/Divination/Images/TheScholar",[]
8,9189,"Art/2DItems/Divination/Images/TheBrittleEmperor",[]
9,9190,"Art/2DItems/Divination/Images/ThePoet",[]
10,9191,"Art/2DItems/Divination/Images/TheCarrionCrow",[]
11,9192,"Art/2DItems/Divination/Images/Hope",[]
12,9193,"Art/2DItems/Divination/Images/TheFiend",[]
13,9194,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
14,9195,"Art/2DItems/Divination/Images/ViniasToken",[]
15,9196,"Art/2DItems/Divination/Images/TheSummoner",[]
16,9197,"Art/2DItems/Divination/Images/TheCataclysm",[]
17,9198,"Art/2DItems/Divination/Images/TheHunger",[]
18,9199,"Art/2DItems/Divination/Images/TheHoarder",[]
19,9200,"Art/2DItems/Divination/Images/TheDrunkenAristocrat",[]
20,9201,"Art/2DItems/Divination/Images/TheSun",[]
21,9202,"Art/2DItems/Divination/Images/TheWarden",[]
22,9203,"Art/2DItems/Divination/Images/TheScarredMeadow",[]
23,9204,"Art/2DItems/Divination/Images/TheDarkMage",[]
24,9205,"Art/2DItems/Divination/Images/TheGemcutter",[]
25,9206,"Art/2DItems/Divination/Images/TheGambler",[]
26,9207,"Art/2DItems/Divination/Images/TheLover",[]
27,9208,"Art/2DItems/Divination/Images/ChaoticDisposition",[]
28,9209,"Art/2DItems/Divination/Images/TheRoadToPower",[]
29,9210,"Art/2DItems/Divination/Images/TheAvenger",[]
30,9211,"Art/2DItems/Divination/Images/EmperorsLuck",[]
31,9212,"Art/2DItems/Divination/Images/TimeLostRelic",[]
32,9213,"Art/2DItems/Divination/Images/LuckyConnections",[]
33,9214,"Art/2DItems/Divination/Images/TheFeast",[]
34,9215,"Art/2DItems/Divination/Images/RainOfChaos",[]
35,9216,"Art/2DItems/Divination/Images/TheWatcher",[]
36,9217,"Art/2DItems/Divination/Images/TheIncantation",[]
37,9218,"Art/2DItems/Divination/Images/CovetedPossession",[]
38,9219,"Art/2DItems/Divination/Images/TheKingsHeart",[]
39,9220,"Art/2DItems/Divination/Images/AbandonedWealth",[]
40,9221,"Art/2DItems/Divination/Images/TheWind",[]
41,9222,"Art/2DItems/Divination/Images/ThePact",[]
42,9223,"Art/2DItems/Divination/Images/GemcuttersPromise",[]
43,9224,"Art/2DItems/Divination/Images/TheCelestialJusticar",[]
44,9225,"Art/2DItems/Divination/Images/TheChainsThatBind",[]
45,9226,"Art/2DItems/Divination/Images/TheArtist",[]
46,9227,"Art/2DItems/Divination/Images/TheInventor",[]
47,9228,"Art/2DItems/Divination/Images/ThePackLeader",[]
48,9229,"Art/2DItems/Divination/Images/JackInTheBox",[]
49,9230,"Art/2DItems/Divination/Images/TheUnion",[]
50,9231,"Art/2DItems/Divination/Images/TheQueen",[]
51,9232,"Art/2DItems/Divination/Images/Humility",[]
52,9233,"Art/2DItems/Divination/Images/TheExplorer",[]
53,9234,"Art/2DItems/Divination/Images/TheSpoiledPrince",[]
54,9235,"Art/2DItems/Divination/Images/TheBetrayal",[]
55,9236,"Art/2DItems/Divination/Images/TheFlorasGift",[]
56,9237,"Art/2DItems/Divination/Images/TheSiren",[]
57,9238,"Art/2DItems/Divination/Images/TheOneWithAll",[]
58,9239,"Art/2DItems/Divination/Images/TheLastOneStanding",[]
59,9240,"Art/2DItems/Divination/Images/DoedresMadness",[]
60,9241,"Art/2DItems/Divination/Images/TheEncroachingDarkness",[]
61,9242,"Art/2DItems/Divination/Images/TheWrath",[]
62,9243,"Art/2DItems/Divination/Images/TheKingsBlade",[]
63,9244,"Art/2DItems/Divination/Images/TheTrial",[]
64,9245,"Art/2DItems/Divination/Images/TheGentleman",[]
65,9246,"Art/2DItems/Divination/Images/HouseOfMirrors",[]
66,9247,"Art/2DItems/Divination/Images/WealthAndPower",[]
67,9248,"Art/2DItems/Divination/Images/TheCatalyst",[]
68,9249,"Art/2DItems/Divination/Images/TheVast",[]
69,9250,"Art/2DItems/Divination/Images/GiftOfTheGemlingQueen",[]
70,9251,"Art/2DItems/Divination/Images/TheDragonsHeart",[]
71,9252,"Art/2DItems/Divination/Images/TheFox",[]
72,9253,"Art/2DItems/Divination/Images/TheDoppelganger",[]
73,9254,"Art/2DItems/Divination/Images/TheSurvivalist",[]
74,9255,"Art/2DItems/Divination/Images/Death",[]
75,9256,"Art/2DItems/Divination/Images/GraveKnowledge",[]
76,9257,"Art/2DItems/Divination/Images/TheJester",[]
77,9258,"Art/2DItems/Divination/Images/TheMercenary",[]
78,9259,"Art/2DItems/Divination/Images/TheInoculated",[]
79,9260,"Art/2DItems/Divination/Images/Loyalty",[]
80,9261,"Art/2DItems/Divination/Images/PrideBeforeTheFall",[]
81,9262,"Art/2DItems/Divination/Images/Audacity",[]
82,9263,"Art/2DItems/Divination/Images/AssassinsFavor",[]
83,9264,"Art/2DItems/Divination/Images/HuntersResolve",[]
84,9265,"Art/2DItems/Divination/Images/ScholarOfTheSeas",[]
85,9266,"Art/2DItems/Divination/Images/TheConduit",[]
86,9267,"Art/2DItems/Divination/Images/TheTower",[]
87,9268,"Art/2DItems/Divination/Images/TheTwins",[]
88,9269,"Art/2DItems/Divination/Images/AnarchysPrice",[]
89,9270,"Art/2DItems/Divination/Images/TheLich",[]
90,9271,"Art/2DItems/Divination/Images/TheThaumaturgist",[]
91,9272,"Art/2DItems/Divination/Images/TheAesthete",[]
92,9273,"Art/2DItems/Divination/Images/TheEnlightened",[]
93,9274,"Art/2DItems/Divination/Images/HuntersReward",[]
94,9275,"Art/2DItems/Divination/Images/TheFletcher",[]
95,9276,"Art/2DItems/Divination/Images/TheSurveyor",[]
96,9277,"Art/2DItems/Divination/Images/BowyersDream",[]
97,9278,"Art/2DItems/Divination/Images/TheSurgeon",[]
98,9279,"Art/2DItems/Divination/Images/VolatilePower",[]
99,9280,"Art/2DItems/Divination/Images/LastHope",[]
100,9281,"Art/2DItems/Divination/Images/Hubris",[]
101,9282,"Art/2DItems/Divination/Images/BlindVenture",[]
102,9283,"Art/2DItems/Divination/Images/MercilessArmament",[]
103,9284,"Art/2DItems/Divination/Images/TheMapmaker",[]
104,9285,"Art/2DItems/Divination/Images/TheWarlord",[]
105,9286,"Art/2DItems/Divination/Images/TheDemoness",[]
106,9287,"Art/2DItems/Divination/Images/TheTraitor",[]
107,9288,"Art/2DItems/Divination/Images/TheOffering",[]
108,9289,"Art/2DItems/Divination/Images/LostWorlds",[]
109,9290,"Art/2DItems/Divination/Images/TheLordInBlack",[]
110,9291,"Art/2DItems/Divination/Images/AMothersPartingGift",[]
111,9292,"Art/2DItems/Divination/Images/TheBody",[]
112,9293,"Art/2DItems/Divination/Images/TurnTheOtherCheek",[]
113,9294,"Art/2DItems/Divination/Images/GlimmerOfHope",[]
114,9295,"Art/2DItems/Divination/Images/TheEthereal",[]
115,9296,"Art/2DItems/Divination/Images/Prosperity",[]
116,9297,"Art/2DItems/Divination/Images/TheSigil",[]
117,9298,"Art/2DItems/Divination/Images/TheDapperProdigy",[]
118,9299,"Art/2DItems/Divination/Images/TheRabidRhoa",[]
119,9300,"Art/2DItems/Divination/Images/TheSoul",[]
120,9301,"Art/2DItems/Divination/Images/TheLion",[]
121,9302,"Art/2DItems/Divination/Images/TheDragon",[]
122,9303,"Art/2DItems/Divination/Images/Rats",[]
123,9304,"Art/2DItems/Divination/Images/TheRisk",[]
124,9305,"Art/2DItems/Divination/Images/Tranquillity",[]
125,9306,"Art/2DItems/Divination/Images/HerMask",[]
126,9307,"Art/2DItems/Divination/Images/TreasureHunter",[]
127,9308,"Art/2DItems/Divination/Images/EarthDrinker",[]
128,9309,"Art/2DItems/Divination/Images/TheWolfsShadow",[]
129,9310,"Art/2DItems/Divination/Images/TheArenaChampion",[]
130,9311,"Art/2DItems/Divination/Images/TheSephirot",[]
131,9312,"Art/2DItems/Divination/Images/TheVisionary",[]
132,9313,"Art/2DItems/Divination/Images/ThunderousSkies",[]
133,9314,"Art/2DItems/Divination/Images/DyingAnguish",[]
134,9315,"Art/2DItems/Divination/Images/TheImmortal",[]
135,9317,"Art/2DItems/Divination/Images/BoundlessRealms",[]
136,9316,"Art/2DItems/Divination/Images/TheThrone",[]
137,9318,"Art/2DItems/Divination/Images/TheDevastator",[]
138,9319,"Art/2DItems/Divination/Images/DestinedtoCrumble",[]
139,9320,"Art/2DItems/Divination/Images/ShardofFate",[]
140,9321,"Art/2DItems/Divination/Images/Heterochromia",[]
141,9322,"Art/2DItems/Divination/Images/RainTempter",[]
142,9323,"Art/2DItems/Divination/Images/TheVoid",[]
143,9324,"Art/2DItems/Divination/Images/TheTyrant",[]
144,9325,"Art/2DItems/Divination/Images/TheWeb",[]
145,9326,"Art/2DItems/Divination/Images/TheHarvester",[]
146,9327,"Art/2DItems/Divination/Images/TheLunarisPriestess",[]
147,9328,"Art/2DItems/Divination/Images/EmperorOfPurity",[]
148,9329,"Art/2DItems/Divination/Images/TheCursedKing",[]
149,9330,"Art/2DItems/Divination/Images/TheStormcaller",[]
150,9331,"Art/2DItems/Divination/Images/LysahsRespite",[]
151,9332,"Art/2DItems/Divination/Images/CartographersDelight",[]
152,9334,"Art/2DItems/Divination/Images/LuckyDeck",[]
153,9335,"Art/2DItems/Divination/Images/LigthAndTruth",[]
154,9336,"Art/2DItems/Divination/Images/LuckOfTheVaal",[]
155,9337,"Art/2DItems/Divination/Images/TheEndurance",[]
156,9338,"Art/2DItems/Divination/Images/ThePenitent",[]
157,9339,"Art/2DItems/Divination/Images/TheWolf",[]
158,9340,"Art/2DItems/Divination/Images/DiallasSubjugation",[]
159,9341,"Art/2DItems/Divination/Images/TheCalling",[]
160,9342,"Art/2DItems/Divination/Images/TheValkyrie",[]
161,9343,"Art/2DItems/Divination/Images/TheFormlessSea",[]
162,9344,"Art/2DItems/Divination/Images/TheOath",[]
163,9345,"Art/2DItems/Divination/Images/TheScavenger",[]
164,9346,"Art/2DItems/Divination/Images/RussiaDivinationCard",[]
165,9347,"Art/2DItems/Divination/Images/ThePorcupine",[]
166,9348,"Art/2DItems/Divination/Images/TheComingStorm",[]
167,9349,"Art/2DItems/Divination/Images/ThePolymath",[]
168,9350,"Art/2DItems/Divination/Images/TheWolverine",[]
169,9351,"Art/2DItems/Divination/Images/Mitts",[]
170,9352,"Art/2DItems/Divination/Images/TheWretched",[]
171,9353,"Art/2DItems/Divination/Images/TheWolvenKingsBite",[]
172,9354,"Art/2DItems/Divination/Images/TheStandOff",[]
173,9355,"Art/2DItems/Divination/Images/TheForsaken",[]
174,9356,"Art/2DItems/Divination/Images/GarishPower",[]
175,9357,"Art/2DItems/Divination/Images/LingeringRemnants",[]
176,9358,"Art/2DItems/Divination/Images/TheSparkAndTheFlame",[]
177,9359,"Art/2DItems/Divination/Images/TheSaintsTreasure",[]
178,9360,"Art/2DItems/Divination/Images/CallToTheFirstOnes",[]
179,9361,"Art/2DItems/Divination/Images/TheValleyOfSteelBoxes",[]
180,9362,"Art/2DItems/Divination/Images/MightIsRight",[]
181,9363,"Art/2DItems/Divination/Images/TheOpulecent",[]
182,9364,"Art/2DItems/Divination/Images/StruckbyLightning",[]
183,9365,"Art/2DItems/Divination/Images/AtzirisArmory",[]
184,9366,"Art/2DItems/Divination/Images/TheRuthlessCeinture",[]
185,9367,"Art/2DItems/Divination/Images/NoTraces",[]
186,9368,"Art/2DItems/Divination/Images/TheRealm",[]
187,9369,"Art/2DItems/Divination/Images/TheEyeOfTheDragon",[]
188,9370,"Art/2DItems/Divination/Images/TheBlazingFire",[]
189,9371,"Art/2DItems/Divination/Images/LeftToFate",[]
190,9372,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
191,9373,"Art/2DItems/Divination/Images/TheInsatiable",[]
192,9374,"Art/2DItems/Divination/Images/TheObscured",[]
193,9375,"Art/2DItems/Divination/Images/TheRustedBard",[]
194,9376,"Art/2DItems/Divination/Images/ForbiddenPower",[]
195,9377,"Art/2DItems/Divination/Images/TheBreach",[]
196,9378,"Art/2DItems/Divination/Images/TheDreamer",[]
197,9379,"Art/2DItems/Divination/Images/TheWorldEater",[0]
198,9380,"Art/2DItems/Divination/Images/TheDeceiver",[]
199,9381,"Art/2DItems/Divination/Images/BlessingOfGod",[]
200,9382,"Art/2DItems/Divination/Images/ThePuzzle",[]
201,9383,"Art/2DItems/Divination/Images/TheWitch",[]
202,9384,"Art/2DItems/Divination/Images/ImmortalResolve",[]
203,9385,"Art/2DItems/Divination/Images/TheJewellersBoon",[]
204,9386,"Art/2DItems/Divination/Images/TheDarkestDream",[]
205,9387,"Art/2DItems/Divination/Images/TheMaster",[]
206,9388,"Art/2DItems/Divination/Images/TheFathomlessDepths",[]
207,9389,"Art/2DItems/Divination/Images/TheUndaunted",[]
208,9390,"Art/2DItems/Divination/Images/TheAdmirer",[]
209,9391,"Art/2DItems/Divination/Images/TheSwordKingsSalute",[]
210,9392,"Art/2DItems/Divination/Images/TheArmyOfBlood",[]
211,9393,"Art/2DItems/Divination/Images/TheCelestialStone",[0]
212,9394,"Art/2DItems/Divination/Images/Perfection",[0]
213,9395,"Art/2DItems/Divination/Images/TheDreamland",[]
214,9396,"Art/2DItems/Divination/Images/HarmonyOfSouls",[]
215,9397,"Art/2DItems/Divination/Images/TheSamuraisEye",[1]
216,9398,"Art/2DItems/Divination/Images/TheHaleHeart",[1]
217,9399,"Art/2DItems/Divination/Images/TheMayor",[]
218,9400,"Art/2DItems/Divination/Images/TheUndisputed",[1]
219,9401,"Art/2DItems/Divination/Images/TheRiteofElements",[]
220,9402,"Art/2DItems/Divination/Images/ThreeVoices",[]
221,9403,"Art/2DItems/Divination/Images/TheProfessor",[]
222,9404,"Art/2DItems/Divination/Images/TheBeast",[]
223,9405,"Art/2DItems/Divination/Images/TheInnocent",[]
224,9406,"Art/2DItems/Divination/Images/TheWiltedRose",[]
225,9407,"Art/2DItems/Divination/Images/TheEndlessDarkness","[0,1]"
226,9408,"Art/2DItems/Divination/Images/BeautyThroughDeath",[]
227,9409,"Art/2DItems/Divination/Images/ThePriceofProtection",[]
228,9410,"Art/2DItems/Divination/Images/BoonoftheFirstOnes",[]
229,9411,"Art/2DItems/Divination/Images/TheTwilightMoon",[]
230,9412,"Art/2DItems/Divination/Images/TheCacophony",[]
231,9413,"Art/2DItems/Divination/Images/TheSacrifice",[]
232,9414,"Art/2DItems/Divination/Images/ADabOfInk",[]
233,9415,"Art/2DItems/Divination/Images/TheNurse",[]
234,9416,"Art/2DItems/Divination/Images/TheMasterArtisan",[]
235,9417,"Art/2DItems/Divination/Images/TheLifeThief",[]
236,9418,"Art/2DItems/Divination/Images/TheSeeker",[]
237,9419,"Art/2DItems/Divination/Images/TheMessenger",[]
238,9420,"Art/2DItems/Divination/Images/TheMadKing",[]
239,9421,"Art/2DItems/Divination/Images/BoonofJustice",[]
240,9422,"Art/2DItems/Divination/Images/TheJourney",[]
241,9423,"Art/2DItems/Divination/Images/ArroganceoftheVaal",[]
242,9424,"Art/2DItems/Divination/Images/TheLanding",[]
243,9425,"Art/2DItems/Divination/Images/TheMountain",[]
244,9426,"Art/2DItems/Divination/Images/SevenYearsBadLuck",[]
245,9427,"Art/2DItems/Divination/Images/TheGoldenEra",[]
246,9428,"Art/2DItems/Divination/Images/Monochrome",[]
247,9429,"Art/2DItems/Divination/Images/DarkTemptation",[]
248,9430,"Art/2DItems/Divination/Images/AloneintheDarkness",[]
249,9431,"Art/2DItems/Divination/Images/SambodhisVow",[]
250,9432,"Art/2DItems/Divination/Images/TheLordofCelebration",[0]
251,9433,"Art/2DItems/Divination/Images/Vanity",[]
252,9434,"Art/2DItems/Divination/Images/ImperialLegacy",[]
253,9435,"Art/2DItems/Divination/Images/BurningBlood",[]
254,9436,"Art/2DItems/Divination/Images/ThePrimordial",[]
255,9437,"Art/2DItems/Divination/Images/EchoesOfLove",[]
256,9438,"Art/2DItems/Divination/Images/ThirstForKnowledge",[]
257,9439,"Art/2DItems/Divination/Images/AlluringBounty",[]
258,9440,"Art/2DItems/Divination/Images/TheFool",[]
259,9441,"Art/2DItems/Divination/Images/PrideOfTheFirstOnes",[]
260,9442,"Art/2DItems/Divination/Images/TheDeepOnes",[]
261,9443,"Art/2DItems/Divination/Images/TheArchmagesRightHand",[]
262,9444,"Art/2DItems/Divination/Images/DarkDreams",[1]
263,9445,"Art/2DItems/Divination/Images/BuriedTreasure",[]
264,9446,"Art/2DItems/Divination/Images/DemigodsWagergives",[]
265,9447,"Art/2DItems/Divination/Images/TheOldMan",[]
266,9448,"Art/2DItems/Divination/Images/NooksCrown",[1]
267,9449,"Art/2DItems/Divination/Images/TheSideQuest",[]
268,9450,"Art/2DItems/Divination/Images/ThePriceOfLoyalty",[]
269,9451,"Art/2DItems/Divination/Images/TheHeroicShot",[]
270,9452,"Art/2DItems/Divination/Images/Remembrance",[]
271,9453,"Art/2DItems/Divination/Images/MoreIsNeverEnough",[]
272,9454,"Art/2DItems/Divination/Images/VilePower",[]
273,9455,"Art/2DItems/Divination/Images/TheBargain",[]
274,9456,"Art/2DItems/Divination/Images/AzyransReward",[]
275,9457,"Art/2DItems/Divination/Images/TheSkeleton",[]
276,9458,"Art/2DItems/Divination/Images/TheEyeOfTerror",[]
277,9459,"Art/2DItems/Divination/Images/TheDemon",[]
278,9460,"Art/2DItems/Divination/Images/AkilsProphecy",[]
279,9461,"Art/2DItems/Divination/Images/TheDamned",[]
280,9462,"Art/2DItems/Divination/Images/VoidOfTheElements",[1]
281,9463,"Art/2DItems/Divination/Images/TheDeal",[]
282,9464,"Art/2DItems/Divination/Images/TheWolfsLegacy",[]
283,9465,"Art/2DItems/Divination/Images/BaitedExpectations",[]
284,9466,"Art/2DItems/Divination/Images/SuccorOfTheSinless",[]
285,9467,"Art/2DItems/Divination/Images/UndergroundForest",[]
286,9468,"Art/2DItems/Divination/Images/TheEscape",[]
287,9469,"Art/2DItems/Divination/Images/DeathlyDesigns",[]
288,9470,"Art/2DItems/Divination/Images/TheChosen",[]
289,9471,"Art/2DItems/Divination/Images/CameriasCut",[]
290,9472,"Art/2DItems/Divination/Images/DivineJustice",[]
291,9473,"Art/2DItems/Divination/Images/TheFishmonger",[]
292,9474,"Art/2DItems/Divination/Images/TheBones",[]
293,9475,"Art/2DItems/Divination/Images/Friendship",[]
294,9476,"Art/2DItems/Divination/Images/TheCraving",[]
295,9477,"Art/2DItems/Divination/Images/EtchedInBlood",[]
296,9478,"Art/2DItems/Divination/Images/BaronCat",[]
297,9479,"Art/2DItems/Divination/Images/TheStrategist",[]
298,9480,"Art/2DItems/Divination/Images/TheCheater",[]
299,9481,"Art/2DItems/Divination/Images/TheTinkerersTable",[]
300,9482,"Art/2DItems/Divination/Images/TheEasyStroll",[]
