"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","Tier","i32","i32","bool"
0,1090,8052,"",4,1,5,""
1,1091,7905,"",0,1,5,""
2,1092,7919,"",0,6,10,""
3,1093,7918,"",0,6,10,""
4,1266,7964,"",9,1,5,""
5,1094,8042,"",0,1,5,""
6,1095,8044,"",0,1,5,""
7,1096,7903,"",16,1,5,""
8,1097,7909,"",13,1,5,""
9,1098,7910,"",1,1,5,""
10,1099,7913,"",0,1,5,""
11,1100,8050,"",9,6,10,""
12,1101,8036,"",13,1,5,""
13,1102,8007,"",0,1,5,""
14,1103,7979,"",0,1,5,""
15,1104,8000,"",0,6,10,""
16,1105,7924,"",0,1,5,""
17,1106,7973,"",2,6,10,""
18,1107,7923,"",11,1,5,""
19,1108,7946,"",0,6,10,""
20,1109,7900,"",11,1,5,""
21,1110,8047,"",8,6,10,""
22,1111,8043,"",7,1,5,""
23,1112,8048,"",0,11,15,""
24,1113,7939,"",3,1,5,""
25,1114,9613,"",3,0,0,""
26,1115,7978,"",3,6,10,""
27,1117,7912,"",4,1,5,""
28,1118,7995,"",1,6,10,""
29,1119,8008,"",11,1,5,""
30,1120,7994,"",0,11,15,""
31,1121,7932,"",13,11,15,""
32,1261,7983,"",7,1,5,""
33,1263,7977,"",8,1,5,""
34,1264,8004,"",2,1,5,""
35,1265,7999,"",2,1,5,""
36,1267,7928,"",0,1,5,""
37,1268,7936,"",0,1,5,""
38,1122,8046,"",3,6,10,""
39,1123,8041,"",0,1,5,""
40,1124,8033,"",0,1,5,""
41,1125,8002,"",14,1,5,""
42,1126,12313,"",14,0,0,1
43,1127,7911,"",9,1,5,""
44,1128,7914,"",0,6,10,""
45,1129,7941,"",3,6,10,""
46,1130,7989,"",15,6,10,""
47,1131,7930,"",9,6,10,""
48,1132,7954,"",0,1,5,""
49,1133,8034,"",0,1,5,""
50,1134,8040,"",2,1,5,""
51,1135,7904,"",14,1,5,""
52,1136,7920,"",0,11,15,""
53,1137,7916,"",5,6,10,""
54,1138,7940,"",6,1,5,""
55,1139,7942,"",10,1,5,""
56,1140,7948,"",5,1,5,""
