"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,7412,[8088],"[1583,7005]",20,"","","","","",1
1,7413,[8088],"[1583,7005]",20,"","","","","",1
2,7414,[8088],"[1583,7005]",20,"","","","","",1
3,7415,[8088],"[1583,7005]",20,"","","","","",1
4,7417,[8089],[1583],20,"","","","","",1
5,7418,[8089],[1583],20,"","","","","",1
6,7419,[8089],[1583],20,"","","","","",1
7,7420,[8089],[1583],20,"","","","","",1
8,7427,[8092],[],20,"","","","","",1
9,7428,[8092],[],20,"","","","","",1
10,7429,[8092],[],20,"","","","","",1
11,7430,[8092],[],20,"","","","","",1
12,7432,[8093],[],20,"","","","","",1
13,7433,[8093],[],20,"","","","","",1
14,7434,[8093],[],20,"","","","","",1
15,7435,[8093],[],20,"","","","","",1
16,7437,[8094],[],20,"","","","","",1
17,7438,[8094],[],20,"","","","","",1
18,7439,[8094],[],20,"","","","","",1
19,7440,[8094],[],20,"","","","","",1
20,7442,[8095],[],20,"","","","","",1
21,7443,[8095],[],20,"","","","","",1
22,7444,[8095],[],20,"","","","","",1
23,7445,[8095],[],20,"","","","","",1
24,7447,[8096],[],20,"","","","","",""
25,9573,[18210],[7006],1,1,"","","","",""
26,9574,[18211],[7006],1,1,"","","","",""
27,9575,[18212],[7006],1,1,"","","","",""
28,9576,[18213],"[7006,7144]",1,1,"","","","",""
29,9577,[18214],[7006],2,1,"","","","",""
30,9578,[18215],[7006],2,1,"","","","",""
31,9579,[18216],[7006],2,1,"","","","",""
32,9580,[18217],"[7006,7145]",2,1,"","","","",""
33,9581,[18218],[7006],3,1,"","","","",""
34,9582,[18219],[7006],3,1,"","","","",""
35,9583,[18220],[7006],3,1,"","","","",""
36,9584,[18221],"[7006,7146]",3,1,"","","","",""
37,9585,[18222],[7006],0,1,"","","","",""
38,9586,[18223],[7006],0,1,"","","","",""
39,9587,[18224],[7006],0,1,"","","","",""
40,9588,[18225],"[7006,7147]",0,1,"","","","",""
41,9589,[18226],[7006],0,1,"","","","",""
42,9590,[18227],[7006],0,1,"","","","",""
43,9591,[18228],[7006],0,1,"","","","",""
44,9592,[18229],[7006],0,1,"","","","",""
45,9593,[18230],[7006],4,1,1,"","","",""
46,9594,[18231],[7006],4,1,1,"","","",""
47,9595,[18232],[7006],4,1,1,"","","",""
48,9596,[18233],"[7006,7148]",4,1,1,"","","",""
49,9597,[18234],[7006],5,1,"",1,"","",""
50,9598,[18235],[7006],5,1,"",1,"","",""
51,9599,[18236],[7006],5,1,"",1,"","",""
52,9600,[18237],"[7006,7149]",5,1,"",1,"","",""
53,9601,[18238],[7006],0,1,"","","","",""
54,9602,[18239],[7006],0,1,"","","","",""
55,9603,[18240],[7006],0,1,"","","","",""
56,9604,[18241],"[7006,7150]",0,1,"","","","",""
57,9605,[18242],[7006],6,1,"","","","",""
58,9606,[18243],[7006],6,1,"","","","",""
59,9607,[18244],[7006],6,1,"","","","",""
60,9608,[18245],"[7006,7151]",6,1,"","","","",""
61,9609,[18246],[7006],7,1,"","","","",""
62,9610,[18247],[7006],7,1,"","","","",""
63,9611,[18248],[7006],7,1,"","","","",""
64,9612,[18249],"[7006,7152]",7,1,"","","","",""
65,9613,[18250],[7006],8,1,"","","","",""
66,9614,[18251],[7006],8,1,"","","","",""
67,9615,[18252],[7006],8,1,"","","","",""
68,9616,[18253],"[7006,7153]",8,1,"","","","",""
69,9617,[18254],[7006],9,1,"","","","",""
70,9618,[18255],[7006],9,1,"","","","",""
71,9619,[18256],[7006],9,1,"","","","",""
72,9620,[18257],"[7006,7154]",9,1,"","","","",""
73,9621,[18258],[7006],10,1,"","","","",""
74,9622,[18259],[7006],10,1,"","","","",""
75,9623,[18260],[7006],10,1,"","","","",""
76,9624,[18261],"[7006,7155]",10,1,"","","","",""
77,9625,[18262],[7006],11,1,"","","","",""
78,9626,[18263],[7006],11,1,"","","","",""
79,9627,[18264],[7006],11,1,"","","","",""
80,9628,[18265],"[7006,7156]",11,1,"","","","",""
81,9629,[18278],[7006],12,1,"","","","",""
82,9630,[18279],[7006],12,1,"","","","",""
83,9631,[18280],[7006],12,1,"","","","",""
84,9632,[18281],"[7006,7157]",12,1,"","","","",""
85,9633,[18270],[],13,1,"","","","",""
86,9634,[18271],[],13,1,"","","","",""
87,9635,[18272],[],13,1,"","","","",""
88,9636,[18273],[],13,1,"","","","",""
89,9637,[18274],[],14,1,"","","","",""
90,9638,[18275],[],14,1,"","","","",""
91,9639,[18276],[],14,1,"","","","",""
92,9640,[18277],[],14,1,"","","","",""
93,7473,"[20117,20122]",[],15,"","","",1,"",""
94,7474,"[20118,20123]",[],16,"","","",1,"",""
95,7475,"[20119,20124]",[],17,"","","",1,"",""
96,7476,"[20120,20125]",[],18,"","","",1,"",""
97,7477,"[20121,20126]",[],19,"","","",1,"",""
98,7478,"[20127,20132]",[],15,"","","",1,"",""
99,7479,"[20128,20133]",[],16,"","","",1,"",""
100,7480,"[20129,20134]",[],17,"","","",1,"",""
101,7481,"[20130,20135]",[],18,"","","",1,"",""
102,7482,"[20131,20136]",[],19,"","","",1,"",""
103,9643,[20481],[],20,"","","","","",""
104,9644,[20482],[],20,"","","","","",""
105,9645,[20483],[],20,"","","","","",""
106,9646,[20484],[],20,"","","","","",""
107,9647,[20485],[],20,"","","","","",""
108,9648,[20486],[],20,"","","","","",""
109,9649,[20488],[],20,"","","","","",""
110,9650,[20489],[],20,"","","","","",""
111,9651,[20490],[],20,"","","","","",""
112,9652,[20492],[],20,"","","","","",""
113,9653,[20493],[],20,"","","","","",""
114,9654,[20495],[],20,"","","","","",""
115,9655,[20496],[],20,"","","","","",""
116,7483,[8090],[],20,"","","",1,"",""
117,7500,[23886],[9592],20,1,"","","",1,""
