"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
0,"Descent1","[5946,5909,5924,1,1]","[5946,5946,1,1]","[5946,5909,5924,1,1]","[5946,5946,1,1]","[5946,5909,5924,1,1]","[5946,5946,1,1]","[5946,5909,5924,1,1]","[5946,5946,1,1]","[5946,5909,5924,1,1]","[5946,5946,1,1]","[5946,5909,5924,1,1]","[5946,5946,1,1]",1319,"[5946,5909,5924,1,1]","[5946,5946,1,1]"
1,"Descent2","[6286,6421,6,5473,6456]","[6286,6421,10,11,11,5472,6456]","[6286,6421,6,5473,6456]","[6286,6421,10,11,11,5472,6456]","[6169,6285,6171,6,5473,6433]","[6169,6285,6171,10,11,11,5472,6433]","[6283,6,5473,6444,6439]","[6283,10,11,11,5472,6444,6439]","[6292,6,5473,6444,6439]","[6292,10,11,11,5472,6444,6439]","[6421,6292,6286,6,5473,6439,6456]","[6421,6292,6286,10,11,11,5472,6439,6456]",1320,"[6286,6292,6421,6,5473,6456,6439]","[6286,6292,6421,10,11,11,5472,6439,6456]"
2,"Descent3","[10,15,10,15,5910,5925,5419,5420,5421,5376,5376,5350,5187,5187,5488]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5377,5378,5350,5187,5187,5488]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5376,5134,5104,5325,5300]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5377,5378,5134,5104,5325,5300]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5376,5134,5134,5243,5964]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5377,5378,5134,5134,5243,5964]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5376,5045,5045,5019,5019]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5377,5378,5045,5045,5019,5019]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5376,5019,5019,5215,5215]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5377,5378,5019,5019,5215,5215]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5376,5215,5215,5272]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5377,5378,5215,5215,5272]",1321,"[10,15,10,15,5910,5925,5419,5420,5421,5376,5376,5215,5215,5325,5104,5104]","[10,15,10,15,5910,5925,5419,5420,5421,5376,5377,5378,5215,5215,5325,5104,5104]"
3,"Descent4","[5418,10,14,1,1,1,6310,6174]","[6,6,6310,6174]","[5418,10,14,1,1,1,6310,6174]","[6,6,6310,6174]","[5418,10,14,1,1,1,6177,6180,6174]","[6,6,6180,6177,6174]","[5418,10,14,1,1,1,6177,6183,6180,6319,6448]","[6,6,6177,6180,6183,6319,6448]","[5418,10,14,1,1,1,6183,6177,6180,6448]","[6,6,6180,6183,6177,6448]","[5418,10,14,1,1,1,6183,6174,6310]","[6,6,6174,6183,6310]",1322,"[5418,10,14,1,1,1,6180,6183,6174]","[6,6,6174,6183,6180]"
4,"Descent5","[6148,0,0,0,0,6,2]","[6148,0,0,0,0,10,11,11,11,11,15,15]","[6148,0,0,0,0,6,2,6162]","[6148,0,0,0,0,10,11,11,11,11,15,15,6162]","[6405,6162,0,0,0,0,6,2]","[6405,6162,0,0,0,0,10,11,11,11,11,15,15]","[6231,0,0,0,0,6,2,6419,6270]","[6419,0,0,0,0,10,11,11,11,11,15,15,6231,6270]","[6231,6419,0,0,0,0,6,2,6270]","[6231,6419,0,0,0,0,10,11,11,11,11,15,15,6270]","[6419,0,0,0,0,6,2,6231,6415,6148]","[6148,6415,0,0,0,0,10,11,11,11,11,15,15,6419,6231]",1323,"[6419,0,0,0,0,6,2,6148,6231]","[6148,0,0,0,0,10,11,11,11,11,15,15,6231,6419]"
5,"Descent6","[5381,6151,5911,5926,6,6,6453]","[5381,5911,5926,6151,11,11,11,11,15,15,6453]","[5381,6151,5911,5926,6316,6,6,6453]","[5381,6316,5911,5926,6151,11,11,11,11,15,15,6453]","[5381,6239,6316,5911,5926,6256,6,6]","[5381,6316,6256,5911,5926,6239,11,11,11,11,15,15]","[5381,6321,5911,5926,6339,6347,6,6,6447,6435]","[5381,5911,5926,6339,6347,6321,11,11,11,11,15,15,6447,6435]","[5381,6257,5911,5926,6347,6250,6147,6,6,6447,6435]","[5381,6147,5911,5926,6250,6347,6257,11,11,11,11,15,15,6447,6435]","[5381,6250,5911,5926,6147,6151,6312,6,6,6453]","[5381,5911,5926,6151,6147,6250,6312,11,11,11,11,15,15,6453]",1324,"[5381,5911,5926,6250,6151,6,6,6453]","[5381,5911,5926,6250,6151,11,11,11,11,15,15,6453]"
6,"Descent7","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5189,5189,5489,5351]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5189,5189,5489,5351]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5301,5326,5136,5105]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5301,5326,5136,5105]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5245,5136,5136,5964]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,6,5245,5136,5136,5964]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5020,5020,5047,5047]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5020,5020,5047,5047]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5020,5020,5217,5217]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5020,5020,5217,5217]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5217,5217,5273]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5217,5217,5273]",1325,"[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5217,5217,5105,5105,5326]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5217,5217,5105,5105,5326]"
7,"Descent8","[6394,6156,6290,5380,5382,5425,5426,5424,2,6,11]","[6394,6156,6290,5380,5382,5425,5426,5424,12,12,10,10,10,11]","[6394,6156,6290,5380,5382,5425,5426,5424,2,6,11]","[6394,6156,6290,5380,5382,12,12,10,10,10,11,5425,5426,5424]","[6394,6395,6163,6290,5380,5382,5425,5426,5424,2,6,11]","[6394,6395,6163,6290,5380,5382,12,12,10,10,10,11,5425,5426,5424]","[6396,6395,6290,5380,5382,5425,5426,5424,2,6,11]","[6396,6395,6290,5380,5382,12,12,10,10,10,11,5425,5426,5424]","[6396,6395,5380,5382,5425,5426,5424,2,6,11]","[6396,6395,5380,5382,12,12,10,10,10,11,5425,5426,5424]","[6394,6396,6156,5380,5382,5425,5426,5424,2,6,11]","[6394,6396,6156,5380,5382,12,12,10,10,10,11,5425,5426,5424]",1326,"[6395,6396,6394,5380,5382,5425,5426,5424,2,6,11]","[6395,6396,6394,5380,5382,12,12,10,10,10,11,5425,5426,5424]"
8,"Descent9","[4,4,4,6,6,5474,5665,5841,5587,5770,6217,5912,5927,6175,6247,4]","[5472,0,0,0,6,6,5352,5190,5490,6175,6247,5912,5927,6217,5190,0]","[4,4,4,6,6,5474,5717,5877,5618,5807,6217,5912,5927,6175,6247,4]","[5472,0,0,0,6,6,5327,5137,6247,6175,5912,5927,6217,5302,5107,0]","[4,4,4,6,6,5474,5683,5853,5598,5783,6345,5912,5927,6175,6247,6217,4]","[5472,0,0,0,6,6,5246,5964,6247,6175,5912,5927,5137,5137,6345,6217,0]","[4,4,4,6,6,5474,5751,5893,5645,5823,6240,5912,5927,6220,6427,4]","[5472,0,0,0,6,6,5473,5048,5048,6220,6427,5912,5927,6240,5021,5021,0]","[4,4,4,6,6,5474,5700,5865,5608,5795,6220,5912,5927,6240,4]","[5472,0,0,0,6,6,5473,6240,5912,5927,6220,5021,5021,5218,5218,0]","[4,4,4,6,6,5474,5734,5885,5631,5815,6220,6217,5912,5927,6175,6240,6247,4]","[5472,0,0,0,6,6,5473,5218,5218,6240,6247,5912,5927,6175,6217,6220,5274,0]",1327,"[4,4,4,6,6,5474,5717,5877,5618,5807,6220,6217,5912,5927,6240,6175,6247,4]","[5472,0,0,0,6,6,5327,6240,6175,5912,5927,6220,6247,6217,5218,5218,5107,5107,0]"
9,"Descent10","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]",1328,"[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]"
