"rownum","rid","rid","rid","bool","bool","bool","bool"
0,10494,17651,13805,1,"","",""
1,10491,17651,13805,1,"","",""
2,10490,17651,13805,1,"","",""
3,10495,17651,13805,1,"","",""
4,10489,17651,13805,1,"","",""
5,10493,17651,13805,1,"","",""
6,10492,17651,13805,1,"","",""
7,10453,17651,13804,1,"","",""
8,10455,17651,13804,1,"","",""
9,10458,17651,13804,1,"","",""
10,10460,17651,13804,1,"","",""
11,10461,17651,13803,1,"","",""
12,10457,17651,13804,1,"","",""
13,10456,17651,13803,1,"","",""
14,10454,17651,13803,1,"","",""
15,10459,17651,13803,1,"","",""
16,9642,17651,13805,1,"","",""
17,9641,17651,13805,1,"","",""
18,9652,17651,13806,1,"","",""
19,9651,17651,13805,1,"","",""
20,9650,17651,13804,1,"","",""
21,9649,17651,13804,1,"","",""
22,9648,17651,13804,1,"","",""
23,9647,17651,13803,1,"","",""
24,9646,17651,13803,1,"","",""
25,9645,17651,13803,1,"","",""
26,9644,17651,13803,1,"","",""
27,9655,17651,13802,1,"","",""
28,9654,17651,13802,1,"","",""
29,9653,17651,13802,1,"","",""
30,9643,17651,13802,1,"","",""
31,0,17651,13802,1,"","",""
32,29,17651,13802,1,"","",""
33,204,17651,13803,1,"","",""
34,6,17651,13803,1,"","",""
35,10,17651,13802,1,"","",""
36,7,17651,13802,1,"","",""
37,14,17651,13803,1,"","",""
38,9898,17651,13805,1,"","",""
39,208,17651,13804,1,"","",""
40,207,17651,13803,1,"","",""
41,30,17651,13806,1,"","",""
42,209,17651,13805,1,"","",""
43,47,17651,13806,1,"","",""
44,21,17651,13802,1,"","",""
45,20,17651,13802,1,"","",""
46,19,17651,13802,1,"","",""
47,46,17651,13806,1,"","",""
48,3,17651,13805,1,"","",""
49,2,17651,13804,1,"","",""
50,205,17651,13803,1,"","",""
51,11,17651,13802,1,"","",""
52,23,17651,13803,1,"","",""
53,24,17651,13806,1,"","",""
54,203,17651,13805,1,"","",""
55,9993,17651,13805,1,"","",""
56,9992,17651,13805,1,"","",""
57,9991,17651,13805,1,"","",""
58,9990,17651,13805,1,"","",""
59,16,17651,13802,1,"","",""
60,8,17651,13802,1,"","",""
61,22,17651,13806,1,"","",""
62,25,17651,13802,1,"","",""
63,35,17651,13805,1,"","",""
64,291,17651,13805,1,"","",""
65,287,17651,13805,1,"","",""
66,288,17651,13805,1,"","",""
67,290,17651,13804,1,"","",""
68,283,17651,13804,1,"","",""
69,286,17651,13804,1,"","",""
70,292,17651,13804,1,"","",""
71,284,17651,13803,1,"","",""
72,289,17651,13803,1,"","",""
73,285,17651,13803,1,"","",""
74,9989,17651,13804,1,"","",""
75,233,17651,13804,1,"","",""
76,235,17651,13804,1,"","",""
77,238,17651,13804,1,"","",""
78,236,17651,13804,1,"","",""
79,234,17651,13804,1,"","",""
80,237,17651,13804,1,"","",""
81,240,17651,13806,1,"","",""
82,239,17651,13805,1,"","",""
83,241,17651,13804,1,"","",""
84,9408,17651,13805,1,"","",""
85,9378,17651,13805,1,"","",""
86,9392,17651,13805,1,"","",""
87,9362,17651,13805,1,"","",""
88,9394,17651,13805,1,"","",""
89,9364,17651,13805,1,"","",""
90,9406,17651,13805,1,"","",""
91,9376,17651,13806,1,"","",""
92,9409,17651,13805,1,"","",""
93,9379,17651,13805,1,"","",""
94,9402,17651,13805,1,"","",""
95,9372,17651,13805,1,"","",""
96,9397,17651,13805,1,"","",""
97,9367,17651,13805,1,"","",""
98,9400,17651,13805,1,"","",""
99,9370,17651,13805,1,"","",""
100,9418,17651,13805,1,"","",""
101,9388,17651,13805,1,"","",""
102,9393,17651,13805,1,"","",""
103,9363,17651,13805,1,"","",""
104,9410,17651,13805,1,"","",""
105,9380,17651,13805,1,"","",""
106,9403,17651,13805,1,"","",""
107,9373,17651,13805,1,"","",""
108,9412,17651,13805,1,"","",""
109,9382,17651,13805,1,"","",""
110,9414,17651,13805,1,"","",""
111,9384,17651,13805,1,"","",""
112,9413,17651,13805,1,"","",""
113,9415,17651,13805,1,"","",""
114,9385,17651,13805,1,"","",""
115,9383,17651,13805,1,"","",""
116,9396,17651,13805,1,"","",""
117,9366,17651,13805,1,"","",""
118,9399,17651,13805,1,"","",""
119,9369,17651,13805,1,"","",""
120,9390,17651,13805,1,"","",""
121,9398,17651,13805,1,"","",""
122,9368,17651,13805,1,"","",""
123,9360,17651,13805,1,"","",""
124,9401,17651,13805,1,"","",""
125,9371,17651,13805,1,"","",""
126,9419,17651,13805,1,"","",""
127,9389,17651,13805,1,"","",""
128,9391,17651,13805,1,"","",""
129,9405,17651,13805,1,"","",""
130,9375,17651,13805,1,"","",""
131,9361,17651,13805,1,"","",""
132,9411,17651,13805,1,"","",""
133,9381,17651,13805,1,"","",""
134,9417,17651,13805,1,"","",""
135,9387,17651,13805,1,"","",""
136,9416,17651,13805,1,"","",""
137,9386,17651,13805,1,"","",""
138,9407,17651,13805,1,"","",""
139,9377,17651,13805,1,"","",""
140,9404,17651,13805,1,"","",""
141,9374,17651,13805,1,"","",""
142,9395,17651,13805,1,"","",""
143,9365,17651,13805,1,"","",""
144,1,17651,13802,1,"","",""
