"rownum","RewardOffer","i32","Characters","Reward","RewardLevel","rid","i32","string","[rid]","RewardStack","bool","bool","[rid]","i32","i32","[rid]","i32","rid","i32","[rid]"
0,0,0,[1],6211,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
1,0,1,[1],6426,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
2,0,2,[1],6400,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
3,0,3,[1],6165,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
4,0,4,[1],6446,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
5,0,5,[1],6618,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
6,0,6,[6],6507,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
7,0,7,[6],6454,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
8,0,8,[6],6426,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
9,0,9,[6],6400,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
10,0,10,[6],6379,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
11,0,11,[6],6523,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
12,0,12,[0],6153,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
13,0,13,[0],6379,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
14,0,14,[0],6671,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
15,0,15,[4],6154,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
16,0,16,[4],6379,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
17,0,17,[4],6430,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
18,0,18,[4],6543,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
19,0,19,[4],6639,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
20,0,20,[3],6173,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
21,0,21,[3],6171,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
22,0,22,[3],6420,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
23,0,23,[3],6430,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
24,0,24,[3],6169,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
25,0,25,[5],6211,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
26,0,26,[5],6495,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
27,0,27,[5],6565,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
28,0,28,[5],6288,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
29,0,29,[5],6446,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
30,0,30,[5],6556,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
31,0,31,[2],6379,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
32,0,32,[2],6173,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
33,0,33,[2],6400,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
34,0,34,[2],6639,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
35,3,0,[1],6438,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
36,3,1,[1],6439,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
37,3,2,[1],6346,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
38,3,3,[1],6444,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
39,3,4,[1],6166,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
40,3,5,[1],6641,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
41,3,6,[6],6438,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
42,3,7,[6],6510,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
43,3,8,[6],6292,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
44,3,9,[6],6456,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
45,3,10,[6],6421,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
46,3,11,[6],6641,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
47,3,12,[0],6286,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
48,3,13,[0],6253,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
49,3,14,[0],6456,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
50,3,15,[0],6421,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
51,3,16,[4],6229,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
52,3,17,[4],6456,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
53,3,18,[4],6286,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
54,3,19,[4],6255,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
55,3,20,[4],6421,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
56,3,21,[4],6517,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
57,3,22,[4],6541,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
58,3,23,[3],6229,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
59,3,24,[3],6283,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
60,3,25,[3],6255,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
61,3,26,[3],6234,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
62,3,27,[3],6571,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
63,3,28,[5],6283,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
64,3,29,[5],6439,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
65,3,30,[5],6234,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
66,3,31,[5],6444,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
67,3,32,[5],6166,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
68,3,33,[2],6438,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
69,3,34,[2],6283,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
70,3,35,[2],6286,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
71,3,36,[2],6421,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
72,4,0,[1],6548,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
73,4,1,[6],6535,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
74,4,2,[6],6548,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
75,4,3,[0],6535,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
76,4,4,[4],6535,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
77,4,5,[4],6537,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
78,4,6,[3],6537,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
79,4,7,[5],6537,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
80,4,8,[5],6548,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
81,4,9,[2],6535,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
82,4,10,[2],6537,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
83,4,11,[2],6548,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
84,8,0,[1],6183,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
85,8,1,[1],6241,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
86,8,2,[1],6448,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
87,8,3,[1],6475,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
88,8,4,[1],6244,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
89,8,5,[1],6614,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
90,8,6,[1],6471,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
91,8,7,[1],6877,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
92,8,8,[6],6174,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
93,8,9,[6],6183,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
94,8,10,[6],6310,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
95,8,11,[6],6244,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
96,8,12,[6],6658,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
97,8,13,[0],6175,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
98,8,14,[0],6310,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
99,8,15,[0],6174,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
100,8,16,[0],6658,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
101,8,17,[0],6879,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
102,8,18,[4],6175,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
103,8,19,[4],6174,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
104,8,20,[4],6310,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
105,8,21,[4],6177,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
106,8,22,[4],6473,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
107,8,23,[4],6658,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
108,8,24,[3],6175,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
109,8,25,[3],6177,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
110,8,26,[3],6180,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
111,8,27,[3],6310,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
112,8,28,[3],6448,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
113,8,29,[3],6572,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
114,8,30,[3],6872,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
115,8,31,[5],6175,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
116,8,32,[5],6180,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
117,8,33,[5],6183,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
118,8,34,[5],6177,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
119,8,35,[5],6448,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
120,8,36,[5],6319,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
121,8,37,[2],6175,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
122,8,38,[2],6180,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
123,8,39,[2],6183,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
124,8,40,[2],6174,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
125,8,41,[2],6310,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
126,8,42,[2],6177,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
127,8,43,[2],6475,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
128,8,44,[2],6658,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
129,8,45,[0],5663,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
130,8,46,[0],5715,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
131,8,47,[0],5732,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
132,8,48,[4],5663,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
133,8,49,[4],5715,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
134,8,50,[4],5681,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
135,8,51,[3],5681,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
136,8,52,[3],5749,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
137,8,53,[3],5715,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
138,8,54,[5],5681,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
139,8,55,[5],5749,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
140,8,56,[5],5698,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
141,8,57,[1],5698,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
142,8,58,[1],5732,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
143,8,59,[1],5749,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
144,8,60,[6],5663,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
145,8,61,[6],5732,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
146,8,62,[6],5698,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
147,8,63,[2],5663,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
148,8,64,[2],5681,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
149,8,65,[2],5698,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
150,7,0,[1],6270,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
151,7,1,[1],6232,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
152,7,2,[1],6231,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
153,7,3,[1],6419,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
154,7,4,[1],6445,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
155,7,5,[1],6484,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
156,7,6,[6],6419,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
157,7,7,[6],6270,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
158,7,8,[6],6260,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
159,7,9,[6],6148,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
160,7,10,[0],6155,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
161,7,11,[0],6148,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
162,7,12,[0],6260,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
163,7,13,[0],6156,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
164,7,14,[0],6627,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
165,7,15,[4],6405,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
166,7,16,[4],6148,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
167,7,17,[4],6162,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
168,7,18,[4],6549,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
169,7,19,[4],6260,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
170,7,20,[4],6156,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
171,7,21,[4],6627,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
172,7,22,[3],6162,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
173,7,23,[3],6405,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
174,7,24,[3],6322,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
175,7,25,[3],6549,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
176,7,26,[3],6404,1,"",0,"",[],1,"","",[],1323,0,[],2,"",0,[]
177,7,27,[5],6270,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
178,7,28,[5],6549,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
179,7,29,[5],6419,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
180,7,30,[5],6162,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
181,7,31,[5],6322,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
182,7,32,[5],6558,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
183,7,33,[5],6168,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
184,7,34,[5],6496,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
185,7,35,[2],6419,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
186,7,36,[2],6405,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
187,7,37,[2],6148,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
188,7,38,[2],6558,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
189,7,39,[2],6260,1,"",0,"",[],1,"","",[],1323,0,[],2,"",0,[]
190,7,40,[2],6549,1,"",0,"",[],1,"","",[],1323,0,[],2,"",0,[]
191,7,41,[2],6270,1,"",0,"",[],1,"","",[],1323,0,[],2,"",0,[]
192,10,0,[1],6147,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
193,10,1,[1],6635,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
194,10,2,[1],6257,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
195,10,3,[1],6350,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
196,10,4,[1],6447,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
197,10,5,[1],6462,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
198,10,6,[1],6167,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
199,10,7,[1],6170,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
200,10,8,[1],6668,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
201,10,9,[6],6172,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
202,10,10,[6],6147,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
203,10,11,[6],6635,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
204,10,12,[6],6339,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
205,10,13,[6],6312,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
206,10,14,[6],6462,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
