"rownum","Id","Result_BaseItemTypesKey","Ingredients_BaseItemTypesKeys","BK2File","[i32]","i32","bool"
0,"MicrotransactionFireandIceHelmet",1216,"[1206,1211]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
1,"MicrotransactionFireandIceBoots",1217,"[1207,1212]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
2,"MicrotransactionFireandIceGloves",1218,"[1208,1213]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
3,"MicrotransactionFireandIceBodyArmour",1219,"[1209,1214]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
4,"MicrotransactionFireandIceCloak",1220,"[1210,1215]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
5,"MicrotransactionFireandIceWings",1109,"[1110,1111]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
6,"MicrotransactionFireandIcePortalEffect",1205,"[1203,1204]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
7,"MicrotransactionFireandIceShield",1225,"[1223,1224]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
8,"MicrotransactionFireandIceHorns",1229,"[1227,1228]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
9,"MicrotransactionSinandInnocenceHelmet",1592,"[1562,1577]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
10,"MicrotransactionSinandInnocenceBoots",1593,"[1563,1578]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
11,"MicrotransactionSinandInnocenceGloves",1594,"[1564,1579]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
12,"MicrotransactionSinandInnocenceBodyArmour",1595,"[1565,1580]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
13,"MicrotransactionSinandInnocenceCloak",1591,"[1561,1576]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
14,"MicrotransactionSinandInnocenceWings",1590,"[1560,1575]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
15,"MicrotransactionSinandInnocencePortalEffect",1598,"[1574,1589]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
16,"MicrotransactionSinandInnocenceHelmetAttachment",1596,"[1566,1581]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
17,"MicrotransactionSinandInnocenceFootprintsEffect",1597,"[1571,1586]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
18,"MicrotransactionSinandInnocenceShortsword",1599,"[1569,1584]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
19,"MicrotransactionSinandInnocenceLongsword",1600,"[1570,1585]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
20,"MicrotransactionSinandInnocenceShield",2043,"[2041,2042]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
21,"SinandInnocenceWeapon",4682,"[4680,4681]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2","[1,1]",0,""
22,"MicrotransactionApocalypseHelmet",1717,"[1687,1702]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2","[1,1]",0,""
23,"MicrotransactionApocalypseBoots",1718,"[1688,1703]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2","[1,1]",0,""
24,"MicrotransactionApocalypseGloves",1719,"[1689,1704]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2","[1,1]",0,""
25,"MicrotransactionApocalypseBodyArmour",1720,"[1690,1705]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2","[1,1]",0,""
26,"MicrotransactionApocalypseCloak",1721,"[1691,1706]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2","[1,1]",0,""
27,"MicrotransactionApocalypseWings",1722,"[1692,1707]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2","[1,1]",0,""
28,"MicrotransactionApocalypsePortalEffect",1723,"[1696,1711]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2","[1,1]",0,""
29,"MicrotransactionApocalypseHelmetAttachment",1724,"[1697,1712]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2","[1,1]",0,""
30,"MicrotransactionApocalypseFootprintsEffect",1725,"[1698,1713]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2","[1,1]",0,""
31,"MicrotransactionOriathHelmet",1775,"[1767,1771]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
32,"MicrotransactionOriathBoots",1776,"[1768,1772]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
33,"MicrotransactionOriathGloves",1777,"[1769,1773]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
34,"MicrotransactionOriathBodyArmour",1778,"[1770,1774]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
35,"MicrotransactionOriathWings",1781,"[1779,1780]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
36,"MicrotransactionOriathCloak",1784,"[1782,1783]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
37,"MicrotransactionOriathPortalEffect",1789,"[1787,1788]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
38,"MicrotransactionOriathWeapon",1796,"[1794,1795]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
39,"OriathPet",4699,"[4697,4698]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
40,"MicrotransactionOriathHelmetAttachment",1801,"[1799,1800]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
41,"MicrotransactionOriathFootprintsEffect",1804,"[1802,1803]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
42,"MicrotransactionOriathShield",2014,"[1832,1889]","Art/Videos/MysteryBox_Combine_Oriathan.bk2","[1,1]",0,""
43,"MicrotransactionStalkerWingsUpgrade2",1842,"[1841,330]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
44,"MicrotransactionStalkerWingsUpgrade3",1843,"[1842,330]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
45,"MicrotransactionSpectreHelmet",1929,"[1918,1903]","Art/Videos/MysteryBox_Combine_Corsair .bk2","[1,1]",0,""
46,"MicrotransactionSpectreBoots",1930,"[1921,1906]","Art/Videos/MysteryBox_Combine_Corsair .bk2","[1,1]",0,""
47,"MicrotransactionSpectreGloves",1931,"[1920,1905]","Art/Videos/MysteryBox_Combine_Corsair .bk2","[1,1]",0,""
48,"MicrotransactionSpectreBodyArmour",1932,"[1919,1904]","Art/Videos/MysteryBox_Combine_Corsair .bk2","[1,1]",0,""
49,"MicrotransactionSpectreWings",1933,"[1914,1900]","Art/Videos/MysteryBox_Combine_Corsair .bk2","[1,1]",0,""
50,"MicrotransactionSpectreCloak",1934,"[1915,1901]","Art/Videos/MysteryBox_Combine_Corsair .bk2","[1,1]",0,""
51,"MicrotransactionSpectrePortalEffect",1935,"[1923,1908]","Art/Videos/MysteryBox_Combine_Corsair .bk2","[1,1]",0,""
52,"MicrotransactionSpectreHood",1936,"[1916,1902]","Art/Videos/MysteryBox_Combine_Corsair .bk2","[1,1]",0,""
53,"MicrotransactionSpectreStaff",1937,"[1927,1912]","Art/Videos/MysteryBox_Combine_Corsair .bk2","[1,1]",0,""
54,"MicrotransactionSpectreFootprintsEffect",1938,"[1926,1911]","Art/Videos/MysteryBox_Combine_Corsair .bk2","[1,1]",0,""
55,"MicrotransactionSpectreCharacterEffect",1939,"[1922,1907]","Art/Videos/MysteryBox_Combine_Corsair .bk2","[1,1]",0,""
56,"MicrotransactionMarakethCharacterEffectUpgrade4",2027,"[2025,331]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
57,"MicrotransactionMarakethCharacterEffectUpgrade6",2029,"[2027,331]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
58,"MicrotransactionTranscendenceWings",2109,"[2081,2095]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
59,"MicrotransactionTranscendenceBackAttachment",2110,"[2082,2096]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
60,"MicrotransactionTranscendenceHood",2111,"[2083,2097]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
61,"MicrotransactionTranscendenceHelmet",2112,"[2084,2098]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
62,"MicrotransactionTranscendenceBoots",2113,"[2086,2099]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
63,"MicrotransactionTranscendenceGloves",2114,"[2085,2100]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
64,"MicrotransactionTranscendenceBodyArmour",2115,"[2087,2101]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
65,"MicrotransactionTranscendenceDagger",2116,"[2088,2102]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
66,"MicrotransactionTranscendencePortalEffect",2117,"[2089,2103]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
67,"MicrotransactionTranscendenceFootprintsEffect",2118,"[2094,2108]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
68,"MicrotransactionCelestialAuraEffect2",2070,"[2069,332]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
69,"MicrotransactionCelestialAuraEffect3",2071,"[2070,332]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
70,"MicrotransactionWildGoldPortalEffect",2213,[2201],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
71,"MicrotransactionWildGoldWings",2211,[2196],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
72,"MicrotransactionWildGoldCloak",2210,[2195],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
73,"MicrotransactionWildGoldHood",2205,[2190],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
74,"MicrotransactionWildGoldHelmet",2206,[2191],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
75,"MicrotransactionWildGoldBoots",2207,[2192],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
76,"MicrotransactionWildGoldGloves",2208,[2193],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
77,"MicrotransactionWildGoldBodyArmour",2209,[2194],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
78,"MicrotransactionWildGoldFootprintsEffect",2212,[2199],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
79,"MicrotransactionSilverWranglerPortalEffect",2236,[2224],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
80,"MicrotransactionSilverWranglerWings",2234,[2220],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
81,"MicrotransactionSilverWranglerCloak",2233,[2219],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
