"rownum","BaseItemTypesKey","BK2File","BoxId","BundleId","bool_40","string_41","string_49","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)"
0,6742,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
1,6744,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
2,6739,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
3,6740,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
4,6746,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
5,6748,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
6,6750,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
7,6752,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
8,6754,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
9,6756,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
10,6758,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackChaosVsOrderBox","MysteryPackChaosVsOrderBoxBundle","","","","","","","","","","","",""
11,6761,"Art/Videos/FireIceBox_Opening.bk2","MysteryPackFireAndIceBox","MysteryPackFireAndIceBoxBundle","","","","","","","","","","","",""
12,6764,"Art/Videos/InnocenceSinBox_Opening.bk2","MysteryPackSinAndInnocenceBox","MysteryPackSinAndInnocenceBoxBundle","","","","","","","","","","","",""
13,6767,"Art/Videos/MysteryBox_Opening_Apocalypse.bk2","MysteryPackApocalypseBox","MysteryPackApocalypseBoxBundle","","","","","","","","","","","",""
14,6770,"Art/Videos/MysteryBox_Opening_Oriathan.bk2","MysteryPackOriathanBox","MysteryPackOriathanBoxBundle","","","","","","","","","","","",""
15,6773,"Art/Videos/MysteryBox_Opening_Corsair .bk2","MysteryPackFairgravesBox","MysteryPackFairgravesBoxBundle","","","","","","","","","","","",""
16,6776,"Art/Videos/MysteryBox_Opening_Darkwood.bk2","MysteryPackGlimmerwoodBox","MysteryPackGlimmerwoodBoxBundle","","","","","","","","","","","",""
17,6779,"Art/Videos/MysteryBox_Opening_Frontier.bk2","MysteryPackFrontierBox","MysteryPackFrontierBoxBundle","","","","","","","","","","","",""
18,6782,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackCircusBox","MysteryPackCircusBoxBundle","","","","","","","","","","","",""
19,6787,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentChiyouBox","","","","","","","","","","","","",""
20,6788,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentGoddessBox","","","","","","","","","","","","",""
21,6789,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentJingweiBox","","","","","","","","","","","","",""
22,6790,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentGodOfThunderBox","","","","","","","","","","","","",""
23,6794,"Art/Videos/MysteryBox_Opening_Polaris.bk2","MysteryPackPolarisBox","MysteryPackPolarisBoxBundle","","","","","","","","","","","",""
24,6797,"Art/Videos/MysteryBox_Opening_Thaumaturgy.bk2","MysteryPackThaumaturgyBox","MysteryPackThaumaturgyBoxBundle","","","","","","","","","","","",""
25,6800,"Art/Videos/MysteryBox_Opening_AngelsAndDemons.bk2","MysteryPackAngelsAndDemonsBox","MysteryPackAngelsAndDemonsBoxBundle","","","","","","","","","","","",""
26,6803,"Art/Videos/MysteryBox_Opening_Twilight.bk2","MysteryPackTwilightBox","MysteryPackTwilightBoxBundle","","","","","","","","","","","",""
27,6838,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackFreyaPouch","","","","","","","","","","","","",""
28,6839,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackFreyaBox","","","","","","","","","","","","",""
29,6806,"Art/Videos/MysteryBox_Opening_Warlord.bk2","MysteryPackWarlordBox","MysteryPackWarlordBoxBundle","","","","","","","","","","","",""
30,6809,"Art/Videos/MysteryBox_Opening_Apollyon.bk2","MysteryPackApollyonBox","MysteryPackApollyonBoxBundle","","","","","","","","","","","",""
31,6840,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackHasinaPouch","","","","","","","","","","","","",""
32,6842,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackBladeSoul","","","","","","","","","","","","",""
33,6812,"Art/Videos/MysteryBox_Opening_Midnight_Pact.bk2","MysteryPackMidnightPactBox","MysteryPackMidnightPactBoxBundle","","","","","","","","","","","",""
34,6815,"Art/Videos/MysteryBox_Opening_Atlantis.bk2","MysteryPackAtlantisBox","MysteryPackAtlantisBoxBundle","","","","","","","","","","","",""
35,6841,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackSkadiPetBowl","","","","","","","","","","","","",""
36,6818,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackHarmonyBox","MysteryPackHarmonyBoxBundle","","","","","","","","","","","",""
37,6821,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackSentinelBox","MysteryPackSentinelBoxBundle","","","","","","","","","","","",""
38,6804,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTwilightBox","MysteryPackTencentTwilightBoxBundleFive","","","","","","","","","","","",""
39,6807,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentWarlordBox","MysteryPackTencentWarlordBoxBundleFive","","","","","","","","","","","",""
40,6798,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentThaumaturgyBox","MysteryPackTencentThaumaturgyBoxBundleFive","","","","","","","","","","","",""
