"rownum","ModsKey","AtlasModTiers"
0,13045,2
1,13046,2
2,13047,3
3,13048,2
4,13049,3
5,13050,2
6,13051,3
7,13052,2
8,13053,3
9,13054,2
10,13055,2
11,13056,3
12,13057,2
13,13058,3
14,13059,2
15,13060,3
16,13061,2
17,13062,3
18,13063,2
19,13064,3
20,13065,2
21,13066,3
22,13067,2
23,13068,2
24,13069,2
25,13070,2
26,13071,3
27,13072,2
28,13073,3
29,13074,2
30,13075,3
31,13076,2
32,13077,3
33,13078,2
34,13079,3
35,13080,2
36,13081,3
37,13082,2
38,13083,3
39,13084,2
40,13085,2
41,13086,3
42,13087,2
43,13088,3
44,13089,2
45,13090,3
46,13091,2
47,13092,3
48,13093,2
49,13094,3
50,13095,2
51,13096,3
52,13097,2
53,13098,3
54,13099,2
55,13100,3
56,13101,2
57,13102,3
58,13103,2
59,13104,3
60,13105,2
61,13106,3
62,13107,2
63,13108,3
64,13109,2
65,13110,3
66,13111,2
67,13112,3
68,13113,2
69,13114,3
70,13115,2
71,13116,3
72,13117,2
73,13118,3
74,13119,2
75,13120,3
76,13121,2
77,13122,3
78,13123,2
79,13124,3
80,13125,2
81,13126,3
82,13127,2
83,13128,3
84,13129,2
85,13130,3
86,13131,2
87,13132,3
88,13133,2
89,13134,3
90,13135,2
91,13136,3
92,13139,2
93,13140,3
94,13141,2
95,13142,3
96,13143,2
97,13144,3
98,13145,2
99,13146,2
100,13147,2
101,13148,3
102,13149,3
103,13150,3
104,13151,2
105,13152,3
106,13153,2
107,13154,3
108,20624,2
109,20625,3
110,20635,2
111,20636,3
112,20639,2
113,20640,3
114,20641,2
115,20642,3
116,20643,2
117,20644,2
118,20645,2
119,20646,3
120,20647,2
121,20648,3
122,20649,2
123,20692,2
124,20693,3
125,20696,2
126,20697,3
127,20933,2
128,20934,3
129,21087,2
130,21088,3
131,22179,2
132,22180,3
133,22924,2
134,22925,3
135,22920,2
136,22921,3
137,24489,2
138,24490,3
139,24491,2
140,24492,3
