"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]_48","[rid]_64"
0,0,[18295],[100],[],[]
1,1,[18295],[100],[],[]
2,2,[18295],[100],[],[]
3,3308,[18295],[100],[],[]
4,64,[18295],[150],[],[]
5,65,[18295],[150],[],[]
6,66,[19059],[4000],[],[]
7,76,[18295],[150],[],[]
8,108,[3576],[2000],[],[]
9,109,[3576],[2000],[],[]
10,110,[3576],[2000],[],[]
11,116,[5708],[200],[],[]
12,117,[5708],[200],[],[]
13,118,[5708],[200],[],[]
14,184,[5371],[1000],[],[]
15,185,[20537],[50],[],[]
16,186,[5371],[1000],[],[]
17,11763,[5371],[1000],[],[]
18,208,[177],[1000],[],[]
19,209,[177],[1000],[],[]
20,210,[177],[1000],[],[]
21,260,[3335],[2000],[],[]
22,272,[7943],[1000],[],[]
23,273,[8433],[2000],[],[]
24,274,[19094],[200],[],[]
25,282,[7917],[250],[],[]
26,283,[7917],[250],[],[]
27,284,[7917],[250],[],[]
28,305,[9731],[1500],[],[]
29,306,[19531],[1000],[],[]
30,307,[9731],[1500],[],[]
31,320,[70],[500],[],[]
32,321,[70],[500],[],[]
33,322,[70],[500],[],[]
34,358,"[9735,9736]","[100,100]",[],[]
35,359,"[9735,9736]","[100,100]",[],[]
36,360,"[9735,9736]","[100,100]",[],[]
37,366,[4281],[750],[],[]
38,367,[16406],[2500],[],[]
39,368,[18295],[100],[],[]
40,387,[19002],[200],[],[]
41,388,[1127],[100],[],[]
42,389,[19002],[200],[],[]
43,11833,[19002],[200],[],[]
44,601,[42],[500],[],[]
45,602,[70],[500],[],[]
46,606,[497],[500],[],[]
47,604,[497],[500],[],[]
48,608,[175],[500],[],[]
49,610,[49],[500],[],[]
50,612,[84],[1000],[],[]
51,613,[618],[500],[],[]
52,615,[56],[500],[],[]
53,637,[165],[50],[],[]
54,638,[165],[50],[],[]
55,639,[7388],[750],[],[]
56,654,[5708],[100],[],[]
57,655,[5708],[100],[],[]
58,656,[5708],[100],[],[]
59,11779,[5708],[100],[],[]
60,670,[8434],[250],[],[]
61,675,[18295],[150],[],[]
62,676,[18295],[150],[],[]
63,677,[18295],[150],[],[]
64,722,[3601],[500],[],[]
65,723,[3601],[500],[],[]
66,724,[3601],[500],[],[]
67,729,[216],[3000],[],[]
68,730,[216],[3000],[],[]
69,731,[20398],[-250],[],[]
70,736,[553],[1000],[],[]
71,738,[95],[500],[],[]
72,739,[478],[500],[],[]
73,741,[9023],[500],[],[]
74,743,[9024],[500],[],[]
75,744,[63],[500],[],[]
76,747,[186],[500],[],[]
77,748,[1249],[1000],[],[]
78,749,[186],[500],[],[]
79,757,[186],[500],[],[]
80,902,[18999],[100],[],[]
81,903,[18999],[100],[],[]
82,904,[18999],[100],[],[]
83,3312,[18999],[100],[],[]
84,919,[3824],[500],[],[]
85,921,[959],[2000],[],[]
86,922,[1127],[100],[],[]
87,923,[959],[2000],[],[]
88,940,[497],[500],[],[]
89,941,[1785],[500],[],[]
90,944,[2093],[1000],[],[]
91,945,[164],[50],[],[]
92,946,[2093],[1000],[],[]
93,956,[9776],[5000],[],[]
94,957,[95],[2000],[],[]
95,958,[9776],[5000],[],[]
96,966,[12535],[2000],[],[]
97,978,[3335],[2000],[],[]
98,979,[3335],[2000],[],[]
99,980,[3335],[2000],[],[]
100,990,[175],[2000],[],[]
101,991,[175],[2000],[],[]
102,992,[175],[2000],[],[]
103,1008,[16454],[500],[],[]
104,1009,[16454],[500],[],[]
105,1010,[16454],[500],[],[]
106,1047,[356],[50000],[],[]
107,1048,[19558],[2000],[],[]
108,1049,[356],[50000],[],[]
109,1058,[489],[500],[],[]
110,1059,[526],[350],[],[]
111,1061,[525],[500],[],[]
112,1062,[216],[500],[],[]
113,1065,[11500],[100],[],[]
114,1066,[11500],[100],[],[]
115,1067,[11500],[100],[],[]
116,1100,[2022],[1000],[],[]
117,1124,[620],[-1000],[],[]
118,1134,[12541],[250],[],[]
119,1142,[12350],[50000],[],[]
120,1148,[2022],[1000],[],[]
121,1163,[12540],[250],[],[]
122,1171,[729],[250],[],[]
123,1176,[20716],[500],[],[]
124,1209,[216],[1000],[],[]
125,1210,[216],[1000],[],[]
126,1211,[216],[1000],[],[]
127,1214,[216],[1000],[],[]
128,1247,[546],[50],[],[]
129,1248,[546],[50],[],[]
130,1249,[546],[50],[],[]
131,1251,[546],[50],[],[]
132,297,[3335],[1000],[],[]
133,299,[215],[1000],[],[]
134,1281,[5806],[1000],[],[]
135,1282,[3824],[1000],[],[]
136,1283,[11602],[1000],[],[]
137,1297,[12848],[2000],[],[]
138,1298,[19254],[2500],[],[]
139,1299,[12848],[2000],[],[]
140,11819,[12848],[2000],[],[]
141,1312,[618],[500],[],[]
142,1314,[487],[500],[],[]
143,1315,[20687],[500],[],[]
144,1317,[49],[500],[],[]
145,1318,[42],[500],[],[]
146,1320,[616],[500],[],[]
147,1321,[159],[1000],[],[]
148,1322,[6038],[500],[],[]
149,1323,[342],[500],[],[]
150,1324,[18295],[100],[],[]
151,1325,[18295],[100],[],[]
152,1326,[12382],[100],[],[]
153,11822,[18295],[100],[],[]
154,1469,[18999],[50],[],[]
155,1470,[172],[100],[],[]
156,1471,[18999],[50],[],[]
157,3650,[17262],[500],[],[]
158,3651,[19376],[10000],[],[]
159,3652,[17262],[500],[],[]
160,3655,[17262],[500],[],[]
161,1529,[658],[2000],[],[]
162,1534,[215],[1000],[],[]
163,1535,[215],[1000],[],[]
164,1548,[3479],[500],[],[]
165,1549,[11669],[150],[],[]
166,1550,[3479],[500],[],[]
167,1551,[3479],[500],[],[]
168,1876,[6034],[1000],[],[]
169,1877,[6034],[1000],[],[]
170,1878,[6034],[1000],[],[]
171,1896,[788],[100],[],[]
172,1897,[19586],[50],[],[]
173,1898,[788],[100],[],[]
174,11817,[788],[100],[],[]
175,1908,[433],[2000],[],[]
176,1914,[433],[2000],[],[]
177,1918,[141],[250],[],[]
178,1921,[433],[2000],[],[]
179,1930,[433],[2000],[],[]
180,1931,[433],[2000],[],[]
181,1937,[433],[2000],[],[]
182,1945,[433],[2000],[],[]
183,1938,[433],[2000],[],[]
184,1949,[433],[2000],[],[]
185,1950,[433],[2000],[],[]
186,1956,[433],[2000],[],[]
187,1964,[433],[2000],[],[]
188,1974,[433],[2000],[],[]
189,1985,[7801],[1000],[],[]
190,1986,[7801],[1000],[],[]
191,1987,[7801],[1000],[],[]
192,1993,[2656],[500],[],[]
193,1994,[1931],[250],[],[]
194,2001,[433],[2000],[],[]
195,2004,[433],[2000],[],[]
196,2005,[12838],[100],[],[]
197,2006,[497],[500],[],[]
198,2008,[497],[500],[],[]
199,2009,[25],[500],[],[]
200,2010,[24],[500],[],[]
201,2011,[1340],[500],[],[]
202,2021,[1787],[500],[],[]
203,2025,[9987],[1000],[],[]
204,2028,[5708],[100],[],[]
205,2029,[5708],[100],[],[]
206,2030,[5708],[100],[],[]
207,2040,[19481],[1000],[],[]
208,11831,[19481],[1000],[],[]
209,2046,[356],[200000],[],[]
210,2048,[356],[50000],[],[]
211,2049,[8433],[4000],[],[]
212,2050,[356],[50000],[],[]
213,2061,[679],[1000],[],[]
214,2062,[311],[4000],[],[]
215,2063,[311],[4000],[],[]
216,2064,[311],[4000],[],[]
217,2123,[19481],[1000],[],[]
218,2124,[19481],[1000],[],[]
219,2173,[18999],[100],[],[]
220,2174,[18999],[100],[],[]
221,2175,[18999],[150],[],[]
222,2206,[14772],[500],[],[]
223,2209,[10708],[4000],[],[]
224,2210,[10708],[4000],[],[]
225,2211,[10708],[4000],[],[]
226,11821,[10708],[4000],[],[]
227,2224,[5708],[100],[],[]
228,2225,[5708],[100],[],[]
229,2226,[5708],[100],[],[]
230,2253,[172],[50],[],[]
231,2254,[1127],[100],[],[]
232,2255,[172],[50],[],[]
233,3311,[172],[50],[],[]
234,2281,[215],[1000],[],[]
235,11813,[215],[1000],[],[]
236,2294,[175],[2000],[],[]
237,2295,[12932],[2000],[],[]
238,2296,[175],[2000],[],[]
239,2338,[1340],[500],[],[]
240,2341,[42],[500],[],[]
241,2342,[49],[500],[],[]
242,2343,[56],[500],[],[]
243,2345,[11795],[500],[],[]
244,2348,[497],[500],[],[]
245,2349,[175],[500],[],[]
246,2352,[207],[-1000],[],[]
247,2366,[206],[-1000],[],[]
248,2375,[205],[-1000],[],[]
249,2404,[18295],[100],[],[]
250,2405,[18295],[100],[],[]
251,2407,[3335],[1000],[],[]
252,2475,[10109],[250],[],[]
253,2476,[19081],[250],[],[]
254,2477,[1230],[500],[],[]
255,2488,[10109],[250],[],[]
256,2534,[1359],[500],[],[]
257,2536,[25],[500],[],[]
258,2539,[433],[500],[],[]
259,2541,[1249],[500],[],[]
260,2542,[952],[100],[],[]
261,2543,[952],[100],[],[]
262,2544,[952],[100],[],[]
263,2555,[209],[500],[],[]
264,2556,[10210],[100],[],[]
265,2564,[461],[0],[],[]
266,2565,[2022],[500],[],[]
267,2602,[2280],[100],[],[]
268,2603,[2280],[100],[],[]
269,2604,[2280],[100],[],[]
270,2605,[2280],[100],[],[]
271,2681,[9275],[1000],[],[]
272,2682,[555],[1000],[],[]
273,2683,[2602],[500],[],[]
274,2684,[25],[500],[],[]
275,2685,[311],[1000],[],[]
276,2686,[231],[5000],[],[]
277,2702,[4156],[750],[],[]
278,2703,[4156],[750],[],[]
279,2704,[4156],[750],[],[]
280,2707,[6458],[250],[],[]
281,2748,[177],[1000],[],[]
282,2771,[340],[1000],[],[]
283,2800,[616],[2000],[],[]
284,2801,[616],[2000],[],[]
285,2802,[616],[2000],[],[]
286,2805,[19188],[500],[],[]
287,2806,[19188],[500],[],[]
288,2807,[19188],[500],[],[]
289,2814,[19188],[500],[],[]
290,2878,[497],[500],[],[]
291,2879,[2961],[-500],[],[]
292,2882,[2475],[3000],[],[]
293,2884,[12969],[-500],[],[]
294,2885,[1840],[1000],[],[]
295,2892,[20989],[100],[],[]
296,2893,[20989],[50],[],[]
297,2894,[20989],[100],[],[]
