"rownum","StatsKey","bool_16","bool_17","bool_18","bool_19"
0,24,"","",1,""
1,12501,1,"",1,""
2,12502,1,"",1,""
3,12505,1,"",1,""
4,12506,1,"",1,""
5,12503,1,"",1,""
6,12504,1,"",1,""
7,12507,1,"",1,""
8,12508,1,"",1,""
9,12509,1,"","",""
10,459,1,"","",""
11,12510,1,"","",""
12,1359,"","",1,""
13,4941,"","",1,""
14,25,"","",1,""
15,553,"","",1,""
16,12363,"","","",1
17,12364,"","","",1
18,12478,"","",1,""
19,12479,"","",1,""
20,12365,"","","",1
21,12480,"","",1,""
22,12481,"","",1,""
23,12482,"","",1,""
24,12483,"","",1,""
25,12484,"","",1,""
26,12485,"","",1,""
27,12486,"","",1,""
28,12487,"","",1,""
29,12488,"","",1,""
30,12489,"","",1,""
31,12490,"","",1,""
32,12491,"","",1,""
33,12498,"","",1,""
34,12495,"","",1,""
35,12497,"","",1,""
36,12500,"","",1,""
37,12499,"","",1,""
38,12496,"","",1,""
39,12518,"","",1,""
40,12519,"","",1,""
41,12520,"","",1,""
42,12521,"","",1,""
43,12522,"","",1,""
44,12523,"","",1,""
45,12524,"","",1,""
46,12525,"","",1,""
47,12526,"","",1,""
48,12527,"","",1,""
49,12528,"","",1,""
50,12529,"","",1,""
51,12530,"","",1,""
52,12318,"","","",1
53,12319,"","","",1
54,12320,"","","",1
55,12532,"","","",1
56,12366,"","","",1
57,12325,"","","",1
58,12324,"","","",1
59,13040,"","","",1
60,13041,"","","",1
61,13042,"","","",1
62,13044,1,"",1,""
63,13045,1,"",1,""
64,13046,1,"",1,""
65,13047,1,"",1,""
66,13048,1,"",1,""
67,13049,"",1,"",""
68,13050,"","","",1
69,13051,"","","",1
70,13052,"","",1,""
71,13053,"","",1,""
72,13054,"","",1,""
73,13055,"","",1,""
74,13056,"","",1,""
75,13057,"","",1,""
76,13058,"","","",1
77,13059,"","","",1
78,13060,"","","",1
79,13061,"","","",1
80,13062,"","","",1
81,13063,"","","",1
82,13064,"","","",1
83,13065,"","","",1
84,13066,"","","",1
85,13067,"","",1,""
86,13068,"","",1,""
87,13069,"","",1,""
88,13070,"","",1,""
89,13071,"","",1,""
90,13072,"","",1,""
91,13073,"","",1,""
92,13074,"","",1,""
93,13075,"","",1,""
94,13076,"",1,"",""
95,13092,"","","",1
96,13093,"","","",1
97,13099,"","",1,""
98,13100,"","",1,""
99,13101,"","",1,""
100,13102,"","",1,""
101,13103,"","",1,""
102,13104,"","",1,""
103,13105,"","",1,""
104,13106,"","",1,""
105,13107,"","",1,""
106,12752,"","","",1
107,12753,"","","",1
108,13175,"","","",""
109,12755,"","","",1
110,12322,"","","",1
111,12754,"","","",""
112,13176,"",1,"",""
113,13177,"","","",1
114,13178,"","","",1
115,13179,"","","",1
116,13180,"","","",1
117,13183,"","",1,""
118,12691,"","","",1
119,12692,"","","",1
120,12724,"","","",1
121,12725,"","","",1
122,12726,"","","",1
123,12729,"","","",1
124,12730,"","","",1
125,12731,"","","",1
126,12732,"","","",1
127,12733,"","","",1
128,12734,"","","",1
129,12735,"","","",1
130,12736,"","","",1
131,12737,"","","",1
132,12738,"","","",1
133,12739,"","","",1
134,13214,"","","",1
