"rownum","BaseItemTypesKey","VirtualFile","Influences"
0,2934,"Art/2DItems/Divination/Images/ThreeFacesInTheDark",[]
1,2935,"Art/2DItems/Divination/Images/TheDoctor",[]
2,2936,"Art/2DItems/Divination/Images/TheHermit",[]
3,2937,"Art/2DItems/Divination/Images/LantadorsLostLove",[]
4,2938,"Art/2DItems/Divination/Images/TheMetalsmithsGift",[]
5,2939,"Art/2DItems/Divination/Images/TheBattleBorn",[]
6,2940,"Art/2DItems/Divination/Images/TheGladiator",[]
7,2941,"Art/2DItems/Divination/Images/TheScholar",[]
8,2942,"Art/2DItems/Divination/Images/TheBrittleEmperor",[]
9,2943,"Art/2DItems/Divination/Images/ThePoet",[]
10,2944,"Art/2DItems/Divination/Images/TheCarrionCrow",[]
11,2945,"Art/2DItems/Divination/Images/Hope",[]
12,2946,"Art/2DItems/Divination/Images/TheFiend",[]
13,2947,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
14,2948,"Art/2DItems/Divination/Images/ViniasToken",[]
15,2949,"Art/2DItems/Divination/Images/TheSummoner",[]
16,2950,"Art/2DItems/Divination/Images/TheCataclysm",[]
17,2951,"Art/2DItems/Divination/Images/TheHunger",[]
18,2952,"Art/2DItems/Divination/Images/TheHoarder",[]
19,2953,"Art/2DItems/Divination/Images/TheDrunkenAristocrat",[]
20,2954,"Art/2DItems/Divination/Images/TheSun",[]
21,2955,"Art/2DItems/Divination/Images/TheWarden",[]
22,2956,"Art/2DItems/Divination/Images/TheScarredMeadow",[]
23,2957,"Art/2DItems/Divination/Images/TheDarkMage",[]
24,2958,"Art/2DItems/Divination/Images/TheGemcutter",[]
25,2959,"Art/2DItems/Divination/Images/TheGambler",[]
26,2960,"Art/2DItems/Divination/Images/TheLover",[]
27,2961,"Art/2DItems/Divination/Images/ChaoticDisposition",[]
28,2962,"Art/2DItems/Divination/Images/TheRoadToPower",[]
29,2963,"Art/2DItems/Divination/Images/TheAvenger",[]
30,2964,"Art/2DItems/Divination/Images/EmperorsLuck",[]
31,2965,"Art/2DItems/Divination/Images/TimeLostRelic",[]
32,2966,"Art/2DItems/Divination/Images/LuckyConnections",[]
33,2967,"Art/2DItems/Divination/Images/TheFeast",[]
34,2968,"Art/2DItems/Divination/Images/RainOfChaos",[]
35,2969,"Art/2DItems/Divination/Images/TheWatcher",[]
36,2970,"Art/2DItems/Divination/Images/TheIncantation",[]
37,2971,"Art/2DItems/Divination/Images/CovetedPossession",[]
38,2972,"Art/2DItems/Divination/Images/TheKingsHeart",[]
39,2973,"Art/2DItems/Divination/Images/AbandonedWealth",[]
40,2974,"Art/2DItems/Divination/Images/TheWind",[]
41,2975,"Art/2DItems/Divination/Images/ThePact",[]
42,2976,"Art/2DItems/Divination/Images/GemcuttersPromise",[]
43,2977,"Art/2DItems/Divination/Images/TheCelestialJusticar",[]
44,2978,"Art/2DItems/Divination/Images/TheChainsThatBind",[]
45,2979,"Art/2DItems/Divination/Images/TheArtist",[]
46,2980,"Art/2DItems/Divination/Images/TheInventor",[]
47,2981,"Art/2DItems/Divination/Images/ThePackLeader",[]
48,2982,"Art/2DItems/Divination/Images/JackInTheBox",[]
49,2983,"Art/2DItems/Divination/Images/TheUnion",[]
50,2984,"Art/2DItems/Divination/Images/TheQueen",[]
51,2985,"Art/2DItems/Divination/Images/Humility",[]
52,2986,"Art/2DItems/Divination/Images/TheExplorer",[]
53,2987,"Art/2DItems/Divination/Images/TheSpoiledPrince",[]
54,2988,"Art/2DItems/Divination/Images/TheBetrayal",[]
55,2989,"Art/2DItems/Divination/Images/TheFlorasGift",[]
56,2990,"Art/2DItems/Divination/Images/TheSiren",[]
57,2991,"Art/2DItems/Divination/Images/TheOneWithAll",[]
58,2992,"Art/2DItems/Divination/Images/TheLastOneStanding",[]
59,2993,"Art/2DItems/Divination/Images/DoedresMadness",[]
60,2994,"Art/2DItems/Divination/Images/TheEncroachingDarkness",[]
61,2995,"Art/2DItems/Divination/Images/TheWrath",[]
62,2996,"Art/2DItems/Divination/Images/TheKingsBlade",[]
63,2997,"Art/2DItems/Divination/Images/TheTrial",[]
64,2998,"Art/2DItems/Divination/Images/TheGentleman",[]
65,2999,"Art/2DItems/Divination/Images/HouseOfMirrors",[]
66,3000,"Art/2DItems/Divination/Images/WealthAndPower",[]
67,3001,"Art/2DItems/Divination/Images/TheCatalyst",[]
68,3002,"Art/2DItems/Divination/Images/TheVast",[]
69,3003,"Art/2DItems/Divination/Images/GiftOfTheGemlingQueen",[]
70,3004,"Art/2DItems/Divination/Images/TheDragonsHeart",[]
71,3005,"Art/2DItems/Divination/Images/TheFox",[]
72,3006,"Art/2DItems/Divination/Images/TheDoppelganger",[]
73,3007,"Art/2DItems/Divination/Images/TheSurvivalist",[]
74,3008,"Art/2DItems/Divination/Images/Death",[]
75,3009,"Art/2DItems/Divination/Images/GraveKnowledge",[]
76,3010,"Art/2DItems/Divination/Images/TheJester",[]
77,3011,"Art/2DItems/Divination/Images/TheMercenary",[]
78,3012,"Art/2DItems/Divination/Images/TheInoculated",[]
79,3013,"Art/2DItems/Divination/Images/Loyalty",[]
80,3014,"Art/2DItems/Divination/Images/PrideBeforeTheFall",[]
81,3015,"Art/2DItems/Divination/Images/Audacity",[]
82,3016,"Art/2DItems/Divination/Images/AssassinsFavor",[]
83,3017,"Art/2DItems/Divination/Images/HuntersResolve",[]
84,3018,"Art/2DItems/Divination/Images/ScholarOfTheSeas",[]
85,3019,"Art/2DItems/Divination/Images/TheConduit",[]
86,3020,"Art/2DItems/Divination/Images/TheTower",[]
87,3021,"Art/2DItems/Divination/Images/TheTwins",[]
88,3022,"Art/2DItems/Divination/Images/AnarchysPrice",[]
89,3023,"Art/2DItems/Divination/Images/TheLich",[]
90,3024,"Art/2DItems/Divination/Images/TheThaumaturgist",[]
91,3025,"Art/2DItems/Divination/Images/TheAesthete",[]
92,3026,"Art/2DItems/Divination/Images/TheEnlightened",[]
93,3027,"Art/2DItems/Divination/Images/HuntersReward",[]
94,3028,"Art/2DItems/Divination/Images/TheFletcher",[]
95,3029,"Art/2DItems/Divination/Images/TheSurveyor",[]
96,3030,"Art/2DItems/Divination/Images/BowyersDream",[]
97,3031,"Art/2DItems/Divination/Images/TheSurgeon",[]
98,3032,"Art/2DItems/Divination/Images/VolatilePower",[]
99,3033,"Art/2DItems/Divination/Images/LastHope",[]
100,3034,"Art/2DItems/Divination/Images/Hubris",[]
101,3035,"Art/2DItems/Divination/Images/BlindVenture",[]
102,3036,"Art/2DItems/Divination/Images/MercilessArmament",[]
103,3037,"Art/2DItems/Divination/Images/TheMapmaker",[]
104,3038,"Art/2DItems/Divination/Images/TheWarlord",[]
105,3039,"Art/2DItems/Divination/Images/TheDemoness",[]
106,3040,"Art/2DItems/Divination/Images/TheTraitor",[]
107,3041,"Art/2DItems/Divination/Images/TheOffering",[]
108,3042,"Art/2DItems/Divination/Images/LostWorlds",[]
109,3043,"Art/2DItems/Divination/Images/TheLordInBlack",[]
110,3044,"Art/2DItems/Divination/Images/AMothersPartingGift",[]
111,3045,"Art/2DItems/Divination/Images/TheBody",[]
112,3046,"Art/2DItems/Divination/Images/TurnTheOtherCheek",[]
113,3047,"Art/2DItems/Divination/Images/GlimmerOfHope",[]
114,3048,"Art/2DItems/Divination/Images/TheEthereal",[]
115,3049,"Art/2DItems/Divination/Images/Prosperity",[]
116,3050,"Art/2DItems/Divination/Images/TheSigil",[]
117,3051,"Art/2DItems/Divination/Images/TheDapperProdigy",[]
118,3052,"Art/2DItems/Divination/Images/TheRabidRhoa",[]
119,3053,"Art/2DItems/Divination/Images/TheSoul",[]
120,3054,"Art/2DItems/Divination/Images/TheLion",[]
121,3055,"Art/2DItems/Divination/Images/TheDragon",[]
