"rownum","Id"
0,"Generic"
1,"Currency"
2,"Uniques"
3,"Gems"
4,"Maps"
5,"Trinkets"
6,"Armour"
7,"Weapon"
8,"Essences"
9,"Fragments"
10,"Scarabs"
11,"DivinationCards"
12,"Abyss"
13,"Harbinger"
14,"Breach"
15,"Fossils"
16,"Legion"
17,"Blight"
18,"Metamorphosis"
19,"Expedition"
20,"Heist"
21,"Ritual"
22,"Delirium"
23,"Sentinel"
24,"HardModeArmour"
25,"HardModeWeapons"
26,"HardModeTrinkets"
27,"HardModeCurrency"
28,"HardModeGems"
29,"HardModeMaps"
30,"HardModeDelirium"
31,"HardModeExtraMapSimulated"
32,"VillageDivinationCards"
33,"VillageCurrency"
34,"VillageMapsRandom"
35,"VillageMapsBoss"
36,"VillageScarabs"
37,"VillageGeneric"
38,"VillageGems"
39,"VillageEssences"
40,"VillageUniques"
41,"VillageExpedition"
42,"VillageBlight"
43,"VillageHeist"
44,"VillageUltimatum"
45,"VillageLegion"
46,"VillageBreach"
47,"VillageDelirium"
48,"VillageLabyrinth"
49,"VillageVaalSideArea"
50,"VillageHarvest"
51,"VillageRitual"
52,"VillageAbyss"
53,"VillageEldritchInfluence"
54,"VillageConqeuerorInfluence"
55,"VillageShaperInfluence"
56,"VillageElderInfluence"
57,"Talismans"
58,"Incubators"
59,"VillageDeliriumOrb"
60,"VillageScoutingReports"
61,"VillageForbiddenTomes"
62,"VillageMiscHeist"
