"rownum","Mod","Categories","DestroyAchievements"
0,4431,[3],[]
1,4438,[3],[]
2,4437,[3],[]
3,4445,[3],[]
4,4432,[0],[]
5,4433,[2],[]
6,4434,[0],[]
7,4443,[0],[]
8,4435,[2],[]
9,4436,[0],[]
10,4444,[0],[]
11,4442,[0],[]
12,4446,[0],[]
13,4430,[0],[]
14,4439,[3],[]
15,4440,[3],[]
16,4441,[3],[]
17,4397,[0],[]
18,4398,[0],[]
19,4399,[0],[]
20,4400,[0],[]
21,4401,[0],[]
22,4402,[0],[]
23,4403,[0],[]
24,4404,[0],[]
25,4405,[0],[]
26,4406,[0],[]
27,4407,[0],[]
28,4408,[1],[]
29,4409,[0],[]
30,4410,[0],[]
31,4411,[0],[]
32,4412,[1],[]
33,4413,[0],[]
34,4414,[0],[]
35,4415,[0],[]
36,4416,[0],[]
37,4417,[0],[]
38,4418,[0],[]
39,4419,[0],[]
40,4420,[0],[]
41,4421,[0],[]
42,4422,[0],[]
43,4423,[0],[]
44,4424,[0],[]
45,4425,[0],[]
46,4426,[0],[]
47,4427,[0],[]
48,4428,[0],[]
49,4429,[0],[]
