"rownum","Id","MonsterVarietiesKey","MonsterGroupNamesId"
0,"ProxyKey1",3721,1
1,"ProxyKey2",3722,2
2,"ProxyKey3",3723,3
3,"ProxyKey4",3724,4
4,"ProxyKey14",3725,5
5,"ProxyKey15",3514,6
6,"ProxyKey16",3515,6
7,"ProxyKey17",3516,6
8,"ProxyKey18",3517,6
9,"ProxyKey19",3518,6
10,"ProxyKey20",3519,6
11,"ProxyKey21",3520,6
12,"ProxyKey22",3521,6
13,"ProxyKey23",3522,6
14,"ProxyKey24",3523,6
15,"ProxyKey25",3524,6
16,"ProxyKey26",3525,7
17,"ProxyKey27",3526,7
18,"ProxyKey28",3527,7
19,"ProxyKey29",3528,7
20,"ProxyKey30",3531,7
21,"ProxyKey31",3532,7
22,"ProxyKey32",3074,8
23,"ProxyKey33",3075,8
24,"ProxyKey34",3076,8
25,"ProxyKey35",3077,8
26,"ProxyKey36",3078,8
27,"ProxyKey37",2750,9
28,"ProxyKey38",2756,9
29,"ProxyKey39",2789,9
30,"ProxyKey40",2791,9
31,"ProxyKey41",1817,10
32,"ProxyKey42",1819,10
33,"ProxyKey43",1820,10
34,"ProxyKey44",1732,10
35,"ProxyKey45",1733,10
36,"ProxyKey46",1734,11
37,"ProxyKey47",1818,11
38,"ProxyKey5",990,12
39,"ProxyKey6",991,12
40,"ProxyKey8",993,13
41,"ProxyKey9",994,13
42,"ProxyKey10",995,13
43,"ProxyKey7",3079,14
44,"ProxyKey11",3080,14
45,"ProxyKey12",3081,14
46,"ProxyKey13",3082,14
47,"ProxyKey48",3083,14
48,"ProxyKey49",4491,15
49,"ProxyKey50",4492,15
50,"ProxyKey51",4493,15
51,"ProxyKey52",4489,16
52,"ProxyKey53",4490,16
53,"ProxyKey54",4491,16
54,"ProxyKey55",4492,16
55,"ProxyKey56",4493,16
56,"ProxyKey57",3727,17
57,"ProxyKey58",3736,17
58,"ProxyKey59",3737,17
59,"ProxyKey60",3740,17
60,"ProxyKey61",3741,17
61,"ProxyKey62",3745,17
62,"ProxyKey63",3726,18
63,"ProxyKey64",3728,18
64,"ProxyKey65",3729,18
65,"ProxyKey66",3731,18
66,"ProxyKey67",3732,18
67,"ProxyKey68",3733,19
68,"ProxyKey69",3734,19
69,"ProxyKey70",3742,19
70,"ProxyKey71",3744,19
71,"ProxyKey72",3746,19
72,"ProxyKey73",3730,20
73,"ProxyKey74",3735,20
74,"ProxyKey75",3739,20
75,"ProxyKey76",3743,21
76,"ProxyKey77",3747,21
77,"ProxyKey92",3727,32
78,"ProxyKey105",3736,32
79,"ProxyKey106",3737,32
80,"ProxyKey107",3740,32
81,"ProxyKey108",3741,32
82,"ProxyKey109",3745,32
83,"ProxyKey110",3726,32
84,"ProxyKey111",3728,32
85,"ProxyKey112",3729,32
86,"ProxyKey113",3731,32
87,"ProxyKey114",3732,32
88,"ProxyKey115",3733,32
89,"ProxyKey116",3734,32
90,"ProxyKey117",3742,32
91,"ProxyKey118",3744,32
92,"ProxyKey119",3746,32
93,"ProxyKey120",3730,32
94,"ProxyKey121",3735,32
95,"ProxyKey122",3739,32
96,"ProxyKey123",3743,32
97,"ProxyKey124",3747,32
98,"ProxyKey125",618,33
99,"ProxyKey126",621,33
100,"ProxyKey127",623,33
101,"ProxyKey128",742,34
102,"ProxyKey129",743,34
103,"ProxyKey130",744,34
104,"ProxyKey131",745,34
105,"ProxyKey132",746,34
106,"ProxyKey133",4638,35
107,"ProxyKey135",4640,35
108,"ProxyKey136",4641,35
109,"ProxyKey137",4642,35
110,"ProxyKey139",4644,35
111,"ProxyKey140",4645,35
112,"ProxyKey141",4646,35
113,"ProxyKey134",1029,36
114,"ProxyKey142",1030,36
115,"ProxyKey143",1031,36
116,"ProxyKey144",1032,36
117,"ProxyKey145",1045,36
118,"ProxyKey146",2557,36
119,"ProxyKey147",2558,36
120,"ProxyKey148",2559,36
121,"ProxyKey149",2560,36
122,"ProxyKey150",2561,36
123,"ProxyKey151",2562,36
124,"ProxyKey152",2563,36
125,"ProxyKey153",2564,36
126,"ProxyKey154",2565,36
127,"ProxyKey155",2566,36
128,"ProxyKey156",2567,36
129,"ProxyKey157",2568,36
130,"ProxyKey158",2569,36
131,"ProxyKey159",2570,36
132,"ProxyKey160",2571,36
133,"ProxyKey161",3588,37
134,"ProxyKey162",3589,37
135,"ProxyKey163",3590,37
136,"ProxyKey164",3591,37
137,"ProxyKey138",3038,38
138,"ProxyKey165",3039,38
139,"ProxyKey166",1047,39
140,"ProxyKey167",1048,39
141,"ProxyKey168",1049,39
142,"ProxyKey169",1050,39
143,"ProxyKey170",5125,40
144,"ProxyKey171",5126,40
145,"ProxyKey172",5129,40
146,"ProxyKey173",165,41
147,"ProxyKey174",173,41
148,"ProxyKey175",180,41
149,"ProxyKey176",169,41
150,"ProxyKey177",5735,42
151,"ProxyKey178",5736,42
152,"ProxyKey184",5745,42
153,"ProxyKey180",5746,43
154,"ProxyKey181",5747,43
155,"ProxyKey182",5748,43
156,"ProxyKey183",5741,44
157,"ProxyKey179",5751,44
158,"ProxyKey185",5734,45
159,"ProxyKey186",5740,45
160,"ProxyKey187",5739,45
161,"ProxyKey188",5743,45
162,"ProxyKey189",5737,45
163,"ProxyKey190",1038,46
164,"ProxyKey191",1039,46
165,"ProxyKey192",1040,46
166,"ProxyKey193",1041,46
167,"ProxyKey194",1042,46
168,"ProxyKey196",1043,46
169,"ProxyKey197",1044,46
170,"ProxyKey198",6062,47
171,"ProxyKey199",6063,47
172,"ProxyKey200",6064,47
173,"ProxyKey201",5997,48
174,"ProxyKey202",5999,48
175,"ProxyKey203",6001,48
176,"ProxyKey204",6003,48
177,"ProxyKey205",6005,48
178,"ProxyKey218",5653,49
179,"ProxyKey219",5656,49
180,"ProxyKey220",5659,49
181,"ProxyKey221",5662,49
182,"ProxyKey222",5665,49
183,"ProxyKey223",5668,49
184,"ProxyKey224",5671,49
185,"ProxyKey225",5674,49
186,"ProxyKey226",5677,49
187,"ProxyKey227",5679,50
188,"ProxyKey214",5680,50
189,"ProxyKey215",5681,50
190,"ProxyKey216",5682,50
191,"ProxyKey228",5683,50
192,"ProxyKey229",5684,50
193,"ProxyKey230",5685,50
194,"ProxyKey231",5686,50
195,"ProxyKey232",5687,50
196,"ProxyKey195",5720,51
197,"ProxyKey206",5721,51
198,"ProxyKey207",5722,51
199,"ProxyKey208",5723,51
200,"ProxyKey209",5724,51
201,"ProxyKey210",5998,52
202,"ProxyKey211",6000,52
203,"ProxyKey212",6002,52
204,"ProxyKey213",6004,52
205,"ProxyKey217",6006,52
206,"ProxyKey233",6131,53
207,"ProxyKey255",6137,53
208,"ProxyKey234",6133,54
209,"ProxyKey257",6267,54
210,"ProxyKey235",6131,55
211,"ProxyKey259",6137,55
212,"ProxyKey260",6145,55
213,"ProxyKey236",6131,56
214,"ProxyKey261",6137,56
215,"ProxyKey262",6147,56
216,"ProxyKey263",6137,57
217,"ProxyKey264",6150,57
218,"ProxyKey265",6147,57
219,"ProxyKey266",6141,57
220,"ProxyKey267",6137,58
221,"ProxyKey268",6131,58
222,"ProxyKey269",6150,58
223,"ProxyKey270",6147,58
224,"ProxyKey271",6131,59
225,"ProxyKey272",6150,59
226,"ProxyKey273",6141,59
227,"ProxyKey274",6147,59
228,"ProxyKey237",6154,60
229,"ProxyKey250",6161,60
230,"ProxyKey238",6158,61
231,"ProxyKey251",4015,61
232,"ProxyKey252",6161,61
233,"ProxyKey239",6154,62
234,"ProxyKey253",6158,62
235,"ProxyKey254",5340,62
236,"ProxyKey240",6168,63
237,"ProxyKey241",4954,66
238,"ProxyKey242",4958,66
239,"ProxyKey243",4963,66
240,"ProxyKey244",6130,67
241,"ProxyKey245",6136,67
242,"ProxyKey276",6267,67
243,"ProxyKey246",6039,68
244,"ProxyKey247",6040,68
245,"ProxyKey248",6041,69
246,"ProxyKey249",6042,69
247,"ProxyKey256",6043,70
248,"ProxyKey275",6044,70
249,"ProxyKey277",6040,68
250,"ProxyKey278",6040,68
251,"ProxyKey279",6042,69
252,"ProxyKey280",6042,69
253,"ProxyKey281",6044,70
254,"ProxyKey282",6044,70
255,"ProxyKey283",6133,71
256,"ProxyKey284",6157,72
257,"ProxyKey285",6153,72
258,"ProxyKey286",320,73
259,"ProxyKey287",222,73
260,"ProxyKey288",905,73
261,"ProxyKey289",431,73
262,"ProxyKey290",56,74
263,"ProxyKey291",61,74
264,"ProxyKey292",1351,74
265,"ProxyKey293",1285,74
266,"ProxyKey294",82,74
267,"ProxyKey295",1420,75
268,"ProxyKey296",1585,75
269,"ProxyKey297",1451,75
270,"ProxyKey298",1471,75
271,"ProxyKey300",6133,64
272,"ProxyKey301",6139,64
273,"ProxyKey302",6144,65
274,"ProxyKey303",6160,65
275,"ProxyKey258",6453,76
276,"ProxyKey299",6483,76
277,"ProxyKey304",6484,76
278,"ProxyKey305",6485,76
279,"ProxyKey306",6752,77
280,"ProxyKey307",6753,77
281,"ProxyKey308",6754,77
282,"ProxyKey309",2574,78
283,"ProxyKey310",2575,78
284,"ProxyKey311",2576,78
285,"ProxyKey312",2577,78
286,"ProxyKey313",2578,78
287,"ProxyKey314",2579,78
288,"ProxyKey315",5654,79
289,"ProxyKey316",5657,79
290,"ProxyKey317",5660,79
291,"ProxyKey318",5663,79
292,"ProxyKey319",5666,79
293,"ProxyKey320",5669,79
294,"ProxyKey321",5672,79
295,"ProxyKey322",5675,79
296,"ProxyKey323",5678,79
297,"ProxyKey327",7315,82
298,"ProxyKey328",7317,82
299,"ProxyKey329",7319,82
300,"ProxyKey330",6665,83
301,"ProxyKey331",6667,83
302,"ProxyKey332",6666,84
303,"ProxyKey333",6668,84
304,"ProxyKey334",7603,85
305,"ProxyKey335",7601,85
306,"ProxyKey336",7743,88
307,"ProxyKey344",7744,88
308,"ProxyKey345",7745,88
309,"ProxyKey355",7993,89
310,"ProxyKey356",7994,89
311,"ProxyKey357",7995,89
312,"ProxyKey358",7996,89
313,"ProxyKey359",7997,89
314,"ProxyKey360",7998,89
315,"ProxyKey361",7999,89
316,"ProxyKey362",8007,89
317,"ProxyKey363",8008,89
318,"ProxyKey364",8043,90
319,"ProxyKey365",8044,90
320,"ProxyKey366",8045,90
321,"ProxyKey367",8050,90
322,"ProxyKey368",8189,91
323,"ProxyKey369",8191,91
324,"ProxyKey370",8197,92
325,"ProxyKey371",8198,94
326,"ProxyKey382",8198,94
327,"ProxyKey383",8198,94
328,"ProxyKey384",8198,94
329,"ProxyKey385",8198,94
330,"ProxyKey372",8199,95
331,"ProxyKey373",8200,95
332,"ProxyKey378",8200,95
333,"ProxyKey379",8200,95
334,"ProxyKey380",8200,95
335,"ProxyKey381",8200,95
336,"ProxyKey374",8201,94
337,"ProxyKey375",8202,92
338,"ProxyKey386",8202,92
339,"ProxyKey387",8202,92
340,"ProxyKey388",8202,92
341,"ProxyKey389",8202,92
