"rownum","Id","RecipeItems","WorldArea","MicrotransactionPortalVariation","AreaLevel","rid","i32","bool","bool","bool","OpenAchievemnts","bool"
0,"Disabled","[7484,7485,7486,7487]",0,"",0,"",1,"","","",[],""
1,"Atziri1","[7412,7413,7414,7415]",756,24,0,"",0,"","","",[],""
2,"Atziri2","[7417,7418,7419,7420]",757,24,0,"",0,"","","",[],""
3,"VaalFragment1_1",[7412],1504,"",72,"",0,"","","",[],1
4,"VaalFragment1_2",[7413],1504,"",70,"",0,"","","",[],1
5,"VaalFragment1_3",[7414],1504,"",71,"",0,"","","",[],1
6,"VaalFragment1_4",[7415],1504,"",69,"",0,"","","",[],1
7,"VaalFragment2_1",[7417],1504,"",74,"",0,"","","",[],1
8,"VaalFragment2_2",[7418],1504,"",76,"",0,"","","",[],1
9,"VaalFragment2_3",[7419],1504,"",75,"",0,"","","",[],1
10,"VaalFragment2_4",[7420],1504,"",73,"",0,"","","",[],1
11,"Disabled2","[7422,7423,7424,7425]",0,"",0,"",0,"","","",[],""
12,"ShapersRealm","[7427,7428,7429,7430]",1250,20,0,"",0,"",1,"",[],""
13,"EldersRealm","[7432,7433,7434,7435]",1283,108,0,"",0,"",1,"",[],""
14,"UberEldersRealm","[7437,7438,7439,7440]",1284,20,0,"",0,"",1,"",[],""
15,"BreachDomainFire",[7448],1063,"",0,"",0,"","","",[],""
16,"BreachDomainCold",[7449],1064,"",0,"",0,"","","",[],""
17,"BreachDomainLightning",[7450],1065,"",0,"",0,"","","",[],""
18,"BreachDomainPhysical",[7451],1061,"",0,"",0,"","","",[],""
19,"BreachDomainChaos",[7452],1062,"",0,"",0,"","","",[],""
20,"ClassicVault",[7488],278,27,0,"",0,"","","",[],""
21,"MaligaroMap",[6095],109,"",0,1282,0,"","","",[],""
22,"340Vault",[7489],279,27,0,"",0,"","","",[],""
23,"UberVenariusVault",[7491],281,27,0,"",0,"","","",[],""
24,"UberEaterOfWorldsVault",[7492],282,27,0,"",0,"","","",[],""
25,"UberMavenVault",[7493],283,27,0,"",0,"","","",[],""
26,"UberSearingExarchVault",[7494],284,27,0,"",0,"","","",[],""
27,"UberSirusVault",[7495],285,27,0,"",0,"","","",[],""
28,"UberShaperVault",[7496],286,27,0,"",0,"","","",[],""
29,"UberUberElderVault",[7497],287,27,0,"",0,"","","",[],""
30,"CelestialReliquaryVault",[7498],288,"",0,"",0,"","","",[],""
31,"CelestialReliquaryVaultTencent",[7499],288,"",0,"",0,"","","",[],""
32,"BreachDomainFire2",[7453],1068,"",0,"",0,"","","",[],""
33,"BreachDomainCold2",[7454],1069,"",0,"",0,"","","",[],""
34,"BreachDomainLightning2",[7455],1070,"",0,"",0,"","","",[],""
35,"BreachDomainPhysical2",[7456],1066,"",0,"",0,"","","",[],""
36,"BreachDomainChaos2",[7457],1067,"",0,"",0,"","","",[],""
37,"BreachDomainFire3",[7458],1073,"",0,"",0,"","","",[],""
38,"BreachDomainCold3",[7459],1074,"",0,"",0,"","","",[],""
39,"BreachDomainLightning3",[7460],1075,"",0,"",0,"","","",[],""
40,"BreachDomainPhysical3",[7461],1071,"",0,"",0,"","","",[],""
41,"BreachDomainChaos3",[7462],1072,"",0,"",0,"","","",[],""
42,"BreachDomainFire4",[7463],1078,"",0,"",0,"","","",[],""
43,"BreachDomainCold4",[7464],1079,"",0,"",0,"","","",[],""
44,"BreachDomainLightning4",[7465],1080,"",0,"",0,"","","",[],""
45,"BreachDomainPhysical4",[7466],1076,"",0,"",0,"","","",[],""
46,"BreachDomainChaos4",[7467],1077,"",0,"",0,"","","",[],""
47,"BreachDomainFire5",[7468],1083,"",0,"",0,"","","",[],""
48,"BreachDomainCold5",[7469],1084,"",0,"",0,"","","",[],""
49,"BreachDomainLightning5",[7470],1085,"",0,"",0,"","","",[],""
50,"BreachDomainPhysical5",[7471],1081,"",0,"",0,"","","",[],""
51,"BreachDomainChaos5",[7472],1082,"",0,"",0,"","","",[],""
52,"EndgameLegionMap","[7473,7475,7476,7477,7474,7478,7479,7480,7481,7482]",1298,86,0,"",2,1,"","",[],""
53,"EndgameLegionMap2","[7473,7475,7476,7477,7474,7478,7479,7480,7481,7482]",1299,86,0,"",3,1,"","",[],""
54,"EndgameLegionMap3","[7473,7475,7476,7477,7474,7478,7479,7480,7481,7482]",1300,86,0,"",4,1,"","",[],""
55,"EndgameLegionMap4","[7473,7475,7476,7477,7474,7478,7479,7480,7481,7482]",1301,86,0,"",5,1,"","",[],""
56,"AfflictionBoss",[7483],1505,122,0,"",0,"","","",[],""
57,"MavenFight","[9902,9903,9904,9905,9906,9907,9908,9909,9910,9911,9912]",1737,157,0,"",1,1,"",1,[],""
58,"MavenBoss",[9953],1738,157,0,"",0,1,"",1,[],""
59,"VaalVault",[7490],280,24,0,"",0,"","","",[],""
60,"IncursionTemple",[9979],295,50,0,"",0,"","","",[8347],""
61,"UltimatumTrial",[9980],1748,159,0,"",0,"","",1,[],""
62,"HarvestBoss",[9981],1305,135,0,"",0,"","","",[],""
63,"SirusBoss","[7442,7443,7444,7445]",1641,110,0,"",0,"",1,"",[],""
64,"TangleMiniBossQuest",[10444],1285,197,79,986,0,"","","",[],""
65,"TangleMiniBoss",[10445],1285,197,83,"",0,1,"","",[],""
66,"TangleBossQuest",[10446],1288,198,83,986,0,"","","",[],""
67,"TangleBoss",[10447],1288,198,84,"",0,1,"","",[],""
68,"CleansingFireMiniBossQuest",[10448],1286,195,79,987,0,"","","",[],""
69,"CleansingFireMiniBoss",[10449],1286,195,83,"",0,1,"","",[],""
70,"CleansingFireBossQuest",[10450],1287,196,83,987,0,"","","",[],""
71,"CleansingFireBoss",[10451],1287,196,84,"",0,1,"","",[],""
72,"Lake",[10513],1779,205,0,"",0,"","","",[],""
73,"Crucible",[7387],1850,"",0,"",0,"","","",[],""
74,"CrucibleUber",[7388],1851,"",0,"",0,"","","",[],""
