"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
0,5017,500,833,1,1,13,0
1,5018,700,714,5,9,120,0
2,5019,700,833,9,16,120,0
3,5020,700,667,9,17,120,0
4,5021,700,769,14,27,120,0
5,5022,700,769,12,37,120,0
6,5023,800,833,23,42,120,0
7,5024,700,741,22,40,120,0
8,5025,700,833,26,48,120,0
9,5026,700,667,21,38,120,0
10,5027,700,769,28,52,120,0
11,5028,700,769,21,64,120,0
12,5029,800,833,33,61,120,0
13,5030,700,741,31,57,120,0
14,5031,700,833,38,71,120,0
15,5032,700,667,29,53,120,0
16,5033,700,769,35,65,120,0
17,5034,700,769,25,75,120,0
18,5035,800,833,35,64,120,0
19,5036,700,741,33,61,120,0
20,5037,750,714,16,30,120,0
21,5038,750,714,25,46,120,0
22,5039,750,714,29,54,120,0
23,5040,700,714,13,25,120,0
24,5041,700,714,27,50,120,0
25,5042,700,714,30,55,120,0
26,5043,700,800,5,9,120,0
27,5044,600,667,6,10,10,0
28,5045,600,690,4,17,10,0
29,5046,630,690,3,26,10,0
30,5047,610,667,7,27,10,0
31,5048,630,690,8,34,10,0
32,5049,650,769,10,41,10,0
33,5050,630,690,11,43,10,0
34,5051,650,833,15,59,10,0
35,5052,620,741,14,54,10,0
36,5053,600,714,11,45,10,0
37,5054,630,714,7,62,10,0
38,5055,610,667,13,52,10,0
39,5056,630,714,15,59,10,0
40,5057,650,833,19,75,10,0
41,5058,630,690,16,64,10,0
42,5059,650,833,22,87,10,0
43,5060,650,741,19,74,10,0
44,5061,650,714,19,76,10,0
45,5062,630,714,10,86,10,0
46,5063,610,667,19,74,10,0
47,5064,630,714,20,79,10,0
48,5065,650,833,24,95,10,0
49,5066,630,667,18,73,10,0
50,5067,650,833,24,97,10,0
51,5068,620,741,22,88,10,0
52,5069,630,714,12,46,10,0
53,5070,630,714,18,71,10,0
54,5071,630,714,20,79,10,0
55,5072,630,690,12,47,10,0
56,5073,630,690,18,73,10,0
57,5074,630,690,21,85,10,0
58,5075,620,625,4,11,11,0
59,5076,650,667,6,17,11,0
60,5077,630,645,7,23,11,0
61,5078,600,625,12,22,11,0
62,5079,630,645,12,31,11,0
63,5080,650,769,16,43,11,0
64,5081,600,625,14,38,11,0
65,5082,630,667,12,46,11,0
66,5083,630,667,15,44,11,0
67,5084,650,769,20,53,11,0
68,5085,630,667,15,51,11,0
69,5086,600,625,23,43,11,0
70,5087,630,667,20,53,11,0
71,5088,650,769,26,68,11,0
72,5089,600,625,21,56,11,0
73,5090,630,667,17,69,11,0
74,5091,630,667,21,64,11,0
75,5092,650,769,30,78,11,0
76,5093,630,667,21,73,11,0
77,5094,600,625,29,55,11,0
78,5095,630,667,26,68,11,0
79,5096,650,769,29,76,11,0
80,5097,600,625,25,65,11,0
81,5098,630,667,18,71,11,0
82,5099,630,667,23,68,11,0
83,5100,600,625,13,24,11,0
84,5101,600,625,20,37,11,0
85,5102,600,625,22,41,11,0
86,5103,500,667,6,11,11,0
87,5104,500,690,10,15,11,0
88,5105,500,667,11,21,11,0
89,5106,500,769,12,35,11,0
90,5107,500,741,19,34,11,0
91,5108,500,714,14,42,11,0
92,5109,500,833,27,50,11,0
93,5110,500,769,29,48,11,0
94,5111,500,741,26,46,11,0
95,5112,500,769,32,50,11,0
96,5113,500,667,25,46,11,0
