"rownum","BaseItemTypesKey","SpawnWeight","ModsKey","Tier","bool","bool","rid","rid","i32"
0,5437,1818,10084,1,"","","","",3
1,5438,1818,10085,1,"","","","",0
2,5439,1818,10086,1,"","","","",0
3,5440,1818,10088,1,"","","","",0
4,5441,1818,10087,1,"","","","",0
5,5442,1818,10089,1,"","","","",0
6,5443,1818,10090,1,"","","","",0
7,5444,1818,10091,1,"","","","",0
8,5445,1,10109,1,"","","","",0
9,5446,1818,10110,1,"","","","",0
10,5447,1818,10111,1,"","","","",0
11,5448,1818,10112,1,"","","","",0
12,5461,2100,10113,2,"","","","",0
13,5449,2100,11857,2,"","","","",0
14,5450,2100,11853,2,"","","","",0
15,5451,2100,11856,2,"","","","",0
16,5452,2100,11858,2,"","","","",0
17,5453,2100,11854,2,"","","","",0
18,5454,350,11865,2,"","","","",0
19,5455,350,11865,2,"","","","",0
20,5456,350,11864,2,"","","","",0
21,5457,350,11864,2,"","","","",0
22,5458,350,11866,2,"","","","",0
23,5459,350,11866,2,"","","","",0
24,5460,2100,11862,2,"","","","",0
25,5462,2400,11855,3,"","","","",0
26,5463,2400,11863,3,"","","","",0
27,5464,2400,11861,3,"","","","",0
28,5465,2400,11867,3,"","","","",0
29,5466,2400,11859,3,"","","","",0
30,5467,800,11860,3,"","","","",0
31,5468,800,11860,3,"","","","",0
32,5469,800,11860,3,"","","","",0
33,5470,2400,11852,3,"","","","",0
34,5471,100,"",4,"","","","",0
