"rownum","Id","WorldAreasKey","BaseItemTypesKeys","SocketColour"
0,"ProxyKey1",1371,[5242],"R_G_B"
1,"ProxyKey2",1371,[5349],"R_G_B"
2,"ProxyKey3",1371,[5018],"R_G_B"
3,"ProxyKey4",1371,[5526],"R_G_B"
4,"ProxyKey5",1371,[5487],"R_G_B"
5,"ProxyKey6",1371,[5214],"R_G_B"
6,"ProxyKey7",1371,[5186],"R_G_B"
7,"ProxyKey8",1371,[5133],"R_G_B"
8,"ProxyKey9",1371,[5044],"R_G_B"
9,"ProxyKey28",1371,[5923],""
10,"ProxyKey29",1371,[5946],""
11,"ProxyKey30",1371,[5585],"R_G_B"
12,"ProxyKey31",1371,[1],""
13,"ProxyKey32",1371,[1],""
14,"ProxyKey33",1371,[1],""
15,"ProxyKey34",1371,[1],""
16,"ProxyKey35",1371,[1],""
17,"ProxyKey10",1371,[6146],""
18,"ProxyKey11",1371,[6153],""
19,"ProxyKey12",1371,[6154],""
20,"ProxyKey13",1371,[6157],""
21,"ProxyKey14",1371,[6161],""
22,"ProxyKey15",1371,[6165],""
23,"ProxyKey16",1371,[6171],""
24,"ProxyKey17",1371,[6173],""
25,"ProxyKey18",1371,[6209],""
26,"ProxyKey19",1371,[6211],""
27,"ProxyKey20",1371,[6214],""
28,"ProxyKey21",1371,[6237],""
29,"ProxyKey22",1371,[6267],""
30,"ProxyKey23",1371,[6285],""
31,"ProxyKey24",1371,[6288],""
32,"ProxyKey25",1371,[6325],""
33,"ProxyKey26",1371,[6379],""
34,"ProxyKey27",1371,[6400],""
35,"ProxyKey36",1371,[6420],""
36,"ProxyKey37",1371,[6426],""
37,"ProxyKey38",1371,[6430],""
