"rownum","BaseItemType","Scaling","Name"
0,9817,0.85,"Bazira"
1,9818,0.85,"Tsvet Matvei"
2,9819,0.85,"Bazira"
3,9820,0.85,"Count Geonor"
4,9821,0.85,"The Crimson Scribe"
5,9822,0.85,"The Midnight Tinkerer"
6,9823,0.85,"Aline Koltz"
7,9824,0.85,"Tsvet Matvei"
8,9825,0.85,"Administrator Qotra"
9,9826,0.85,"Count Geonor"
10,9827,0.85,"Nishem"
11,9828,0.85,"Aline Koltz"
12,9829,0.85,"Count Geonor"
13,9830,0.85,"Marcine Clavus"
14,9831,0.85,"Marcine Clavus"
15,9832,0.85,"Marcine Clavus"
16,9833,0.85,"Marcine Clavus"
17,9834,0.85,"Marcine Clavus"
18,9835,1.2,"Selwyn Eddard"
19,9836,1.2,"Kondor Larcius"
20,9837,1.2,"Grond Ironeye"
21,9838,1.2,"Bazira"
22,9839,1.2,"Bazira"
23,9840,1.2,"Kondor Larcius"
24,9841,1.2,"The Crimson Scribe"
25,9842,1.2,"Administrator Qotra"
26,9843,1.2,"Administrator Qotra"
27,9844,1.2,"The Crimson Scribe"
28,9845,1.2,"Remus Hestor"
29,9846,1.2,"Nishem"
30,9847,1.2,"The Crimson Scribe"
31,9848,1.2,"Anton Laffrey"
32,9849,1.5,"Tsvet Matvei"
33,9850,1.5,"Kondor Larcius"
34,9851,1.5,"The Midnight Tinkerer"
35,9852,1.5,"Bazira"
36,9853,1.5,"Kondor Larcius"
37,9854,1.5,"The Crimson Scribe"
38,9855,3,"Administrator Qotra"
39,9856,3,"Cardinal Uthelius"
40,9857,3,"Castor Pollinius III"
41,9858,0.3,""
42,9859,0.3,""
43,9860,0.3,""
44,9861,0.3,""
45,9862,0.3,""
46,9863,0.3,""
47,9864,0,"Karst"
48,9865,0,"Karst"
49,9866,0,"Karst"
50,9867,0,"Tibbs"
51,9868,0,"Tibbs"
52,9869,0,"Huck"
53,9870,0,"Huck"
54,9871,0,"Vinderi"
55,9872,0,"Vinderi"
56,9873,0,"Gianna"
57,9874,0,"Gianna"
58,9875,0,"Tullina"
59,9876,0,"Tullina"
60,9877,0,"Niles"
61,9878,0,"Niles"
62,9879,0,"Nenet"
63,9880,0,"Nenet"
64,9881,0,"Isla"
65,9882,0,"Isla"
66,9883,0,"Isla"
67,9884,0,"Adiyah"
68,9885,0,"Adiyah"
69,9886,0,"Adiyah"
70,9887,0,"Whakano"
71,9888,0,"Whakano"
72,9889,0,"Whakano"
73,9890,0,"Faustus"
74,9892,0,"Faustus"
75,9893,0,"Faustus"
76,9894,0,"Kurai"
77,9895,0,"Kurai"
78,9896,0,"Kurai"
79,9897,0,"Kurai"
