"rownum","StoredItem","IsInGame","IsEnabled"
0,8897,1,1
1,8898,1,1
2,8899,1,1
3,8900,1,1
4,8901,1,1
5,8902,1,1
6,8903,1,1
7,8904,1,1
8,8905,1,1
9,8906,1,1
10,8907,1,1
11,8908,1,1
12,8909,1,1
13,8910,1,1
14,8911,1,1
15,8912,1,1
16,8913,1,1
17,8914,1,1
18,8915,1,1
19,8916,1,1
20,8917,1,1
21,8918,1,1
22,8919,1,1
23,8920,1,1
24,8921,1,1
25,8922,1,1
26,8923,1,1
27,8924,1,1
28,8925,1,1
29,8926,1,1
30,8927,1,1
31,8928,1,1
32,8929,1,1
33,8930,1,1
34,8931,1,1
35,8932,1,1
36,8933,1,1
37,8934,1,1
38,8935,1,1
39,8936,1,1
40,8937,1,1
41,8938,1,1
42,8939,1,1
43,8940,1,1
44,8941,1,1
45,8942,1,1
46,8943,1,1
47,8944,1,1
48,8945,1,1
49,8946,1,1
50,8947,1,1
51,8948,1,1
52,8949,1,1
53,8950,1,1
54,8951,1,1
55,8952,1,1
56,8953,1,1
57,8954,1,1
58,8955,1,1
59,8956,1,1
60,8957,1,1
61,8958,1,1
62,8959,1,1
63,8960,1,1
64,8961,1,1
65,8962,1,1
66,8963,1,1
67,8964,1,1
68,8965,1,1
69,8966,1,1
70,8967,1,1
71,8968,1,1
72,8969,1,1
73,8970,1,1
74,8971,1,1
75,8972,1,1
76,8973,1,1
77,8974,1,1
78,8975,1,1
79,8976,1,1
80,8977,1,1
81,8978,1,1
82,8979,1,1
83,8980,1,1
84,8981,1,1
85,8982,1,1
86,8983,1,1
87,8984,1,1
88,8985,1,1
89,8986,1,1
90,8987,1,1
91,8988,1,1
92,8989,1,1
93,8990,1,1
94,8991,1,1
95,8992,1,1
96,8993,1,1
97,8994,1,1
98,8995,1,1
99,8996,1,1
100,8997,1,1
101,8998,1,1
102,8999,1,1
103,9000,1,1
104,9001,1,1
105,9002,1,1
106,9003,1,1
107,9004,1,1
108,9005,1,1
109,9006,1,1
110,9007,1,1
111,9008,1,1
112,9009,1,1
113,9010,1,1
114,9011,1,1
115,9012,1,1
116,9013,1,1
117,9014,1,1
118,9015,1,1
119,9016,1,1
120,9017,1,1
121,9018,1,1
122,9019,1,1
123,9020,1,1
124,9021,1,1
125,9022,1,1
126,9023,1,1
127,9024,1,1
128,9025,1,1
129,9026,1,1
130,9027,1,1
131,9028,1,1
132,9029,1,1
133,9030,1,1
134,9031,1,1
135,9033,1,1
136,9032,1,1
137,9034,"",1
138,9035,1,1
139,9036,1,1
140,9037,1,1
141,9038,1,1
142,9039,1,1
143,9040,1,1
144,9041,1,1
145,9042,1,1
146,9043,1,1
147,9044,1,1
148,9045,1,1
149,9046,1,1
150,9047,1,1
151,9048,1,1
152,9050,1,1
153,9051,1,1
154,9052,"",1
155,9053,1,1
156,9054,1,1
157,9055,1,1
158,9056,1,1
159,9057,1,1
160,9058,1,1
161,9059,1,1
162,9060,1,1
163,9061,1,1
164,9062,1,1
165,9063,1,1
166,9064,1,1
167,9065,1,1
168,9066,1,1
169,9067,1,1
170,9068,1,1
171,9069,1,1
172,9070,1,1
173,9071,1,1
174,9072,1,1
175,9073,1,1
176,9074,1,1
177,9075,1,1
178,9076,1,1
179,9077,1,""
180,9078,1,1
181,9079,1,1
182,9080,1,1
183,9081,1,1
184,9082,1,1
185,9083,1,1
186,9084,1,1
187,9085,1,1
188,9086,1,1
189,9087,1,1
190,9088,1,1
191,9089,1,1
192,9090,1,1
193,9091,1,1
194,9092,1,1
195,9093,1,1
196,9094,1,1
197,9095,1,1
198,9096,1,1
199,9097,1,""
200,9098,1,1
201,9099,1,1
202,9100,1,1
203,9101,1,1
204,9102,1,1
205,9103,1,1
206,9104,1,1
207,9105,1,1
208,9106,1,1
209,9107,1,1
210,9108,1,1
211,9109,1,1
212,9110,1,1
213,9111,1,1
214,9112,1,1
215,9113,1,1
216,9114,1,1
217,9115,1,""
218,9116,1,1
219,9117,1,1
220,9118,1,1
221,9119,1,1
222,9120,1,1
223,9121,1,1
224,9122,1,1
225,9123,1,1
226,9124,1,1
227,9125,1,1
228,9126,1,1
229,9127,1,1
230,9128,1,1
231,9129,1,1
232,9130,1,1
233,9131,1,1
234,9132,1,1
235,9133,1,1
236,9134,1,1
237,9135,1,1
238,9136,1,1
239,9137,1,1
240,9138,1,1
241,9139,1,1
242,9140,1,1
243,9141,1,1
244,9142,1,1
245,9143,1,1
246,9144,1,1
247,9145,1,1
248,9146,1,1
249,9147,1,1
250,9148,1,1
251,9149,1,1
252,9150,1,1
253,9151,1,1
254,9152,1,1
255,9153,1,1
256,9154,1,1
257,9155,1,1
258,9156,1,1
259,9157,1,1
260,9158,1,1
261,9159,1,1
262,9160,1,1
263,9161,1,1
264,9162,1,1
265,9163,1,1
266,9164,1,1
267,9165,1,1
268,9166,1,1
269,9167,1,1
270,9168,1,1
271,9169,1,1
272,9170,1,1
273,9171,1,""
274,9172,1,1
275,9173,1,1
276,9174,1,1
277,9175,1,1
278,9176,1,1
279,9177,1,1
280,9178,1,1
281,9179,1,1
282,9180,1,1
283,9181,1,1
284,9182,1,1
285,9183,1,1
286,9184,1,1
287,9185,1,1
288,9186,1,1
289,9187,1,1
290,9188,1,1
291,9189,1,1
292,9190,1,1
293,9191,1,""
294,9192,1,1
295,9193,1,1
296,9194,1,""
297,9195,1,1
298,9196,1,1
299,9197,1,1
300,9198,1,1
301,9199,1,1
302,9200,1,1
303,9201,1,1
304,9202,1,1
305,9203,1,1
306,9204,1,1
307,9205,1,1
308,9206,1,1
309,9207,1,1
310,9208,1,1
311,9209,1,1
312,9210,1,1
313,9211,1,1
314,9212,1,1
315,9213,1,1
316,9214,1,1
317,9215,1,1
318,9216,1,1
319,9217,1,1
320,9218,1,1
321,9219,1,1
322,9220,1,1
323,9221,1,1
324,9222,1,1
325,9223,1,1
326,9224,1,1
327,9225,1,1
328,9226,1,1
329,9227,1,1
330,9228,1,1
331,9229,1,1
332,9230,1,1
333,9231,1,1
334,9232,1,1
335,9233,1,1
336,9234,1,1
337,9235,1,1
338,9236,1,1
339,9237,1,1
340,9238,1,1
341,9239,1,1
342,9240,1,1
343,9241,1,1
344,9242,1,1
345,9243,1,1
346,9244,1,1
347,9245,1,1
348,9246,1,1
349,9247,1,1
350,9248,1,1
351,9249,1,1
352,9250,1,1
353,9251,1,1
354,9252,1,1
355,9253,1,1
356,9254,1,1
357,9255,1,1
358,9256,1,1
359,9257,1,1
360,9258,1,1
361,9259,1,1
362,9260,1,1
363,9261,1,1
364,9262,1,1
365,9263,1,1
366,9264,1,1
367,9265,1,1
368,9266,1,1
369,9267,1,1
370,9268,1,1
371,9269,"",""
372,9270,1,1
373,9271,1,1
374,9272,1,1
375,9273,1,1
376,9274,1,1
377,9275,1,1
378,9276,1,1
379,9277,1,1
380,9278,1,1
381,9279,1,1
382,9280,1,1
383,9281,1,1
384,9282,1,1
385,9283,1,1
386,9284,1,1
387,9285,1,1
388,9286,1,1
389,9287,1,1
390,9288,1,1
391,9289,1,1
392,9290,1,1
393,9291,1,1
394,9292,1,1
395,9293,1,1
396,9294,1,1
397,9295,1,1
398,9296,1,1
399,9297,1,1
400,9298,1,1
401,9299,1,1
402,9300,1,1
403,9301,1,1
404,9302,1,1
405,9303,1,1
406,9304,1,1
407,9305,1,1
408,9306,1,1
409,9307,1,1
410,9308,1,1
411,9309,1,1
412,9310,1,1
413,9311,1,1
414,9312,1,1
415,9313,1,1
416,9314,1,1
417,9315,1,1
418,9316,1,1
419,9317,1,1
420,9318,1,1
421,9319,1,1
422,9320,1,1
423,9321,1,1
424,9322,1,1
425,9323,1,1
426,9324,1,1
427,9325,1,1
428,9326,1,1
429,9327,1,1
430,9328,1,1
431,9329,1,1
432,9330,1,1
433,10570,1,1
434,10571,1,1
435,10572,1,1
436,10573,1,1
437,10574,1,1
438,10709,1,1
439,10710,1,1
440,10711,"",""
441,10846,1,1
442,10847,1,1
443,10848,1,1
444,10849,1,1
