"rownum","Id","rid","[rid]","Gem","BK2File"
0,"ProxyKey1",0,[12],6400,"Art/Videos/ChinaSkillVideos/Guardian_Lightningtendrils+eleprolif.BK2"
1,"ProxyKey2",7,[12],6270,"Art/Videos/ChinaSkillVideos/Guardian_Clarity.BK2"
2,"ProxyKey3",10,[12],6250,"Art/Videos/ChinaSkillVideos/Guardian_Firestorm.BK2"
3,"ProxyKey4",2,[12],6487,"Art/Videos/ChinaSkillVideos/Guardian_Lightningtendrils+eleprolif+stormBarrier.BK2"
4,"ProxyKey5",3,"[11,12]",6292,"Art/Videos/ChinaSkillVideos/HeirophantGuard_FlameTotem.BK2"
5,"ProxyKey6",8,"[11,12]",6183,"Art/Videos/ChinaSkillVideos/HeirophantGuard_FlameTotem+LightningDamage.BK2"
6,"ProxyKey7",0,[11],6454,"Art/Videos/ChinaSkillVideos/Heirophant_Frostbolt+eleprolif.BK2"
7,"ProxyKey8",7,[11],6419,"Art/Videos/ChinaSkillVideos/Hierophant_FlameDash.BK2"
8,"ProxyKey9",10,[11],6147,"Art/Videos/ChinaSkillVideos/Heirophant_IceNova.BK2"
9,"ProxyKey10",2,[11],6479,"Art/Videos/ChinaSkillVideos/Heirophant_Frostbolt+Eleprolif+surge.BK2"
10,"ProxyKey11",0,[10],6379,"Art/Videos/ChinaSkillVideos/Inquisitor_Moltenstrike+Eleprolif.BK2"
11,"ProxyKey12",3,[10],6456,"Art/Videos/ChinaSkillVideos/Inquisitor_AncestralProtector.BK2"
12,"ProxyKey13",8,[10],6174,"Art/Videos/ChinaSkillVideos/Inquisitor_AncestralProtector+FireDamage.BK2"
13,"ProxyKey14",7,[10],6148,"Art/Videos/ChinaSkillVideos/Inquisitor_LeapSlam.BK2"
14,"ProxyKey15",10,[10],6172,"Art/Videos/ChinaSkillVideos/Inquisitor_StaticStrike.BK2"
15,"ProxyKey16",2,[10],6490,"Art/Videos/ChinaSkillVideos/Inquisitor_MoltenStrike+eleprolif+AncestralCall.BK2"
16,"ProxyKey17",2,[15],6478,"Art/Videos/ChinaSkillVideos/Champion_Molten+Bleed+Onslaught.BK2"
17,"ProxyKey18",0,"[14,15]",6379,"Art/Videos/ChinaSkillVideos/SlayerChampion_MoltenStrike+Bleed.BK2"
18,"ProxyKey19",8,[14],6174,"Art/Videos/ChinaSkillVideos/Gladiator_Vigilant+FireDamage.BK2"
19,"ProxyKey20",3,[14],6421,"Art/Videos/ChinaSkillVideos/Gladiator_Vigilant.BK2"
20,"ProxyKey21",2,[14],6490,"Art/Videos/ChinaSkillVideos/Gladiator_Molten+Bleed+AncestralCall.BK2"
21,"ProxyKey87",8,[15],6174,"Art/Videos/ChinaSkillVideos/Champion_Protector+FireDamage.BK2"
22,"ProxyKey22",3,"[13,15]",6456,"Art/Videos/ChinaSkillVideos/SlayerChampion_AncestralProtector.BK2"
23,"ProxyKey23",7,"[13,14,15]",6148,"Art/Videos/ChinaSkillVideos/SlayerGladChamp_LeapSlam.BK2"
24,"ProxyKey24",10,"[13,14,15]",6158,"Art/Videos/ChinaSkillVideos/SlayerGladChamp_Lacerate.BK2"
25,"ProxyKey25",0,[13],6154,"Art/Videos/ChinaSkillVideos/Slayer_Cleave+Bleed.BK2"
26,"ProxyKey26",8,[13],6473,"Art/Videos/ChinaSkillVideos/Slayer_Protector+Maim.BK2"
27,"ProxyKey27",2,[13],6477,"Art/Videos/ChinaSkillVideos/Slayer_Cleave+Bleed+Ruthless.BK2"
28,"ProxyKey28",0,"[2,3]",6379,"Art/Videos/ChinaSkillVideos/ChieftanBersek_MoltenStrike+Ruthless.BK2"
29,"ProxyKey29",3,"[2,3]",6456,"Art/Videos/ChinaSkillVideos/ChieftanBeserk_AncestralProtector.BK2"
30,"ProxyKey30",2,"[2,3]",6490,"Art/Videos/ChinaSkillVideos/ChieftanBeserk_MoltenStrike+Ruthless+AncestralCall.BK2"
31,"ProxyKey31",8,"[2,3]",6174,"Art/Videos/ChinaSkillVideos/ChieftainBerserker_AncestralProtector+FireDamage.BK2"
32,"ProxyKey32",7,"[1,2,3]",6148,"Art/Videos/ChinaSkillVideos/JuggernautChiefBeserk_LeapSlam.BK2"
33,"ProxyKey33",10,"[1,2,3]",6453,"Art/Videos/ChinaSkillVideos/JuggernautChiefBeserk_Sunder.BK2"
34,"ProxyKey34",0,[1],6153,"Art/Videos/ChinaSkillVideos/Juggernaut_Slam+Ruthless.BK2"
35,"ProxyKey35",3,[1],6421,"Art/Videos/ChinaSkillVideos/Juggernaut_VigilantStrike.BK2"
36,"ProxyKey36",2,[1],6466,"Art/Videos/ChinaSkillVideos/Juggernaut_+Slam+Bleed+Ruthless.BK2"
37,"ProxyKey86",8,[1],6174,"Art/Videos/ChinaSkillVideos/Juggernaut_VigilantStrike+FireDamage.BK2"
38,"ProxyKey37",0,[6],6165,"Art/Videos/ChinaSkillVideos/Necromancer_Zombie+surge.BK2"
39,"ProxyKey38",3,[6],6346,"Art/Videos/ChinaSkillVideos/Necromancer_SRS.BK2"
40,"ProxyKey39",8,[6],6241,"Art/Videos/ChinaSkillVideos/Necromancer_SRS+minionDamage.BK2"
41,"ProxyKey40",7,[6],6232,"Art/Videos/ChinaSkillVideos/Necromancer_SummonSkeletons.BK2"
42,"ProxyKey41",10,[6],6350,"Art/Videos/ChinaSkillVideos/Necromancer_SpiritOffering.BK2"
43,"ProxyKey42",0,[5],6446,"Art/Videos/ChinaSkillVideos/Occultist_Blight+Surge.BK2"
44,"ProxyKey43",3,[5],6444,"Art/Videos/ChinaSkillVideos/Occultist_Contagion.BK2"
