"rownum","Contract_BaseItemTypesKey","Level","Cost","CostHardmode"
0,0,1,0,""
1,2,1,1,""
2,4,1,2,""
3,5,1,3,""
4,6,1,4,""
5,7,1,5,""
6,8,1,6,""
7,10,1,7,37
8,11,1,8,""
9,12,1,9,""
10,13,1,10,""
11,14,1,11,""
12,15,1,12,""
13,16,1,13,""
14,17,1,14,""
15,18,1,15,""
16,19,1,16,""
17,20,1,17,""
18,21,1,18,""
19,22,1,19,""
20,23,1,20,""
21,24,1,21,""
22,42,1,22,""
23,44,1,23,""
24,179,1,24,""
25,180,1,25,""
26,181,1,26,""
27,9,1,27,121
28,222,1,28,""
29,223,1,29,""
30,224,1,30,""
31,225,1,31,""
32,226,1,32,""
33,227,1,33,""
34,228,1,34,""
35,229,1,35,""
36,230,1,36,""
37,5018,1,38,114
38,5019,1,39,114
39,5020,1,40,114
40,5021,1,41,114
41,5022,1,42,114
42,5023,1,42,114
43,5025,1,42,114
44,5026,1,42,114
45,5027,1,43,115
46,5028,1,43,115
47,5029,1,43,115
48,5031,1,43,115
49,5032,1,43,115
50,5033,1,44,116
51,5034,1,44,116
52,5035,1,44,116
53,5043,1,38,""
54,5040,1,40,114
55,5041,1,42,115
56,5042,1,44,116
57,5044,1,38,114
58,5045,1,39,114
59,5046,1,40,114
60,5047,1,41,114
61,5048,1,42,114
62,5049,1,42,114
63,5050,1,42,114
64,5051,1,42,114
65,5053,1,42,114
66,5054,1,42,114
67,5055,1,42,114
68,5056,1,43,115
69,5057,1,43,115
70,5058,1,43,115
71,5059,1,43,115
72,5061,1,43,115
73,5062,1,43,115
74,5063,1,44,116
75,5064,1,44,116
76,5065,1,44,116
77,5066,1,44,116
78,5067,1,44,116
79,5075,1,38,114
80,5076,1,45,114
81,5077,1,40,114
82,5078,1,41,114
83,5079,1,42,114
84,5080,1,42,114
85,5081,1,42,114
86,5082,1,42,114
87,5084,1,42,114
88,5085,1,42,114
89,5086,1,43,115
90,5087,1,43,115
91,5088,1,43,115
92,5089,1,43,115
93,5090,1,43,115
94,5092,1,43,115
95,5093,1,44,116
96,5094,1,44,116
97,5095,1,44,116
98,5096,1,44,116
99,5097,1,44,116
100,5098,1,44,116
101,5103,1,38,114
102,5104,1,39,114
103,5105,1,40,114
104,5106,1,41,114
105,5107,1,42,114
106,5108,1,42,114
107,5109,1,42,114
108,5110,1,42,114
109,5112,1,42,114
110,5113,1,42,114
111,5114,1,42,114
112,5115,1,43,115
113,5116,1,43,115
114,5117,1,43,115
115,5118,1,43,115
116,5120,1,43,115
117,5121,1,43,115
118,5122,1,44,116
119,5123,1,44,116
120,5124,1,44,116
121,5125,1,44,116
122,5126,1,44,116
123,5133,1,38,114
124,5134,1,39,114
125,5135,1,40,114
126,5136,1,41,114
127,5137,1,42,114
128,5138,1,42,114
129,5139,1,42,114
130,5140,1,42,114
131,5142,1,42,114
132,5143,1,42,114
133,5144,1,42,114
134,5145,1,43,115
135,5146,1,43,115
136,5147,1,43,115
137,5148,1,43,115
138,5150,1,43,115
139,5151,1,43,115
140,5152,1,44,116
141,5153,1,44,116
142,5154,1,44,116
143,5155,1,44,116
144,5156,1,44,116
145,5161,1,38,114
146,5162,1,45,114
147,5163,1,40,114
