"rownum","Key","SpawnWeight_TagsKeys","SpawnWeight_Values","ModsKey","MinLevel","MaxLevel","IsPrefix"
0,"ProxyKey1",[0],[45],9848,2,39,1
1,"ProxyKey2",[0],[45],9847,40,100,1
2,"ProxyKey3",[0],[45],9849,40,100,1
3,"ProxyKey4","[158,0]","[0,94]",9850,2,100,1
4,"ProxyKey5","[162,0]","[0,0]",9851,40,100,1
5,"ProxyKey6","[152,0]","[0,45]",9852,56,100,1
6,"ProxyKey7","[57,0]","[45,0]",9853,68,100,1
7,"ProxyKey8","[57,0]","[1,0]",9854,68,100,1
8,"ProxyKey9",[0],[94],9856,2,39,1
9,"ProxyKey10",[0],[94],9855,40,100,1
10,"ProxyKey11","[158,0]","[0,94]",9858,2,39,1
11,"ProxyKey12","[158,0]","[0,94]",9857,40,100,1
12,"ProxyKey13",[0],[94],9860,2,39,1
13,"ProxyKey14",[0],[94],9859,40,100,1
14,"ProxyKey15",[0],[94],9862,2,39,1
15,"ProxyKey16",[0],[94],9861,40,100,1
16,"ProxyKey17",[0],[45],9863,2,100,1
17,"ProxyKey18",[0],[94],9865,2,39,1
18,"ProxyKey19",[0],[94],9864,40,100,1
19,"ProxyKey20",[0],[94],9866,40,100,1
20,"ProxyKey21",[0],[45],9867,56,100,1
21,"ProxyKey22",[0],[94],9868,40,100,1
22,"ProxyKey23","[57,0]","[9,0]",9869,68,100,1
23,"ProxyKey24",[0],[94],9870,40,100,1
24,"ProxyKey25",[0],[45],9871,56,100,1
25,"ProxyKey26",[0],[45],9872,40,100,1
26,"ProxyKey27",[0],[45],9873,40,100,1
27,"ProxyKey28",[0],[9],9875,23,39,1
28,"ProxyKey29",[0],[9],9874,40,100,1
29,"ProxyKey30","[61,0]","[9,0]",9876,40,100,1
30,"ProxyKey31",[0],[45],9877,40,100,1
31,"ProxyKey32",[0],[45],9878,40,100,1
32,"ProxyKey33",[0],[94],9879,2,100,1
33,"ProxyKey34",[0],[94],9880,40,100,1
34,"ProxyKey35",[0],[94],9881,2,100,1
35,"ProxyKey36",[0],[94],9882,40,100,1
36,"ProxyKey37",[0],[94],9883,2,100,1
37,"ProxyKey38",[0],[94],9884,40,100,1
38,"ProxyKey39",[0],[0],9885,2,100,1
39,"ProxyKey40",[0],[0],9886,40,100,1
40,"ProxyKey41",[0],[94],9887,2,100,1
41,"ProxyKey42",[0],[94],9888,40,100,1
42,"ProxyKey43",[0],[94],9889,40,100,1
43,"ProxyKey44","[57,0]","[4,0]",9890,68,100,1
44,"ProxyKey45",[0],[45],9891,2,100,1
45,"ProxyKey46",[0],[9],9893,2,39,1
46,"ProxyKey47",[0],[9],9892,40,100,1
47,"ProxyKey48",[0],[94],9894,2,100,1
48,"ProxyKey49",[0],[45],9895,2,100,1
49,"ProxyKey50",[0],[94],9896,2,100,1
50,"ProxyKey51",[0],[94],9897,2,100,1
51,"ProxyKey52",[0],[45],9898,2,100,1
52,"ProxyKey53",[0],[5000],9213,40,100,""
53,"ProxyKey54","[164,0]","[0,2500]",9901,40,100,""
54,"ProxyKey55",[0],[5000],9902,40,100,""
55,"ProxyKey56",[0],[5000],9903,40,100,""
56,"ProxyKey57",[0],[5000],9904,40,100,""
57,"ProxyKey58",[0],[5000],9905,40,100,""
58,"ProxyKey59",[0],[2500],9910,56,100,""
59,"ProxyKey60",[0],[500],9911,56,100,""
60,"ProxyKey61","[57,0]","[500,0]",9912,68,100,""
61,"ProxyKey62","[164,57,0]","[0,250,0]",9913,68,100,""
62,"ProxyKey63","[164,57,0]","[0,250,0]",9914,68,100,""
63,"ProxyKey64",[0],[2500],9915,40,100,""
64,"ProxyKey65",[0],[5000],9916,40,100,""
65,"ProxyKey66",[0],[5000],9917,40,100,""
66,"ProxyKey67",[0],[5000],9918,40,100,""
67,"ProxyKey68",[0],[2500],9919,56,100,""
68,"ProxyKey69","[164,57,0]","[0,500,0]",9920,40,100,""
69,"ProxyKey70","[164,57,0]","[0,500,0]",9921,68,100,""
70,"ProxyKey71","[164,57,0]","[0,500,0]",9922,68,100,""
71,"ProxyKey72","[57,0]","[3,0]",9923,68,100,""
72,"ProxyKey73","[57,0]","[5000,0]",9906,68,100,""
73,"ProxyKey74","[57,0]","[5000,0]",9907,68,100,""
74,"ProxyKey75","[57,0]","[5000,0]",9908,68,100,""
75,"ProxyKey76","[57,0]","[5000,0]",9909,68,100,""
76,"ProxyKey77","[164,57,0]","[0,250,0]",9924,68,100,""
