"rownum","Id","[rid]","i32","i32","rid"
0,"anger_aura_end",[823],3,2,""
1,"hatred_aura_end",[824],3,2,""
2,"hatred_aura_end",[1446],3,3,""
3,"wrath_aura_end",[822],3,2,""
4,"haste_aura_end",[793],3,2,""
5,"steelskin_block",[3057],1,0,""
6,"steelskin_block",[5049],1,1,""
7,"steelskin_block",[3058],1,2,""
8,"cremation_explosion",[1636],1,0,""
9,"cremation_explosion",[1636],1,1,""
10,"cremation_explosion",[1787],1,2,""
11,"cremation_explosion",[1806],1,3,""
12,"cremation_explosion",[1639],1,4,""
13,"cremation_explosion",[5269],1,5,""
14,"cremation_explosion",[5688],1,6,""
15,"cremation_explosion",[5710],1,7,""
16,"cremation_geyser",[1637],3,0,""
17,"cremation_geyser",[1637],3,1,""
18,"cremation_geyser",[1788],3,2,""
19,"cremation_geyser",[1807],3,3,""
20,"cremation_geyser",[1640],3,4,""
21,"cremation_geyser",[5268],3,5,""
22,"cremation_geyser",[5687],3,6,""
23,"cremation_geyser",[5709],3,7,""
24,"cremation_impact",[1635],1,0,""
25,"cremation_impact",[1635],1,1,""
26,"cremation_impact",[1786],1,2,""
27,"cremation_impact",[1805],1,3,""
28,"cremation_impact",[1638],1,4,""
29,"cremation_impact",[5267],1,5,""
30,"cremation_impact",[5686],1,6,""
31,"cremation_impact",[5708],1,7,""
32,"consecrated_path_slam",[2184],1,0,""
33,"consecrated_path_slam",[2519],1,1,""
34,"consecrated_path_slam",[4408],1,2,""
35,"consecrated_path_slam",[4414],1,3,""
36,"consecrated_path_slam",[7421],1,4,""
37,"consecrated_path_teleport",[2185],1,0,""
38,"consecrated_path_teleport",[2520],1,1,""
39,"consecrated_path_teleport",[4409],1,2,""
40,"consecrated_path_teleport",[4415],1,3,""
41,"consecrated_path_teleport",[7422],1,4,""
42,"consecrated_path_range",[2186],1,0,""
43,"consecrated_path_range",[2521],1,1,""
44,"consecrated_path_range",[4410],1,2,""
45,"consecrated_path_range",[4416],1,3,""
46,"consecrated_path_range",[7423],1,4,""
47,"consecrated_path_slam_ancestral",[4103],1,0,11249
48,"consecrated_path_slam_ancestral",[4411],1,2,11249
49,"consecrated_path_slam_ancestral",[4417],1,3,11249
50,"consecrated_path_teleport_ancestral",[4104],1,0,11249
51,"consecrated_path_teleport_ancestral",[4412],1,2,11249
52,"consecrated_path_teleport_ancestral",[4418],1,3,11249
53,"consecrated_path_range_ancestral",[4105],1,0,11249
54,"consecrated_path_range_ancestral",[4413],1,2,11249
55,"consecrated_path_range_ancestral",[4419],1,3,11249
56,"divine_cry",[5730],1,0,""
57,"divine_cry",[6176],1,2,""
58,"divine_cry",[4358],1,3,""
59,"absolution_blast",[5764],1,0,""
60,"absolution_blast",[5766],1,1,""
61,"absolution_blast_convert",[5805],3,0,""
62,"absolution_blast_convert",[5805],3,1,""
63,"absolution_blast_shockwave",[5765],3,0,13556
64,"absolution_blast_shockwave",[5767],3,1,13556
65,"absolution_blast_lite",[5906],1,0,""
66,"absolution_blast_lite",[5766],1,1,""
67,"absolution_blast_ascended_refesh",[5769],3,0,""
68,"absolution_blast_ascended_refesh",[5769],3,1,""
69,"soulfeast_primary_explode",[5750],1,0,""
70,"soulfeast_wall_explode",[5851],1,0,""
71,"soulfeast_primary_explode",[6738],1,1,""
72,"soulfeast_wall_explode",[6739],1,1,""
73,"mana_void",[5751],3,0,""
74,"mana_void_rect_1",[5752],3,0,""
75,"mana_void_rect_2",[5753],3,0,""
76,"mana_void_rect_3",[5754],3,0,""
77,"mana_void_rect_4",[5755],3,0,""
78,"mana_void_lite",[5899],3,0,""
79,"mana_void_rect_1_lite",[5900],3,0,""
80,"mana_void_rect_2_lite",[5901],3,0,""
81,"mana_void_rect_3_lite",[5902],3,0,""
82,"mana_void_rect_4_lite",[5903],3,0,""
83,"mana_void_unleash",[5904],3,0,""
84,"storm_rain_arrow",[5746],1,0,""
85,"storm_rain_impact",[5743],1,0,""
86,"storm_rain_muzzle_flash",[5762],1,0,""
87,"igniting_flask_flask",[5818],1,0,""
88,"igniting_flask_explode_base",[5801],1,0,""
89,"igniting_flask_explode_base_wall",[5816],1,0,""
90,"igniting_flask_explode_fire",[5802],1,0,13662
91,"igniting_flask_explode_cold",[5803],1,0,13681
92,"igniting_flask_explode_cold_wall",[5817],1,0,13681
93,"igniting_flask_explode_lightning",[5804],1,0,13679
94,"igniting_flask_explode_base_lite",[5871],1,0,""
95,"igniting_flask_explode_base_wall_lite",[5875],1,0,""
96,"igniting_flask_explode_fire_lite",[5872],1,0,13662
97,"igniting_flask_explode_cold_lite",[5873],1,0,13681
98,"igniting_flask_explode_cold_wall_lite",[5876],1,0,13681
99,"igniting_flask_explode_lightning_lite",[5874],1,0,13679
100,"infernal_blow_explode_big",[2120],3,0,""
101,"infernal_blow_explode_small",[2121],3,0,""
102,"infernal_blow_explode_big",[5784],3,1,""
103,"infernal_blow_explode_small",[5785],3,1,""
104,"smoke_mine_poof",[251],3,0,""
105,"smoke_mine_poof",[5787],3,1,""
106,"smoke_mine_poof",[252],3,1000,""
107,"chain_strike_beam",[2962],3,0,""
108,"chain_strike_area",[2963],1,0,""
109,"chain_strike_area",[5789],1,1,""
110,"chain_strike_kickup",[2965],1,0,""
111,"chain_strike_kickup",[5791],1,1,""
112,"chain_strike_cone",[2964],1,0,""
113,"chain_strike_cone",[5790],1,1,""
114,"chain_strike_circle_area",[3274],1,0,""
115,"chain_strike_circle_area",[5792],1,1,""
116,"arcane_cloak_block",[3057],1,0,""
117,"arcane_cloak_block",[3057],1,1,""
118,"orb_of_storms_cloud",[660],1,0,""
119,"orb_of_storms_cloud",[1591],1,1,""
120,"orb_of_storms_cloud",[5796],1,2,""
121,"orb_of_storms_cloud",[7845],1,1000,""
122,"orb_of_storms_charged_cloud",[674],1,0,""
123,"orb_of_storms_charged_cloud",[1592],1,1,""
