"rownum","Id","[rid]","i32","i32","rid"
0,"anger_aura_end",[842],3,2,""
1,"hatred_aura_end",[843],3,2,""
2,"hatred_aura_end",[1473],3,3,""
3,"wrath_aura_end",[841],3,2,""
4,"haste_aura_end",[812],3,2,""
5,"steelskin_block",[3096],1,0,""
6,"steelskin_block",[5118],1,1,""
7,"steelskin_block",[3097],1,2,""
8,"cremation_explosion",[1664],1,0,""
9,"cremation_explosion",[1664],1,1,""
10,"cremation_explosion",[1815],1,2,""
11,"cremation_explosion",[1840],1,3,""
12,"cremation_explosion",[1667],1,4,""
13,"cremation_explosion",[5337],1,5,""
14,"cremation_explosion",[5490],1,6,""
15,"cremation_explosion",[5512],1,7,""
16,"cremation_explosion",[7183],1,8,""
17,"cremation_geyser",[1665],3,0,""
18,"cremation_geyser",[1665],3,1,""
19,"cremation_geyser",[1816],3,2,""
20,"cremation_geyser",[1841],3,3,""
21,"cremation_geyser",[1668],3,4,""
22,"cremation_geyser",[5336],3,5,""
23,"cremation_geyser",[5489],3,6,""
24,"cremation_geyser",[5511],3,7,""
25,"cremation_geyser",[7184],3,8,""
26,"cremation_impact",[1663],1,0,""
27,"cremation_impact",[1663],1,1,""
28,"cremation_impact",[1814],1,2,""
29,"cremation_impact",[1839],1,3,""
30,"cremation_impact",[1666],1,4,""
31,"cremation_impact",[5335],1,5,""
32,"cremation_impact",[5488],1,6,""
33,"cremation_impact",[5510],1,7,""
34,"cremation_impact",[7185],1,8,""
35,"consecrated_path_slam",[2217],1,0,""
36,"consecrated_path_slam",[2554],1,1,""
37,"consecrated_path_slam",[4475],1,2,""
38,"consecrated_path_slam",[4481],1,3,""
39,"consecrated_path_slam",[6813],1,4,""
40,"consecrated_path_teleport",[2218],1,0,""
41,"consecrated_path_teleport",[2555],1,1,""
42,"consecrated_path_teleport",[4476],1,2,""
43,"consecrated_path_teleport",[4482],1,3,""
44,"consecrated_path_teleport",[6814],1,4,""
45,"consecrated_path_range",[2219],1,0,""
46,"consecrated_path_range",[2556],1,1,""
47,"consecrated_path_range",[4477],1,2,""
48,"consecrated_path_range",[4483],1,3,""
49,"consecrated_path_range",[6815],1,4,""
50,"consecrated_path_slam_ancestral",[4167],1,0,11882
51,"consecrated_path_slam_ancestral",[4478],1,2,11882
52,"consecrated_path_slam_ancestral",[4484],1,3,11882
53,"consecrated_path_teleport_ancestral",[4168],1,0,11882
54,"consecrated_path_teleport_ancestral",[4479],1,2,11882
55,"consecrated_path_teleport_ancestral",[4485],1,3,11882
56,"consecrated_path_range_ancestral",[4169],1,0,11882
57,"consecrated_path_range_ancestral",[4480],1,2,11882
58,"consecrated_path_range_ancestral",[4486],1,3,11882
59,"divine_cry",[5532],1,0,""
60,"divine_cry",[5979],1,2,""
61,"divine_cry",[4425],1,3,""
62,"absolution_blast",[5566],1,0,""
63,"absolution_blast",[5568],1,1,""
64,"absolution_blast_convert",[5606],3,0,""
65,"absolution_blast_convert",[5606],3,1,""
66,"absolution_blast_shockwave",[5567],3,0,14221
67,"absolution_blast_shockwave",[5569],3,1,14221
68,"absolution_blast_lite",[5707],1,0,""
69,"absolution_blast_lite",[5568],1,1,""
70,"absolution_blast_ascended_refesh",[5571],3,0,""
71,"absolution_blast_ascended_refesh",[5571],3,1,""
72,"soulfeast_primary_explode",[5552],1,0,""
73,"soulfeast_wall_explode",[5652],1,0,""
74,"soulfeast_primary_explode",[6418],1,1,""
75,"soulfeast_wall_explode",[6419],1,1,""
76,"mana_void",[5553],3,0,""
77,"mana_void_rect_1",[5554],3,0,""
78,"mana_void_rect_2",[5555],3,0,""
79,"mana_void_rect_3",[5556],3,0,""
80,"mana_void_rect_4",[5557],3,0,""
81,"mana_void_lite",[5700],3,0,""
82,"mana_void_rect_1_lite",[5701],3,0,""
83,"mana_void_rect_2_lite",[5702],3,0,""
84,"mana_void_rect_3_lite",[5703],3,0,""
85,"mana_void_rect_4_lite",[5704],3,0,""
86,"mana_void_unleash",[5705],3,0,""
87,"storm_rain_arrow",[5548],1,0,""
88,"storm_rain_impact",[5545],1,0,""
89,"storm_rain_muzzle_flash",[5564],1,0,""
90,"igniting_flask_flask",[5619],1,0,""
91,"igniting_flask_explode_base",[5602],1,0,""
92,"igniting_flask_explode_base_wall",[5617],1,0,""
93,"igniting_flask_explode_fire",[5603],1,0,14295
94,"igniting_flask_explode_cold",[5604],1,0,14315
95,"igniting_flask_explode_cold_wall",[5618],1,0,14315
96,"igniting_flask_explode_lightning",[5605],1,0,14313
97,"igniting_flask_explode_base_lite",[5672],1,0,""
98,"igniting_flask_explode_base_wall_lite",[5676],1,0,""
99,"igniting_flask_explode_fire_lite",[5673],1,0,14295
100,"igniting_flask_explode_cold_lite",[5674],1,0,14315
101,"igniting_flask_explode_cold_wall_lite",[5677],1,0,14315
102,"igniting_flask_explode_lightning_lite",[5675],1,0,14313
103,"infernal_blow_explode_big",[2152],3,0,""
104,"infernal_blow_explode_small",[2153],3,0,""
105,"infernal_blow_explode_big",[5585],3,1,""
106,"infernal_blow_explode_small",[5586],3,1,""
107,"smoke_mine_poof",[252],3,0,""
108,"smoke_mine_poof",[5588],3,1,""
109,"chain_strike_beam",[3001],3,0,""
110,"chain_strike_area",[3002],1,0,""
111,"chain_strike_area",[5590],1,1,""
112,"chain_strike_kickup",[3004],1,0,""
113,"chain_strike_kickup",[5592],1,1,""
114,"chain_strike_cone",[3003],1,0,""
115,"chain_strike_cone",[5591],1,1,""
116,"chain_strike_circle_area",[3313],1,0,""
117,"chain_strike_circle_area",[5593],1,1,""
118,"arcane_cloak_block",[3096],1,0,""
119,"arcane_cloak_block",[3096],1,1,""
120,"orb_of_storms_cloud",[672],1,0,""
121,"orb_of_storms_cloud",[1618],1,1,""
122,"orb_of_storms_cloud",[5597],1,2,""
123,"orb_of_storms_charged_cloud",[686],1,0,""
124,"orb_of_storms_charged_cloud",[1619],1,1,""
125,"orb_of_storms_charged_cloud",[5595],1,2,""
126,"orb_of_storms_range_indicator",[726],1,0,""
127,"orb_of_storms_range_indicator",[1621],1,1,""
128,"orb_of_storms_range_indicator",[5598],1,2,""
129,"dual_strike_impact_main",[3448],1,0,""
130,"dual_strike_impact_main",[5608],1,2,""
131,"dual_strike_impact_secondary",[3486],1,0,""
132,"dual_strike_impact_secondary",[5609],1,2,""
133,"dual_strike_audio",[162],1,0,""
134,"dual_strike_audio",[5607],1,2,""
135,"dual_strike_surge",[5610],1,2,""
136,"weapon_trap_spinner",[5613],1,0,""
137,"weapon_trap_start",[5614],1,0,""
138,"weapon_trap_end",[5615],1,0,""
139,"weapon_trap_trap",[5660],1,0,""
140,"shield_waves",[5612],1,0,""
141,"shield_waves_swipe",[5616],1,0,""
142,"void_burst",[5513],1,0,""
143,"void_burst_corpse_explosion",[5714],3,0,""
144,"void_burst_buildup",[5635],1,0,""
145,"bladefall",[661],1,0,""
146,"bladefall",[846],1,1,""
147,"bladefall",[1484],1,2,""
148,"bladefall",[662],1,5,""
149,"bladefall",[3968],1,6,""
150,"bladefall",[5639],1,7,""
151,"bladefall_ground_blade",[3927],3,0,11748
152,"bladefall_ground_blade",[3920],3,1,11748
153,"bladefall_ground_blade",[3919],3,2,11748
154,"bladefall_ground_blade","[3921,3922,3923,3924]",3,5,11748
155,"bladefall_ground_blade",[3970],3,6,11748
156,"bladefall_ground_blade",[5640],3,7,11748
157,"bladefall_lite",[3960],1,0,""
158,"bladefall_lite",[3964],1,1,""
159,"bladefall_lite",[3963],1,2,""
160,"bladefall_lite",[3009],1,3,""
161,"bladefall_lite",[3010],1,4,""
162,"bladefall_lite",[3961],1,5,""
163,"bladefall_lite",[3969],1,6,""
164,"bladefall_lite",[5641],1,7,""
165,"blade_blast",[3778],3,0,""
166,"blade_blast",[3955],3,1,""
167,"blade_blast",[3965],3,2,""
168,"blade_blast",[5642],3,3,""
169,"blade_blast_wide",[3910],3,0,""
170,"blade_blast_wide",[3956],3,1,""
171,"blade_blast_wide",[3966],3,2,""
172,"blade_blast_wide",[5643],3,3,""
173,"rage_slash",[5514],3,0,""
174,"rage_slash",[6702],3,1,""
175,"rage_slash_sweep",[5651],1,0,""
176,"rage_slash_sweep",[6703],1,1,""
177,"shock_nova_circle",[3289],1,0,""
178,"shock_nova_circle",[994],1,1,""
179,"shock_nova_circle",[3193],1,2,""
180,"shock_nova_circle",[3451],1,3,""
181,"shock_nova_circle",[5648],1,4,""
182,"shock_nova_circle",[5664],1,5,""
183,"shock_nova_donut",[3290],1,0,""
184,"shock_nova_donut",[993],1,1,""
185,"shock_nova_donut",[5636],1,2,""
186,"shock_nova_donut",[3452],1,3,""
187,"shock_nova_donut",[5649],1,4,""
188,"shock_nova_donut",[5665],1,5,""
189,"boneshatter_shockwave",[5637],3,0,""
190,"boneshatter_shockwave",[6574],3,1,""
191,"cold_snap_impact",[2144],1,0,""
192,"cold_snap_impact",[172],1,1,""
193,"cold_snap_impact",[2236],1,2,""
194,"cold_snap_impact",[2236],1,3,""
195,"cold_snap_impact",[5666],1,4,""
196,"cold_snap_impact",[6886],1,5,""
197,"cold_snap_impact",[6952],1,6,""
198,"cold_snap_secondary_impact",[171],1,1,""
199,"cold_snap_ground_effect",[2145],1,0,""
200,"cold_snap_ground_effect",[2145],1,1,""
201,"cold_snap_ground_effect",[2237],1,2,""
202,"cold_snap_ground_effect",[2392],1,3,""
203,"cold_snap_ground_effect",[5667],1,4,""
204,"cold_snap_ground_effect",[6887],1,5,""
205,"cold_snap_ground_effect",[6953],1,6,""
206,"vaal_cold_snap_ground_effect",[2189],1,0,""
207,"vaal_cold_snap_ground_effect",[2189],1,1,""
208,"vaal_cold_snap_ground_effect",[2238],1,2,""
209,"vaal_cold_snap_ground_effect",[2238],1,3,""
210,"vaal_cold_snap_ground_effect",[5669],1,4,""
211,"vaal_cold_snap_ground_effect",[6889],1,5,""
212,"vaal_cold_snap_ground_effect",[6955],1,6,""
213,"blood_rage",[11],1,0,""
214,"blood_rage",[5670],1,1,""
215,"ambush_end",[5663],3,0,""
216,"lightning_strike_slash",[100],1,0,""
217,"lightning_strike_slash",[100],1,1,""
218,"lightning_strike_slash",[5682],1,2,""
219,"lightning_strike_slash",[6281],1,3,""
220,"lightning_strike_slash",[6689],1,4,""
221,"lightning_strike_slash",[7027],1,5,""
222,"lightning_strike_projectile_ground","[98,99]",1,0,""
223,"lightning_strike_projectile_ground",[174],1,1,""
224,"lightning_strike_projectile_ground",[174],1,2,""
225,"lightning_strike_projectile_ground",[174],1,3,""
226,"lightning_strike_projectile_ground",[174],1,4,""
227,"lightning_strike_projectile_ground",[174],1,5,""
228,"lightning_strike_vaal_orb",[2028],1,0,""
229,"lightning_strike_vaal_orb",[2028],1,1,""
230,"lightning_strike_vaal_orb",[5683],1,2,""
231,"lightning_strike_vaal_orb",[6282],1,3,""
232,"lightning_strike_vaal_orb",[6690],1,4,""
233,"lightning_strike_vaal_orb",[7028],1,5,""
234,"lightning_strike_slash_lite",[101],1,0,""
235,"lightning_strike_slash_lite",[101],1,1,""
236,"lightning_strike_slash_lite",[5682],1,2,""
237,"lightning_strike_slash_lite",[6281],1,3,""
238,"lightning_strike_slash_lite",[6689],1,4,""
239,"lightning_strike_slash_lite",[7027],1,5,""
240,"vortex_explode",[950],1,0,""
241,"vortex_explode",[949],1,1,""
242,"vortex_explode",[5684],1,5,""
243,"vortex_explode",[6949],1,6,""
244,"burning_arrow_attached_arrow",[3568],1,0,""
245,"burning_arrow_vaal_explode",[74],1,0,""
246,"burning_arrow_attached_arrow",[5693],1,1,""
247,"burning_arrow_vaal_explode",[5694],1,1,""
248,"dash_start",[3266],1,1,""
249,"dash_start",[5739],1,5,""
250,"dash_start",[6286],1,6,""
251,"dash_player_start",[6287],1,6,""
252,"dash_player_end",[6288],1,6,""
253,"dash_audio_start",[3053],1,0,""
254,"dash_audio_end",[3055],1,0,""
255,"dash_audio_afterimage",[3054],1,0,""
256,"dash_audio_start",[3053],1,1,""
257,"dash_audio_end",[3055],1,1,""
258,"dash_audio_afterimage",[3054],1,1,""
259,"dash_audio_start",[3053],1,2,""
260,"dash_audio_end",[3055],1,2,""
261,"dash_audio_afterimage",[3054],1,2,""
262,"dash_audio_start",[3053],1,3,""
263,"dash_audio_end",[3055],1,3,""
264,"dash_audio_afterimage",[3054],1,3,""
265,"dash_audio_start",[3053],1,4,""
266,"dash_audio_end",[3055],1,4,""
267,"dash_audio_afterimage",[3054],1,4,""
268,"dash_audio_start",[5771],1,5,""
269,"dash_audio_end",[5773],1,5,""
270,"dash_audio_afterimage",[5772],1,5,""
271,"dash_audio_start",[3053],1,6,""
272,"dash_audio_end",[3055],1,6,""
273,"cyclone_spin",[2957],1,0,""
274,"cyclone_spin",[181],1,1,""
275,"cyclone_spin",[183],1,2,""
276,"cyclone_spin",[186],1,3,""
277,"cyclone_spin",[3318],1,4,""
278,"cyclone_spin",[3377],1,5,""
279,"cyclone_spin",[1543],1,8,""
280,"cyclone_spin",[2447],1,9,""
281,"cyclone_spin",[4009],1,10,""
282,"cyclone_spin",[4997],1,11,""
283,"cyclone_spin",[5271],1,12,""
284,"cyclone_spin",[5272],1,13,""
285,"cyclone_spin",[5483],1,14,""
286,"cyclone_spin",[5696],1,15,""
287,"cyclone_spin",[5759],1,16,""
288,"cyclone_spin",[5784],1,17,""
289,"cyclone_spin",[6208],1,18,""
290,"cyclone_spin",[6915],1,19,""
291,"cyclone_spin_scaled",[2955],1,0,""
292,"cyclone_spin_scaled",[3136],1,1,""
293,"cyclone_spin_scaled",[3137],1,2,""
294,"cyclone_spin_scaled",[3138],1,3,""
295,"cyclone_spin_scaled",[3319],1,4,""
296,"cyclone_spin_scaled",[3378],1,5,""
297,"cyclone_spin_scaled",[3135],1,8,""
298,"cyclone_spin_scaled",[3139],1,9,""
299,"cyclone_spin_scaled",[4010],1,10,""
300,"cyclone_spin_scaled",[5697],1,15,""
301,"cyclone_spin_scaled",[5760],1,16,""
302,"cyclone_spin_scaled",[5785],1,17,""
303,"cyclone_spin_scaled",[6209],1,18,""
304,"cyclone_impact_sound_override",[188],1,3,""
305,"cyclone_impact_ao",[3321],1,4,""
