"rownum","string","[rid]","i32"
0,"steelskin_hit",[19],0
1,"steelskin_hit",[255],1
2,"steelskin_hit",[20],2
3,"steelskin_fadeout",[13],0
4,"steelskin_fadeout",[256],1
5,"steelskin_fadeout",[14],2
6,"divine_cry_weapon_left",[307],0
7,"divine_cry_weapon_left",[365],2
8,"divine_cry_weapon_left",[367],3
9,"divine_cry_weapon_right",[306],0
10,"divine_cry_weapon_right",[366],2
11,"divine_cry_weapon_right",[368],3
12,"chain_strike_dash",[10],0
13,"chain_strike_dash",[309],1
14,"chain_strike_hit",[11],0
15,"chain_strike_hit",[310],1
16,"arcane_cloak_block",[80],0
17,"arcane_cloak_block",[311],1
18,"arcane_cloak_fade_out",[79],0
19,"arcane_cloak_fade_out",[312],1
20,"igniting_flask_in_hand",[313],0
21,"igniting_flask_in_hand_scion_pls",[314],0
22,"weapon_trap_weapon",[318],0
23,"ambush_teleport_in",[324],0
24,"ambush_teleport_out",[325],0
25,"rage_slash_weapon",[326],0
26,"rage_slash_weapon",[509],1
27,"soulfeast_hand_surge",[327],0
28,"soulfeast_hand_surge",[474],1
29,"lightning_strike_proj_hit",[328],0
30,"lightning_strike_proj_hit",[328],1
31,"lightning_strike_proj_hit",[329],2
32,"lightning_strike_proj_hit",[437],3
33,"lightning_strike_proj_hit",[505],4
34,"lightning_strike_proj_hit",[593],5
35,"lightning_strike_vaal_blade",[330],0
36,"lightning_strike_vaal_blade",[330],1
37,"lightning_strike_vaal_blade",[342],2
38,"lightning_strike_vaal_blade",[438],3
39,"lightning_strike_vaal_blade",[506],4
40,"lightning_strike_vaal_blade",[594],5
41,"burning_arrow_stuck_fade",[71],0
42,"burning_arrow_stuck_fade",[333],1
43,"dash_afterimage",[57],0
44,"dash_char",[54],0
45,"dash_afterimage",[58],1
46,"dash_char",[55],1
47,"dash_afterimage",[59],2
48,"dash_char",[56],2
49,"dash_afterimage",[59],3
50,"dash_char",[56],3
51,"dash_afterimage",[161],4
52,"dash_char",[160],4
53,"dash_afterimage",[335],5
54,"dash_char",[334],5
55,"dash_char",[439],6
56,"dash_char_end",[440],6
57,"spectral_helix_weapon_effect",[341],0
58,"leap_slam",[344],10
59,"leap_slam",[347],12
60,"leap_slam",[345],14
61,"leap_slam",[346],16
62,"leap_slam",[343],19
63,"leap_slam",[347],21
64,"leap_slam",[643],39
65,"leap_slam_warp_out",[41],22
66,"leap_slam_warp_in",[42],22
67,"arc_hit",[34],8
68,"arc_hit",[147],10
69,"arc_hit",[348],12
70,"arc_lucky_begin",[35],8
71,"chronomancer_after_image",[349],0
72,"chronomancer_rewind_in_place",[369],0
73,"chronomancer_clone_rewind",[370],0
74,"attached_projectile_effect_arrow_loop",[186],1
75,"attached_projectile_effect_arrow_loop",[226],2
76,"attached_projectile_effect_arrow_loop",[296],3
77,"attached_projectile_effect_arrow_loop",[350],4
78,"attached_projectile_effect_arrow_loop",[462],5
79,"attached_projectile_effect_arrow_once",[187],1
80,"attached_projectile_effect_arrow_once",[227],2
81,"attached_projectile_effect_arrow_once",[297],3
82,"attached_projectile_effect_arrow_once",[351],4
83,"attached_projectile_effect_arrow_once",[463],5
84,"attached_projectile_effect_spell_loop",[188],1
85,"attached_projectile_effect_spell_loop",[228],2
86,"attached_projectile_effect_spell_loop",[298],3
87,"attached_projectile_effect_spell_loop",[352],4
88,"attached_projectile_effect_spell_loop",[464],5
89,"attached_projectile_effect_spell_once",[189],1
90,"attached_projectile_effect_spell_once",[229],2
91,"attached_projectile_effect_spell_once",[299],3
92,"attached_projectile_effect_spell_once",[353],4
93,"attached_projectile_effect_spell_once",[465],5
94,"attached_projectile_effect_mortar_1",[193],1
95,"attached_projectile_effect_mortar_1",[230],2
96,"attached_projectile_effect_mortar_1",[300],3
97,"attached_projectile_effect_mortar_1",[354],4
98,"attached_projectile_effect_mortar_1",[466],5
99,"attached_projectile_effect_mortar_2",[195],1
100,"attached_projectile_effect_mortar_2",[231],2
101,"attached_projectile_effect_mortar_2",[301],3
102,"attached_projectile_effect_mortar_2",[355],4
103,"attached_projectile_effect_mortar_2",[467],5
104,"attached_projectile_effect_mortar_3",[196],1
105,"attached_projectile_effect_mortar_3",[232],2
106,"attached_projectile_effect_mortar_3",[302],3
107,"attached_projectile_effect_mortar_3",[356],4
108,"attached_projectile_effect_mortar_3",[468],5
109,"attached_projectile_effect_mortar_4",[197],1
110,"attached_projectile_effect_mortar_4",[233],2
111,"attached_projectile_effect_mortar_4",[303],3
112,"attached_projectile_effect_mortar_4",[357],4
113,"attached_projectile_effect_mortar_4",[469],5
114,"poisonous_concoction_in_hand",[358],0
115,"poisonous_concoction_in_hand_scion_pls",[359],0
116,"poisonous_concoction_in_hand",[479],1
117,"poisonous_concoction_in_hand_scion_pls",[480],1
118,"poisonous_concoction_in_hand",[507],2
119,"poisonous_concoction_in_hand_scion_pls",[508],2
120,"shield_charge_charge",[260],0
121,"shield_charge_charge",[264],4
122,"shield_charge_charge",[360],5
123,"shield_charge_charge",[627],6
124,"shield_charge_hit_flash",[23],0
125,"shield_charge_hit_flash",[33],2
126,"shield_charge_hit_flash",[23],3
127,"shield_charge_hit_flash",[267],4
128,"shield_charge_hit_flash",[361],5
129,"shield_charge_hit_flash",[361],6
130,"shield_charge_shield",[257],0
131,"shield_charge_shield",[261],2
132,"shield_charge_shield",[257],3
133,"shield_charge_shield",[257],4
134,"shield_charge_shield",[257],5
135,"shield_charge_shield",[257],6
136,"shield_charge_shield_fadein",[258],0
137,"shield_charge_shield_fadein",[262],2
138,"shield_charge_shield_fadein",[258],3
139,"shield_charge_shield_fadein",[258],4
140,"shield_charge_shield_fadein",[258],5
141,"shield_charge_shield_fadein",[258],6
142,"shield_charge_shield_fadeout",[259],0
143,"shield_charge_shield_fadeout",[263],2
144,"shield_charge_shield_fadeout",[259],3
145,"shield_charge_shield_fadeout",[259],4
146,"shield_charge_shield_fadeout",[259],5
147,"shield_charge_shield_fadeout",[259],6
148,"flame_dash_epk",[222],11
149,"flame_dash_epk",[637],14
150,"virulent_arrow_epk",[371],0
151,"virulent_arrow_epk",[372],1
152,"virulent_arrow_epk",[374],2
153,"virulent_arrow_epk",[403],3
154,"tempest_shield_shield",[373],0
155,"tempest_shield_shield",[402],1
156,"tornado_shot_epk",[375],0
157,"tornado_shot_epk",[375],2
158,"tornado_shot_epk",[386],3
159,"tornado_shot_epk",[445],4
160,"soul_link",[380],0
161,"flame_link",[381],0
162,"remora_link",[382],0
163,"bulwark_link",[383],0
164,"trigger_link",[384],0
165,"critical_link",[385],0
166,"expanding_fire_cone_epk",[387],1
167,"crackling_lance_sparkle_boi_first_stage_epk",[200],0
168,"crackling_lance_sparkle_boi_first_stage_epk",[234],1
169,"crackling_lance_sparkle_boi_first_stage_epk",[390],2
170,"crackling_lance_sparkle_boi_second_stage_epk",[201],0
171,"crackling_lance_sparkle_boi_second_stage_epk",[235],1
172,"crackling_lance_sparkle_boi_second_stage_epk",[391],2
173,"crackling_lance_sparkle_boi_third_stage_epk",[202],0
174,"crackling_lance_sparkle_boi_third_stage_epk",[236],1
175,"crackling_lance_sparkle_boi_third_stage_epk",[392],2
176,"crackling_lance_sparkle_boi_fourth_stage_epk",[203],0
177,"crackling_lance_sparkle_boi_fourth_stage_epk",[237],1
178,"crackling_lance_sparkle_boi_fourth_stage_epk",[393],2
179,"crackling_lance_on_hit_epk",[185],0
180,"crackling_lance_on_hit_epk",[225],1
181,"crackling_lance_on_hit_epk",[389],2
182,"molten_shell_shell_epk",[241],4
183,"bubble_shield_hit",[449],0
184,"hydrosphere_revert_epk",[245],0
185,"hydrosphere_revert_epk",[459],1
186,"slither_wither",[37],0
187,"slither_wither",[278],1
188,"laser_spears_spear_glow",[448],0
189,"boneshatter_target_hit",[500],1
190,"cobra_lash_crit",[39],0
191,"cobra_lash_crit",[501],1
192,"venom_gyre_whirling_blades",[60],0
193,"venom_gyre_whirling_blades",[502],1
194,"whirling_blades_fade_out",[503],7
195,"whirling_blades_fade_in",[504],7
196,"kinetic_blast_wand_effect",[72],0
197,"kinetic_blast_wand_effect",[72],1
198,"kinetic_blast_wand_effect",[510],2
199,"ring_of_ice_statue_shatter",[533],0
200,"ring_of_ice_weapon_shatter",[534],0
201,"vaal_flicker_cut_wound",[535],0
202,"vaal_flicker_cut_wound",[548],1
203,"vaal_flicker_cut_wound",[551],2
204,"vaal_flicker_cut_wound",[554],4
205,"vaal_flicker_cut_wound2",[536],0
206,"vaal_flicker_cut_wound2",[549],1
207,"vaal_flicker_cut_wound2",[552],2
208,"vaal_flicker_cut_wound2",[555],4
209,"vaal_flicker_cut_wound3",[537],0
210,"vaal_flicker_cut_wound3",[550],1
211,"vaal_flicker_cut_wound3",[553],2
212,"vaal_flicker_cut_wound3",[556],4
213,"vaal_flicker_cut_wound",[600],8
214,"vaal_flicker_cut_wound2",[601],8
215,"vaal_flicker_cut_wound3",[602],8
216,"smite_weapon_effect",[542],0
217,"smite_weapon_effect",[547],1
218,"smite_weapon_effect",[605],3
219,"frigid_bond",[607],0
220,"hexblast_hit",[194],0
221,"hexblast_hit",[618],1
222,"hexblast_hit",[623],2
223,"hexblast_hit",[624],3
224,"mtx_spray_paint_channel",[620],0
225,"mtx_spray_paint_channel",[621],1
226,"mtx_spray_paint_channel",[622],2
