"rownum","Mod","Categories","DestroyAchievements"
0,25062,[0],[]
1,25063,[0],[8128]
2,25064,[0],[8117]
3,25065,[0],[8129]
4,25066,[0],[8130]
5,25067,[0],[8125]
6,25068,[0],[8120]
7,25069,[0],[8122]
8,25070,[0],[8123]
9,25071,[0],[8124]
10,25072,[0],[8126]
11,25073,[1],[]
12,25074,[1],[8119]
13,25075,[1],[8118]
14,25076,[3],[]
15,25077,[0],[8127]
16,25078,[0],[8131]
17,25079,[0],[8132]
18,25080,[1],[8133]
19,25081,[0],[]
20,25082,[0],[]
21,25083,[0],[]
22,25084,[0],[8134]
23,25085,[0],[]
24,25086,[0],[8121]
25,25087,[0],[8135]
26,25088,[0],[8115]
27,25089,[0],[8114]
28,25090,[0],[8113]
29,25091,[0],[8116]
30,25092,[0],[8136]
31,25093,[0],[8137]
32,25094,[0],[8138]
33,25095,[0],[8139]
34,25096,[0],[8140]
35,25097,[0],[8141]
36,25098,[0],[8142]
37,25099,[0],[8143]
38,25100,[3],[]
39,25110,[3],[]
40,25109,[3],[]
41,25101,[0],[]
42,25102,[2],[]
43,25103,[0],[]
44,25104,[2],[]
45,25105,[0],[]
46,25106,[0],[]
47,25107,[0],[]
48,25108,[0],[]
49,25111,[0],[]
50,25112,[2],[]
51,25113,[0],[]
52,25114,[2],[]
53,25124,[1],[]
54,25125,[1],[]
55,25126,[1],[]
56,25127,[1],[]
57,25128,[2],[]
58,25129,[2],[]
59,25130,[2],[]
60,25131,[2],[]
61,25154,[1],[]
62,25132,[2],[]
63,25133,[2],[]
64,25134,[2],[]
65,25135,[1],[]
66,25136,[1],[]
67,25137,[1],[]
68,25155,[1],[]
69,25156,[1],[]
70,25157,[1],[]
71,25158,[1],[]
72,25159,[1],[]
73,25160,[1],[]
74,25161,[1],[]
75,25162,[1],[]
76,25163,[1],[]
77,25164,[1],[]
78,25148,[1],[]
79,25149,[1],[]
80,25151,[1],[]
81,25152,[1],[]
82,25150,[2],[]
83,25153,[2],[]
84,25165,[2],[]
85,25166,[2],[]
86,25167,[2],[]
87,25168,[2],[]
88,25169,[2],[]
89,25170,[2],[]
90,25171,[2],[]
91,25172,[2],[]
92,25173,[2],[]
93,25174,[2],[]
94,25175,[2],[]
95,25059,[0],[]
96,25061,[0],[]
97,25060,[0],[]
98,25025,[1],[]
99,25027,[1],[]
100,25029,[1],[]
101,25031,[1],[]
102,25033,[1],[]
103,25035,[1],[]
104,25037,[1],[]
105,25039,[1],[]
106,25041,[1],[]
107,25043,[1],[]
108,25045,[1],[]
109,25047,[1],[]
110,25049,[1],[]
111,25051,[1],[]
112,25053,[1],[]
113,25055,[1],[]
114,25057,[1],[]
115,25138,[1],[]
116,25140,[1],[]
117,25142,[1],[]
118,25144,[1],[]
119,25139,[2],[]
120,25141,[2],[]
121,25143,[2],[]
122,25145,[2],[]
123,25026,[2],[]
124,25028,[2],[]
125,25030,[2],[]
126,25032,[2],[]
127,25034,[2],[]
128,25036,[2],[]
129,25038,[2],[]
130,25040,[2],[]
131,25042,[2],[]
132,25044,[2],[]
133,25046,[2],[]
134,25048,[2],[]
135,25050,[2],[]
136,25052,[2],[]
137,25054,[2],[]
138,25056,[2],[]
139,25058,[2],[]
140,25146,[1],[]
141,25147,[2],[]
142,25115,[3],[]
143,25116,[0],[]
144,25117,[0],[]
145,25118,[0],[]
146,25119,[0],[]
147,25120,[3],[]
148,25121,[3],[]
149,25122,[0],[]
150,25123,[2],[]
