"rownum","ModsKey","AtlasModTiers"
0,12670,2
1,12671,2
2,12672,3
3,12673,2
4,12674,3
5,12675,2
6,12676,3
7,12677,2
8,12678,3
9,12679,2
10,12680,2
11,12681,3
12,12682,2
13,12683,3
14,12684,2
15,12685,3
16,12686,2
17,12687,3
18,12688,2
19,12689,3
20,12690,2
21,12691,3
22,12692,2
23,12693,2
24,12694,2
25,12695,2
26,12696,3
27,12697,2
28,12698,3
29,12699,2
30,12700,3
31,12701,2
32,12702,3
33,12703,2
34,12704,3
35,12705,2
36,12706,3
37,12707,2
38,12708,3
39,12709,2
40,12710,2
41,12711,3
42,12712,2
43,12713,3
44,12714,2
45,12715,3
46,12716,2
47,12717,3
48,12718,2
49,12719,3
50,12720,2
51,12721,3
52,12722,2
53,12723,3
54,12724,2
55,12725,3
56,12726,2
57,12727,3
58,12728,2
59,12729,3
60,12730,2
61,12731,3
62,12732,2
63,12733,3
64,12734,2
65,12735,3
66,12736,2
67,12737,3
68,12738,2
69,12739,3
70,12740,2
71,12741,3
72,12742,2
73,12743,3
74,12744,2
75,12745,3
76,12746,2
77,12747,3
78,12748,2
79,12749,3
80,12750,2
81,12751,3
82,12752,2
83,12753,3
84,12754,2
85,12755,3
86,12756,2
87,12757,3
88,12758,2
89,12759,3
90,12760,2
91,12761,3
92,12764,2
93,12765,3
94,12766,2
95,12767,3
96,12768,2
97,12769,3
98,12770,2
99,12771,2
100,12772,2
101,12773,3
102,12774,3
103,12775,3
104,12776,2
105,12777,3
106,12778,2
107,12779,3
108,20044,2
109,20045,3
110,20055,2
111,20056,3
112,20059,2
113,20060,3
114,20061,2
115,20062,3
116,20063,2
117,20064,2
118,20065,2
119,20066,3
120,20067,2
121,20068,3
122,20069,2
123,20111,2
124,20112,3
125,20115,2
126,20116,3
127,20351,2
128,20352,3
129,20505,2
130,20506,3
131,21582,2
132,21583,3
133,22327,2
134,22328,3
135,22323,2
136,22324,3
137,23881,2
138,23882,3
139,23883,2
140,23884,3
