"rownum","Id","i32","[rid]"
0,"absolution_blast",0,[5380]
1,"vaal_absolution_blast",0,[9261]
2,"flame_golem",-4,[8853]
3,"flame_golem",-3,[8820]
4,"flame_golem",-2,[7784]
5,"flame_golem",-1,[4268]
6,"flame_golem",0,[4267]
7,"flame_golem",1,[4269]
8,"flame_golem_monster",1,[4282]
9,"lightning_golem",-4,[8855]
10,"lightning_golem",-3,[8822]
11,"lightning_golem",-2,[7786]
12,"lightning_golem",-1,[4303]
13,"lightning_golem",0,[4298]
14,"lightning_golem",1,[4299]
15,"ice_golem_monster",1,[4257]
16,"ice_golem",-4,[8852]
17,"ice_golem",-3,[8819]
18,"ice_golem",-2,[7783]
19,"ice_golem",-1,[4255]
20,"ice_golem",0,[4253]
21,"ice_golem",1,[4254]
22,"stone_golem",-4,[8856]
23,"stone_golem",-3,[8823]
24,"stone_golem",-2,[7787]
25,"stone_golem",-1,[4549]
26,"stone_golem",0,[4548]
27,"chaos_golem_monster",1,[4051]
28,"chaos_golem",-4,[8854]
29,"chaos_golem",-3,[8821]
30,"chaos_golem",-2,[7785]
31,"chaos_golem",-1,[4296]
32,"chaos_golem",0,[4294]
33,"bone_golem",0,[7754]
34,"bone_golem",1,[8093]
35,"bone_golem",2,[8504]
36,"bone_golem",3,[8516]
37,"agony_crawler",0,[6828]
38,"agony_crawler",1,[6828]
39,"agony_crawler",2,[6828]
40,"agony_crawler",3,[6828]
41,"agony_crawler",4,[6828]
42,"agony_crawler",5,[6828]
43,"agony_crawler",6,[6828]
44,"agony_crawler",7,[6828]
45,"agony_crawler",8,[6828]
46,"agony_crawler",9,[6828]
47,"agony_crawler",10,[6998]
48,"agony_crawler",11,[6830]
49,"agony_crawler",12,[6829]
50,"agony_crawler",13,[7289]
51,"agony_crawler",14,[7443]
52,"agony_crawler",15,[7811]
53,"agony_crawler",16,[8091]
54,"agony_crawler",17,[8094]
55,"agony_crawler",18,[8316]
56,"agony_crawler",19,[8502]
57,"agony_crawler",20,[8549]
58,"purity_champion",0,[1329]
59,"purity_champion",1,[1329]
60,"purity_champion",2,[1329]
61,"purity_champion",3,[1329]
62,"purity_champion",4,[1329]
63,"purity_champion",5,[1329]
64,"purity_champion",6,[1329]
65,"purity_champion",7,[1329]
66,"purity_champion",8,[1329]
67,"purity_champion",9,[1329]
68,"purity_champion",10,[6999]
69,"purity_champion",11,[1332]
70,"purity_champion",12,[1333]
71,"purity_champion",13,[7290]
72,"purity_champion",14,[7444]
73,"purity_champion",15,[7812]
74,"purity_champion",16,[8092]
75,"purity_champion",17,[8095]
76,"purity_champion",18,[8317]
77,"purity_champion",19,[8503]
78,"purity_champion",20,[8550]
79,"tornado",0,[8903]
80,"tornado",1,[9097]
81,"triggered_summon_spider",0,[5372]
82,"triggered_summon_spider",1,[5373]
83,"raging_spirit",0,[3106]
84,"raging_spirit",1,[3107]
85,"raging_spirit",2,[3108]
86,"raging_spirit",3,[3109]
87,"raging_spirit",4,[3110]
88,"raging_spirit",5,[7763]
89,"raging_spirit",6,[3111]
90,"raging_spirit",7,[8730]
91,"raging_spirit",8,[8926]
92,"raging_spirit",9,[8927]
93,"raging_spirit",10,[9139]
94,"raging_spirit_monster",0,[3114]
95,"raging_spirit_monster",1,[3115]
96,"raging_spirit_monster",2,[3117]
97,"raging_spirit_monster",3,[3118]
98,"raging_spirit_monster",4,[3119]
99,"raging_spirit_monster",5,[7763]
100,"raging_spirit_monster",8,[8926]
101,"raging_spirit_monster",9,[8927]
102,"raging_spirit_monster",10,[9139]
103,"triggerbot",0,[7756]
104,"dominating_blow",0,[1328]
105,"dominating_blow",1,[8327]
106,"vaal_dominating_blow",0,[9262]
107,"vaal_dominating_blow",1,[9263]
108,"guardian_relic_fire",0,[6838]
109,"guardian_relic_cold",0,[6839]
110,"guardian_relic_lightning",0,[6840]
111,"radiant_sentinel",0,[1330]
112,"radiant_sentinel_ruthless",0,[1331]
113,"voodoo_doll",0,[9653]
