"rownum","PassiveSkillsKey","Mastery_PassiveSkillsKey","TagsKey","PassiveTreeExpansionJewelSizesKey"
0,2842,3283,570,2
1,2843,3284,571,2
2,2844,3285,572,2
3,2845,3286,573,2
4,2846,3287,574,2
5,2847,3288,575,2
6,2848,3289,576,2
7,2849,3290,577,2
8,2850,3291,578,2
9,2851,3292,579,2
10,2852,3293,580,2
11,2853,3294,581,2
12,2854,3295,582,2
13,2855,3296,583,2
14,2856,3297,584,2
15,2857,3298,585,2
16,2858,3299,586,2
17,2859,3300,587,1
18,2860,3301,588,1
19,2861,3302,589,1
20,2862,3303,590,1
21,2863,3304,591,1
22,2864,3305,592,1
23,2865,3306,593,1
24,2866,3307,594,1
25,2867,3308,595,1
26,2868,3309,596,1
27,2869,3310,597,1
28,2870,3311,598,1
29,2871,3312,599,1
30,2872,3313,600,1
31,2873,3314,601,1
32,2874,3315,602,1
33,2875,3316,603,1
34,2876,3317,604,1
35,2877,3318,605,1
36,2878,3319,606,1
37,2879,3320,607,1
38,2880,"",608,0
39,2881,"",609,0
40,2882,"",610,0
41,2883,"",611,0
42,2884,"",612,0
43,2885,"",613,0
44,2886,"",613,0
45,2887,"",614,0
46,2888,"",615,0
47,2889,"",616,0
48,2890,"",617,0
49,2891,"",618,0
50,2892,"",619,0
51,2893,"",620,0
52,2894,"",621,0
53,2895,"",747,0
54,2896,"",748,0
