"rownum","BaseItemTypesKey","BK2File","BoxId","BundleId","bool"
0,6580,"Art/Videos/LightDarkBox_Opening.bk2","","",""
1,6582,"Art/Videos/LightDarkBox_Opening.bk2","","",""
2,6577,"Art/Videos/LightDarkBox_Opening.bk2","","",""
3,6578,"Art/Videos/LightDarkBox_Opening.bk2","","",""
4,6584,"Art/Videos/LightDarkBox_Opening.bk2","","",""
5,6586,"Art/Videos/LightDarkBox_Opening.bk2","","",""
6,6588,"Art/Videos/LightDarkBox_Opening.bk2","","",""
7,6590,"Art/Videos/LightDarkBox_Opening.bk2","","",""
8,6592,"Art/Videos/LightDarkBox_Opening.bk2","","",""
9,6594,"Art/Videos/LightDarkBox_Opening.bk2","","",""
10,6596,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackChaosVsOrderBox","MysteryPackChaosVsOrderBoxBundle",""
11,6599,"Art/Videos/FireIceBox_Opening.bk2","MysteryPackFireAndIceBox","MysteryPackFireAndIceBoxBundle",""
12,6602,"Art/Videos/InnocenceSinBox_Opening.bk2","MysteryPackSinAndInnocenceBox","MysteryPackSinAndInnocenceBoxBundle",""
13,6605,"Art/Videos/MysteryBox_Opening_Apocalypse.bk2","MysteryPackApocalypseBox","MysteryPackApocalypseBoxBundle",""
14,6608,"Art/Videos/MysteryBox_Opening_Oriathan.bk2","MysteryPackOriathanBox","MysteryPackOriathanBoxBundle",""
15,6611,"Art/Videos/MysteryBox_Opening_Corsair .bk2","MysteryPackFairgravesBox","MysteryPackFairgravesBoxBundle",""
16,6614,"Art/Videos/MysteryBox_Opening_Darkwood.bk2","MysteryPackGlimmerwoodBox","MysteryPackGlimmerwoodBoxBundle",""
17,6617,"Art/Videos/MysteryBox_Opening_Frontier.bk2","MysteryPackFrontierBox","MysteryPackFrontierBoxBundle",""
18,6620,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackCircusBox","MysteryPackCircusBoxBundle",""
19,6625,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentChiyouBox","",""
20,6626,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentGoddessBox","",""
21,6627,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentJingweiBox","",""
22,6628,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentGodOfThunderBox","",""
23,6632,"Art/Videos/MysteryBox_Opening_Polaris.bk2","MysteryPackPolarisBox","MysteryPackPolarisBoxBundle",""
24,6635,"Art/Videos/MysteryBox_Opening_Thaumaturgy.bk2","MysteryPackThaumaturgyBox","MysteryPackThaumaturgyBoxBundle",""
25,6638,"Art/Videos/MysteryBox_Opening_AngelsAndDemons.bk2","MysteryPackAngelsAndDemonsBox","MysteryPackAngelsAndDemonsBoxBundle",""
26,6641,"Art/Videos/MysteryBox_Opening_Twilight.bk2","MysteryPackTwilightBox","MysteryPackTwilightBoxBundle",""
27,6675,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackFreyaPouch","",""
28,6676,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackFreyaBox","",""
29,6644,"Art/Videos/MysteryBox_Opening_Warlord.bk2","MysteryPackWarlordBox","MysteryPackWarlordBoxBundle",""
