"rownum","Id","WorldAreasKey","BaseItemTypesKeys","SocketColour"
0,"ProxyKey1",1378,[587],"R_G_B"
1,"ProxyKey2",1378,[694],"R_G_B"
2,"ProxyKey3",1378,[363],"R_G_B"
3,"ProxyKey4",1378,[873],"R_G_B"
4,"ProxyKey5",1378,[834],"R_G_B"
5,"ProxyKey6",1378,[559],"R_G_B"
6,"ProxyKey7",1378,[531],"R_G_B"
7,"ProxyKey8",1378,[478],"R_G_B"
8,"ProxyKey9",1378,[389],"R_G_B"
9,"ProxyKey28",1378,[1330],""
10,"ProxyKey29",1378,[1353],""
11,"ProxyKey30",1378,[932],"R_G_B"
12,"ProxyKey31",1378,[1],""
13,"ProxyKey32",1378,[1],""
14,"ProxyKey33",1378,[1],""
15,"ProxyKey34",1378,[1],""
16,"ProxyKey35",1378,[1],""
17,"ProxyKey10",1378,[1555],""
18,"ProxyKey11",1378,[1562],""
19,"ProxyKey12",1378,[1563],""
20,"ProxyKey13",1378,[1566],""
21,"ProxyKey14",1378,[1570],""
22,"ProxyKey15",1378,[1574],""
23,"ProxyKey16",1378,[1580],""
24,"ProxyKey17",1378,[1582],""
25,"ProxyKey18",1378,[1618],""
26,"ProxyKey19",1378,[1620],""
27,"ProxyKey20",1378,[1623],""
28,"ProxyKey21",1378,[1649],""
29,"ProxyKey22",1378,[1679],""
30,"ProxyKey23",1378,[1697],""
31,"ProxyKey24",1378,[1700],""
32,"ProxyKey25",1378,[1737],""
33,"ProxyKey26",1378,[1792],""
34,"ProxyKey27",1378,[1813],""
35,"ProxyKey36",1378,[1833],""
36,"ProxyKey37",1378,[1839],""
37,"ProxyKey38",1378,[1843],""
