"rownum","Mod","Categories","DestroyAchievements"
0,25545,[0],[]
1,25546,[0],[8128]
2,25547,[0],[8117]
3,25548,[0],[8129]
4,25549,[0],[8130]
5,25550,[0],[8125]
6,25551,[0],[8120]
7,25552,[0],[8122]
8,25553,[0],[8123]
9,25554,[0],[8124]
10,25555,[0],[8126]
11,25556,[1],[]
12,25557,[1],[8119]
13,25558,[1],[8118]
14,25559,[3],[]
15,25560,[0],[8127]
16,25561,[0],[8131]
17,25562,[0],[8132]
18,25563,[1],[8133]
19,25564,[0],[]
20,25565,[0],[]
21,25566,[0],[]
22,25567,[0],[8134]
23,25568,[0],[]
24,25569,[0],[8121]
25,25570,[0],[8135]
26,25571,[0],[8115]
27,25572,[0],[8114]
28,25573,[0],[8113]
29,25574,[0],[8116]
30,25575,[0],[8136]
31,25576,[0],[8137]
32,25577,[0],[8138]
33,25578,[0],[8139]
34,25579,[0],[8140]
35,25580,[0],[8141]
36,25581,[0],[8142]
37,25582,[0],[8143]
38,25583,[3],[]
39,25593,[3],[]
40,25592,[3],[]
41,25584,[0],[]
42,25585,[2],[]
43,25586,[0],[]
44,25587,[2],[]
45,25588,[0],[]
46,25589,[0],[]
47,25590,[0],[]
48,25591,[0],[]
49,25594,[0],[]
50,25595,[2],[]
51,25596,[0],[]
52,25597,[2],[]
53,25607,[1],[]
54,25608,[1],[]
55,25609,[1],[]
56,25610,[1],[]
57,25611,[2],[]
58,25612,[2],[]
59,25613,[2],[]
60,25614,[2],[]
61,25637,[1],[]
62,25615,[2],[]
63,25616,[2],[]
64,25617,[2],[]
65,25618,[1],[]
66,25619,[1],[]
67,25620,[1],[]
68,25638,[1],[]
69,25639,[1],[]
70,25640,[1],[]
71,25641,[1],[]
72,25642,[1],[]
73,25643,[1],[]
74,25644,[1],[]
75,25645,[1],[]
76,25646,[1],[]
77,25647,[1],[]
78,25631,[1],[]
79,25632,[1],[]
80,25634,[1],[]
81,25635,[1],[]
82,25633,[2],[]
83,25636,[2],[]
84,25648,[2],[]
85,25649,[2],[]
86,25650,[2],[]
87,25651,[2],[]
88,25652,[2],[]
89,25653,[2],[]
90,25654,[2],[]
91,25655,[2],[]
92,25656,[2],[]
93,25657,[2],[]
94,25658,[2],[]
95,25542,[0],[]
96,25544,[0],[]
97,25543,[0],[]
98,25508,[1],[]
99,25510,[1],[]
100,25512,[1],[]
101,25514,[1],[]
102,25516,[1],[]
103,25518,[1],[]
104,25520,[1],[]
105,25522,[1],[]
106,25524,[1],[]
107,25526,[1],[]
108,25528,[1],[]
109,25530,[1],[]
110,25532,[1],[]
111,25534,[1],[]
112,25536,[1],[]
113,25538,[1],[]
114,25540,[1],[]
115,25621,[1],[]
116,25623,[1],[]
117,25625,[1],[]
118,25627,[1],[]
119,25622,[2],[]
120,25624,[2],[]
121,25626,[2],[]
122,25628,[2],[]
123,25509,[2],[]
124,25511,[2],[]
125,25513,[2],[]
126,25515,[2],[]
127,25517,[2],[]
128,25519,[2],[]
129,25521,[2],[]
130,25523,[2],[]
131,25525,[2],[]
132,25527,[2],[]
133,25529,[2],[]
134,25531,[2],[]
135,25533,[2],[]
136,25535,[2],[]
137,25537,[2],[]
138,25539,[2],[]
139,25541,[2],[]
140,25629,[1],[]
141,25630,[2],[]
142,25598,[3],[]
143,25599,[0],[]
144,25600,[0],[]
145,25601,[0],[]
146,25602,[0],[]
147,25603,[3],[]
148,25604,[3],[]
149,25605,[0],[]
150,25606,[2],[]
