"rownum","rid","rid","i32"
0,9566,4235,241092318
1,10025,4236,-689546065
2,10028,4237,-325229012
3,12187,4238,-1063459755
4,11408,4239,75060906
5,12424,4240,-1546708750
6,10821,4241,-662122049
7,12422,4242,-1222371971
8,11503,4243,-1473032832
9,9813,4244,-1989133468
10,12421,4245,-1868712728
11,11391,4246,359955857
12,11386,4247,1311467939
13,12158,4248,-974544988
14,10819,4249,-829142474
15,11506,4250,1238657137
16,10818,4251,1556548718
17,12420,4252,898977981
18,12419,4253,1852863866
19,12423,4254,-1926555720
20,11421,4255,-1097381000
21,11406,4256,-447349213
22,12156,4257,-1707305483
23,11420,4258,1881520832
24,9568,4259,809946488
25,9761,4260,-161837024
26,11508,4261,1438706210
27,12185,4262,-1810728202
28,11389,4263,79690690
29,12111,4264,1470875728
30,9573,4265,-1454885063
31,12186,4266,-1136793470
32,12425,4267,-845083795
33,12114,4268,-1617665736
34,9757,4269,1589443200
35,9812,4270,217182782
36,11422,4271,-1054218304
37,9575,4272,-1934913649
38,9567,4273,-2144854266
39,11504,4274,-961543441
40,10817,4275,-10258181
41,10031,4276,178471226
42,10068,4277,-679831597
43,9881,4278,-551198725
44,7481,4279,823943942
45,10032,4280,1695138765
46,9917,4281,1042835715
47,12183,4282,-1187591138
48,11387,4283,-1804003392
49,11404,4284,2144048919
50,9883,4285,2105666940
51,11448,4286,-833557100
52,9818,4287,2019732113
53,9578,4288,-1298118145
54,10061,4289,-1836970706
55,9876,4290,179196667
56,9910,4291,-1209413694
57,9871,4292,-1352400808
58,9918,4293,-1582580517
59,9916,4294,-320557881
60,9874,4295,1998717565
61,9760,4296,-1696045501
62,10030,4297,581689
63,9868,4298,-994766805
64,12110,4299,1121449463
65,10063,4300,988602414
66,10034,4301,-1890125108
67,9872,4302,1670272265
68,10064,4303,1061245871
69,9884,4304,-1563579594
70,9873,4305,-837436368
71,9914,4306,-1313379392
72,9880,4307,591994908
73,11418,4308,-651769882
74,10067,4309,-1624983573
75,10060,4310,-1899326666
76,10065,4311,1064830047
77,9877,4312,1606123339
78,9915,4313,-886237039
79,9571,4314,757782947
80,9913,4315,-1647971224
81,12155,4316,-1980116762
82,10066,4317,2137168354
83,12182,4318,-1869137618
84,10026,4319,-373197846
85,11388,4320,-886386091
86,9821,4321,-875129113
87,9885,4322,-526910390
88,9911,4323,-823223660
89,10058,4324,-1175504486
90,9820,4325,1281500251
91,10059,4326,-2011908844
92,9569,4327,354591994
93,11403,4328,1894967284
94,10820,4329,1053791753
95,11507,4330,267878817
96,11407,4331,-1384579337
97,12157,4332,-137543231
98,9819,4333,1681370264
99,12153,4334,1527329667
100,9561,4335,1321370010
101,10029,4336,1282291954
102,9919,4337,-244634798
103,9869,4338,-1904121572
104,9570,4339,-1292623951
105,9572,4340,1412694076
106,12154,4341,1097432357
107,12109,4342,269078685
108,10816,4343,1939001032
109,9766,4344,-236396037
110,12184,4345,-1542459129
111,9763,4346,355093100
112,11419,4347,-244270725
113,11505,4348,2020276108
114,9875,4349,791923414
115,12112,4350,-152564983
116,9912,4351,845586367
117,11417,4352,1030607070
118,9564,4353,1428447258
119,9765,4354,1662453964
120,9759,4355,1086159006
121,9758,4356,-1243592460
122,9762,4357,1720992431
123,12568,4358,656298985
124,12569,4359,582388939
125,9764,4360,-1330428925
126,11405,4361,10691341
127,12113,4362,-755425869
128,9563,4363,-1442511853
129,9565,4364,1506993028
130,9817,4365,670027263
131,9870,4366,893483974
132,10033,4367,556899756
133,9562,4368,948244203
134,9816,4369,309564985
135,9882,4370,644717207
136,10062,4371,201423924
137,11390,4372,-425516541
138,9814,4373,1890357588
139,9815,4374,-1603423061
140,9574,4375,788156195
141,10027,4376,-1957681611
142,14018,4377,2045753637
143,7495,4378,-128896791
144,7891,4379,1955122677
145,7459,4380,962398136
146,7598,4381,577143885
147,7676,4382,918643125
148,9469,4383,229705408
149,11501,4384,-1063709812
150,11588,4385,1730251011
151,9879,4386,1218467030
152,9470,4387,-1450684016
153,9921,4388,-829065843
154,11589,4389,615496637
155,10822,4390,951233410
156,11502,4391,-1970844477
157,7677,4392,700761527
158,7599,4393,998675723
159,10035,4394,-1986309304
