"rownum","Mod","Name","Visual","TextStyles","bool","bool"
0,7341,"Toxic",0,"[""outlinecolour:archnemesismodchaosgreenoutline"",""archnemesismodchaosgreen""]","",""
1,7342,"Chaosweaver",1,"[""outlinecolour:archnemesismodchaospurpleoutline"",""archnemesismodchaospurple""]","",""
2,7343,"Frostweaver",2,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
3,7344,"Permafrost",3,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
4,7346,"Hasted",4,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
5,7347,"Deadeye",5,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
6,7349,"Bombardier",6,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
7,7350,"Flameweaver",7,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
8,7351,"Incendiary",8,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
9,7352,"Arcane Buffer",9,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
10,7355,"Echoist",10,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
11,7357,"Stormweaver",11,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
12,7358,"Electrocuting",12,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
13,7359,"Bonebreaker",13,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
14,7360,"Bloodletter",14,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
15,7362,"Steel-infused",16,"[""outlinecolour:archnemesismodphysicalgreyoutline"",""archnemesismodphysicalgrey""]","",""
16,7363,"Gargantuan",17,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
17,7365,"Berserker",18,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
18,7356,"Sentinel",19,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
19,7361,"Juggernaut",20,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
20,7353,"Vampiric",21,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
21,7366,"Overcharged",22,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
22,7367,"Soul Conduit",23,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
23,7368,"Opulent",24,"[""outlinecolour:archnemesismodgoldenoutline"",""archnemesismodgolden""]","",""
24,7369,"Malediction",25,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
