"rownum","ModsKey","i32","i32","i32"
0,22748,2,9,0
1,22749,10,14,0
2,22750,1,10,100
3,22758,11,15,50
4,22751,2,9,0
5,22752,1,10,50
6,22753,11,15,100
7,22664,11,15,10
8,22665,11,15,10
9,22666,11,15,10
10,22667,10,14,0
11,22668,15,30,0
12,22669,10,14,0
13,22670,15,30,0
14,22671,10,14,0
15,22672,15,30,0
16,22673,1,10,20
17,22674,11,15,20
18,22675,1,10,35
19,22676,11,15,35
20,22677,5,9,0
21,22678,1,10,50
22,22679,11,15,50
23,22680,2,9,0
24,22681,1,5,25
25,22682,6,10,25
26,22763,11,15,25
27,22683,5,9,0
28,22684,1,5,25
29,22685,6,15,25
30,22686,5,9,0
31,22687,1,10,25
32,22688,11,15,25
33,22689,2,9,0
34,22690,1,5,25
35,22691,6,10,25
36,22764,11,15,25
37,22692,5,9,0
38,22693,1,10,25
39,22694,11,15,25
40,22695,5,9,0
41,22696,1,10,25
42,22697,11,15,25
43,22698,2,9,0
44,22699,1,5,25
45,22700,6,10,25
46,22761,11,15,25
47,22701,5,9,0
48,22702,1,10,25
49,22703,11,15,25
50,22704,5,9,0
51,22705,1,10,25
52,22706,11,15,25
53,22707,2,9,0
54,22708,1,5,25
55,22709,6,10,25
56,22762,11,15,25
57,22710,1,5,25
58,22711,6,10,25
59,22712,11,15,25
60,22713,1,5,25
61,22714,6,10,25
62,22715,11,15,25
63,22716,1,9,0
64,22717,1,5,25
65,22718,6,10,25
66,22765,11,15,25
67,22719,3,5,0
68,22720,6,10,0
69,22721,11,15,0
70,22722,6,10,20
71,22723,11,15,20
72,22724,1,5,20
73,22725,6,10,20
74,22726,11,15,20
75,22727,3,5,10
76,22728,6,10,10
77,22729,11,15,10
78,22730,2,9,0
79,22731,1,10,100
80,22732,11,15,100
81,22733,6,10,25
82,22734,11,15,25
83,22735,6,10,25
84,22736,11,15,25
85,22737,6,10,25
86,22738,11,15,25
87,22739,6,10,0
88,22740,11,15,0
89,22741,3,5,10
90,22742,6,10,10
91,22760,11,15,10
92,22743,6,10,10
93,22744,11,15,10
94,22745,3,5,30
95,22746,6,10,30
96,22747,11,15,30
97,22754,2,9,0
98,22755,3,5,40
99,22756,6,10,40
100,22759,11,15,40
