"rownum","Id","WorldAreasKey","MonsterVarietiesKeys","[i32]"
0,"ProxyKey1",6,"[1252,1253,1254]","[78,0,122,0,160]"
1,"ProxyKey2",7,[1084],"[78,0,122]"
2,"ProxyKey3",16,[491],"[446,0,480]"
3,"ProxyKey16",33,[973],"[630,0]"
4,"ProxyKey17",36,[1096],[764]
5,"ProxyKey11",47,"[1543,1544]","[862,0]"
6,"ProxyKey13",49,[1936],[984]
7,"ProxyKey229",129,"[1953,2032,2086,1573,1648,3131]",[1152]
8,"ProxyKey8",485,"[4830,4829,4832]",[1274]
9,"ProxyKey15",486,"[4830,4829,4832]",[1274]
10,"ProxyKey18",487,"[4830,4829,4832]",[1274]
11,"ProxyKey19",488,"[4830,4829,4832]",[1274]
12,"ProxyKey21",489,"[4830,4829,4832]",[1274]
13,"ProxyKey22",490,"[4830,4829,4832]",[1274]
14,"ProxyKey31",491,"[4830,4829,4832]",[1274]
15,"ProxyKey32",492,"[4830,4829,4832]",[1274]
16,"ProxyKey33",493,"[4830,4829,4832]",[1274]
17,"ProxyKey34",494,"[4830,4829,4832]",[1274]
18,"ProxyKey36",495,"[4830,4829,4832]",[1274]
19,"ProxyKey37",485,[4849],[2158]
20,"ProxyKey43",486,[4849],[2158]
21,"ProxyKey44",487,[4849],[2158]
22,"ProxyKey7",488,[4849],[2158]
23,"ProxyKey12",489,[4849],[2158]
24,"ProxyKey20",490,[4849],[2158]
25,"ProxyKey23",491,[4849],[2158]
26,"ProxyKey26",492,[4849],[2158]
27,"ProxyKey29",493,[4849],[2158]
28,"ProxyKey35",494,[4849],[2158]
29,"ProxyKey39",495,[4849],[2158]
30,"ProxyKey51",558,"[4830,4829,4832]",[1274]
31,"ProxyKey52",559,"[4830,4829,4832]",[1274]
32,"ProxyKey53",560,"[4830,4829,4832]",[1274]
33,"ProxyKey54",561,"[4830,4829,4832]",[1274]
34,"ProxyKey55",562,"[4830,4829,4832]",[1274]
35,"ProxyKey56",563,"[4830,4829,4832]",[1274]
36,"ProxyKey57",564,"[4830,4829,4832]",[1274]
37,"ProxyKey58",565,"[4830,4829,4832]",[1274]
38,"ProxyKey59",566,"[4830,4829,4832]",[1274]
39,"ProxyKey60",567,"[4830,4829,4832]",[1274]
40,"ProxyKey61",568,"[4830,4829,4832]",[1274]
41,"ProxyKey65",558,[4849],[2158]
42,"ProxyKey68",559,[4849],[2158]
43,"ProxyKey70",560,[4849],[2158]
44,"ProxyKey71",561,[4849],[2158]
45,"ProxyKey72",562,[4849],[2158]
46,"ProxyKey73",563,[4849],[2158]
47,"ProxyKey74",564,[4849],[2158]
48,"ProxyKey75",565,[4849],[2158]
49,"ProxyKey76",566,[4849],[2158]
50,"ProxyKey77",567,[4849],[2158]
51,"ProxyKey78",568,[4849],[2158]
52,"ProxyKey79",630,"[4830,4829,4832]",[1274]
53,"ProxyKey80",631,"[4830,4829,4832]",[1274]
54,"ProxyKey81",632,"[4830,4829,4832]",[1274]
55,"ProxyKey82",633,"[4830,4829,4832]",[1274]
56,"ProxyKey83",634,"[4830,4829,4832]",[1274]
57,"ProxyKey84",635,"[4830,4829,4832]",[1274]
58,"ProxyKey45",636,"[4830,4829,4832]",[1274]
59,"ProxyKey46",637,"[4830,4829,4832]",[1274]
60,"ProxyKey47",638,"[4830,4829,4832]",[1274]
61,"ProxyKey48",639,"[4830,4829,4832]",[1274]
62,"ProxyKey49",640,"[4830,4829,4832]",[1274]
63,"ProxyKey50",630,[4849],[2158]
64,"ProxyKey85",631,[4849],[2158]
65,"ProxyKey86",632,[4849],[2158]
66,"ProxyKey87",633,[4849],[2158]
67,"ProxyKey88",634,[4849],[2158]
68,"ProxyKey89",635,[4849],[2158]
69,"ProxyKey90",636,[4849],[2158]
70,"ProxyKey91",637,[4849],[2158]
71,"ProxyKey92",638,[4849],[2158]
72,"ProxyKey93",639,[4849],[2158]
73,"ProxyKey94",640,[4849],[2158]
74,"ProxyKey95",702,"[4830,4829,4832]",[1274]
75,"ProxyKey96",703,"[4830,4829,4832]",[1274]
76,"ProxyKey97",704,"[4830,4829,4832]",[1274]
77,"ProxyKey98",705,"[4830,4829,4832]",[1274]
78,"ProxyKey99",706,"[4830,4829,4832]",[1274]
79,"ProxyKey100",707,"[4830,4829,4832]",[1274]
80,"ProxyKey101",708,"[4830,4829,4832]",[1274]
81,"ProxyKey102",709,"[4830,4829,4832]",[1274]
82,"ProxyKey103",710,"[4830,4829,4832]",[1274]
83,"ProxyKey104",711,"[4830,4829,4832]",[1274]
84,"ProxyKey105",712,"[4830,4829,4832]",[1274]
85,"ProxyKey106",702,[4849],[2158]
86,"ProxyKey107",703,[4849],[2158]
87,"ProxyKey108",704,[4849],[2158]
88,"ProxyKey109",705,[4849],[2158]
89,"ProxyKey110",706,[4849],[2158]
90,"ProxyKey111",707,[4849],[2158]
91,"ProxyKey112",708,[4849],[2158]
92,"ProxyKey113",709,[4849],[2158]
93,"ProxyKey114",710,[4849],[2158]
94,"ProxyKey115",711,[4849],[2158]
95,"ProxyKey116",712,[4849],[2158]
