"rownum","Id","Tier","Mod","[i32]","[rid]","Icon","Type","Achievements"
0,"AddedPhysicalHighReducedAttackSpeed",1,32731,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
1,"AddedPhysicalHighReducedAttackSpeed",2,32732,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
2,"AddedPhysicalHighReducedAttackSpeed",3,32733,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
3,"AddedPhysicalHighReducedAttackSpeed",4,32734,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
4,"AddedPhysicalHighReducedAttackSpeed",5,32735,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
5,"AddedPhysical2hHighReducedAttackSpeed",1,32736,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
6,"AddedPhysical2hHighReducedAttackSpeed",2,32737,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
7,"AddedPhysical2hHighReducedAttackSpeed",3,32738,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
8,"AddedPhysical2hHighReducedAttackSpeed",4,32739,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
9,"AddedPhysical2hHighReducedAttackSpeed",5,32740,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
10,"AddedPhysical",1,32741,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
11,"AddedPhysical",2,32742,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
12,"AddedPhysical",3,32743,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
13,"AddedPhysical",4,32744,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
14,"AddedPhysical",5,32745,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
15,"AddedPhysical2h",1,32746,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
16,"AddedPhysical2h",2,32747,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
17,"AddedPhysical2h",3,32748,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
18,"AddedPhysical2h",4,32749,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
19,"AddedPhysical2h",5,32750,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
20,"AddedPhysicalLowFireConvert",1,32751,[1],"[2,0]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
21,"AddedPhysicalLowFireConvert",2,32752,[1],"[2,0]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
22,"AddedPhysicalLowFireConvert",3,32753,[1],"[2,0]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
23,"AddedPhysicalLowFireConvert",4,32754,[1],"[2,0]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
24,"AddedPhysicalLowFireConvert",5,32755,[1],"[2,0]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
25,"AddedPhysical2hLowFireConvert",1,32756,[1],"[2,0]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
26,"AddedPhysical2hLowFireConvert",2,32757,[1],"[2,0]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
27,"AddedPhysical2hLowFireConvert",3,32758,[1],"[2,0]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
28,"AddedPhysical2hLowFireConvert",4,32759,[1],"[2,0]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
29,"AddedPhysical2hLowFireConvert",5,32760,[1],"[2,0]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
30,"AddedPhysicalLowColdConvert",1,32761,[1],"[2,1]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
31,"AddedPhysicalLowColdConvert",2,32762,[1],"[2,1]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
32,"AddedPhysicalLowColdConvert",3,32763,[1],"[2,1]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
33,"AddedPhysicalLowColdConvert",4,32764,[1],"[2,1]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
34,"AddedPhysicalLowColdConvert",5,32765,[1],"[2,1]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
35,"AddedPhysical2hLowColdConvert",1,32766,[1],"[2,1]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
36,"AddedPhysical2hLowColdConvert",2,32767,[1],"[2,1]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
37,"AddedPhysical2hLowColdConvert",3,32768,[1],"[2,1]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
38,"AddedPhysical2hLowColdConvert",4,32769,[1],"[2,1]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
39,"AddedPhysical2hLowColdConvert",5,32770,[1],"[2,1]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
40,"AddedPhysicalLowLightningConvert",1,32771,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
41,"AddedPhysicalLowLightningConvert",2,32772,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
42,"AddedPhysicalLowLightningConvert",3,32773,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
43,"AddedPhysicalLowLightningConvert",4,32774,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
44,"AddedPhysicalLowLightningConvert",5,32775,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
45,"AddedPhysical2hLowLightningConvert",1,32776,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
46,"AddedPhysical2hLowLightningConvert",2,32777,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
47,"AddedPhysical2hLowLightningConvert",3,32778,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
48,"AddedPhysical2hLowLightningConvert",4,32779,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
49,"AddedPhysical2hLowLightningConvert",5,32780,[1],"[2,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
50,"AddedPhysicalLowChaosConvert",1,32781,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
51,"AddedPhysicalLowChaosConvert",2,32782,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
52,"AddedPhysicalLowChaosConvert",3,32783,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
