"rownum","Mod","Categories","DestroyAchievements"
0,25544,[0],[]
1,25545,[0],[8128]
2,25546,[0],[8117]
3,25547,[0],[8129]
4,25548,[0],[8130]
5,25549,[0],[8125]
6,25550,[0],[8120]
7,25551,[0],[8122]
8,25552,[0],[8123]
9,25553,[0],[8124]
10,25554,[0],[8126]
11,25555,[1],[]
12,25556,[1],[8119]
13,25557,[1],[8118]
14,25558,[3],[]
15,25559,[0],[8127]
16,25560,[0],[8131]
17,25561,[0],[8132]
18,25562,[1],[8133]
19,25563,[0],[]
20,25564,[0],[]
21,25565,[0],[]
22,25566,[0],[8134]
23,25567,[0],[]
24,25568,[0],[8121]
25,25569,[0],[8135]
26,25570,[0],[8115]
27,25571,[0],[8114]
28,25572,[0],[8113]
29,25573,[0],[8116]
30,25574,[0],[8136]
31,25575,[0],[8137]
32,25576,[0],[8138]
33,25577,[0],[8139]
34,25578,[0],[8140]
35,25579,[0],[8141]
36,25580,[0],[8142]
37,25581,[0],[8143]
38,25582,[3],[]
39,25592,[3],[]
40,25591,[3],[]
41,25583,[0],[]
42,25584,[2],[]
43,25585,[0],[]
44,25586,[2],[]
45,25587,[0],[]
46,25588,[0],[]
47,25589,[0],[]
48,25590,[0],[]
49,25593,[0],[]
50,25594,[2],[]
51,25595,[0],[]
52,25596,[2],[]
53,25606,[1],[]
54,25607,[1],[]
55,25608,[1],[]
56,25609,[1],[]
57,25610,[2],[]
58,25611,[2],[]
59,25612,[2],[]
60,25613,[2],[]
61,25636,[1],[]
62,25614,[2],[]
63,25615,[2],[]
64,25616,[2],[]
65,25617,[1],[]
66,25618,[1],[]
67,25619,[1],[]
68,25637,[1],[]
69,25638,[1],[]
70,25639,[1],[]
71,25640,[1],[]
72,25641,[1],[]
73,25642,[1],[]
74,25643,[1],[]
75,25644,[1],[]
76,25645,[1],[]
77,25646,[1],[]
78,25630,[1],[]
79,25631,[1],[]
80,25633,[1],[]
81,25634,[1],[]
82,25632,[2],[]
83,25635,[2],[]
84,25647,[2],[]
85,25648,[2],[]
86,25649,[2],[]
87,25650,[2],[]
88,25651,[2],[]
89,25652,[2],[]
90,25653,[2],[]
91,25654,[2],[]
92,25655,[2],[]
93,25656,[2],[]
94,25657,[2],[]
95,25541,[0],[]
96,25543,[0],[]
97,25542,[0],[]
98,25507,[1],[]
99,25509,[1],[]
100,25511,[1],[]
101,25513,[1],[]
102,25515,[1],[]
103,25517,[1],[]
104,25519,[1],[]
105,25521,[1],[]
106,25523,[1],[]
107,25525,[1],[]
108,25527,[1],[]
109,25529,[1],[]
110,25531,[1],[]
111,25533,[1],[]
112,25535,[1],[]
113,25537,[1],[]
114,25539,[1],[]
115,25620,[1],[]
116,25622,[1],[]
117,25624,[1],[]
118,25626,[1],[]
119,25621,[2],[]
120,25623,[2],[]
121,25625,[2],[]
122,25627,[2],[]
123,25508,[2],[]
124,25510,[2],[]
125,25512,[2],[]
126,25514,[2],[]
127,25516,[2],[]
128,25518,[2],[]
129,25520,[2],[]
130,25522,[2],[]
131,25524,[2],[]
132,25526,[2],[]
133,25528,[2],[]
134,25530,[2],[]
135,25532,[2],[]
136,25534,[2],[]
137,25536,[2],[]
138,25538,[2],[]
139,25540,[2],[]
140,25628,[1],[]
141,25629,[2],[]
142,25597,[3],[]
143,25598,[0],[]
144,25599,[0],[]
145,25600,[0],[]
146,25601,[0],[]
147,25602,[3],[]
148,25603,[3],[]
149,25604,[0],[]
150,25605,[2],[]
