"rownum","rid","rid","rid"
0,1707,16996,13806
1,1704,16996,13806
2,1703,16996,13806
3,1708,16996,13806
4,1702,16996,13806
5,1706,16996,13806
6,1705,16996,13806
7,1666,16996,13805
8,1668,16996,13805
9,1671,16996,13805
10,1673,16996,13805
11,1674,16996,13804
12,1670,16996,13805
13,1669,16996,13804
14,1667,16996,13804
15,1672,16996,13804
16,884,16996,13806
17,885,16996,13806
18,886,16996,13807
19,887,16996,13806
20,888,16996,13805
21,889,16996,13805
22,890,16996,13805
23,891,16996,13804
24,892,16996,13804
25,893,16996,13804
26,0,16996,13803
27,33,16996,13803
28,111,16996,13804
29,7,16996,13804
30,11,16996,13803
31,8,16996,13803
32,15,16996,13804
33,1131,16996,13806
34,115,16996,13805
35,114,16996,13804
36,35,16996,13807
37,116,16996,13806
38,54,16996,13807
39,22,16996,13803
40,21,16996,13803
41,20,16996,13803
42,53,16996,13807
43,4,16996,13806
44,3,16996,13805
45,112,16996,13804
46,12,16996,13803
47,27,16996,13804
48,28,16996,13807
49,110,16996,13806
50,1218,16996,13806
51,17,16996,13803
52,9,16996,13803
53,26,16996,13807
54,29,16996,13803
55,191,16996,13806
56,192,16996,13806
57,193,16996,13806
58,194,16996,13805
59,195,16996,13805
60,196,16996,13805
61,197,16996,13805
62,198,16996,13804
63,199,16996,13804
64,200,16996,13804
65,201,16996,13804
66,202,16996,13804
67,1217,16996,13805
68,141,16996,13805
69,143,16996,13805
70,146,16996,13805
71,144,16996,13805
72,142,16996,13805
73,145,16996,13805
74,148,16996,13807
75,147,16996,13806
76,149,16996,13805
77,762,16996,13806
78,732,16996,13806
79,746,16996,13806
80,716,16996,13806
81,748,16996,13806
82,718,16996,13806
83,760,16996,13806
84,730,16996,13807
85,763,16996,13806
86,733,16996,13806
87,756,16996,13806
88,726,16996,13806
89,751,16996,13806
90,721,16996,13806
91,754,16996,13806
92,724,16996,13806
93,772,16996,13806
94,742,16996,13806
95,747,16996,13806
96,717,16996,13806
97,764,16996,13806
98,734,16996,13806
99,757,16996,13806
100,727,16996,13806
101,766,16996,13806
102,736,16996,13806
103,768,16996,13806
104,738,16996,13806
105,767,16996,13806
106,769,16996,13806
107,739,16996,13806
108,737,16996,13806
109,750,16996,13806
110,720,16996,13806
111,753,16996,13806
112,723,16996,13806
113,744,16996,13806
114,752,16996,13806
115,722,16996,13806
116,714,16996,13806
117,755,16996,13806
118,725,16996,13806
119,773,16996,13806
120,743,16996,13806
121,745,16996,13806
122,759,16996,13806
123,729,16996,13806
124,715,16996,13806
125,765,16996,13806
126,735,16996,13806
127,771,16996,13806
128,741,16996,13806
129,770,16996,13806
130,740,16996,13806
131,761,16996,13806
132,731,16996,13806
133,758,16996,13806
134,728,16996,13806
135,749,16996,13806
136,719,16996,13806
137,2,16996,13803
138,1230,16996,13806
139,1228,16996,13806
140,1231,16996,13807
141,1225,16996,13805
142,1224,16996,13805
143,1223,16996,13805
144,1226,16996,13806
145,1229,16996,13805
146,1227,16996,13806
147,55,16996,13807
148,56,16996,13807
149,206,16996,13806
150,207,16996,13806
151,208,16996,13806
152,204,16996,13806
153,205,16996,13806
154,203,16996,13807
155,19,16996,13805
156,128,16996,13807
157,117,16996,13807
158,18,16996,13803
159,1675,16996,13805
160,1216,16996,13804
161,1654,16996,13806
162,1656,16996,13806
163,219,16996,13807
164,218,16996,13806
165,217,16996,13805
166,216,16996,13804
167,215,16996,13807
168,214,16996,13806
169,213,16996,13805
170,212,16996,13804
171,1655,16996,13806
172,125,16996,13807
173,6,16996,13807
174,168,16996,13805
175,162,16996,13805
176,166,16996,13805
177,174,16996,13806
178,172,16996,13805
179,164,16996,13806
180,153,16996,13805
181,170,16996,13807
182,163,16996,13806
183,161,16996,13805
184,173,16996,13806
185,152,16996,13805
186,155,16996,13805
187,167,16996,13807
188,150,16996,13805
189,165,16996,13805
190,158,16996,13805
191,156,16996,13805
192,171,16996,13805
193,151,16996,13805
194,154,16996,13805
195,159,16996,13805
196,157,16996,13805
197,160,16996,13805
198,169,16996,13805
199,42,16996,13805
200,13,16996,13804
201,220,16996,13807
202,102,16996,13805
203,101,16996,13805
204,99,16996,13805
205,100,16996,13806
206,103,16996,13807
207,10,16996,13805
208,5,16996,13804
209,14,16996,13806
210,16,16996,13803
211,209,16996,13807
212,935,16996,13807
213,934,16996,13807
214,932,16996,13807
215,933,16996,13807
216,931,16996,13807
217,1723,16996,13806
218,1724,16996,13807
219,1725,16996,13806
220,1726,16996,13807
