"rownum","Id","Name","IsCategory","Category","bool","SubFlagArt","IsGuild","Parent","CategoryArt"
0,"Specials","Specials",1,"","","","","",""
1,"NewItems","New",1,"","","","","",""
2,"StashTabs","Stash Tabs",1,"","","","","",""
3,"Bundles","Bundles",1,"","","","","",""
4,"ArmourEffects","Armour",1,"","","","","",""
5,"BackAttachments","Back Attachments",1,"","","","","",""
6,"WeaponEffects","Weapon",1,"","","","","",""
7,"Weapon","Weapon","","","","","","",""
8,"FinisherEffects","Finisher Effects",1,"","","","","",""
9,"Portals","Portals",1,"","","","","",""
10,"AlternateSkillEffects","Skill Effects",1,"","","","","",""
11,"CharacterEffects","Character",1,"","","","","",""
12,"Character","Character","","","","","","",""
13,"FootprintEffects","Footprints",1,"","","","","",""
14,"Guild","Guild",1,"","","","","",""
15,"GuildHideout","Guild Hideout",1,"","","","","",""
16,"Pets","Pets",1,"","","","","",""
17,"Hideout","Hideout",1,"","","","","",""
18,"VisualEffects","Visual Effects",1,"","","","","",""
19,"GuildHideouts","Hideouts","","","","","","",""
20,"GuildStashTabs","Stash Tabs","","","","","","",""
21,"GuildHideoutSkins","Utility Skins","","","","","","",""
22,"GuildBundles","Bundles","","","","","","",""
23,"GuildHideoutDecorations","Decorations","","","","","","",""
24,"Consumable","Consumable","","","","","","",""
25,"MysteryPacks","Mystery Packs","",24,"","","","",""
26,"MostPopular","Most Popular","","","","","","",""
27,"AccountFeatures","Account Features",1,"","","","","",""
28,"ClassicEffects","Classic Effects","","","","","","",""
29,"PoE2MysteryBoxes","Mystery Boxes","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagEffects","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame13"
30,"PoE2StashTabs","Stash Tabs","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagStashes","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame1"
31,"PoE2Armour","Armour","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagArmour","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame2"
32,"PoE2Weapons","Weapon","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagWeapons","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame4"
33,"PoE2Portals","Portals","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagPortals","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame5"
34,"PoE2Pets","Pets","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagPets","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame7"
35,"PoE2GemEffects","Gem Effects","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagEffects","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame10"
36,"PoE2VisualEffects","Visual Effects","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagEffects","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame9"
37,"PoE2Accessories","Accessories","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagCharacter","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame11"
38,"PoE2AccountFeatures","Account Features","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagCharacter","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame3"
39,"PoE2Hideouts","Hideouts","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagHideouts","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame8"
40,"PoE2Bundles","Bundles","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagCharacter","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame6"
41,"PoE2GuildStashTabs","Guild Stash Tabs","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildStashes",1,"","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildStashes"
42,"PoE2GuildHideouts","Hideout Areas","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildHideouts",1,"","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildHideouts"
43,"PoE2GuildUtilitySkins","Utility Skins","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildltems",1,"","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/Guildltems"
44,"PoE2GuildHideoutDecorations","Hideout Decorations","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildEffects",1,"","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildEffects"
45,"PoE2GuildFeatures","Guild Features","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildBundles",1,"","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildBundles"
46,"TencentHotAndNew","Hot and New",1,"","","","","",""
47,"TencentAccountFunctions","Account Functions",1,"","","","","",""
48,"TencentGuildFunctions","Guild Functions",1,"","","","","",""
49,"TencentCosmetics","Cosmetics",1,"","","","","",""
50,"TencentBackAttachments","Back Attachments",1,"","","","","",""
51,"TencentWeaponEffects","Weapon Effects",1,"","","","","",""
52,"TencentSkillEffects","Skill Effects",1,"","","","","",""
53,"TencentCharacterEffects","Character Effects",1,"","","","","",""
54,"TencentFootprintsEffects","Footprints Effects",1,"","","","","",""
55,"TencentPortalEffects","Portal Effects",1,"","","","","",""
56,"TencentPets","Pets",1,"","","","","",""
57,"TencentHideout","Hideout",1,"","","","","",""
58,"TencentTradeableMicrotransactions","Tradeable Microtransaction",1,"","","","","",""
59,"TencentSecondary","Tencent Misc","","","","","","",""
60,"CursorMtx","Cursor Skin","","","","","","",""
61,"HUDMtx","HUD Skin","","","","","","",""
62,"JewelMtx","Passive Jewel Skin","","","","","","",""
63,"FlaskMtx","Flask Skin","","","","","","",""
64,"BeltMtx","Belt Skin","","","","","","",""
65,"AmuletMtx","Amulet Skin","","","","","","",""
66,"WeaponSkin1Mtx","Main-hand Skin","","","","","","",""
67,"WeaponSkin2Mtx","Off-hand Skin","","","","","","",""
68,"WeaponEffect1Mtx","Main-hand Effect","","","","","","",""
69,"WeaponEffect2Mtx","Off-hand Effect","","","","","","",""
70,"WeaponAddedEffect1Mtx","Main-hand Added Effect","","","","","","",""
71,"WeaponAddedEffect2Mtx","Off-hand Added Effect","","","","","","",""
72,"HelmetSkinMtx","Helmet Skin","",4,"","","","",""
73,"HelmetAttachmentMtx","Helmet Attachment","",4,"","","","",""
74,"ArmourSkinMtx","Armour Skin","",4,"","","","",""
75,"ArmourAttachmentMtx","Armour Attachment","",4,"","","","",""
76,"GlovesMtx","Gloves","",4,"","","","",""
77,"BootsMtx","Boots","",4,"","","","",""
78,"FootprintsMtx","Footprints","","","","","","",""
79,"ShieldSkin","Shield Skin","","","","","","",""
80,"ApparitionMtx","Apparition","","","","","","",""
81,"CharacterEffectMtx","Character Effect","","","","","","",""
82,"PetMtx","Pet","","","","","","",""
83,"SocialFrameMtx","Social Frame","","","","","","",""
84,"PortraitMtx","Portrait","","","","","","",""
85,"PortalMtx","Portal","","","","","","",""
86,"RingMtx","Ring Skin","","","","","","",""
87,"HipAttachmentMtx","Hip Attachment","","","","","","",""
88,"SlotlessMtx","[DNT-UNUSED]","","","","","","",""
89,"AlternateCharges","Alternate Charge Skin","",11,"","","","",""
90,"AncestralCallMtx","Ancestral Call","",10,"","","","",""
91,"AncestralWarchiefMtx","Ancestral Warchief","",10,"","","","",""
92,"AngerMtx","Anger","",10,"","","","",""
93,"ArcMtx","Arc","",10,"","","","",""
94,"ArcticArmourMtx","Arctic Armour","",10,"","","","",""
95,"BallLightningMtx","Ball Lightning","",10,"","","","",""
96,"BarrageMtx","Barrage","",10,"","","","",""
97,"BladefallMtx","Bladefall","",10,"","","","",""
98,"BladeflurryMtx","Blade Flurry","",10,"","","","",""
99,"BladeVortexMtx","Blade Vortex","",10,"","","","",""
100,"BlasphemyMtx","Blasphemy","",10,"","","","",""
101,"BlastRainMtx","Blast Rain","",10,"","","","",""
102,"BlinkArrowMtx","Blink Arrow","",10,"","","","",""
103,"BloodRageMtx","Blood Rage","",10,"","","","",""
104,"ClarityMtx","Clarity","",10,"","","","",""
105,"CleaveMtx","Cleave","",10,"","","","",""
106,"ChargedDashMtx","Charged Dash","",10,"","","","",""
107,"ColdSnapMtx","Cold Snap","",10,"","","","",""
108,"ContagionMtx","Contagion","",10,"","","","",""
109,"ConvocationMtx","Convocation","",10,"","","","",""
110,"CremationMtx","Cremation","",10,"","","","",""
111,"CycloneMtx","Cyclone","",10,"","","","",""
112,"DecoyTotemMtx","Decoy Totem","",10,"","","","",""
113,"DesecrateMtx","Desecrate","",10,"","","","",""
114,"DeterminationMtx","Determination","",10,"","","","",""
115,"DevouringTotemMtx","Devouring Totem","",10,"","","","",""
116,"DischargeMtx","Discharged","",10,"","","","",""
117,"DisciplineMtx","Discipline","",10,"","","","",""
118,"DoubleStrikeMtx","Double Strike","",10,"","","","",""
119,"EarthquakeMtx","Earthquake","",10,"","","","",""
120,"ElementalHitMtx","Elemental Hit","",10,"","","","",""
121,"EssenceDrainMtx","Essence Drain","",10,"","","","",""
122,"EtherealKnivesMtx","Ethereal Knives","",10,"","","","",""
123,"FireballMtx","Fireball","",10,"","","","",""
124,"FirestormMtx","Firestorm","",10,"","","","",""
125,"FlameblastMtx","Flameblast","",10,"","","","",""
126,"FlameDashMtx","Flame Dash","",10,"","","","",""
127,"FlameTotemMtx","Holy Flame Totem","",10,"","","","",""
128,"FlickerStrikeMtx","Flicker Strike","",10,"","","","",""
129,"FreezingPulseMtx","Freezing Pulse","",10,"","","","",""
130,"FrostBladesMtx","Frost Blades","",10,"","","","",""
131,"FrostBoltMtx","Frostbolt","",10,"","","","",""
132,"FrostBoltNovaMtx","Vortex","",10,"","","","",""
133,"FrostBombMtx","Frost Bomb","",10,"","","","",""
134,"GlacialCascadeMtx","Glacial Cascade","",10,"","","","",""
135,"GraceMtx","Grace","",10,"","","","",""
136,"GroundSlamMtx","Ground Slam","",10,"","","","",""
137,"HasteMtx","Haste","",10,"","","","",""
138,"HatredMtx","Hatred","",10,"","","","",""
139,"HeraldOfAgonyMtx","Herald of Agony","",10,"","","","",""
140,"HeraldOfAshMtx","Herald of Ash","",10,"","","","",""
141,"HeraldOfIceMtx","Herald of Ice","",10,"","","","",""
142,"HeraldOfLightMtx","Herald of Purity","",10,"","","","",""
143,"HeraldOfThunderMtx","Herald of Thunder","",10,"","","","",""
144,"HexblastMtx","Hexblast","",10,"","","","",""
145,"HolyRelicMtx","Summon Holy Relic","",10,"","","","",""
146,"IceNovaMtx","Ice Nova","",10,"","","","",""
147,"IceSpearMtx","Ice Spear","",10,"","","","",""
148,"IceTrapMtx","Ice Trap","",10,"","","","",""
149,"ImmortalCallMtx","Immortal Call","",10,"","","","",""
150,"IncinerateMtx","Incinerate","",10,"","","","",""
151,"KineticBlastMtx","Kinetic Blast","",10,"","","","",""
152,"LacerateMtx","Lacerate","",10,"","","","",""
153,"LightningSpireMtx","Lightning Spire","",10,"","","","",""
154,"LightningWarpMtx","Lightning Warp","",10,"","","","",""
155,"LeapSlamMtx","Leap Slam","",10,"","","","",""
156,"LightningArrowMtx","Lightning Arrow","",10,"","","","",""
157,"MagmaOrbMtx","Rolling Magma","",10,"","","","",""
158,"MirageArcherMtx","Mirage Archer","",10,"","","","",""
159,"MirrorArrowMtx","Mirror Arrow","",10,"","","","",""
160,"MoltenShellMtx","Molten Shell","",10,"","","","",""
161,"MoltenStrikeMtx","Molten Strike","",10,"","","","",""
162,"OrbOfStormsMtx","Orb of Storms","",10,"","","","",""
163,"PhaseRunMtx","Phase Run","",10,"","","","",""
164,"CausticArrowMtx","Caustic Arrow","",10,"","","","",""
165,"PurityMtx","Purity","",10,"","","","",""
166,"PurityofFireMtx","Purity of Fire","",10,"","","","",""
167,"PurityofIceMtx","Purity of Ice","",10,"","","","",""
168,"PurityofLightningMtx","Purity of Lightning","",10,"","","","",""
169,"RainOfArrowsMtx","Rain of Arrows","",10,"","","","",""
170,"RaiseSpectreMtx","Bind Spectre","",10,"","","","",""
171,"RaiseZombieMtx","Raise Zombie","",10,"","","","",""
172,"ReaveMtx","Reave","",10,"","","","",""
173,"RejuvenationTotemMtx","Rejuvenation Totem","",10,"","","","",""
174,"RighteousFireMtx","Righteous Fire","",10,"","","","",""
175,"ScorchingRayMtx","Scorching Ray","",10,"","","","",""
176,"ScourgeArrowMtx","Scourge Arrow","",10,"","","","",""
177,"SearingBondMtx","Searing Bond","",10,"","","","",""
178,"ShieldChargeMtx","Shield Charge","",10,"","","","",""
179,"ShockNovaMtx","Shock Nova","",10,"","","","",""
180,"ShockwaveTotemMtx","Shockwave Totem","",10,"","","","",""
181,"SiegeBallistaMtx","Siege Ballista","",10,"","","","",""
182,"SparkMtx","Spark","",10,"","","","",""
183,"SpectralShieldThrowMtx","Spectral Shield Throw","",10,"","","","",""
184,"SplitArrowMtx","Split Arrow","",10,"","","","",""
185,"StormCallMtx","Storm Call","",10,"","","","",""
186,"SummonChaosGolemMtx","Summon Chaos Golem","",10,"","","","",""
187,"SummonFlameGolemMtx","Summon Flame Golem","",10,"","","","",""
188,"SummonIceGolemMtx","Summon Ice Golem","",10,"","","","",""
189,"SummonLightningGolemMtx","Summon Lightning Golem","",10,"","","","",""
190,"SummonRagingSpiritMtx","Summon Raging Spirit","",10,"","","","",""
191,"SummonStoneGolemMtx","Summon Stone Golem","",10,"","","","",""
192,"SummonSkeletonsMtx","Summon Skeletons","",10,"","","","",""
193,"SunderMtx","Sunder","",10,"","","","",""
194,"TempestShieldMtx","Tempest Shield","",10,"","","","",""
195,"ThrownWeaponMtx","Spectral Throw","",10,"","","","",""
196,"TornadoShotMtx","Tornado Shot","",10,"","","","",""
197,"ToxicRainMtx","Toxic Rain","",10,"","","","",""
198,"VaalAncestralWarchiefMtx","Vaal Ancestral Warchief","",10,"","","","",""
199,"VaalAnimateWeaponMtx","Vaal Animate Weapon","",10,"","","","",""
200,"VaalArcMtx","Vaal Arc","",10,"","","","",""
201,"VaalArcticArmourMtx","Vaal Arctic Armour","",10,"","","","",""
202,"VaalBladeVortexMtx","Vaal Blade Vortex","",10,"","","","",""
203,"VaalClarityMtx","Vaal Clarity","",10,"","","","",""
204,"VaalColdSnapMtx","Vaal Cold Snap","",10,"","","","",""
205,"VaalCycloneMtx","Vaal Cyclone","",10,"","","","",""
206,"VaalDisciplineMtx","Vaal Discipline","",10,"","","","",""
207,"VaalDominationMtx","Vaal Domination","",10,"","","","",""
208,"VaalDoubleStrikeMtx","Vaal Double Strike","",10,"","","","",""
209,"VaalEarthquakeMtx","Vaal Earthquake","",10,"","","","",""
210,"VaalFireballMtx","Vaal Fireball","",10,"","","","",""
211,"VaalFirestormMtx","Vaal Firestorm","",10,"","","","",""
212,"VaalFlameblastMtx","Vaal Flameblast","",10,"","","","",""
213,"VaalGraceMtx","Vaal Grace","",10,"","","","",""
214,"VaalGroundSlamMtx","Vaal Ground Slam","",10,"","","","",""
215,"VaalHasteMtx","Vaal Haste","",10,"","","","",""
216,"VaalIceNovaMtx","Vaal Ice Nova","",10,"","","","",""
217,"VaalIceShotMtx","Vaal Ice Shot","",10,"","","","",""
