"rownum","Key","SpawnWeight_TagsKeys","SpawnWeight_Values","ModsKey","MinLevel","MaxLevel","IsPrefix"
0,"ProxyKey1",[0],[45],8712,2,39,1
1,"ProxyKey2",[0],[45],8711,40,100,1
2,"ProxyKey3",[0],[45],8713,40,100,1
3,"ProxyKey4","[158,0]","[0,94]",8714,2,100,1
4,"ProxyKey5","[162,0]","[0,0]",8715,40,100,1
5,"ProxyKey6","[152,0]","[0,45]",8716,56,100,1
6,"ProxyKey7","[57,0]","[45,0]",8717,68,100,1
7,"ProxyKey8","[57,0]","[1,0]",8718,68,100,1
8,"ProxyKey9",[0],[94],8720,2,39,1
9,"ProxyKey10",[0],[94],8719,40,100,1
10,"ProxyKey11","[158,0]","[0,94]",8722,2,39,1
11,"ProxyKey12","[158,0]","[0,94]",8721,40,100,1
12,"ProxyKey13",[0],[94],8724,2,39,1
13,"ProxyKey14",[0],[94],8723,40,100,1
14,"ProxyKey15",[0],[94],8726,2,39,1
15,"ProxyKey16",[0],[94],8725,40,100,1
16,"ProxyKey17",[0],[45],8727,2,100,1
17,"ProxyKey18",[0],[94],8729,2,39,1
18,"ProxyKey19",[0],[94],8728,40,100,1
19,"ProxyKey20",[0],[94],8730,40,100,1
20,"ProxyKey21",[0],[45],8731,56,100,1
21,"ProxyKey22",[0],[94],8732,40,100,1
22,"ProxyKey23","[57,0]","[9,0]",8733,68,100,1
23,"ProxyKey24",[0],[94],8734,40,100,1
24,"ProxyKey25",[0],[45],8735,56,100,1
25,"ProxyKey26",[0],[45],8736,40,100,1
26,"ProxyKey27",[0],[45],8737,40,100,1
27,"ProxyKey28",[0],[9],8739,23,39,1
28,"ProxyKey29",[0],[9],8738,40,100,1
29,"ProxyKey30","[61,0]","[9,0]",8740,40,100,1
30,"ProxyKey31",[0],[45],8741,40,100,1
31,"ProxyKey32",[0],[45],8742,40,100,1
32,"ProxyKey33",[0],[94],8743,2,100,1
33,"ProxyKey34",[0],[94],8744,40,100,1
34,"ProxyKey35",[0],[94],8745,2,100,1
35,"ProxyKey36",[0],[94],8746,40,100,1
36,"ProxyKey37",[0],[94],8747,2,100,1
37,"ProxyKey38",[0],[94],8748,40,100,1
38,"ProxyKey39",[0],[0],8749,2,100,1
39,"ProxyKey40",[0],[0],8750,40,100,1
40,"ProxyKey41",[0],[94],8751,2,100,1
41,"ProxyKey42",[0],[94],8752,40,100,1
42,"ProxyKey43",[0],[94],8753,40,100,1
43,"ProxyKey44","[57,0]","[4,0]",8754,68,100,1
44,"ProxyKey45",[0],[45],8755,2,100,1
45,"ProxyKey46",[0],[9],8757,2,39,1
46,"ProxyKey47",[0],[9],8756,40,100,1
47,"ProxyKey48",[0],[94],8758,2,100,1
48,"ProxyKey49",[0],[45],8759,2,100,1
49,"ProxyKey50",[0],[94],8760,2,100,1
50,"ProxyKey51",[0],[94],8761,2,100,1
51,"ProxyKey52",[0],[45],8762,2,100,1
52,"ProxyKey53",[0],[5000],8093,40,100,""
53,"ProxyKey54","[164,0]","[0,2500]",8765,40,100,""
54,"ProxyKey55",[0],[5000],8766,40,100,""
55,"ProxyKey56",[0],[5000],8767,40,100,""
56,"ProxyKey57",[0],[5000],8768,40,100,""
57,"ProxyKey58",[0],[5000],8769,40,100,""
58,"ProxyKey59",[0],[2500],8774,56,100,""
59,"ProxyKey60",[0],[500],8775,56,100,""
60,"ProxyKey61","[57,0]","[500,0]",8776,68,100,""
61,"ProxyKey62","[164,57,0]","[0,250,0]",8777,68,100,""
62,"ProxyKey63","[164,57,0]","[0,250,0]",8778,68,100,""
63,"ProxyKey64",[0],[2500],8779,40,100,""
64,"ProxyKey65",[0],[5000],8780,40,100,""
65,"ProxyKey66",[0],[5000],8781,40,100,""
66,"ProxyKey67",[0],[5000],8782,40,100,""
67,"ProxyKey68",[0],[2500],8783,56,100,""
68,"ProxyKey69","[164,57,0]","[0,500,0]",8784,40,100,""
69,"ProxyKey70","[164,57,0]","[0,500,0]",8785,68,100,""
70,"ProxyKey71","[164,57,0]","[0,500,0]",8786,68,100,""
71,"ProxyKey72","[57,0]","[3,0]",8787,68,100,""
72,"ProxyKey73","[57,0]","[5000,0]",8770,68,100,""
73,"ProxyKey74","[57,0]","[5000,0]",8771,68,100,""
74,"ProxyKey75","[57,0]","[5000,0]",8772,68,100,""
75,"ProxyKey76","[57,0]","[5000,0]",8773,68,100,""
76,"ProxyKey77","[164,57,0]","[0,250,0]",8788,68,100,""
