"rownum","rid","i32"
0,2,25
1,17,25
2,11,273
3,16,273
4,8,273
5,7,273
6,3,273
7,42,273
8,27,273
9,15,273
10,14,273
11,26,273
12,110,273
13,6,273
14,20,273
15,22,273
16,23,273
17,24,273
18,5,273
19,0,273
20,1,273
21,18,273
22,19,273
23,117,273
24,504,273
25,505,273
26,506,273
27,507,273
28,508,273
29,509,273
30,510,273
31,511,273
32,512,273
33,513,273
34,514,204
35,515,204
36,516,204
37,517,204
38,518,204
39,519,204
40,520,204
41,521,204
42,522,204
43,523,204
44,524,341
45,525,341
46,526,341
47,527,341
48,528,341
49,529,341
50,530,341
51,531,341
52,532,341
53,533,341
54,546,341
55,547,341
56,548,341
57,549,341
58,550,341
59,551,341
60,552,341
61,553,341
62,554,341
63,555,341
64,556,341
65,557,341
66,558,341
67,559,341
68,560,341
69,561,341
70,562,341
71,563,341
72,564,341
73,534,204
74,535,273
75,536,341
76,537,204
77,538,273
78,539,341
79,540,204
80,541,273
81,542,341
82,543,204
83,544,273
84,545,341
85,565,341
86,566,341
87,567,341
88,568,341
89,569,341
90,570,341
91,571,341
92,572,341
93,573,341
94,574,341
95,575,341
96,1740,33
97,1741,86
98,1742,191
99,1743,341
100,1744,409
101,1745,540
102,1746,727
103,1747,953
104,1748,1325
105,1749,1490
106,1750,1798
107,1751,1934
108,1752,2478
109,1753,48
110,1754,124
111,1755,278
112,1756,496
113,1757,596
114,1758,786
115,1759,1058
116,1760,1447
117,1761,1928
118,1762,2339
119,1763,2615
120,1764,2814
121,1765,3605
122,1766,33
123,1767,61
124,1768,169
125,1769,341
126,1770,459
127,1771,540
128,1772,727
129,1773,995
130,1774,1325
131,1775,1669
132,1776,1798
133,1777,2006
134,1778,2478
135,1779,48
136,1780,89
137,1781,246
138,1782,496
139,1783,596
140,1784,827
141,1785,1058
142,1786,1386
143,1787,1928
144,1788,2167
145,1789,2615
146,1790,3246
147,1791,3605
148,1792,33
149,1793,61
150,1794,169
151,1795,341
152,1796,459
153,1797,540
154,1798,727
155,1799,912
156,1800,1325
157,1801,1433
158,1802,1798
159,1803,2006
160,1804,2478
161,1805,48
162,1806,89
163,1807,278
164,1808,496
165,1809,596
166,1810,786
167,1811,1058
168,1812,1447
169,1813,1928
170,1814,2167
171,1815,2615
172,1816,2814
173,1817,3605
174,1818,33
175,1819,73
176,1820,169
177,1821,341
178,1822,459
179,1823,569
180,1824,727
181,1825,953
182,1826,1325
183,1827,1548
184,1828,1798
185,1829,2232
186,1830,2478
187,1831,33
188,1832,86
189,1833,215
190,1834,341
191,1835,409
192,1836,569
193,1837,727
194,1838,1038
195,1839,1325
196,1840,1608
197,1841,1798
198,1842,1934
199,1843,2478
200,1844,33
201,1845,86
202,1846,215
203,1847,341
204,1848,459
205,1849,512
206,1850,727
207,1851,953
208,1852,1325
209,1853,1548
210,1854,1798
211,1855,2006
212,1856,2478
213,1857,48
214,1858,89
215,1859,278
216,1860,496
217,1861,596
218,1862,745
219,1863,1058
220,1864,1270
221,1865,1928
222,1866,2252
223,1867,2615
224,1868,2917
225,1869,3605
226,1870,33
227,1871,86
228,1872,191
229,1873,341
230,1874,409
231,1875,540
232,1876,727
233,1877,912
234,1878,1325
235,1879,1490
236,1880,1798
237,1881,2006
238,1882,2478
239,1883,10
240,1884,10
241,1885,10
242,1886,10
243,1887,10
244,1888,10
245,1889,10
246,1890,10
247,1891,10
248,1892,10
249,1893,10
250,1894,10
251,1895,10
252,1896,15
253,1897,15
254,1898,15
255,1899,15
256,1900,15
257,1901,15
258,1902,15
259,1903,15
260,1904,15
261,1905,15
262,1906,15
263,1907,15
264,1908,15
265,1909,33
266,1910,73
267,1911,191
268,1912,341
269,1913,409
270,1914,540
271,1915,727
272,1916,1038
273,1917,1325
274,1918,1669
275,1919,1798
276,1920,2079
277,1921,2478
278,1922,48
279,1923,89
280,1924,246
281,1925,497
282,1926,633
283,1927,873
284,1928,1217
285,1929,1513
286,1930,2011
287,1931,2258
288,1932,2623
289,1933,3032
290,1934,3615
291,1935,10
292,1936,10
293,1937,10
294,1938,10
295,1939,10
296,1940,10
297,1941,10
298,1942,10
299,1943,10
300,1944,10
301,1945,10
302,1946,10
303,1947,10
304,1948,10
305,1949,10
306,1950,175
307,1951,175
308,1952,175
309,1953,175
310,1954,175
311,1955,175
312,1956,175
313,1957,175
314,1958,175
315,1959,175
316,1960,175
317,1961,175
318,1962,175
319,1963,50
320,1964,93
321,1965,289
322,1966,516
323,1967,657
324,1968,862
325,1969,1102
326,1970,1507
327,1971,2008
328,1972,2257
329,1973,2724
330,1974,3264
331,1975,3755
332,1976,4162
333,1977,4604
334,1978,50
335,1979,93
336,1980,289
337,1981,516
338,1982,620
339,1983,818
340,1984,1102
341,1985,1507
342,1986,2008
343,1987,2529
344,1988,2724
345,1989,3264
346,1990,3755
347,1991,4305
348,1992,4920
349,1993,50
350,1994,111
351,1995,289
352,1996,516
353,1997,696
354,1998,862
355,1999,1102
356,2000,1572
357,2001,2008
358,2002,2257
359,2003,2724
360,2004,3039
361,2005,3755
362,2006,4452
363,2007,5084
364,2008,93
365,2009,289
366,2010,516
367,2011,776
368,2012,1102
369,2013,1507
370,2014,2008
371,2015,2529
372,2016,2724
373,2017,2931
374,2018,3755
375,2019,4452
376,2020,4452
377,2021,4452
378,2022,5084
379,2023,111
380,2024,256
381,2025,516
382,2026,776
383,2027,1102
384,2028,1444
385,2029,2008
386,2030,2436
387,2031,2724
388,2032,3039
389,2033,3755
390,2034,4162
391,2035,4760
392,2036,93
393,2037,289
394,2038,516
395,2039,862
396,2040,1102
397,2041,1323
398,2042,2008
399,2043,2529
400,2044,2724
401,2045,2931
402,2046,3755
403,2047,4305
404,2048,4920
405,2049,30
406,2050,195
407,2051,310
408,2052,466
409,2053,661
410,2054,794
411,2055,1205
412,2056,1354
413,2057,1635
414,2058,1959
415,2059,2253
416,2060,30
417,2061,153
418,2062,310
419,2063,491
420,2064,661
421,2065,829
422,2066,1205
423,2067,1354
424,2068,1635
425,2069,1890
426,2070,2253
427,2071,30
428,2072,153
429,2073,310
430,2074,517
431,2075,661
432,2076,829
433,2077,1205
434,2078,1462
435,2079,1635
436,2080,1823
437,2081,2253
438,2082,78
439,2083,174
440,2084,310
441,2085,491
442,2086,661
443,2087,1205
444,2088,1635
445,2089,2253
446,2090,67
447,2091,153
448,2092,310
449,2093,517
450,2094,661
451,2095,1205
452,2096,1635
453,2097,2253
454,2098,67
455,2099,153
456,2100,310
457,2101,517
458,2102,661
459,2103,1205
460,2104,1635
461,2105,2253
462,2106,25
463,2107,145
464,2108,258
465,2109,431
466,2110,551
467,2111,1004
468,2112,1362
469,2113,1878
470,2114,25
471,2115,145
472,2116,258
473,2117,431
474,2118,551
475,2119,1004
476,2120,1362
477,2121,1878
478,2122,25
479,2123,163
480,2124,258
481,2125,388
482,2126,551
483,2127,1004
484,2128,1362
485,2129,1878
486,2130,65
487,2131,258
488,2132,551
489,2133,1004
