"rownum","BaseItemType","ReqStr","ReqInt","ReqDex"
0,273,0,0,0
1,274,0,0,0
2,275,0,0,0
3,276,8,8,8
4,277,0,0,0
5,278,0,0,0
6,2338,0,0,0
7,2339,0,0,0
8,2340,0,0,0
9,2341,0,0,0
10,2342,0,0,0
11,2343,0,0,0
12,1963,0,0,0
13,1964,10,0,0
14,1965,24,0,0
15,1966,34,0,0
16,1967,42,0,0
17,1968,57,0,0
18,1969,68,0,0
19,1970,77,0,0
20,1971,94,0,0
21,1972,104,0,0
22,1973,107,0,0
23,1974,120,0,0
24,1975,157,0,0
25,1976,157,0,0
26,1977,157,0,0
27,1978,0,0,0
28,1979,0,0,10
29,1980,0,0,24
30,1981,0,0,34
31,1982,0,0,47
32,1983,0,0,55
33,1984,0,0,68
34,1985,0,0,75
35,1986,0,0,94
36,1987,0,0,99
37,1988,0,0,107
38,1989,0,0,115
39,1990,0,0,157
40,1991,0,0,157
41,1992,0,0,157
42,1993,0,0,0
43,1994,0,13,0
44,1995,0,24,0
45,1996,0,34,0
46,1997,0,47,0
47,1998,0,59,0
48,1999,0,68,0
49,2000,0,83,0
50,2001,0,94,0
51,2002,0,97,0
52,2003,0,107,0
53,2004,0,120,0
54,2005,0,157,0
55,2006,0,157,0
56,2007,0,157,0
57,2008,0,0,0
58,2009,14,0,14
59,2010,20,0,20
60,2011,31,0,31
61,2012,39,0,39
62,2013,43,0,43
63,2014,51,0,51
64,2015,57,0,57
65,2016,59,0,59
66,2017,66,0,66
67,2018,86,0,86
68,2019,86,0,86
69,2020,86,0,86
70,2021,86,0,86
71,2022,86,0,86
72,2023,0,0,0
73,2024,14,14,0
74,2025,20,20,0
75,2026,33,33,0
76,2027,39,39,0
77,2028,41,41,0
78,2029,51,51,0
79,2030,59,59,0
80,2031,59,59,0
81,2032,61,61,0
82,2033,86,86,0
83,2034,86,86,0
84,2035,86,86,0
85,2036,0,0,0
86,2037,0,14,14
87,2038,0,20,20
88,2039,0,33,33
89,2040,0,39,39
90,2041,0,45,45
91,2042,0,51,51
92,2043,0,59,59
93,2044,0,59,59
94,2045,0,64,64
95,2046,0,86,86
96,2047,0,86,86
97,2048,0,86,86
98,2049,0,0,0
99,2050,23,0,0
100,2051,30,0,0
101,2052,50,0,0
102,2053,61,0,0
103,2054,66,0,0
104,2055,83,0,0
105,2056,94,0,0
106,2057,95,0,0
107,2058,104,0,0
108,2059,118,0,0
109,2060,0,0,0
110,2061,0,0,20
111,2062,0,0,30
112,2063,0,0,49
113,2064,0,0,61
114,2065,0,0,70
115,2066,0,0,83
116,2067,0,0,94
117,2068,0,0,95
118,2069,0,0,102
119,2070,0,0,118
120,2071,0,0,0
121,2072,0,20,0
122,2073,0,30,0
123,2074,0,49,0
124,2075,0,61,0
125,2076,0,74,0
126,2077,0,83,0
127,2078,0,92,0
128,2079,0,95,0
129,2080,0,106,0
130,2081,0,118,0
131,2082,7,0,7
132,2083,13,0,13
133,2084,18,0,18
134,2085,27,0,27
135,2086,34,0,34
136,2087,46,0,46
137,2088,53,0,53
138,2089,65,0,65
139,2090,7,7,0
140,2091,12,12,0
141,2092,18,18,0
142,2093,30,30,0
143,2094,34,34,0
144,2095,46,46,0
145,2096,53,53,0
146,2097,65,65,0
147,2098,0,7,7
148,2099,0,12,12
149,2100,0,18,18
150,2101,0,30,30
151,2102,0,34,34
152,2103,0,46,46
153,2104,0,53,53
154,2105,0,65,65
155,2106,0,0,0
156,2107,19,0,0
157,2108,27,0,0
158,2109,44,0,0
159,2110,53,0,0
160,2111,73,0,0
161,2112,83,0,0
162,2113,104,0,0
163,2114,0,0,0
164,2115,0,0,19
165,2116,0,0,27
166,2117,0,0,46
167,2118,0,0,53
168,2119,0,0,73
169,2120,0,0,83
170,2121,0,0,104
171,2122,0,0,0
172,2123,0,20,0
173,2124,0,27,0
174,2125,0,43,0
175,2126,0,53,0
176,2127,0,73,0
177,2128,0,83,0
178,2129,0,104,0
179,2130,7,0,7
180,2131,15,0,15
181,2132,30,0,30
182,2133,40,0,40
183,2134,46,0,46
184,2135,57,0,57
185,2136,6,6,0
186,2137,15,15,0
187,2138,30,30,0
188,2139,40,40,0
189,2140,46,46,0
190,2141,57,57,0
191,2142,0,6,6
192,2143,0,15,15
193,2144,0,30,30
194,2145,0,40,40
195,2146,0,46,46
196,2147,0,57,57
197,2148,0,0,0
198,2149,20,0,0
199,2150,29,0,0
200,2151,47,0,0
201,2152,57,0,0
202,2153,78,0,0
203,2154,89,0,0
204,2155,111,0,0
205,2156,0,0,0
206,2157,0,0,20
207,2158,0,0,29
208,2159,0,0,49
209,2160,0,0,57
210,2161,0,0,78
211,2162,0,0,89
212,2163,0,0,111
213,2164,0,0,0
214,2165,0,20,0
215,2166,0,29,0
216,2167,0,47,0
217,2168,0,57,0
218,2169,0,78,0
219,2170,0,89,0
220,2171,0,111,0
