"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,609,[7281],[6838],20,"","","","","",1
1,610,[7281],[6838],20,"","","","","",1
2,611,[7281],[6838],20,"","","","","",1
3,612,[7281],[6838],20,"","","","","",1
4,614,[7282],[],20,"","","","","",1
5,615,[7282],[],20,"","","","","",1
6,616,[7282],[],20,"","","","","",1
7,617,[7282],[],20,"","","","","",1
8,624,[7285],[],20,"","","","","",1
9,625,[7285],[],20,"","","","","",1
10,626,[7285],[],20,"","","","","",1
11,627,[7285],[],20,"","","","","",1
12,629,[7286],[],20,"","","","","",1
13,630,[7286],[],20,"","","","","",1
14,631,[7286],[],20,"","","","","",1
15,632,[7286],[],20,"","","","","",1
16,634,[7287],[],20,"","","","","",1
17,635,[7287],[],20,"","","","","",1
18,636,[7287],[],20,"","","","","",1
19,637,[7287],[],20,"","","","","",1
20,639,[7288],[],20,"","","","","",1
21,640,[7288],[],20,"","","","","",1
22,641,[7288],[],20,"","","","","",1
23,642,[7288],[],20,"","","","","",1
24,644,[7289],[],20,"","","","","",""
25,816,[10751],[6839],1,1,"","","","",""
26,817,[10752],[6839],1,1,"","","","",""
27,818,[10753],[6839],1,1,"","","","",""
28,819,[10754],"[6839,6977]",1,1,"","","","",""
29,820,[10755],[6839],2,1,"","","","",""
30,821,[10756],[6839],2,1,"","","","",""
31,822,[10757],[6839],2,1,"","","","",""
32,823,[10758],"[6839,6978]",2,1,"","","","",""
33,824,[10759],[6839],3,1,"","","","",""
34,825,[10760],[6839],3,1,"","","","",""
35,826,[10761],[6839],3,1,"","","","",""
36,827,[10762],"[6839,6979]",3,1,"","","","",""
37,828,[10763],[6839],0,1,"","","","",""
38,829,[10764],[6839],0,1,"","","","",""
39,830,[10765],[6839],0,1,"","","","",""
40,831,[10766],"[6839,6980]",0,1,"","","","",""
41,832,[10767],[6839],0,1,"","","","",""
42,833,[10768],[6839],0,1,"","","","",""
43,834,[10769],[6839],0,1,"","","","",""
44,835,[10770],[6839],0,1,"","","","",""
45,836,[10771],[6839],4,1,1,"","","",""
46,837,[10772],[6839],4,1,1,"","","",""
47,838,[10773],[6839],4,1,1,"","","",""
48,839,[10774],"[6839,6981]",4,1,1,"","","",""
49,840,[10775],[6839],5,1,"",1,"","",""
50,841,[10776],[6839],5,1,"",1,"","",""
51,842,[10777],[6839],5,1,"",1,"","",""
52,843,[10778],"[6839,6982]",5,1,"",1,"","",""
53,844,[10779],[6839],0,1,"","","","",""
54,845,[10780],[6839],0,1,"","","","",""
55,846,[10781],[6839],0,1,"","","","",""
56,847,[10782],"[6839,6983]",0,1,"","","","",""
57,848,[10783],[6839],6,1,"","","","",""
58,849,[10784],[6839],6,1,"","","","",""
59,850,[10785],[6839],6,1,"","","","",""
60,851,[10786],"[6839,6984]",6,1,"","","","",""
61,852,[10787],[6839],7,1,"","","","",""
62,853,[10788],[6839],7,1,"","","","",""
63,854,[10789],[6839],7,1,"","","","",""
64,855,[10790],"[6839,6985]",7,1,"","","","",""
65,856,[10791],[6839],8,1,"","","","",""
66,857,[10792],[6839],8,1,"","","","",""
67,858,[10793],[6839],8,1,"","","","",""
68,859,[10794],"[6839,6986]",8,1,"","","","",""
69,860,[10795],[6839],9,1,"","","","",""
70,861,[10796],[6839],9,1,"","","","",""
71,862,[10797],[6839],9,1,"","","","",""
72,863,[10798],"[6839,6987]",9,1,"","","","",""
73,864,[10799],[6839],10,1,"","","","",""
74,865,[10800],[6839],10,1,"","","","",""
75,866,[10801],[6839],10,1,"","","","",""
76,867,[10802],"[6839,6988]",10,1,"","","","",""
77,868,[10803],[6839],11,1,"","","","",""
78,869,[10804],[6839],11,1,"","","","",""
79,870,[10805],[6839],11,1,"","","","",""
80,871,[10806],"[6839,6989]",11,1,"","","","",""
81,872,[10807],[6839],12,1,"","","","",""
82,873,[10808],[6839],12,1,"","","","",""
83,874,[10809],[6839],12,1,"","","","",""
84,875,[10810],"[6839,6990]",12,1,"","","","",""
85,876,[10811],[],13,1,"","","","",""
86,877,[10812],[],13,1,"","","","",""
87,878,[10813],[],13,1,"","","","",""
88,879,[10814],[],13,1,"","","","",""
89,880,[10815],[],14,1,"","","","",""
90,881,[10816],[],14,1,"","","","",""
91,882,[10817],[],14,1,"","","","",""
92,883,[10818],[],14,1,"","","","",""
93,671,"[11172,11177]",[],15,"","","",1,"",""
94,672,"[11173,11178]",[],16,"","","",1,"",""
95,673,"[11174,11179]",[],17,"","","",1,"",""
96,674,"[11175,11180]",[],18,"","","",1,"",""
97,675,"[11176,11181]",[],19,"","","",1,"",""
98,676,"[11182,11187]",[],15,"","","",1,"",""
99,677,"[11183,11188]",[],16,"","","",1,"",""
100,678,"[11184,11189]",[],17,"","","",1,"",""
101,679,"[11185,11190]",[],18,"","","",1,"",""
102,680,"[11186,11191]",[],19,"","","",1,"",""
103,681,[7283],[],20,"","","",1,"",""
104,712,[12433],[7608],20,1,"","","",1,""
105,699,[13279],[],20,"","","",1,"",""
106,700,[13280],[],20,"","","",1,"",""
107,701,[13281],[],20,"","","",1,"",""
108,702,[13282],[],20,"","","",1,"",""
109,703,[13283],[],20,"","","",1,"",""
110,704,[13284],[],20,"","","",1,"",""
111,705,[13285],[],20,"","","",1,"",""
112,706,[13286],[],20,"","","",1,"",""
113,707,[13287],[],20,"","","",1,"",""
114,708,[13288],[],20,"","","",1,"",""
115,709,[13289],[],20,"","","",1,"",""
116,710,[13290],[],20,"","","",1,"",""
117,711,[13291],[],20,"","","",1,"",""
